date,cost,crisis,deficit,depreciation,domination,isPartial
2005-10-18,91,16,5,2,3,False
2005-10-19,91,11,6,2,3,False
2005-10-20,89,12,4,2,3,False
2005-10-21,74,8,3,2,3,False
2005-10-22,73,10,3,3,3,False
2005-10-23,67,10,6,1,2,False
2005-10-24,89,11,5,1,2,False
2005-10-25,84,8,4,1,1,False
2005-10-26,92,12,4,2,2,False
2005-10-27,77,13,5,3,3,False
2005-10-28,77,9,5,2,2,False
2005-10-29,80,7,3,0,3,False
2005-10-30,88,7,3,2,3,False
2005-10-31,91,9,3,3,3,False
2005-11-01,87,11,4,2,3,False
2005-11-02,89,13,4,2,2,False
2005-11-03,92,10,3,1,2,False
2005-11-04,81,12,5,3,3,False
2005-11-05,70,10,5,1,3,False
2005-11-06,70,8,4,1,2,False
2005-11-07,95,13,4,2,2,False
2005-11-08,91,15,5,1,3,False
2005-11-09,84,11,4,0,2,False
2005-11-10,83,9,8,2,1,False
2005-11-11,81,11,5,2,4,False
2005-11-12,76,9,4,2,2,False
2005-11-13,76,11,6,2,3,False
2005-11-14,90,13,5,1,2,False
2005-11-15,100,12,3,3,1,False
2005-11-16,92,12,4,2,1,False
2005-11-17,94,12,5,2,2,False
2005-11-18,88,10,3,2,2,False
2005-11-19,72,4,4,1,5,False
2005-11-20,85,8,2,1,2,False
2005-11-21,94,13,3,2,1,False
2005-11-22,90,13,3,1,2,False
2005-11-23,82,9,4,1,1,False
2005-11-24,59,5,3,1,2,False
2005-11-25,66,6,3,0,2,False
2005-11-26,73,15,2,1,4,False
2005-11-27,83,8,4,1,2,False
2005-11-28,92,14,5,3,2,False
2005-11-29,96,14,5,3,3,False
2005-11-30,96,14,4,3,2,False
2005-12-01,90,13,5,1,2,False
2005-12-02,84,11,3,1,1,False
2005-12-03,75,10,3,1,1,False
2005-12-04,84,11,5,3,2,False
2005-12-05,94,11,4,2,1,False
2005-12-06,88,12,5,2,2,False
2005-12-07,88,12,2,3,1,False
2005-12-08,95,9,3,1,2,False
2005-12-09,76,9,3,2,2,False
2005-12-10,75,7,1,1,3,False
2005-12-11,80,9,3,1,4,False
2005-12-12,89,10,5,2,1,False
2005-12-13,93,9,3,3,3,False
2005-12-14,77,12,7,2,1,False
2005-12-15,78,11,5,3,2,False
2005-12-16,77,9,3,2,2,False
2005-12-17,65,8,2,2,2,False
2005-12-18,78,5,4,1,4,False
2005-12-19,78,8,3,2,2,False
2005-12-20,67,8,2,1,2,False
2005-12-21,79,8,3,1,2,False
2005-12-22,68,7,4,1,3,False
2005-12-23,67,3,3,1,2,False
2005-12-24,50,7,2,1,3,False
2005-12-25,46,5,1,1,3,False
2005-12-26,61,3,1,1,4,False
2005-12-27,71,8,4,1,1,False
2005-12-28,79,6,1,1,3,False
2005-12-29,78,6,3,1,3,False
2005-12-30,67,6,2,2,4,False
2005-12-31,56,6,1,0,1,False
2006-01-01,65,9,1,2,2,False
2006-01-02,84,6,3,2,1,False
2006-01-03,83,9,3,1,1,False
2006-01-04,89,8,3,2,3,False
2006-01-05,85,8,3,2,1,False
2006-01-06,80,10,3,1,2,False
2006-01-07,76,5,2,0,3,False
2006-01-08,75,7,1,2,1,False
2006-01-09,90,8,4,1,1,False
2006-01-10,92,9,3,2,2,False
2006-01-11,91,7,5,3,2,False
2006-01-12,86,12,5,3,1,False
2006-01-13,87,10,4,2,1,False
2006-01-14,76,8,1,1,2,False
2006-01-15,84,10,3,2,2,False
2006-01-16,85,8,3,2,1,False
2006-01-17,93,12,4,2,3,False
2006-01-18,89,12,3,2,2,False
2006-01-19,85,12,4,2,2,False
2006-01-20,90,9,2,2,3,False
2006-01-21,72,8,5,1,2,False
2006-01-22,79,10,3,1,1,False
2006-01-23,89,10,3,2,2,False
2006-01-24,94,12,2,2,2,False
2006-01-25,87,11,4,2,1,False
2006-01-26,89,8,3,2,3,False
2006-01-27,79,8,3,2,2,False
2006-01-28,74,5,3,1,2,False
2006-01-29,72,11,3,1,3,False
2006-01-30,89,10,4,3,1,False
2006-01-31,89,14,3,3,3,False
2006-02-01,87,12,6,1,1,False
2006-02-02,95,12,7,2,2,False
2006-02-03,89,10,5,3,1,False
2006-02-04,79,7,1,2,2,False
2006-02-05,72,10,5,3,4,False
2006-02-06,86,9,5,3,2,False
2006-02-07,95,9,5,3,1,False
2006-02-08,85,14,7,1,2,False
2006-02-09,98,11,5,3,4,False
2006-02-10,88,8,6,3,2,False
2006-02-11,84,6,4,1,3,False
2006-02-12,83,9,7,4,2,False
2006-02-13,90,10,4,2,2,False
2006-02-14,86,11,6,3,2,False
2006-02-15,92,10,7,2,2,False
2006-02-16,78,12,4,5,1,False
