date,blackmail,bribe,bum,commoner,corrupt,isPartial
2004-09-11,0,0,32,0,40,False
2004-09-12,8,0,16,0,79,False
2004-09-13,5,5,18,0,59,False
2004-09-14,4,0,27,0,49,False
2004-09-15,5,5,14,9,50,False
2004-09-16,5,5,5,0,47,False
2004-09-17,0,0,30,0,50,False
2004-09-18,0,8,39,0,55,False
2004-09-19,0,8,16,0,39,False
2004-09-20,5,5,19,0,56,False
2004-09-21,0,0,13,0,54,False
2004-09-22,0,9,9,0,65,False
2004-09-23,5,5,9,0,32,False
2004-09-24,5,0,40,5,55,False
2004-09-25,0,0,24,8,24,False
2004-09-26,8,0,39,0,87,False
2004-09-27,5,9,18,0,50,False
2004-09-28,0,0,17,0,44,False
2004-09-29,0,0,27,0,72,False
2004-09-30,5,5,9,0,51,False
2004-10-01,10,0,25,5,46,False
2004-10-02,8,8,24,0,40,False
2004-10-03,15,0,23,0,46,False
2004-10-04,0,4,9,0,40,False
2004-10-05,4,0,13,4,92,False
2004-10-06,0,5,23,0,55,False
2004-10-07,5,5,14,5,47,False
2004-10-08,0,0,25,0,60,False
2004-10-09,0,0,33,0,41,False
2004-10-10,8,16,32,0,32,False
2004-10-11,0,0,28,0,85,False
2004-10-12,0,0,56,0,19,False
2004-10-13,6,0,0,0,77,False
2004-10-14,0,5,37,0,79,False
2004-10-15,0,0,44,0,64,False
2004-10-16,0,0,47,0,39,False
2004-10-17,0,0,46,0,46,False
2004-10-18,4,0,13,0,58,False
2004-10-19,9,4,39,0,31,False
2004-10-20,0,9,13,4,62,False
2004-10-21,0,0,27,0,68,False
2004-10-22,5,10,10,0,81,False
2004-10-23,8,0,47,0,31,False
2004-10-24,0,15,15,0,37,False
2004-10-25,4,0,17,0,43,False
2004-10-26,0,4,38,0,68,False
2004-10-27,4,0,18,0,48,False
2004-10-28,9,0,14,0,59,False
2004-10-29,0,0,100,0,80,False
2004-10-30,11,0,56,0,68,False
2004-10-31,0,8,31,0,55,False
2004-11-01,0,0,14,0,59,False
2004-11-02,4,0,25,0,50,False
2004-11-03,0,4,17,0,55,False
2004-11-04,0,0,44,0,44,False
2004-11-05,19,0,33,0,75,False
2004-11-06,0,8,0,0,83,False
