date,blackmail,bribe,bum,commoner,corrupt,isPartial
2006-10-13,13,3,30,0,89,False
2006-10-14,15,0,59,0,64,False
2006-10-15,9,0,19,0,57,False
2006-10-16,6,3,15,0,72,False
2006-10-17,6,3,47,0,68,False
2006-10-18,3,6,56,3,65,False
2006-10-19,6,6,34,3,68,False
2006-10-20,3,0,42,0,55,False
2006-10-21,0,0,29,0,34,False
2006-10-22,0,0,23,0,65,False
2006-10-23,3,0,27,3,77,False
2006-10-24,3,9,20,3,53,False
2006-10-25,0,3,26,0,41,False
2006-10-26,3,0,39,6,62,False
2006-10-27,3,0,38,0,29,False
2006-10-28,5,0,42,0,56,False
2006-10-29,0,5,43,5,47,False
2006-10-30,0,0,12,0,75,False
2006-10-31,0,6,38,3,50,False
2006-11-01,6,9,25,0,53,False
2006-11-02,3,0,64,0,61,False
2006-11-03,31,0,44,0,66,False
2006-11-04,0,0,59,0,63,False
2006-11-05,5,0,32,0,36,False
2006-11-06,3,6,37,0,87,False
2006-11-07,3,6,28,0,62,False
2006-11-08,6,3,25,0,72,False
2006-11-09,6,3,27,0,72,False
2006-11-10,0,0,39,0,55,False
2006-11-11,0,4,36,0,40,False
2006-11-12,0,4,22,0,74,False
2006-11-13,11,0,23,6,66,False
2006-11-14,3,0,50,3,64,False
2006-11-15,8,3,22,0,99,False
2006-11-16,3,12,40,0,64,False
2006-11-17,6,3,24,3,86,False
2006-11-18,0,4,22,0,40,False
2006-11-19,4,4,36,0,45,False
2006-11-20,3,0,29,0,64,False
2006-11-21,6,6,26,3,86,False
2006-11-22,3,0,19,0,68,False
2006-11-23,5,0,29,0,34,False
2006-11-24,4,4,35,4,66,False
2006-11-25,0,0,33,0,66,False
2006-11-26,0,9,31,0,67,False
2006-11-27,6,6,25,0,61,False
2006-11-28,5,5,32,0,75,False
2006-11-29,3,0,33,0,68,False
2006-11-30,0,0,30,0,74,False
2006-12-01,20,6,58,0,73,False
2006-12-02,8,12,54,0,67,False
2006-12-03,4,0,34,0,50,False
2006-12-04,0,0,45,3,75,False
2006-12-05,3,3,41,0,54,False
2006-12-06,3,0,19,3,41,False
2006-12-07,11,11,36,6,64,False
2006-12-08,3,3,64,0,59,False
2006-12-09,0,0,50,0,42,False
2006-12-10,0,0,34,0,38,False
2006-12-11,3,0,33,0,59,False
2006-12-12,5,0,69,0,32,False
2006-12-13,3,0,58,5,63,False
2006-12-14,9,3,57,0,63,False
2006-12-15,3,0,68,0,43,False
2006-12-16,4,0,84,0,40,False
2006-12-17,5,5,83,0,46,False
2006-12-18,0,3,65,0,44,False
2006-12-19,6,3,59,0,68,False
2006-12-20,9,3,58,3,55,False
2006-12-21,3,0,57,0,48,False
2006-12-22,0,4,28,4,50,False
2006-12-23,15,0,49,0,29,False
2006-12-24,0,0,91,0,64,False
2006-12-25,0,0,54,0,42,False
2006-12-26,0,0,20,0,44,False
2006-12-27,0,0,41,0,47,False
