date,costliness,costly,debtor,default,depression,isPartial
2007-06-24,0,1,0,69,54,False
2007-06-25,0,0,1,77,58,False
2007-06-26,0,1,1,72,53,False
2007-06-27,0,0,0,77,46,False
2007-06-28,0,0,2,82,52,False
2007-06-29,0,0,2,71,42,False
2007-06-30,0,0,0,72,51,False
2007-07-01,0,1,0,64,48,False
2007-07-02,0,0,0,85,55,False
2007-07-03,0,0,2,81,61,False
2007-07-04,0,1,1,70,46,False
2007-07-05,0,0,1,72,52,False
2007-07-06,0,0,1,69,43,False
2007-07-07,0,1,1,77,48,False
2007-07-08,0,1,1,72,49,False
2007-07-09,0,1,1,69,50,False
2007-07-10,0,1,0,89,47,False
2007-07-11,0,1,0,80,50,False
2007-07-12,0,0,0,87,54,False
2007-07-13,0,1,2,74,43,False
2007-07-14,0,0,0,72,63,False
2007-07-15,0,0,0,82,45,False
2007-07-16,0,1,1,88,58,False
2007-07-17,0,0,0,86,47,False
2007-07-18,0,1,2,87,45,False
2007-07-19,0,0,0,91,42,False
2007-07-20,0,1,0,80,33,False
2007-07-21,0,1,0,73,45,False
2007-07-22,0,0,0,70,55,False
2007-07-23,0,0,1,73,49,False
2007-07-24,0,0,0,70,59,False
2007-07-25,0,0,0,82,48,False
2007-07-26,0,0,0,79,51,False
2007-07-27,0,0,2,85,47,False
2007-07-28,0,1,1,78,46,False
2007-07-29,0,0,0,67,44,False
2007-07-30,0,1,1,85,55,False
2007-07-31,0,0,0,74,51,False
2007-08-01,0,1,1,86,46,False
2007-08-02,0,0,1,80,47,False
2007-08-03,0,0,1,84,47,False
2007-08-04,0,1,1,72,48,False
2007-08-05,0,0,2,71,48,False
2007-08-06,0,0,0,84,46,False
2007-08-07,0,0,1,81,45,False
2007-08-08,0,0,1,87,52,False
2007-08-09,0,0,1,88,49,False
2007-08-10,0,0,0,74,47,False
2007-08-11,0,0,0,82,42,False
2007-08-12,0,1,0,74,46,False
2007-08-13,0,0,0,83,60,False
2007-08-14,0,1,0,97,54,False
2007-08-15,0,0,2,82,54,False
2007-08-16,0,0,2,84,49,False
2007-08-17,0,0,1,82,45,False
2007-08-18,0,0,0,76,46,False
2007-08-19,0,1,1,82,58,False
2007-08-20,0,0,0,84,45,False
2007-08-21,0,1,0,96,50,False
2007-08-22,0,0,0,90,45,False
2007-08-23,0,1,0,86,54,False
2007-08-24,0,1,1,77,40,False
2007-08-25,0,1,2,67,36,False
2007-08-26,0,1,0,81,52,False
2007-08-27,0,1,1,74,56,False
2007-08-28,0,1,0,85,47,False
2007-08-29,0,0,1,77,51,False
2007-08-30,0,0,1,83,56,False
2007-08-31,0,1,0,88,49,False
2007-09-01,0,0,0,85,45,False
2007-09-02,0,0,0,72,51,False
2007-09-03,0,0,0,80,46,False
2007-09-04,0,1,0,62,61,False
2007-09-05,0,0,0,86,59,False
2007-09-06,0,0,0,85,55,False
2007-09-07,0,0,1,83,60,False
2007-09-08,0,0,1,87,43,False
2007-09-09,0,1,1,81,59,False
2007-09-10,0,0,1,76,57,False
2007-09-11,0,0,1,74,60,False
2007-09-12,0,1,0,85,60,False
2007-09-13,0,1,0,85,64,False
2007-09-14,0,1,0,79,57,False
2007-09-15,0,0,1,89,48,False
2007-09-16,0,0,0,85,55,False
2007-09-17,0,1,0,71,61,False
2007-09-18,0,0,1,80,62,False
2007-09-19,0,2,0,81,68,False
2007-09-20,0,0,0,81,67,False
2007-09-21,0,0,1,81,55,False
2007-09-22,0,1,1,75,60,False
2007-09-23,0,1,1,68,63,False
2007-09-24,0,0,1,70,67,False
2007-09-25,0,0,0,75,72,False
2007-09-26,0,0,1,74,72,False
2007-09-27,0,1,0,75,63,False
2007-09-28,0,0,0,71,63,False
2007-09-29,0,2,0,76,58,False
2007-09-30,0,1,1,62,59,False
2007-10-01,0,1,0,73,73,False
2007-10-02,0,0,1,82,67,False
2007-10-03,0,1,1,82,78,False
2007-10-04,0,0,1,73,67,False
2007-10-05,0,0,0,79,55,False
2007-10-06,0,0,1,76,55,False
2007-10-07,0,0,1,75,63,False
2007-10-08,0,0,1,84,65,False
2007-10-09,0,0,1,75,78,False
2007-10-10,0,0,1,76,71,False
2007-10-11,0,1,0,92,59,False
2007-10-12,0,2,1,83,60,False
2007-10-13,0,0,1,96,50,False
2007-10-14,0,1,0,82,70,False
2007-10-15,0,0,1,87,79,False
2007-10-16,0,1,1,68,76,False
2007-10-17,0,1,1,79,76,False
2007-10-18,0,0,1,84,64,False
2007-10-19,0,1,1,69,65,False
2007-10-20,0,0,0,79,53,False
2007-10-21,0,2,1,79,59,False
2007-10-22,0,1,0,67,74,False
2007-10-23,0,1,1,79,66,False
2007-10-24,0,1,1,70,69,False
2007-10-25,0,0,1,79,65,False
2007-10-26,0,0,1,80,62,False
2007-10-27,0,0,1,78,47,False
2007-10-28,0,1,0,86,54,False
2007-10-29,0,1,1,70,90,False
2007-10-30,0,1,1,81,75,False
2007-10-31,0,1,0,73,75,False
2007-11-01,0,2,1,88,71,False
2007-11-02,0,0,1,89,82,False
2007-11-03,0,0,0,92,57,False
2007-11-04,0,0,0,84,63,False
2007-11-05,0,0,1,81,74,False
2007-11-06,0,0,1,75,76,False
2007-11-07,0,1,2,71,65,False
2007-11-08,0,1,2,76,73,False
2007-11-09,0,0,1,85,63,False
2007-11-10,0,1,1,88,59,False
2007-11-11,0,0,2,88,61,False
2007-11-12,0,0,1,90,81,False
2007-11-13,0,1,1,84,72,False
2007-11-14,0,0,1,78,72,False
2007-11-15,0,0,1,86,78,False
2007-11-16,0,1,0,75,72,False
2007-11-17,0,0,0,81,56,False
2007-11-18,0,0,0,88,71,False
2007-11-19,0,2,1,86,71,False
2007-11-20,0,1,1,83,70,False
2007-11-21,0,0,1,88,47,False
2007-11-22,0,0,1,94,39,False
2007-11-23,0,0,0,82,49,False
2007-11-24,0,1,0,91,51,False
2007-11-25,0,1,0,79,58,False
2007-11-26,0,1,2,69,85,False
2007-11-27,0,2,1,79,88,False
2007-11-28,0,0,1,87,88,False
2007-11-29,0,1,1,73,76,False
2007-11-30,0,0,1,76,66,False
2007-12-01,0,0,0,87,53,False
2007-12-02,0,1,0,100,72,False
2007-12-03,0,2,0,78,86,False
2007-12-04,0,1,2,82,73,False
2007-12-05,0,0,1,86,81,False
2007-12-06,0,0,0,72,74,False
2007-12-07,0,1,0,73,70,False
2007-12-08,0,0,0,74,49,False
2007-12-09,0,1,2,79,75,False
2007-12-10,0,1,0,76,81,False
2007-12-11,0,0,1,79,70,False
2007-12-12,0,1,1,75,77,False
2007-12-13,0,0,1,82,64,False
2007-12-14,0,0,1,60,58,False
2007-12-15,0,0,0,75,50,False
2007-12-16,0,1,1,79,59,False
2007-12-17,0,0,0,76,64,False
2007-12-18,0,0,1,83,64,False
2007-12-19,0,0,1,79,56,False
2007-12-20,0,0,0,81,52,False
2007-12-21,0,1,1,83,39,False
2007-12-22,0,1,0,86,36,False
2007-12-23,0,0,1,77,40,False
2007-12-24,0,1,0,88,39,False
2007-12-25,0,0,0,84,40,False
2007-12-26,0,0,0,95,46,False
2007-12-27,0,0,0,91,50,False
2007-12-28,0,0,0,95,55,False
2007-12-29,0,0,0,89,46,False
2007-12-30,0,0,0,84,63,False
2007-12-31,0,0,1,88,49,False
2008-01-01,0,0,0,69,46,False
