date,privileged,productive,productivity,profit,profitable,isPartial
2011-08-26,2,3,7,62,4,False
2011-08-27,0,1,4,50,3,False
2011-08-28,1,3,6,48,3,False
2011-08-29,1,5,8,60,5,False
2011-08-30,2,4,10,65,4,False
2011-08-31,3,3,8,68,6,False
2011-09-01,1,6,10,68,5,False
2011-09-02,2,5,8,66,4,False
2011-09-03,1,4,5,40,5,False
2011-09-04,1,2,5,43,4,False
2011-09-05,1,5,7,53,3,False
2011-09-06,2,6,9,70,6,False
2011-09-07,1,7,13,74,4,False
2011-09-08,1,3,9,76,7,False
2011-09-09,2,4,8,71,5,False
2011-09-10,1,3,6,45,5,False
2011-09-11,2,2,9,47,4,False
2011-09-12,4,5,10,81,6,False
2011-09-13,2,6,9,78,5,False
2011-09-14,2,6,13,74,7,False
2011-09-15,2,4,12,78,6,False
2011-09-16,2,5,14,72,5,False
2011-09-17,2,3,5,44,4,False
2011-09-18,1,4,7,56,5,False
2011-09-19,2,3,11,75,5,False
2011-09-20,3,8,12,86,6,False
2011-09-21,2,6,8,91,5,False
2011-09-22,3,5,8,78,8,False
2011-09-23,2,3,10,71,4,False
2011-09-24,1,2,5,48,4,False
2011-09-25,1,3,7,61,5,False
2011-09-26,2,7,10,81,5,False
2011-09-27,1,6,11,81,6,False
2011-09-28,1,3,10,83,7,False
2011-09-29,2,6,9,74,6,False
2011-09-30,1,5,11,68,5,False
2011-10-01,1,2,5,47,5,False
2011-10-02,4,3,10,51,4,False
2011-10-03,2,5,12,79,4,False
2011-10-04,2,4,12,87,7,False
2011-10-05,3,4,10,80,5,False
2011-10-06,2,4,11,81,5,False
2011-10-07,3,5,13,74,6,False
2011-10-08,1,2,4,46,4,False
2011-10-09,4,2,9,61,7,False
2011-10-10,2,5,11,79,6,False
2011-10-11,2,7,15,86,7,False
2011-10-12,2,4,12,100,5,False
2011-10-13,3,4,13,80,4,False
2011-10-14,2,3,10,71,5,False
2011-10-15,2,3,7,47,6,False
2011-10-16,1,4,9,64,6,False
2011-10-17,3,6,10,78,4,False
2011-10-18,4,6,14,92,8,False
2011-10-19,2,6,10,81,6,False
2011-10-20,4,5,10,84,6,False
2011-10-21,3,5,11,71,7,False
2011-10-22,0,4,6,56,3,False
2011-10-23,1,5,7,51,4,False
2011-10-24,2,5,11,87,5,False
2011-10-25,2,6,9,79,8,False
2011-10-26,3,6,11,81,5,False
2011-10-27,2,5,12,88,7,False
2011-10-28,1,4,10,67,4,False
2011-10-29,0,6,4,51,6,False
2011-10-30,2,3,9,54,3,False
2011-10-31,2,5,12,75,5,False
2011-11-01,2,5,12,83,3,False
2011-11-02,1,4,11,84,8,False
2011-11-03,3,7,13,75,5,False
2011-11-04,2,2,8,80,7,False
2011-11-05,2,3,6,53,3,False
2011-11-06,1,6,5,51,6,False
2011-11-07,2,6,10,85,6,False
2011-11-08,3,7,13,81,6,False
2011-11-09,3,4,12,86,6,False
2011-11-10,1,5,11,80,5,False
2011-11-11,3,5,7,64,6,False
2011-11-12,3,5,5,50,5,False
2011-11-13,1,4,9,52,5,False
2011-11-14,1,8,13,85,6,False
2011-11-15,1,5,12,83,6,False
2011-11-16,2,7,9,92,5,False
2011-11-17,2,5,13,81,6,False
2011-11-18,2,6,7,69,6,False
2011-11-19,3,3,6,59,5,False
2011-11-20,2,4,7,54,5,False
2011-11-21,2,5,7,75,7,False
2011-11-22,1,6,9,77,3,False
2011-11-23,1,4,6,52,4,False
2011-11-24,0,3,5,30,2,False
2011-11-25,1,2,4,37,6,False
2011-11-26,2,4,7,45,5,False
2011-11-27,2,5,6,54,5,False
2011-11-28,1,4,9,71,5,False
2011-11-29,2,6,11,89,6,False
2011-11-30,4,5,12,92,8,False
2011-12-01,1,5,11,79,5,False
2011-12-02,2,3,9,67,4,False
2011-12-03,1,5,7,47,5,False
2011-12-04,2,5,8,53,5,False
2011-12-05,3,6,14,78,5,False
2011-12-06,2,6,11,85,5,False
2011-12-07,1,6,9,81,5,False
2011-12-08,2,6,9,70,7,False
2011-12-09,1,4,10,63,6,False
2011-12-10,1,2,7,50,3,False
2011-12-11,1,5,6,50,8,False
2011-12-12,1,5,10,77,4,False
2011-12-13,2,6,14,74,6,False
2011-12-14,3,6,10,76,4,False
2011-12-15,2,6,8,77,4,False
2011-12-16,4,6,8,66,4,False
2011-12-17,1,3,5,51,5,False
2011-12-18,1,3,4,47,4,False
2011-12-19,2,5,7,56,5,False
2011-12-20,1,4,7,50,4,False
2011-12-21,1,3,7,57,4,False
2011-12-22,3,4,8,54,5,False
2011-12-23,1,4,2,36,3,False
2011-12-24,0,3,1,26,2,False
2011-12-25,1,1,4,31,3,False
2011-12-26,2,2,5,34,4,False
2011-12-27,2,5,8,53,5,False
2011-12-28,2,5,7,55,6,False
2011-12-29,1,4,6,55,5,False
2011-12-30,1,5,5,48,4,False
2011-12-31,1,2,5,34,6,False
2012-01-01,2,3,5,28,3,False
2012-01-02,0,3,4,46,8,False
2012-01-03,2,4,8,73,5,False
2012-01-04,2,4,8,62,6,False
2012-01-05,2,5,9,64,6,False
2012-01-06,2,5,7,60,5,False
2012-01-07,1,2,4,47,5,False
2012-01-08,1,4,5,44,3,False
2012-01-09,1,4,10,62,7,False
2012-01-10,2,6,7,74,5,False
2012-01-11,1,3,10,68,6,False
2012-01-12,2,6,9,70,5,False
2012-01-13,1,3,9,72,6,False
2012-01-14,1,2,4,46,6,False
2012-01-15,1,4,4,48,4,False
2012-01-16,3,6,8,64,4,False
2012-01-17,1,5,8,77,5,False
2012-01-18,1,3,7,76,6,False
2012-01-19,2,5,9,84,6,False
2012-01-20,2,4,9,67,6,False
2012-01-21,1,3,6,50,5,False
2012-01-22,2,5,8,54,5,False
2012-01-23,2,3,11,73,5,False
2012-01-24,2,4,11,82,7,False
2012-01-25,1,5,13,84,5,False
2012-01-26,3,8,8,82,6,False
2012-01-27,2,6,11,79,4,False
2012-01-28,1,5,6,52,5,False
2012-01-29,2,8,5,59,7,False
2012-01-30,3,6,11,83,5,False
2012-01-31,2,6,13,77,7,False
2012-02-01,2,5,10,86,6,False
2012-02-02,3,4,10,87,5,False
2012-02-03,2,8,8,74,6,False
2012-02-04,1,4,6,58,5,False
2012-02-05,0,4,7,45,4,False
2012-02-06,1,5,14,78,7,False
2012-02-07,3,5,12,90,8,False
2012-02-08,3,6,12,82,8,False
2012-02-09,2,5,11,93,7,False
2012-02-10,1,5,9,74,5,False
2012-02-11,0,3,6,51,6,False
2012-02-12,1,4,8,53,5,False
2012-02-13,1,6,10,67,5,False
2012-02-14,2,6,9,71,3,False
2012-02-15,2,5,10,83,7,False
2012-02-16,1,4,13,89,7,False
2012-02-17,2,2,9,65,6,False
2012-02-18,1,5,6,56,3,False
2012-02-19,1,4,8,50,5,False
2012-02-20,2,4,11,76,8,False
2012-02-21,1,6,9,79,5,False
2012-02-22,3,6,8,83,6,False
2012-02-23,4,6,8,88,4,False
2012-02-24,2,3,10,72,7,False
2012-02-25,1,3,8,62,3,False
2012-02-26,1,6,10,59,3,False
2012-02-27,2,5,9,85,6,False
2012-02-28,1,6,11,85,5,False
2012-02-29,1,6,12,78,6,False
2012-03-01,2,6,10,87,7,False
2012-03-02,3,5,10,69,8,False
2012-03-03,1,4,4,53,7,False
2012-03-04,3,5,9,55,6,False
2012-03-05,3,7,10,81,6,False
2012-03-06,2,6,7,88,5,False
2012-03-07,2,6,10,77,4,False
2012-03-08,2,6,8,78,5,False
2012-03-09,3,4,13,69,5,False
2012-03-10,1,2,4,51,3,False
2012-03-11,1,3,6,46,4,False
2012-03-12,2,5,12,81,4,False
2012-03-13,2,6,10,81,4,False
2012-03-14,3,4,11,77,5,False
2012-03-15,2,5,12,74,5,False
2012-03-16,2,4,8,62,3,False
2012-03-17,1,4,8,49,5,False
2012-03-18,1,5,7,42,4,False
2012-03-19,3,5,11,70,4,False
2012-03-20,2,7,10,73,3,False
2012-03-21,2,5,12,84,4,False
2012-03-22,1,6,13,69,6,False
2012-03-23,2,4,10,69,6,False
2012-03-24,1,4,4,46,6,False
2012-03-25,2,4,9,48,4,False
2012-03-26,1,5,10,72,7,False
2012-03-27,2,5,12,79,6,False
2012-03-28,2,5,9,77,6,False
2012-03-29,2,5,13,74,3,False
2012-03-30,2,4,8,69,5,False
2012-03-31,1,3,4,45,4,False
2012-04-01,2,4,5,49,6,False
2012-04-02,3,7,10,74,4,False
2012-04-03,2,3,7,81,5,False
2012-04-04,1,7,11,77,5,False
2012-04-05,1,4,9,75,5,False
2012-04-06,1,4,10,67,4,False
2012-04-07,1,4,6,47,3,False
2012-04-08,1,6,4,46,4,False
2012-04-09,2,7,8,79,5,False
2012-04-10,2,7,9,86,4,False
2012-04-11,2,6,9,85,6,False
2012-04-12,1,6,12,79,6,False
2012-04-13,2,5,9,74,5,False
2012-04-14,1,3,7,53,4,False
2012-04-15,1,4,8,57,5,False
2012-04-16,1,8,10,82,7,False
2012-04-17,2,7,8,81,5,False
2012-04-18,2,5,10,75,6,False
2012-04-19,2,4,11,83,6,False
2012-04-20,2,5,8,63,6,False
2012-04-21,1,2,8,48,4,False
2012-04-22,3,4,5,54,5,False
2012-04-23,1,7,14,83,7,False
2012-04-24,2,7,10,86,7,False
2012-04-25,2,5,10,84,6,False
2012-04-26,1,5,11,84,3,False
2012-04-27,3,5,8,70,4,False
2012-04-28,3,3,5,58,3,False
2012-04-29,1,4,8,55,4,False
2012-04-30,2,6,12,79,7,False
2012-05-01,3,6,11,79,8,False
2012-05-02,2,5,13,82,4,False
2012-05-03,1,5,16,74,6,False
2012-05-04,1,4,13,60,6,False
2012-05-05,3,4,9,53,3,False
2012-05-06,2,4,9,52,5,False
2012-05-07,3,7,13,82,7,False
2012-05-08,4,6,12,76,7,False
2012-05-09,1,6,9,73,6,False
2012-05-10,2,4,9,74,5,False
2012-05-11,3,4,9,58,5,False
2012-05-12,3,4,4,51,3,False
2012-05-13,1,6,5,49,5,False
2012-05-14,2,5,10,78,6,False
2012-05-15,2,4,10,74,6,False
2012-05-16,2,6,9,72,6,False
2012-05-17,2,6,9,71,7,False
2012-05-18,1,6,9,61,5,False
2012-05-19,1,4,4,39,4,False
2012-05-20,1,6,8,49,6,False
2012-05-21,1,4,7,63,6,False
