date,partnership,patron,patronage,precious,priceless,isPartial
2016-07-08,10,9,0,16,2,False
2016-07-09,6,13,0,19,2,False
2016-07-10,7,12,0,21,2,False
2016-07-11,14,8,1,17,1,False
2016-07-12,11,9,0,17,3,False
2016-07-13,13,10,1,16,2,False
2016-07-14,11,10,0,16,1,False
2016-07-15,11,12,0,17,1,False
2016-07-16,6,12,0,14,2,False
2016-07-17,8,14,0,16,2,False
2016-07-18,14,9,0,13,2,False
2016-07-19,13,10,0,14,1,False
2016-07-20,12,9,0,13,1,False
2016-07-21,15,9,0,14,2,False
2016-07-22,11,10,1,12,2,False
2016-07-23,7,11,0,14,2,False
2016-07-24,6,13,0,14,2,False
2016-07-25,17,8,0,13,1,False
2016-07-26,20,9,0,13,2,False
2016-07-27,15,10,0,13,1,False
2016-07-28,16,9,1,15,1,False
2016-07-29,11,12,1,18,2,False
2016-07-30,6,13,0,20,2,False
2016-07-31,7,12,0,21,2,False
2016-08-01,13,9,0,20,2,False
2016-08-02,15,11,0,19,2,False
2016-08-03,13,9,0,17,2,False
2016-08-04,12,8,0,15,2,False
2016-08-05,10,12,0,24,2,False
2016-08-06,6,14,0,29,1,False
2016-08-07,4,15,0,24,2,False
2016-08-08,14,10,0,30,2,False
2016-08-09,14,8,0,24,2,False
2016-08-10,12,9,0,26,3,False
2016-08-11,12,9,0,24,3,False
2016-08-12,11,11,0,19,2,False
2016-08-13,5,10,0,31,2,False
2016-08-14,5,12,0,25,2,False
2016-08-15,11,9,1,26,2,False
2016-08-16,12,10,0,20,2,False
2016-08-17,13,9,0,19,2,False
2016-08-18,12,9,0,20,2,False
2016-08-19,11,10,0,19,2,False
2016-08-20,6,11,1,19,1,False
2016-08-21,5,10,0,18,2,False
2016-08-22,15,8,0,19,2,False
2016-08-23,13,8,1,26,2,False
2016-08-24,15,9,1,20,2,False
2016-08-25,12,10,0,23,2,False
2016-08-26,11,11,1,21,2,False
2016-08-27,5,13,0,23,2,False
2016-08-28,6,11,0,22,2,False
2016-08-29,14,9,1,21,2,False
2016-08-30,15,11,1,22,2,False
2016-08-31,15,10,0,20,2,False
2016-09-01,15,10,2,19,2,False
2016-09-02,11,11,0,18,2,False
2016-09-03,6,13,0,17,2,False
2016-09-04,6,15,1,19,2,False
2016-09-05,7,12,0,19,2,False
2016-09-06,14,9,2,16,2,False
2016-09-07,15,10,1,14,2,False
2016-09-08,14,13,1,12,2,False
2016-09-09,14,12,1,14,2,False
2016-09-10,7,12,0,14,2,False
2016-09-11,6,13,1,18,3,False
2016-09-12,12,10,1,15,3,False
2016-09-13,16,10,1,15,2,False
2016-09-14,16,11,1,16,2,False
2016-09-15,16,10,1,13,3,False
2016-09-16,12,11,1,20,2,False
2016-09-17,5,12,0,14,3,False
2016-09-18,7,14,1,16,2,False
2016-09-19,13,11,1,13,2,False
2016-09-20,14,11,1,12,3,False
2016-09-21,15,10,1,15,2,False
2016-09-22,15,12,1,15,3,False
2016-09-23,12,12,1,14,2,False
2016-09-24,6,12,0,15,2,False
2016-09-25,7,12,1,16,2,False
2016-09-26,15,10,1,13,2,False
2016-09-27,17,10,2,12,1,False
2016-09-28,15,11,1,13,3,False
2016-09-29,15,11,1,14,3,False
2016-09-30,12,10,1,12,3,False
2016-10-01,6,13,0,14,2,False
2016-10-02,6,13,0,15,3,False
2016-10-03,13,10,1,12,2,False
2016-10-04,13,14,2,13,3,False
2016-10-05,14,11,1,13,2,False
2016-10-06,14,11,1,12,3,False
2016-10-07,12,10,1,15,3,False
2016-10-08,6,14,1,14,2,False
2016-10-09,8,11,1,13,4,False
2016-10-10,12,11,1,12,3,False
2016-10-11,16,10,1,11,6,False
2016-10-12,15,11,1,13,6,False
2016-10-13,16,10,1,13,9,False
2016-10-14,13,11,1,15,19,False
2016-10-15,4,12,0,12,24,False
2016-10-16,8,14,1,13,17,False
2016-10-17,16,11,2,10,10,False
2016-10-18,14,11,1,12,10,False
2016-10-19,14,11,2,11,8,False
2016-10-20,14,12,1,10,7,False
2016-10-21,12,12,1,14,11,False
2016-10-22,7,12,1,11,14,False
2016-10-23,7,15,1,12,10,False
2016-10-24,15,11,1,11,5,False
2016-10-25,15,13,1,11,5,False
2016-10-26,14,12,2,11,5,False
2016-10-27,16,12,2,11,5,False
2016-10-28,15,14,1,12,7,False
2016-10-29,8,15,1,10,7,False
2016-10-30,5,14,0,11,5,False
2016-10-31,15,13,1,10,3,False
2016-11-01,17,15,1,11,4,False
2016-11-02,15,14,2,14,4,False
2016-11-03,14,13,1,11,3,False
2016-11-04,14,12,2,13,4,False
2016-11-05,6,13,0,12,5,False
2016-11-06,5,13,1,14,3,False
2016-11-07,15,10,1,12,2,False
2016-11-08,15,9,1,9,2,False
2016-11-09,15,7,1,8,2,False
2016-11-10,31,9,1,12,3,False
2016-11-11,18,10,2,12,2,False
2016-11-12,8,12,1,15,2,False
2016-11-13,9,12,1,17,3,False
2016-11-14,16,10,1,13,3,False
2016-11-15,17,10,2,11,2,False
2016-11-16,15,11,2,11,2,False
2016-11-17,16,11,1,12,2,False
2016-11-18,13,9,1,10,2,False
2016-11-19,7,13,0,11,3,False
2016-11-20,7,15,0,15,2,False
2016-11-21,17,10,1,13,2,False
2016-11-22,34,9,1,10,2,False
2016-11-23,16,9,0,11,2,False
2016-11-24,6,9,0,9,2,False
2016-11-25,5,10,0,11,2,False
2016-11-26,7,11,0,14,2,False
2016-11-27,8,11,1,13,2,False
2016-11-28,13,10,1,13,2,False
2016-11-29,15,10,1,13,2,False
2016-11-30,16,11,1,12,1,False
2016-12-01,15,12,1,12,2,False
2016-12-02,13,11,1,13,2,False
2016-12-03,6,12,0,14,2,False
2016-12-04,6,13,0,15,2,False
2016-12-05,14,12,2,14,2,False
2016-12-06,15,12,2,13,1,False
2016-12-07,16,11,1,12,2,False
2016-12-08,15,9,1,13,2,False
2016-12-09,11,10,1,11,2,False
2016-12-10,8,12,1,14,2,False
2016-12-11,7,14,1,13,2,False
2016-12-12,14,12,1,13,2,False
2016-12-13,13,13,2,12,2,False
2016-12-14,13,14,1,13,2,False
2016-12-15,13,13,1,11,2,False
2016-12-16,11,13,1,12,2,False
2016-12-17,5,13,0,13,2,False
2016-12-18,6,12,0,12,2,False
2016-12-19,11,11,1,11,1,False
2016-12-20,13,10,0,12,1,False
2016-12-21,12,13,0,12,2,False
2016-12-22,10,13,0,12,2,False
2016-12-23,7,15,1,14,2,False
2016-12-24,4,17,0,11,2,False
2016-12-25,3,16,1,13,2,False
2016-12-26,5,11,0,12,3,False
2016-12-27,9,11,0,10,2,False
2016-12-28,11,11,0,12,1,False
2016-12-29,9,11,0,12,1,False
2016-12-30,7,13,0,11,1,False
2016-12-31,5,19,0,10,2,False
2017-01-01,5,15,0,12,2,False
2017-01-02,6,11,0,14,2,False
2017-01-03,12,11,1,12,1,False
2017-01-04,12,8,1,13,2,False
2017-01-05,13,11,1,12,2,False
2017-01-06,12,13,1,12,2,False
2017-01-07,6,12,0,14,2,False
2017-01-08,6,13,1,11,1,False
2017-01-09,13,10,1,10,1,False
2017-01-10,13,9,1,11,2,False
2017-01-11,13,10,1,10,2,False
2017-01-12,15,10,1,10,2,False
2017-01-13,13,11,1,11,1,False
2017-01-14,6,12,1,12,2,False
2017-01-15,6,14,1,13,1,False
2017-01-16,10,11,1,13,2,False
2017-01-17,14,10,1,13,2,False
2017-01-18,16,10,1,12,2,False
2017-01-19,16,11,1,11,2,False
2017-01-20,13,11,1,11,2,False
2017-01-21,9,13,1,10,2,False
2017-01-22,9,12,1,13,2,False
2017-01-23,100,9,1,11,1,False
2017-01-24,58,10,1,12,2,False
2017-01-25,27,11,2,10,1,False
2017-01-26,19,13,1,11,2,False
2017-01-27,16,11,1,10,2,False
2017-01-28,9,13,0,12,2,False
2017-01-29,9,14,1,14,2,False
2017-01-30,14,11,1,12,2,False
2017-01-31,17,11,1,12,3,False
2017-02-01,16,10,1,11,3,False
2017-02-02,17,10,1,11,4,False
2017-02-03,14,12,1,11,3,False
2017-02-04,9,14,0,14,4,False
2017-02-05,8,11,1,14,3,False
2017-02-06,13,9,1,11,2,False
2017-02-07,16,9,1,11,2,False
2017-02-08,16,9,1,12,3,False
2017-02-09,15,11,1,9,3,False
2017-02-10,13,12,1,9,3,False
2017-02-11,7,14,1,10,3,False
2017-02-12,9,14,1,13,5,False
2017-02-13,14,9,1,14,3,False
2017-02-14,17,11,1,13,4,False
2017-02-15,16,11,1,13,4,False
2017-02-16,14,11,1,9,3,False
2017-02-17,14,13,1,11,4,False
2017-02-18,7,14,0,11,5,False
2017-02-19,9,15,1,13,6,False
2017-02-20,15,11,1,11,3,False
2017-02-21,18,9,1,11,3,False
2017-02-22,17,11,1,11,3,False
2017-02-23,16,12,1,11,2,False
2017-02-24,13,10,1,10,3,False
2017-02-25,7,12,1,12,3,False
2017-02-26,9,13,0,10,3,False
2017-02-27,18,10,2,12,3,False
2017-02-28,16,12,1,12,2,False
2017-03-01,17,9,1,11,2,False
2017-03-02,17,11,1,12,2,False
2017-03-03,17,12,1,10,3,False
2017-03-04,9,12,0,11,3,False
2017-03-05,8,13,1,11,4,False
2017-03-06,17,11,1,10,2,False
2017-03-07,20,10,1,10,2,False
2017-03-08,17,10,1,12,2,False
2017-03-09,16,11,1,14,2,False
2017-03-10,17,11,2,13,3,False
2017-03-11,8,12,0,12,3,False
2017-03-12,8,14,0,13,4,False
2017-03-13,17,10,1,10,2,False
2017-03-14,17,12,1,11,3,False
2017-03-15,18,12,1,11,4,False
2017-03-16,16,12,1,10,3,False
2017-03-17,13,18,1,11,3,False
2017-03-18,7,16,1,12,4,False
2017-03-19,9,13,0,11,4,False
2017-03-20,16,10,1,10,3,False
2017-03-21,16,12,1,11,3,False
2017-03-22,16,10,1,9,3,False
2017-03-23,17,10,1,11,2,False
2017-03-24,14,10,1,11,3,False
2017-03-25,7,13,1,12,5,False
2017-03-26,9,13,0,12,4,False
2017-03-27,14,8,1,11,3,False
2017-03-28,17,11,1,10,2,False
2017-03-29,15,9,1,12,2,False
2017-03-30,15,10,1,11,2,False
2017-03-31,19,11,1,11,2,False
2017-04-01,9,12,0,11,3,False
2017-04-02,8,13,0,10,3,False
2017-04-03,14,9,1,11,2,False
