date,lay,liquidate,miser,owe,recession,isPartial
2006-02-01,10,0,0,1,1,False
2006-02-02,11,0,1,1,1,False
2006-02-03,10,0,0,0,1,False
2006-02-04,8,0,1,0,0,False
2006-02-05,10,0,0,1,0,False
2006-02-06,9,0,0,1,0,False
2006-02-07,6,0,0,1,1,False
2006-02-08,8,0,1,0,0,False
2006-02-09,8,0,0,1,1,False
2006-02-10,8,0,0,1,0,False
2006-02-11,9,0,0,2,1,False
2006-02-12,8,0,0,0,0,False
2006-02-13,10,0,0,1,1,False
2006-02-14,10,0,0,1,1,False
2006-02-15,6,0,1,1,1,False
2006-02-16,8,0,0,1,0,False
2006-02-17,9,0,1,1,0,False
2006-02-18,8,0,0,1,1,False
2006-02-19,8,0,0,1,1,False
2006-02-20,8,0,0,0,0,False
2006-02-21,8,0,1,0,0,False
2006-02-22,8,0,1,1,1,False
2006-02-23,10,0,0,1,0,False
2006-02-24,11,0,0,1,0,False
2006-02-25,7,0,0,0,0,False
2006-02-26,10,0,0,1,0,False
2006-02-27,11,0,0,1,1,False
2006-02-28,8,0,0,0,1,False
2006-03-01,8,0,1,1,0,False
2006-03-02,9,0,1,1,0,False
2006-03-03,10,0,1,0,1,False
2006-03-04,11,0,1,0,0,False
2006-03-05,10,0,1,2,0,False
2006-03-06,7,0,0,1,0,False
2006-03-07,10,0,1,0,1,False
2006-03-08,9,0,1,1,0,False
2006-03-09,8,0,0,1,1,False
2006-03-10,7,0,0,1,1,False
2006-03-11,9,0,0,1,2,False
2006-03-12,9,0,1,1,1,False
2006-03-13,10,0,0,1,1,False
2006-03-14,7,0,0,1,0,False
2006-03-15,8,0,0,1,1,False
2006-03-16,9,0,0,1,0,False
2006-03-17,8,0,1,0,0,False
2006-03-18,10,0,1,1,0,False
2006-03-19,8,0,0,1,1,False
2006-03-20,9,0,1,0,1,False
2006-03-21,7,0,0,1,1,False
2006-03-22,7,0,1,1,0,False
2006-03-23,8,0,1,1,1,False
2006-03-24,6,0,0,1,0,False
2006-03-25,6,0,1,1,1,False
2006-03-26,9,0,0,1,1,False
2006-03-27,8,0,0,1,1,False
2006-03-28,9,0,0,1,0,False
2006-03-29,8,0,1,1,0,False
2006-03-30,9,0,1,1,0,False
2006-03-31,8,0,1,1,1,False
2006-04-01,7,0,0,1,0,False
2006-04-02,12,0,0,1,0,False
2006-04-03,9,0,0,0,0,False
2006-04-04,10,0,0,1,0,False
2006-04-05,7,0,0,0,0,False
2006-04-06,8,0,0,1,0,False
2006-04-07,6,0,0,1,0,False
2006-04-08,8,0,0,2,0,False
2006-04-09,12,0,0,1,1,False
2006-04-10,11,0,0,0,0,False
2006-04-11,6,0,0,1,0,False
2006-04-12,8,0,0,2,1,False
2006-04-13,9,0,0,2,0,False
2006-04-14,7,0,0,1,0,False
2006-04-15,10,0,0,1,0,False
2006-04-16,10,0,1,1,0,False
2006-04-17,8,0,0,1,1,False
2006-04-18,8,0,0,1,1,False
2006-04-19,8,0,0,0,1,False
2006-04-20,8,0,1,1,1,False
2006-04-21,10,0,1,1,1,False
2006-04-22,11,0,0,0,1,False
2006-04-23,12,0,1,0,1,False
2006-04-24,8,0,0,0,1,False
2006-04-25,10,0,0,1,0,False
2006-04-26,11,0,0,1,1,False
2006-04-27,8,0,0,1,1,False
2006-04-28,9,0,0,0,1,False
2006-04-29,12,0,0,1,1,False
2006-04-30,10,0,0,0,1,False
2006-05-01,10,0,0,0,0,False
2006-05-02,12,0,0,1,1,False
2006-05-03,9,0,0,0,1,False
2006-05-04,11,0,0,0,0,False
2006-05-05,10,0,0,1,1,False
2006-05-06,13,0,0,1,0,False
2006-05-07,11,0,0,1,0,False
2006-05-08,9,0,1,0,0,False
2006-05-09,8,0,0,1,1,False
2006-05-10,9,0,0,0,1,False
2006-05-11,9,0,0,1,0,False
2006-05-12,10,0,0,1,1,False
2006-05-13,7,0,1,1,0,False
2006-05-14,11,0,1,2,1,False
2006-05-15,8,0,1,1,0,False
2006-05-16,15,0,1,0,0,False
2006-05-17,9,0,0,1,1,False
2006-05-18,9,0,0,1,1,False
2006-05-19,8,0,0,1,1,False
2006-05-20,8,0,0,1,0,False
2006-05-21,11,0,0,1,0,False
2006-05-22,9,0,1,2,0,False
2006-05-23,12,0,0,1,0,False
2006-05-24,10,0,0,1,1,False
2006-05-25,25,0,1,1,0,False
2006-05-26,15,0,0,0,0,False
2006-05-27,14,0,1,1,0,False
2006-05-28,14,0,1,2,0,False
2006-05-29,11,0,1,1,0,False
2006-05-30,10,0,1,1,1,False
2006-05-31,11,0,0,1,1,False
2006-06-01,9,0,0,0,0,False
2006-06-02,9,0,0,1,1,False
2006-06-03,7,0,0,1,1,False
2006-06-04,9,0,0,1,0,False
2006-06-05,9,0,0,0,0,False
2006-06-06,10,0,0,1,1,False
2006-06-07,7,0,0,1,0,False
2006-06-08,9,0,0,1,1,False
2006-06-09,7,0,1,1,1,False
2006-06-10,10,0,1,1,0,False
2006-06-11,9,0,0,1,0,False
2006-06-12,8,0,0,1,0,False
2006-06-13,7,0,0,1,2,False
2006-06-14,9,0,0,1,1,False
2006-06-15,8,0,0,0,0,False
2006-06-16,9,0,0,1,0,False
2006-06-17,9,0,0,0,1,False
2006-06-18,10,0,1,0,0,False
2006-06-19,9,0,0,1,1,False
2006-06-20,8,0,0,0,0,False
2006-06-21,8,0,0,1,1,False
2006-06-22,8,0,0,1,1,False
2006-06-23,10,0,0,0,1,False
2006-06-24,11,0,0,0,0,False
2006-06-25,11,0,1,1,1,False
2006-06-26,12,0,0,1,1,False
2006-06-27,11,0,0,1,0,False
2006-06-28,9,0,0,1,0,False
2006-06-29,9,0,0,0,1,False
2006-06-30,8,0,0,1,1,False
2006-07-01,8,0,1,1,0,False
2006-07-02,10,0,1,1,0,False
2006-07-03,7,0,0,1,0,False
2006-07-04,9,0,0,1,0,False
2006-07-05,100,0,0,0,1,False
2006-07-06,46,0,0,1,0,False
2006-07-07,30,0,1,1,0,False
2006-07-08,23,0,1,0,0,False
2006-07-09,19,0,0,1,0,False
2006-07-10,15,0,0,1,0,False
2006-07-11,14,0,0,0,0,False
2006-07-12,14,0,0,1,0,False
2006-07-13,12,0,1,1,1,False
2006-07-14,11,0,1,1,0,False
2006-07-15,12,0,1,2,0,False
2006-07-16,11,0,0,0,1,False
2006-07-17,13,0,0,0,0,False
2006-07-18,11,0,0,1,0,False
2006-07-19,9,0,0,1,0,False
2006-07-20,10,0,0,1,0,False
2006-07-21,9,0,0,1,0,False
2006-07-22,10,0,0,1,0,False
2006-07-23,9,0,0,0,1,False
2006-07-24,7,0,0,0,0,False
2006-07-25,10,0,1,0,0,False
2006-07-26,11,0,1,1,0,False
2006-07-27,8,0,0,1,0,False
2006-07-28,7,0,0,1,0,False
2006-07-29,12,0,0,0,1,False
2006-07-30,11,0,0,1,0,False
2006-07-31,9,0,0,1,1,False
2006-08-01,10,0,0,0,1,False
2006-08-02,9,0,0,1,1,False
2006-08-03,10,0,0,0,0,False
2006-08-04,10,0,0,1,0,False
2006-08-05,15,0,0,1,1,False
2006-08-06,14,0,0,0,2,False
2006-08-07,8,0,0,1,1,False
2006-08-08,7,0,0,1,1,False
2006-08-09,9,0,0,0,1,False
2006-08-10,9,0,0,1,1,False
2006-08-11,10,0,0,0,1,False
2006-08-12,13,0,0,1,1,False
2006-08-13,10,0,0,0,0,False
2006-08-14,7,0,0,0,0,False
2006-08-15,8,0,1,1,0,False
2006-08-16,10,0,0,0,1,False
2006-08-17,8,0,0,0,1,False
2006-08-18,9,0,0,1,0,False
2006-08-19,10,0,0,1,0,False
2006-08-20,9,0,0,1,0,False
2006-08-21,9,0,1,1,0,False
2006-08-22,10,0,0,1,1,False
2006-08-23,10,0,0,1,1,False
2006-08-24,8,0,0,1,0,False
2006-08-25,10,0,0,0,1,False
2006-08-26,11,0,0,1,0,False
2006-08-27,14,0,0,0,0,False
2006-08-28,10,0,0,1,0,False
2006-08-29,9,0,0,1,1,False
2006-08-30,11,0,0,1,0,False
2006-08-31,10,0,0,1,1,False
2006-09-01,9,0,1,1,1,False
2006-09-02,10,0,1,1,0,False
2006-09-03,13,0,0,1,0,False
2006-09-04,10,0,0,0,1,False
2006-09-05,12,0,0,0,1,False
2006-09-06,8,0,1,0,0,False
2006-09-07,8,0,0,0,1,False
2006-09-08,10,0,1,1,1,False
2006-09-09,10,0,0,0,0,False
2006-09-10,11,0,0,1,0,False
2006-09-11,7,0,0,1,1,False
2006-09-12,10,0,0,0,0,False
2006-09-13,10,0,0,0,0,False
2006-09-14,10,0,0,1,0,False
2006-09-15,8,0,0,1,0,False
2006-09-16,10,0,0,0,0,False
2006-09-17,10,0,0,0,0,False
2006-09-18,12,0,1,1,0,False
2006-09-19,9,0,0,1,1,False
2006-09-20,9,0,0,0,1,False
2006-09-21,13,0,0,0,0,False
2006-09-22,10,0,0,1,1,False
2006-09-23,14,0,0,1,1,False
2006-09-24,13,0,0,1,0,False
2006-09-25,11,0,0,1,2,False
2006-09-26,10,0,0,0,0,False
2006-09-27,10,0,1,1,2,False
2006-09-28,10,0,1,0,0,False
2006-09-29,9,0,0,0,1,False
2006-09-30,13,0,1,0,0,False
2006-10-01,12,0,1,0,1,False
2006-10-02,10,0,0,0,1,False
2006-10-03,9,0,0,0,0,False
2006-10-04,10,0,0,0,0,False
2006-10-05,9,0,0,1,0,False
2006-10-06,10,0,0,1,1,False
2006-10-07,11,0,0,0,0,False
2006-10-08,12,0,0,1,1,False
2006-10-09,9,0,0,0,1,False
2006-10-10,7,0,1,0,0,False
2006-10-11,11,0,0,1,0,False
2006-10-12,9,0,0,1,0,False
2006-10-13,10,0,0,0,0,False
2006-10-14,11,0,0,2,0,False
2006-10-15,10,0,0,1,1,False
2006-10-16,10,0,0,1,1,False
2006-10-17,11,0,0,1,1,False
2006-10-18,13,0,0,1,1,False
2006-10-19,12,0,0,0,0,False
2006-10-20,9,0,0,0,0,False
2006-10-21,10,0,1,0,0,False
2006-10-22,11,0,0,0,1,False
2006-10-23,10,0,0,1,1,False
2006-10-24,11,0,0,1,1,False
2006-10-25,11,0,0,1,0,False
2006-10-26,10,0,1,0,0,False
2006-10-27,8,0,0,0,0,False
2006-10-28,10,0,1,1,1,False
