date,blackmail,bribe,bum,commoner,corrupt,isPartial
2005-05-23,4,0,21,0,67,False
2005-05-24,12,4,41,0,70,False
2005-05-25,4,4,55,0,38,False
2005-05-26,4,4,35,0,48,False
2005-05-27,0,10,24,5,29,False
2005-05-28,32,8,48,8,32,False
2005-05-29,8,0,76,0,59,False
2005-05-30,0,0,49,0,56,False
2005-05-31,0,8,25,4,55,False
2005-06-01,0,8,55,0,59,False
2005-06-02,0,0,39,0,87,False
2005-06-03,18,0,55,0,69,False
2005-06-04,0,0,44,0,95,False
2005-06-05,0,0,37,0,52,False
2005-06-06,0,9,39,0,39,False
2005-06-07,0,0,34,0,55,False
2005-06-08,0,4,17,0,68,False
2005-06-09,0,0,22,0,59,False
2005-06-10,10,0,52,0,57,False
2005-06-11,7,0,59,0,45,False
2005-06-12,8,0,23,0,30,False
2005-06-13,9,4,39,0,61,False
2005-06-14,0,0,26,0,61,False
2005-06-15,0,4,13,0,75,False
2005-06-16,4,0,22,0,81,False
2005-06-17,5,5,34,0,88,False
2005-06-18,15,0,31,0,23,False
2005-06-19,0,0,16,0,56,False
2005-06-20,4,0,36,4,67,False
2005-06-21,4,0,48,0,35,False
2005-06-22,13,0,22,4,53,False
2005-06-23,5,0,32,0,72,False
2005-06-24,5,0,44,5,34,False
2005-06-25,8,0,15,0,39,False
2005-06-26,8,0,39,0,47,False
2005-06-27,4,4,26,0,84,False
2005-06-28,0,0,22,4,52,False
2005-06-29,4,0,13,0,44,False
2005-06-30,0,0,23,0,59,False
2005-07-01,10,5,51,0,61,False
2005-07-02,8,0,87,0,63,False
2005-07-03,0,17,26,0,17,False
2005-07-04,0,0,8,0,45,False
2005-07-05,0,0,28,0,61,False
2005-07-06,4,4,21,0,85,False
2005-07-07,9,0,30,0,83,False
2005-07-08,5,0,9,0,55,False
2005-07-09,7,0,21,0,70,False
2005-07-10,0,0,73,0,58,False
2005-07-11,0,0,25,0,80,False
2005-07-12,0,0,41,0,74,False
2005-07-13,0,0,21,0,51,False
2005-07-14,0,4,26,0,35,False
2005-07-15,5,5,23,0,50,False
2005-07-16,7,7,0,0,43,False
2005-07-17,7,0,22,0,95,False
2005-07-18,8,0,25,0,71,False
2005-07-19,8,4,25,0,50,False
