date,gain,generosity,gift,gold,guide,isPartial
2012-03-02,9,0,22,53,60,False
2012-03-03,7,0,23,56,72,False
2012-03-04,9,0,22,58,76,False
2012-03-05,10,0,21,55,69,False
2012-03-06,10,0,21,54,63,False
2012-03-07,9,0,20,49,60,False
2012-03-08,9,0,20,48,59,False
2012-03-09,9,0,20,51,60,False
2012-03-10,8,0,21,56,68,False
2012-03-11,10,0,21,54,71,False
2012-03-12,9,0,20,52,64,False
2012-03-13,10,0,20,53,64,False
2012-03-14,10,0,20,52,60,False
2012-03-15,10,0,20,49,61,False
2012-03-16,10,0,21,51,61,False
2012-03-17,8,0,21,55,66,False
2012-03-18,10,0,21,51,70,False
2012-03-19,10,0,21,49,64,False
2012-03-20,10,0,22,48,59,False
2012-03-21,11,0,21,51,61,False
2012-03-22,8,0,20,50,59,False
2012-03-23,9,0,21,51,61,False
2012-03-24,8,0,22,53,66,False
2012-03-25,8,0,21,51,71,False
2012-03-26,9,0,21,52,64,False
2012-03-27,10,0,20,51,62,False
2012-03-28,11,0,19,51,61,False
2012-03-29,10,0,21,50,59,False
2012-03-30,9,0,21,48,57,False
2012-03-31,8,0,20,48,63,False
2012-04-01,9,0,20,50,70,False
2012-04-02,11,0,21,50,62,False
2012-04-03,11,0,20,48,61,False
2012-04-04,10,0,21,49,61,False
2012-04-05,10,0,21,50,61,False
2012-04-06,9,0,21,50,61,False
2012-04-07,9,0,23,49,68,False
2012-04-08,9,0,21,49,70,False
2012-04-09,11,0,20,47,67,False
2012-04-10,10,0,21,48,62,False
2012-04-11,10,0,22,49,64,False
2012-04-12,10,0,22,48,60,False
2012-04-13,9,0,22,47,58,False
2012-04-14,8,0,22,49,66,False
2012-04-15,11,0,23,52,71,False
2012-04-16,10,0,21,48,65,False
2012-04-17,10,0,22,50,62,False
2012-04-18,10,0,22,49,60,False
2012-04-19,10,0,21,48,60,False
2012-04-20,9,0,22,48,57,False
2012-04-21,8,0,23,51,68,False
2012-04-22,8,0,23,53,71,False
2012-04-23,10,0,23,50,65,False
2012-04-24,9,0,25,53,62,False
2012-04-25,10,0,24,50,63,False
2012-04-26,10,0,24,49,62,False
2012-04-27,10,0,24,46,59,False
2012-04-28,8,0,25,51,66,False
2012-04-29,10,0,25,50,70,False
2012-04-30,10,0,24,49,62,False
2012-05-01,11,0,25,49,62,False
2012-05-02,10,0,26,50,58,False
2012-05-03,10,0,26,46,58,False
2012-05-04,9,0,27,50,56,False
2012-05-05,9,0,26,51,66,False
2012-05-06,8,0,27,51,70,False
2012-05-07,10,0,28,50,64,False
2012-05-08,10,0,32,54,64,False
2012-05-09,9,0,33,52,60,False
2012-05-10,9,0,36,50,59,False
2012-05-11,9,0,35,48,56,False
2012-05-12,8,0,37,54,68,False
2012-05-13,8,0,33,52,71,False
2012-05-14,10,0,25,51,66,False
2012-05-15,10,0,24,53,64,False
2012-05-16,10,0,25,55,63,False
2012-05-17,10,0,24,52,58,False
2012-05-18,10,0,23,53,59,False
2012-05-19,9,0,24,52,67,False
2012-05-20,10,0,23,52,71,False
2012-05-21,10,0,24,52,64,False
