date,gain,generosity,gift,gold,guide,isPartial
2011-08-26,8,0,18,57,60,False
2011-08-27,7,0,20,56,72,False
2011-08-28,7,0,20,53,77,False
2011-08-29,8,0,19,53,65,False
2011-08-30,9,0,20,58,65,False
2011-08-31,9,0,21,56,63,False
2011-09-01,8,0,20,53,66,False
2011-09-02,8,0,21,55,63,False
2011-09-03,7,0,20,55,71,False
2011-09-04,7,0,19,55,75,False
2011-09-05,8,0,20,57,82,False
2011-09-06,9,0,21,59,70,False
2011-09-07,9,0,20,58,67,False
2011-09-08,9,0,21,57,65,False
2011-09-09,9,0,23,54,63,False
2011-09-10,8,0,21,51,80,False
2011-09-11,7,0,20,50,81,False
2011-09-12,9,0,19,55,67,False
2011-09-13,9,0,20,54,67,False
2011-09-14,10,0,20,55,65,False
2011-09-15,8,0,19,54,62,False
2011-09-16,9,0,21,54,63,False
2011-09-17,7,0,22,54,72,False
2011-09-18,9,0,21,53,83,False
2011-09-19,9,0,20,55,72,False
2011-09-20,9,0,22,56,76,False
2011-09-21,8,0,20,53,70,False
2011-09-22,8,0,21,60,71,False
2011-09-23,9,0,21,63,64,False
2011-09-24,7,0,21,57,72,False
2011-09-25,8,0,20,56,81,False
2011-09-26,9,0,21,72,69,False
2011-09-27,9,0,21,66,69,False
2011-09-28,9,0,20,60,66,False
2011-09-29,9,0,22,55,65,False
2011-09-30,9,0,18,55,64,False
2011-10-01,8,0,20,54,76,False
2011-10-02,8,0,21,52,81,False
2011-10-03,8,0,21,55,64,False
2011-10-04,8,0,22,52,64,False
2011-10-05,9,0,21,51,66,False
2011-10-06,8,0,22,50,61,False
2011-10-07,8,0,22,53,62,False
2011-10-08,7,0,21,51,73,False
2011-10-09,8,0,21,51,80,False
2011-10-10,10,0,22,54,69,False
2011-10-11,10,0,22,54,70,False
2011-10-12,10,0,22,53,67,False
2011-10-13,9,0,22,50,60,False
2011-10-14,8,0,20,51,60,False
2011-10-15,7,0,19,47,68,False
2011-10-16,8,0,21,46,74,False
2011-10-17,10,0,24,53,65,False
2011-10-18,9,0,25,49,62,False
2011-10-19,10,0,22,50,66,False
2011-10-20,9,0,24,52,62,False
2011-10-21,8,0,23,50,61,False
2011-10-22,7,0,22,56,70,False
2011-10-23,8,0,22,55,77,False
2011-10-24,9,0,25,54,62,False
2011-10-25,8,0,23,52,65,False
2011-10-26,8,0,22,50,61,False
2011-10-27,10,0,23,53,63,False
2011-10-28,7,0,22,51,58,False
2011-10-29,7,0,21,68,69,False
2011-10-30,8,0,20,53,74,False
2011-10-31,8,0,23,50,61,False
2011-11-01,9,0,28,53,65,False
2011-11-02,9,0,26,62,64,False
2011-11-03,9,0,26,53,63,False
2011-11-04,9,0,27,54,59,False
2011-11-05,8,0,29,60,72,False
2011-11-06,8,0,28,51,74,False
2011-11-07,9,0,27,51,64,False
2011-11-08,9,0,28,53,62,False
2011-11-09,9,0,30,52,60,False
2011-11-10,9,0,30,52,62,False
2011-11-11,8,0,31,52,62,False
2011-11-12,6,0,29,58,76,False
2011-11-13,8,0,33,56,77,False
2011-11-14,9,0,32,53,63,False
2011-11-15,9,0,32,54,64,False
2011-11-16,9,0,34,53,62,False
2011-11-17,9,0,34,55,59,False
2011-11-18,8,0,33,55,62,False
2011-11-19,7,0,36,56,70,False
2011-11-20,8,0,39,53,73,False
2011-11-21,9,0,39,54,64,False
2011-11-22,9,0,38,55,64,False
2011-11-23,7,0,37,52,65,False
2011-11-24,6,0,33,48,72,False
2011-11-25,6,0,46,54,69,False
2011-11-26,6,0,46,61,75,False
2011-11-27,7,0,47,56,75,False
2011-11-28,9,0,52,57,66,False
2011-11-29,9,0,52,57,66,False
2011-11-30,9,0,49,55,65,False
2011-12-01,8,0,52,53,62,False
2011-12-02,9,0,56,56,62,False
2011-12-03,7,0,59,62,70,False
2011-12-04,8,0,60,58,74,False
2011-12-05,8,0,64,55,64,False
2011-12-06,8,0,66,56,65,False
2011-12-07,8,0,68,53,62,False
2011-12-08,8,0,68,51,63,False
2011-12-09,8,0,73,52,62,False
2011-12-10,8,0,77,62,72,False
2011-12-11,7,0,78,56,72,False
2011-12-12,8,0,88,57,63,False
2011-12-13,8,0,83,59,64,False
2011-12-14,8,0,86,63,64,False
2011-12-15,8,0,91,62,63,False
2011-12-16,7,0,91,57,60,False
2011-12-17,6,0,96,63,69,False
2011-12-18,6,0,90,58,72,False
2011-12-19,8,0,100,57,65,False
2011-12-20,7,0,100,58,66,False
2011-12-21,7,0,96,56,67,False
2011-12-22,7,0,93,56,68,False
2011-12-23,6,0,95,56,63,False
2011-12-24,6,0,92,59,71,False
2011-12-25,5,0,80,54,71,False
2011-12-26,7,0,64,58,74,False
2011-12-27,8,0,48,59,70,False
2011-12-28,8,0,40,58,72,False
2011-12-29,8,0,38,61,70,False
2011-12-30,7,0,36,57,71,False
2011-12-31,6,0,36,63,72,False
2012-01-01,7,0,27,53,78,False
2012-01-02,8,0,30,59,78,False
2012-01-03,8,0,29,59,70,False
2012-01-04,10,0,26,54,66,False
2012-01-05,8,0,27,51,66,False
2012-01-06,9,0,25,51,67,False
2012-01-07,9,0,28,59,74,False
2012-01-08,9,0,26,57,76,False
2012-01-09,9,0,23,53,69,False
2012-01-10,9,0,24,54,67,False
2012-01-11,10,0,22,54,67,False
2012-01-12,9,0,23,52,68,False
2012-01-13,9,0,22,54,62,False
2012-01-14,7,0,24,58,72,False
2012-01-15,8,0,24,54,75,False
2012-01-16,9,0,23,55,71,False
2012-01-17,9,0,22,53,66,False
2012-01-18,8,0,23,49,66,False
2012-01-19,8,0,22,49,62,False
2012-01-20,9,0,22,51,66,False
2012-01-21,8,0,24,58,74,False
2012-01-22,9,0,23,56,77,False
2012-01-23,9,0,21,53,69,False
2012-01-24,10,0,22,52,67,False
2012-01-25,10,0,23,55,65,False
2012-01-26,10,0,22,53,63,False
2012-01-27,9,0,23,50,65,False
2012-01-28,8,0,24,63,74,False
2012-01-29,8,0,24,60,79,False
2012-01-30,9,0,24,53,67,False
2012-01-31,9,0,24,52,66,False
2012-02-01,10,0,23,52,62,False
2012-02-02,9,0,23,51,64,False
2012-02-03,9,0,23,53,63,False
2012-02-04,7,0,24,61,70,False
2012-02-05,8,0,24,60,79,False
2012-02-06,9,0,24,50,60,False
2012-02-07,10,0,25,53,65,False
2012-02-08,10,0,27,51,64,False
2012-02-09,10,0,27,52,61,False
2012-02-10,9,0,27,53,61,False
2012-02-11,7,0,28,58,69,False
2012-02-12,8,0,27,52,70,False
2012-02-13,9,0,33,53,62,False
2012-02-14,9,0,34,51,61,False
2012-02-15,9,0,23,52,59,False
2012-02-16,9,0,20,53,61,False
2012-02-17,9,0,22,52,60,False
2012-02-18,8,0,21,58,67,False
2012-02-19,8,0,22,56,73,False
2012-02-20,10,0,21,54,70,False
2012-02-21,9,0,20,53,66,False
2012-02-22,10,0,20,52,63,False
2012-02-23,10,0,20,51,62,False
2012-02-24,9,0,19,54,63,False
2012-02-25,8,0,20,67,69,False
2012-02-26,8,0,22,61,77,False
2012-02-27,9,0,19,56,65,False
2012-02-28,9,0,20,51,61,False
2012-02-29,9,0,20,56,61,False
2012-03-01,9,0,20,55,61,False
