date,partnership,patron,patronage,precious,priceless,isPartial
2013-01-15,44,26,2,39,3,False
2013-01-16,51,34,1,39,4,False
2013-01-17,46,27,1,42,3,False
2013-01-18,47,34,3,39,5,False
2013-01-19,19,36,1,34,4,False
2013-01-20,21,39,1,45,4,False
2013-01-21,31,32,2,35,3,False
2013-01-22,48,31,3,37,3,False
2013-01-23,49,33,3,39,3,False
2013-01-24,50,31,3,34,6,False
2013-01-25,44,35,1,32,3,False
2013-01-26,19,43,1,42,3,False
2013-01-27,24,38,0,39,5,False
2013-01-28,40,32,2,31,3,False
2013-01-29,48,27,1,30,3,False
2013-01-30,52,28,2,35,4,False
2013-01-31,48,28,1,33,4,False
2013-02-01,47,31,3,33,3,False
2013-02-02,23,38,1,34,3,False
2013-02-03,18,38,2,43,5,False
2013-02-04,46,30,4,30,4,False
2013-02-05,50,25,3,31,3,False
2013-02-06,46,30,2,37,3,False
2013-02-07,43,28,3,38,4,False
2013-02-08,42,25,3,32,4,False
2013-02-09,26,29,1,34,6,False
2013-02-10,23,37,2,39,2,False
2013-02-11,47,23,3,32,5,False
2013-02-12,47,31,2,36,4,False
2013-02-13,48,27,3,36,4,False
2013-02-14,42,31,1,42,4,False
2013-02-15,44,35,2,34,3,False
2013-02-16,27,34,0,35,2,False
2013-02-17,24,32,1,32,2,False
2013-02-18,34,30,1,35,4,False
2013-02-19,46,26,3,30,3,False
2013-02-20,51,32,2,36,4,False
2013-02-21,49,33,2,39,5,False
2013-02-22,47,28,2,37,4,False
2013-02-23,27,31,2,33,3,False
2013-02-24,25,41,1,38,5,False
2013-02-25,46,28,3,33,3,False
2013-02-26,48,24,2,33,4,False
2013-02-27,48,27,4,35,4,False
2013-02-28,46,27,4,35,3,False
2013-03-01,40,30,1,35,2,False
2013-03-02,26,36,1,38,3,False
2013-03-03,32,35,2,36,3,False
2013-03-04,47,25,2,37,3,False
2013-03-05,51,26,3,33,3,False
2013-03-06,49,25,2,33,3,False
2013-03-07,51,31,2,30,3,False
2013-03-08,43,28,2,31,4,False
2013-03-09,29,35,1,33,5,False
2013-03-10,26,31,2,29,4,False
2013-03-11,53,23,2,38,4,False
2013-03-12,47,26,2,34,4,False
2013-03-13,47,34,2,30,5,False
2013-03-14,44,38,5,36,5,False
2013-03-15,52,40,1,30,3,False
2013-03-16,24,41,2,37,2,False
2013-03-17,25,40,3,36,4,False
2013-03-18,48,34,3,33,5,False
2013-03-19,50,35,3,35,3,False
2013-03-20,43,32,2,32,4,False
2013-03-21,41,27,2,35,5,False
2013-03-22,42,29,3,37,7,False
2013-03-23,30,30,0,39,5,False
2013-03-24,26,35,2,34,5,False
2013-03-25,47,26,2,31,2,False
2013-03-26,53,31,3,41,5,False
2013-03-27,54,29,4,39,4,False
2013-03-28,51,24,2,37,4,False
2013-03-29,37,24,2,35,3,False
2013-03-30,29,33,1,38,2,False
2013-03-31,27,36,1,39,4,False
2013-04-01,52,29,1,34,3,False
2013-04-02,53,22,1,30,1,False
2013-04-03,48,29,3,36,3,False
2013-04-04,54,25,1,34,4,False
2013-04-05,49,29,0,34,5,False
2013-04-06,28,37,1,36,4,False
2013-04-07,30,38,2,35,4,False
2013-04-08,51,29,3,35,6,False
2013-04-09,58,25,2,34,4,False
2013-04-10,56,27,2,33,4,False
