date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2005-05-23,2,0,0,0,58,False
2005-05-24,0,0,0,0,75,False
2005-05-25,2,0,0,0,48,False
2005-05-26,5,0,0,0,69,False
2005-05-27,3,0,0,0,43,False
2005-05-28,0,0,0,0,57,False
2005-05-29,9,0,0,0,83,False
2005-05-30,4,0,0,0,57,False
2005-05-31,2,0,0,0,44,False
2005-06-01,5,0,0,0,58,False
2005-06-02,0,0,0,0,62,False
2005-06-03,10,0,0,0,52,False
2005-06-04,4,0,0,4,68,False
2005-06-05,0,0,0,0,57,False
2005-06-06,2,0,0,0,40,False
2005-06-07,2,2,0,0,42,False
2005-06-08,5,0,0,0,63,False
2005-06-09,2,0,0,0,44,False
2005-06-10,8,0,0,0,60,False
2005-06-11,4,0,0,4,77,False
2005-06-12,0,0,0,0,54,False
2005-06-13,7,0,0,0,67,False
2005-06-14,5,0,0,0,100,False
2005-06-15,2,0,0,0,41,False
2005-06-16,0,0,0,0,49,False
2005-06-17,13,0,0,0,61,False
2005-06-18,0,0,0,0,63,False
2005-06-19,4,0,0,0,65,False
2005-06-20,5,0,0,0,66,False
2005-06-21,5,0,0,0,64,False
2005-06-22,2,0,0,0,48,False
2005-06-23,0,0,0,0,44,False
2005-06-24,0,3,0,0,64,False
2005-06-25,0,0,0,0,59,False
2005-06-26,4,0,0,0,72,False
2005-06-27,2,0,0,0,70,False
2005-06-28,9,0,0,2,24,False
2005-06-29,10,0,0,0,72,False
2005-06-30,2,2,0,0,45,False
2005-07-01,3,0,0,0,47,False
2005-07-02,0,0,0,0,43,False
2005-07-03,0,0,0,0,66,False
2005-07-04,0,4,0,0,86,False
2005-07-05,0,0,0,0,36,False
2005-07-06,0,0,0,0,65,False
2005-07-07,2,0,0,0,31,False
2005-07-08,2,0,0,0,80,False
2005-07-09,4,0,0,0,76,False
2005-07-10,0,0,0,0,76,False
2005-07-11,2,0,0,0,46,False
2005-07-12,2,0,0,0,34,False
2005-07-13,7,0,2,0,49,False
2005-07-14,5,0,0,0,33,False
2005-07-15,2,0,0,0,50,False
2005-07-16,4,0,0,0,59,False
2005-07-17,8,0,0,0,80,False
2005-07-18,2,0,0,0,64,False
2005-07-19,2,0,0,2,50,False
2005-07-20,0,0,0,0,46,False
2005-07-21,0,0,0,0,35,False
2005-07-22,0,0,0,0,46,False
2005-07-23,0,0,0,0,63,False
2005-07-24,0,0,0,0,81,False
2005-07-25,2,2,0,0,62,False
2005-07-26,4,0,0,0,42,False
2005-07-27,5,0,0,0,53,False
2005-07-28,0,0,0,0,53,False
2005-07-29,0,0,0,0,40,False
2005-07-30,4,0,0,0,55,False
2005-07-31,4,0,0,0,35,False
2005-08-01,2,0,0,2,69,False
2005-08-02,4,0,0,0,54,False
2005-08-03,2,0,0,0,52,False
2005-08-04,5,0,0,0,59,False
2005-08-05,3,0,0,0,25,False
2005-08-06,0,0,0,0,90,False
2005-08-07,0,0,0,4,66,False
2005-08-08,2,0,0,0,45,False
2005-08-09,4,0,0,0,33,False
2005-08-10,2,0,0,0,43,False
2005-08-11,2,0,0,0,35,False
2005-08-12,7,2,0,0,49,False
2005-08-13,0,0,0,0,64,False
2005-08-14,0,0,0,0,53,False
2005-08-15,4,0,0,0,54,False
2005-08-16,7,0,0,0,48,False
2005-08-17,0,0,0,0,50,False
2005-08-18,0,0,0,0,56,False
2005-08-19,2,0,0,0,54,False
2005-08-20,7,0,0,0,50,False
2005-08-21,4,0,0,0,55,False
2005-08-22,2,0,0,2,58,False
2005-08-23,0,0,0,0,39,False
2005-08-24,0,0,0,9,74,False
2005-08-25,3,0,0,0,48,False
2005-08-26,0,0,0,0,43,False
2005-08-27,7,0,0,0,73,False
2005-08-28,0,0,0,0,76,False
2005-08-29,4,0,0,0,54,False
2005-08-30,2,0,0,0,49,False
2005-08-31,2,0,0,0,43,False
2005-09-01,7,0,0,0,48,False
2005-09-02,7,0,0,0,44,False
2005-09-03,0,0,0,4,41,False
2005-09-04,0,0,0,0,65,False
2005-09-05,3,0,0,0,61,False
2005-09-06,0,0,0,0,47,False
2005-09-07,2,0,0,0,37,False
2005-09-08,0,0,0,0,49,False
2005-09-09,0,0,0,0,49,False
2005-09-10,0,0,0,0,68,False
2005-09-11,3,0,0,0,77,False
2005-09-12,0,0,0,0,39,False
2005-09-13,6,0,0,0,54,False
2005-09-14,0,0,0,0,55,False
2005-09-15,4,0,0,0,46,False
2005-09-16,2,0,0,0,66,False
2005-09-17,0,0,0,0,61,False
2005-09-18,3,0,0,0,60,False
2005-09-19,0,0,2,0,51,False
2005-09-20,0,0,0,0,36,False
2005-09-21,2,0,0,2,49,False
2005-09-22,0,0,0,0,45,False
2005-09-23,4,0,0,0,49,False
2005-09-24,3,0,0,0,54,False
2005-09-25,3,0,0,0,50,False
2005-09-26,4,0,0,2,46,False
2005-09-27,12,0,0,0,39,False
2005-09-28,2,2,0,0,40,False
2005-09-29,4,0,0,0,38,False
2005-09-30,4,0,0,0,49,False
2005-10-01,3,3,0,0,80,False
2005-10-02,3,0,0,0,60,False
2005-10-03,0,0,0,0,50,False
2005-10-04,0,0,2,0,50,False
2005-10-05,2,0,0,0,35,False
2005-10-06,0,0,0,0,44,False
2005-10-07,2,0,0,0,55,False
2005-10-08,0,0,0,0,39,False
2005-10-09,3,0,0,0,46,False
2005-10-10,0,0,0,0,56,False
2005-10-11,4,0,0,0,66,False
2005-10-12,2,0,0,0,50,False
2005-10-13,0,2,0,0,50,False
2005-10-14,2,0,0,0,51,False
2005-10-15,0,0,0,0,73,False
2005-10-16,0,0,0,0,51,False
2005-10-17,0,0,0,0,33,False
2005-10-18,14,0,0,0,43,False
2005-10-19,2,0,0,0,48,False
2005-10-20,0,0,0,0,55,False
2005-10-21,2,0,0,0,55,False
2005-10-22,3,0,0,0,44,False
2005-10-23,9,0,0,0,56,False
2005-10-24,0,0,0,2,42,False
2005-10-25,2,0,0,0,53,False
2005-10-26,4,0,0,0,44,False
2005-10-27,0,0,0,0,51,False
2005-10-28,2,0,0,0,53,False
2005-10-29,3,0,0,0,55,False
2005-10-30,3,0,0,0,56,False
2005-10-31,2,2,0,2,44,False
2005-11-01,6,0,0,0,45,False
2005-11-02,6,0,0,0,48,False
2005-11-03,4,0,0,0,32,False
2005-11-04,4,2,0,0,43,False
2005-11-05,0,0,0,0,44,False
2005-11-06,0,0,0,0,40,False
2005-11-07,4,2,0,0,34,False
2005-11-08,9,0,0,2,54,False
2005-11-09,6,0,0,0,31,False
2005-11-10,8,0,0,3,64,False
2005-11-11,2,0,0,0,66,False
2005-11-12,3,0,0,0,53,False
2005-11-13,3,0,0,0,61,False
2005-11-14,2,0,0,0,41,False
2005-11-15,9,0,0,2,56,False
2005-11-16,4,2,0,0,54,False
2005-11-17,7,0,0,0,41,False
2005-11-18,4,0,0,0,78,False
2005-11-19,3,0,0,0,67,False
2005-11-20,0,0,0,0,52,False
2005-11-21,2,0,0,0,62,False
2005-11-22,0,0,0,0,61,False
2005-11-23,11,0,0,0,38,False
2005-11-24,3,0,0,0,53,False
2005-11-25,0,0,0,0,50,False
2005-11-26,3,0,0,3,47,False
2005-11-27,3,0,0,0,47,False
2005-11-28,2,0,0,0,59,False
2005-11-29,3,0,0,0,75,False
2005-11-30,7,0,0,2,51,False
2005-12-01,9,0,0,0,56,False
2005-12-02,2,0,2,0,72,False
2005-12-03,6,0,0,0,62,False
2005-12-04,11,0,0,0,75,False
2005-12-05,5,0,0,0,60,False
2005-12-06,3,3,0,3,46,False
2005-12-07,2,0,0,0,54,False
2005-12-08,0,0,0,0,69,False
2005-12-09,2,0,0,0,76,False
2005-12-10,8,0,0,0,71,False
2005-12-11,3,0,0,0,75,False
2005-12-12,2,0,0,0,63,False
2005-12-13,0,0,0,0,60,False
2005-12-14,5,0,0,0,75,False
2005-12-15,0,2,0,0,51,False
2005-12-16,4,0,0,0,56,False
2005-12-17,0,0,0,0,62,False
2005-12-18,0,0,0,0,65,False
2005-12-19,0,0,0,0,58,False
2005-12-20,9,0,0,0,78,False
2005-12-21,6,0,0,0,78,False
2005-12-22,0,0,0,0,81,False
2005-12-23,3,0,0,0,73,False
2005-12-24,0,0,0,0,79,False
2005-12-25,0,0,0,4,66,False
2005-12-26,0,0,0,0,79,False
2005-12-27,0,0,0,0,70,False
2005-12-28,0,0,0,0,87,False
2005-12-29,2,0,0,0,63,False
2005-12-30,5,0,2,0,69,False
2005-12-31,0,0,0,0,71,False
2006-01-01,4,0,0,0,47,False
2006-01-02,0,0,0,0,66,False
2006-01-03,0,0,0,0,57,False
2006-01-04,5,0,0,0,37,False
2006-01-05,4,0,0,2,47,False
2006-01-06,0,2,0,2,37,False
2006-01-07,3,0,0,0,55,False
2006-01-08,6,0,0,0,62,False
2006-01-09,0,0,0,0,62,False
2006-01-10,2,0,0,0,36,False
2006-01-11,0,0,0,0,54,False
2006-01-12,9,0,0,0,72,False
2006-01-13,4,0,0,0,40,False
2006-01-14,5,0,0,0,83,False
2006-01-15,3,0,0,0,61,False
2006-01-16,0,0,0,0,33,False
