date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2013-09-26,14,53,6,28,1,False
2013-09-27,10,49,6,26,1,False
2013-09-28,10,35,5,15,1,False
2013-09-29,12,33,4,16,1,False
2013-09-30,10,55,6,30,0,False
2013-10-01,13,54,6,29,0,False
2013-10-02,11,56,5,27,1,False
2013-10-03,12,52,6,26,1,False
2013-10-04,9,49,5,25,0,False
2013-10-05,12,35,5,15,1,False
2013-10-06,12,31,5,14,1,False
2013-10-07,11,55,5,29,0,False
2013-10-08,13,54,5,28,1,False
2013-10-09,13,55,6,25,1,False
2013-10-10,12,56,7,31,1,False
2013-10-11,12,49,5,26,1,False
2013-10-12,12,42,4,15,1,False
2013-10-13,11,40,4,14,1,False
2013-10-14,11,57,4,25,1,False
2013-10-15,12,54,5,30,1,False
2013-10-16,12,52,5,30,0,False
2013-10-17,10,54,5,27,1,False
2013-10-18,15,51,3,25,0,False
2013-10-19,14,38,3,15,1,False
2013-10-20,14,30,4,15,1,False
2013-10-21,14,54,3,30,1,False
2013-10-22,13,54,3,32,0,False
2013-10-23,13,53,3,30,0,False
2013-10-24,14,47,3,29,1,False
2013-10-25,11,52,4,26,1,False
2013-10-26,13,38,3,14,1,False
2013-10-27,14,33,2,14,1,False
2013-10-28,12,59,3,27,1,False
2013-10-29,14,51,3,32,1,False
2013-10-30,15,51,2,29,0,False
2013-10-31,13,48,4,25,1,False
2013-11-01,12,51,3,27,1,False
2013-11-02,12,42,2,16,2,False
2013-11-03,15,37,3,14,1,False
2013-11-04,16,59,3,31,1,False
2013-11-05,17,58,3,30,1,False
2013-11-06,16,52,3,28,1,False
2013-11-07,16,48,3,26,0,False
2013-11-08,15,50,3,27,1,False
2013-11-09,13,41,2,13,1,False
2013-11-10,17,35,2,17,1,False
2013-11-11,14,69,4,26,1,False
2013-11-12,13,62,4,30,1,False
2013-11-13,17,53,6,33,1,False
2013-11-14,15,58,6,32,1,False
2013-11-15,12,57,3,26,1,False
2013-11-16,13,40,3,18,0,False
2013-11-17,16,28,2,12,1,False
2013-11-18,13,52,3,30,1,False
2013-11-19,14,57,3,27,1,False
2013-11-20,14,53,3,30,1,False
2013-11-21,14,51,3,31,1,False
2013-11-22,15,44,3,26,1,False
2013-11-23,12,32,1,16,0,False
2013-11-24,13,29,2,14,0,False
2013-11-25,13,54,3,27,1,False
2013-11-26,15,53,3,25,1,False
2013-11-27,12,51,2,21,1,False
2013-11-28,14,31,3,10,0,False
2013-11-29,13,58,2,12,1,False
2013-11-30,14,39,1,12,1,False
2013-12-01,14,29,2,11,0,False
2013-12-02,13,53,2,27,1,False
2013-12-03,13,54,4,43,0,False
2013-12-04,15,54,6,35,1,False
2013-12-05,15,50,3,29,0,False
2013-12-06,16,43,3,26,1,False
2013-12-07,14,31,3,13,1,False
2013-12-08,13,25,3,15,1,False
2013-12-09,17,49,3,30,1,False
2013-12-10,13,49,2,27,1,False
2013-12-11,12,52,4,28,1,False
2013-12-12,15,49,3,27,1,False
2013-12-13,13,44,2,27,0,False
2013-12-14,14,29,2,14,1,False
2013-12-15,13,25,3,13,0,False
2013-12-16,13,49,3,29,1,False
2013-12-17,14,47,3,30,1,False
2013-12-18,14,46,4,27,1,False
2013-12-19,11,43,3,26,1,False
2013-12-20,13,42,3,23,1,False
2013-12-21,12,30,2,11,0,False
2013-12-22,13,30,2,12,1,False
2013-12-23,11,56,3,22,1,False
2013-12-24,13,57,2,14,1,False
2013-12-25,12,31,3,9,1,False
2013-12-26,11,85,3,21,0,False
2013-12-27,11,64,3,20,1,False
2013-12-28,13,45,3,14,1,False
2013-12-29,13,34,3,13,0,False
2013-12-30,11,64,3,24,0,False
2013-12-31,11,57,2,24,0,False
2014-01-01,12,51,2,13,1,False
2014-01-02,11,72,3,26,1,False
2014-01-03,10,64,4,25,0,False
2014-01-04,10,41,3,15,0,False
2014-01-05,14,37,3,14,1,False
2014-01-06,11,72,2,30,1,False
2014-01-07,11,63,3,24,1,False
2014-01-08,14,62,3,29,1,False
2014-01-09,15,60,3,26,0,False
2014-01-10,16,54,2,28,1,False
2014-01-11,12,39,2,16,1,False
2014-01-12,17,33,2,15,0,False
2014-01-13,15,61,2,28,1,False
2014-01-14,12,50,4,31,1,False
2014-01-15,13,57,3,31,1,False
2014-01-16,12,55,3,34,1,False
2014-01-17,16,51,3,28,1,False
2014-01-18,14,33,3,19,1,False
2014-01-19,15,33,2,15,1,False
2014-01-20,14,68,2,23,1,False
2014-01-21,14,57,3,28,1,False
2014-01-22,14,57,4,33,1,False
2014-01-23,15,56,4,32,1,False
2014-01-24,16,54,2,30,0,False
2014-01-25,16,36,4,16,1,False
2014-01-26,14,37,3,16,1,False
2014-01-27,15,60,4,28,1,False
2014-01-28,15,61,4,32,1,False
2014-01-29,13,64,4,29,1,False
2014-01-30,14,65,3,32,0,False
2014-01-31,15,68,4,29,1,False
2014-02-01,13,53,3,17,1,False
2014-02-02,15,50,3,15,1,False
2014-02-03,13,58,3,26,0,False
2014-02-04,14,56,4,31,1,False
2014-02-05,14,53,3,30,1,False
2014-02-06,15,47,3,27,0,False
2014-02-07,15,51,3,27,1,False
2014-02-08,15,32,2,19,0,False
2014-02-09,16,26,2,17,1,False
2014-02-10,15,49,3,25,0,False
2014-02-11,14,50,3,31,1,False
2014-02-12,14,47,3,30,0,False
2014-02-13,16,49,9,28,1,False
2014-02-14,13,53,4,27,1,False
2014-02-15,16,35,3,15,1,False
2014-02-16,18,33,5,18,0,False
2014-02-17,13,70,4,24,1,False
2014-02-18,13,57,3,30,1,False
2014-02-19,17,52,4,35,1,False
2014-02-20,18,52,5,30,1,False
2014-02-21,19,53,2,28,0,False
2014-02-22,18,39,3,18,0,False
2014-02-23,21,33,2,15,1,False
2014-02-24,23,55,3,28,0,False
2014-02-25,36,54,3,31,1,False
2014-02-26,37,54,3,31,1,False
2014-02-27,30,52,3,31,1,False
2014-02-28,32,49,4,30,1,False
2014-03-01,39,38,3,18,1,False
2014-03-02,35,29,4,15,1,False
2014-03-03,30,48,3,26,0,False
2014-03-04,23,52,3,33,1,False
2014-03-05,24,51,2,31,0,False
2014-03-06,24,55,4,29,1,False
2014-03-07,25,48,3,24,1,False
2014-03-08,28,37,3,14,1,False
2014-03-09,30,33,2,13,1,False
2014-03-10,22,56,4,30,1,False
2014-03-11,21,56,3,32,1,False
2014-03-12,17,51,4,31,0,False
2014-03-13,20,58,3,31,1,False
2014-03-14,20,50,3,28,1,False
2014-03-15,23,36,4,20,0,False
2014-03-16,23,30,3,16,1,False
2014-03-17,20,52,3,29,1,False
2014-03-18,21,58,3,31,0,False
2014-03-19,22,54,4,28,1,False
2014-03-20,22,53,3,29,1,False
2014-03-21,21,51,3,25,1,False
2014-03-22,22,41,3,14,1,False
2014-03-23,19,35,3,15,0,False
2014-03-24,21,57,3,25,0,False
2014-03-25,21,51,3,32,0,False
2014-03-26,18,58,3,29,1,False
2014-03-27,20,49,4,28,1,False
2014-03-28,18,49,2,27,0,False
2014-03-29,21,38,3,13,1,False
2014-03-30,22,34,3,14,1,False
2014-03-31,18,61,3,29,0,False
2014-04-01,18,63,3,27,0,False
2014-04-02,17,57,3,33,1,False
2014-04-03,19,58,4,29,0,False
2014-04-04,19,51,3,26,1,False
2014-04-05,22,45,3,18,1,False
2014-04-06,18,39,2,13,0,False
2014-04-07,18,60,3,29,1,False
2014-04-08,16,63,4,35,1,False
2014-04-09,19,58,3,31,1,False
2014-04-10,19,60,3,28,1,False
2014-04-11,14,52,3,27,1,False
2014-04-12,20,47,3,20,1,False
2014-04-13,21,38,3,16,0,False
2014-04-14,19,61,3,29,1,False
2014-04-15,20,57,3,29,1,False
2014-04-16,19,57,3,29,1,False
2014-04-17,20,60,3,27,0,False
2014-04-18,20,58,1,22,1,False
2014-04-19,22,43,2,13,1,False
2014-04-20,18,36,2,17,1,False
2014-04-21,17,63,3,30,1,False
2014-04-22,19,61,4,30,1,False
2014-04-23,17,59,3,30,0,False
2014-04-24,17,61,3,32,1,False
2014-04-25,20,58,3,28,1,False
2014-04-26,19,42,2,16,0,False
2014-04-27,19,38,2,13,0,False
2014-04-28,20,65,3,30,2,False
2014-04-29,18,58,3,30,0,False
2014-04-30,19,57,3,29,1,False
2014-05-01,17,63,2,28,1,False
2014-05-02,76,58,4,27,1,False
2014-05-03,100,41,1,14,1,False
2014-05-04,63,37,3,16,1,False
2014-05-05,57,63,3,31,0,False
2014-05-06,39,60,2,27,1,False
2014-05-07,40,60,3,28,1,False
2014-05-08,34,53,4,29,0,False
2014-05-09,24,55,3,26,1,False
2014-05-10,32,41,3,17,1,False
2014-05-11,31,29,2,15,1,False
2014-05-12,27,59,3,33,1,False
2014-05-13,24,57,3,27,1,False
2014-05-14,27,62,3,27,1,False
2014-05-15,24,54,3,30,1,False
2014-05-16,28,55,2,28,0,False
2014-05-17,30,41,2,16,0,False
2014-05-18,29,40,2,11,1,False
2014-05-19,23,61,3,32,1,False
2014-05-20,23,61,4,32,1,False
2014-05-21,21,59,3,31,1,False
2014-05-22,21,53,3,30,1,False
2014-05-23,21,52,4,24,0,False
2014-05-24,23,46,2,16,0,False
2014-05-25,24,43,2,13,1,False
2014-05-26,23,67,2,13,0,False
2014-05-27,21,85,2,31,1,False
2014-05-28,21,71,3,32,1,False
2014-05-29,22,66,3,29,0,False
2014-05-30,22,60,4,31,1,False
2014-05-31,22,46,3,16,1,False
2014-06-01,23,36,2,15,0,False
2014-06-02,24,64,2,28,0,False
2014-06-03,20,57,3,32,0,False
2014-06-04,20,57,3,30,1,False
2014-06-05,19,53,3,27,0,False
2014-06-06,21,54,2,28,0,False
2014-06-07,22,38,2,18,0,False
2014-06-08,21,38,2,13,1,False
2014-06-09,29,63,2,33,1,False
2014-06-10,33,52,2,29,1,False
2014-06-11,29,52,4,29,1,False
2014-06-12,23,49,3,29,0,False
2014-06-13,22,51,3,27,0,False
2014-06-14,26,37,3,16,0,False
2014-06-15,27,29,3,14,1,False
2014-06-16,20,52,2,30,1,False
2014-06-17,22,59,2,33,1,False
2014-06-18,20,53,3,29,1,False
2014-06-19,22,52,2,30,0,False
2014-06-20,20,52,2,26,0,False
2014-06-21,24,41,3,14,0,False
2014-06-22,23,31,2,14,1,False
