date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2015-10-22,5,3,2,80,5,False
2015-10-23,4,5,2,77,6,False
2015-10-24,1,3,0,54,5,False
2015-10-25,2,3,1,48,3,False
2015-10-26,6,5,1,84,7,False
2015-10-27,5,4,1,84,7,False
2015-10-28,5,4,1,92,9,False
2015-10-29,2,6,1,81,7,False
2015-10-30,3,4,1,75,4,False
2015-10-31,0,2,0,49,6,False
2015-11-01,1,3,0,54,4,False
2015-11-02,2,5,2,85,6,False
2015-11-03,4,4,2,94,5,False
2015-11-04,6,4,3,83,7,False
2015-11-05,4,3,2,76,6,False
2015-11-06,2,2,1,74,6,False
2015-11-07,1,3,1,56,7,False
2015-11-08,3,3,2,57,6,False
2015-11-09,5,5,1,79,7,False
2015-11-10,6,5,1,91,6,False
2015-11-11,3,3,1,85,6,False
2015-11-12,6,4,1,92,6,False
