date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2015-02-16,3,5,0,68,3,False
2015-02-17,3,4,2,76,5,False
2015-02-18,5,4,1,74,2,False
2015-02-19,3,4,2,83,5,False
2015-02-20,3,5,2,86,6,False
2015-02-21,1,5,2,51,4,False
2015-02-22,2,4,1,56,4,False
2015-02-23,3,4,1,79,6,False
2015-02-24,6,6,1,77,5,False
2015-02-25,3,6,3,84,5,False
2015-02-26,5,5,0,73,5,False
2015-02-27,3,6,1,76,4,False
2015-02-28,1,4,0,56,5,False
2015-03-01,2,3,1,61,6,False
2015-03-02,5,4,2,77,4,False
2015-03-03,4,3,1,80,4,False
2015-03-04,5,5,2,83,2,False
2015-03-05,4,5,1,80,4,False
2015-03-06,3,4,0,77,4,False
2015-03-07,2,2,1,56,5,False
2015-03-08,1,2,0,50,5,False
2015-03-09,2,4,2,82,4,False
2015-03-10,4,4,1,70,6,False
2015-03-11,2,6,1,83,7,False
2015-03-12,3,4,1,78,4,False
2015-03-13,1,3,0,74,7,False
2015-03-14,2,4,1,60,6,False
2015-03-15,2,3,2,52,6,False
2015-03-16,2,4,1,71,4,False
2015-03-17,4,4,1,75,5,False
2015-03-18,4,6,1,91,3,False
2015-03-19,2,4,3,70,5,False
2015-03-20,3,3,1,74,5,False
2015-03-21,1,3,2,49,4,False
2015-03-22,2,3,1,56,4,False
2015-03-23,3,5,1,78,5,False
2015-03-24,3,5,1,82,6,False
2015-03-25,4,2,3,79,4,False
2015-03-26,2,3,3,84,5,False
2015-03-27,2,5,1,74,4,False
2015-03-28,0,1,1,57,5,False
2015-03-29,2,1,1,51,8,False
2015-03-30,2,4,1,80,5,False
2015-03-31,3,4,3,82,8,False
2015-04-01,2,5,2,83,9,False
2015-04-02,1,4,0,80,7,False
2015-04-03,1,4,2,76,4,False
2015-04-04,1,3,1,53,5,False
2015-04-05,2,3,1,51,5,False
2015-04-06,1,2,1,76,6,False
2015-04-07,2,3,1,85,2,False
2015-04-08,3,3,1,87,5,False
2015-04-09,3,5,2,81,6,False
2015-04-10,4,4,1,77,4,False
2015-04-11,1,3,1,53,4,False
2015-04-12,1,3,1,57,9,False
2015-04-13,2,4,1,84,4,False
2015-04-14,2,3,1,89,5,False
2015-04-15,3,3,2,86,5,False
2015-04-16,3,5,1,74,5,False
2015-04-17,3,4,1,77,5,False
2015-04-18,2,5,1,55,4,False
2015-04-19,2,4,1,52,5,False
2015-04-20,3,5,1,81,6,False
2015-04-21,3,4,1,83,6,False
2015-04-22,3,3,1,89,5,False
2015-04-23,3,3,1,79,3,False
2015-04-24,2,3,2,82,7,False
2015-04-25,1,2,0,50,4,False
2015-04-26,2,3,1,48,6,False
2015-04-27,1,3,1,78,4,False
2015-04-28,2,3,0,77,4,False
2015-04-29,3,3,1,87,6,False
2015-04-30,4,3,1,81,6,False
2015-05-01,3,4,1,74,6,False
2015-05-02,2,5,2,45,6,False
2015-05-03,1,2,0,46,6,False
2015-05-04,3,5,2,72,6,False
2015-05-05,5,3,2,76,5,False
2015-05-06,2,4,0,89,5,False
2015-05-07,2,3,2,85,6,False
2015-05-08,5,4,1,69,7,False
2015-05-09,1,3,0,51,5,False
2015-05-10,2,5,2,54,4,False
2015-05-11,3,4,1,84,3,False
2015-05-12,3,3,1,68,5,False
2015-05-13,3,3,1,84,6,False
2015-05-14,3,2,1,77,5,False
2015-05-15,2,5,2,84,5,False
2015-05-16,1,4,0,56,7,False
2015-05-17,3,5,1,48,7,False
2015-05-18,3,5,0,83,15,False
2015-05-19,3,5,0,87,8,False
2015-05-20,1,4,1,91,5,False
2015-05-21,1,4,1,90,6,False
2015-05-22,2,4,1,70,6,False
2015-05-23,2,4,0,51,6,False
2015-05-24,0,2,0,45,6,False
2015-05-25,3,4,1,54,5,False
2015-05-26,1,3,1,73,6,False
2015-05-27,2,5,1,85,4,False
2015-05-28,2,3,1,87,2,False
2015-05-29,2,4,1,77,5,False
2015-05-30,1,2,0,61,4,False
2015-05-31,3,5,0,57,4,False
2015-06-01,1,3,0,81,4,False
2015-06-02,2,4,0,81,5,False
2015-06-03,1,4,1,89,4,False
2015-06-04,2,4,2,78,3,False
2015-06-05,1,3,1,72,5,False
2015-06-06,2,4,1,49,3,False
2015-06-07,0,4,1,47,6,False
2015-06-08,2,4,0,87,3,False
2015-06-09,1,3,0,75,5,False
2015-06-10,3,2,1,80,3,False
2015-06-11,1,4,2,85,6,False
2015-06-12,2,3,0,81,4,False
2015-06-13,1,3,0,48,4,False
2015-06-14,1,3,1,52,7,False
2015-06-15,2,5,0,82,4,False
2015-06-16,2,2,0,78,6,False
2015-06-17,2,3,1,79,5,False
2015-06-18,1,2,1,85,4,False
2015-06-19,3,3,1,85,5,False
2015-06-20,1,2,0,47,3,False
2015-06-21,1,4,1,47,4,False
2015-06-22,1,3,0,84,6,False
2015-06-23,1,3,1,71,6,False
2015-06-24,1,5,1,82,5,False
2015-06-25,1,3,1,89,5,False
2015-06-26,1,4,1,70,5,False
2015-06-27,1,4,0,54,4,False
2015-06-28,2,2,1,59,7,False
2015-06-29,1,5,0,81,5,False
2015-06-30,1,3,0,92,7,False
2015-07-01,3,3,2,73,5,False
2015-07-02,1,3,2,76,6,False
2015-07-03,1,5,0,57,3,False
2015-07-04,2,4,0,47,5,False
2015-07-05,1,1,1,50,3,False
2015-07-06,1,3,0,82,2,False
2015-07-07,1,6,1,86,6,False
2015-07-08,1,2,0,93,8,False
2015-07-09,2,5,0,86,3,False
2015-07-10,2,4,0,73,7,False
2015-07-11,2,4,0,58,5,False
2015-07-12,2,5,1,62,4,False
2015-07-13,2,3,1,84,7,False
2015-07-14,2,3,1,82,5,False
2015-07-15,1,4,0,89,7,False
2015-07-16,1,5,2,87,4,False
2015-07-17,2,3,0,82,8,False
2015-07-18,1,4,1,54,6,False
2015-07-19,1,4,1,56,6,False
2015-07-20,1,3,0,86,8,False
2015-07-21,2,3,1,88,5,False
2015-07-22,2,5,0,94,5,False
2015-07-23,1,3,1,88,3,False
2015-07-24,2,3,1,76,7,False
2015-07-25,0,3,0,60,6,False
2015-07-26,1,4,0,52,5,False
2015-07-27,2,4,1,78,6,False
2015-07-28,1,2,1,90,6,False
2015-07-29,1,4,0,85,7,False
2015-07-30,1,3,1,94,4,False
2015-07-31,1,4,0,90,6,False
2015-08-01,1,4,0,66,5,False
2015-08-02,1,5,2,53,3,False
2015-08-03,1,2,0,82,4,False
2015-08-04,2,2,2,94,8,False
2015-08-05,2,6,1,82,4,False
2015-08-06,1,5,1,96,5,False
2015-08-07,1,3,0,80,5,False
2015-08-08,3,3,0,51,5,False
2015-08-09,2,3,1,55,6,False
2015-08-10,2,2,1,84,5,False
2015-08-11,2,3,1,100,4,False
2015-08-12,0,2,1,95,5,False
2015-08-13,3,3,0,94,7,False
2015-08-14,2,3,1,84,7,False
2015-08-15,1,2,0,55,6,False
2015-08-16,1,4,0,53,5,False
2015-08-17,5,2,0,84,7,False
2015-08-18,3,5,1,90,6,False
2015-08-19,4,5,0,81,5,False
2015-08-20,3,4,0,88,5,False
2015-08-21,5,3,0,83,5,False
2015-08-22,2,3,0,65,3,False
2015-08-23,2,2,0,53,7,False
2015-08-24,5,3,1,78,6,False
2015-08-25,3,5,1,86,7,False
2015-08-26,4,4,1,95,4,False
2015-08-27,5,4,0,76,4,False
2015-08-28,3,6,2,83,9,False
2015-08-29,3,4,1,55,7,False
2015-08-30,2,4,1,55,6,False
2015-08-31,5,5,2,89,5,False
2015-09-01,6,5,2,90,6,False
2015-09-02,8,6,1,93,8,False
2015-09-03,6,4,1,81,7,False
2015-09-04,9,5,1,84,5,False
2015-09-05,1,5,1,57,10,False
2015-09-06,3,4,0,40,8,False
2015-09-07,2,5,1,57,8,False
2015-09-08,4,4,1,83,4,False
2015-09-09,9,6,1,81,6,False
2015-09-10,8,5,3,84,4,False
2015-09-11,7,6,1,77,6,False
2015-09-12,3,3,0,54,6,False
2015-09-13,2,3,2,53,7,False
2015-09-14,7,4,2,81,3,False
2015-09-15,11,5,2,84,8,False
2015-09-16,9,6,2,88,5,False
2015-09-17,5,3,1,90,7,False
2015-09-18,7,9,2,75,5,False
2015-09-19,2,4,1,51,4,False
2015-09-20,2,4,2,48,5,False
2015-09-21,7,5,1,78,6,False
2015-09-22,8,5,2,86,3,False
2015-09-23,9,6,1,84,6,False
2015-09-24,8,3,1,87,9,False
2015-09-25,4,5,1,78,6,False
2015-09-26,2,3,0,63,8,False
2015-09-27,2,3,0,58,9,False
2015-09-28,5,3,2,82,5,False
2015-09-29,9,5,1,89,7,False
2015-09-30,8,4,1,90,7,False
2015-10-01,8,5,1,89,5,False
2015-10-02,5,4,1,82,6,False
2015-10-03,3,2,1,52,5,False
2015-10-04,3,5,1,54,7,False
2015-10-05,8,6,1,82,8,False
2015-10-06,6,3,1,89,7,False
2015-10-07,6,3,0,92,4,False
2015-10-08,6,4,1,89,4,False
2015-10-09,7,4,1,83,9,False
2015-10-10,2,5,1,49,7,False
2015-10-11,3,6,0,56,8,False
2015-10-12,4,4,2,65,7,False
2015-10-13,5,4,2,79,5,False
2015-10-14,4,4,0,85,5,False
2015-10-15,7,4,1,87,5,False
2015-10-16,5,1,1,70,6,False
2015-10-17,1,5,0,61,5,False
2015-10-18,3,5,1,58,5,False
2015-10-19,6,4,0,85,6,False
2015-10-20,5,7,1,89,6,False
2015-10-21,4,7,1,87,4,False
