date,blackmail,bribe,bum,commoner,corrupt,isPartial
2012-05-06,13,8,55,4,59,False
2012-05-07,8,4,64,2,41,False
2012-05-08,14,5,61,1,55,False
2012-05-09,10,7,59,4,55,False
2012-05-10,12,6,63,0,61,False
2012-05-11,8,5,56,2,41,False
2012-05-12,15,5,70,2,35,False
2012-05-13,22,16,63,6,44,False
2012-05-14,13,2,69,0,59,False
2012-05-15,11,9,61,3,59,False
2012-05-16,15,8,53,6,50,False
2012-05-17,13,10,68,3,66,False
2012-05-18,14,8,65,3,48,False
2012-05-19,10,6,85,2,44,False
2012-05-20,16,5,65,3,36,False
2012-05-21,10,3,50,1,56,False
2012-05-22,10,5,73,1,50,False
2012-05-23,9,9,58,1,56,False
2012-05-24,12,5,65,3,41,False
2012-05-25,13,7,63,5,45,False
2012-05-26,13,5,83,0,28,False
2012-05-27,11,8,74,0,45,False
2012-05-28,18,11,87,0,42,False
2012-05-29,12,7,65,3,69,False
2012-05-30,13,5,70,2,54,False
2012-05-31,14,6,72,2,45,False
2012-06-01,14,7,77,1,60,False
2012-06-02,12,12,73,1,49,False
2012-06-03,9,4,70,0,45,False
2012-06-04,10,3,55,0,41,False
2012-06-05,18,4,75,1,42,False
2012-06-06,7,3,63,2,64,False
2012-06-07,16,7,54,1,61,False
2012-06-08,13,7,55,1,45,False
2012-06-09,14,2,75,1,39,False
2012-06-10,19,6,76,0,68,False
2012-06-11,11,4,54,1,55,False
2012-06-12,10,3,51,1,58,False
2012-06-13,13,9,47,0,64,False
2012-06-14,15,10,65,1,55,False
2012-06-15,12,3,68,2,43,False
2012-06-16,16,3,80,1,41,False
2012-06-17,10,2,57,1,48,False
2012-06-18,9,8,61,3,62,False
2012-06-19,9,3,63,2,36,False
2012-06-20,17,4,53,1,41,False
2012-06-21,9,11,68,0,54,False
2012-06-22,5,2,59,2,47,False
2012-06-23,12,12,70,0,33,False
2012-06-24,17,2,77,1,53,False
2012-06-25,16,4,66,2,46,False
2012-06-26,10,13,75,4,36,False
2012-06-27,7,4,80,3,47,False
2012-06-28,8,7,45,2,45,False
2012-06-29,8,14,58,0,44,False
2012-06-30,11,6,76,3,48,False
2012-07-01,16,7,70,0,33,False
2012-07-02,18,5,66,0,42,False
2012-07-03,21,3,66,0,41,False
2012-07-04,18,3,64,2,43,False
2012-07-05,17,8,50,4,41,False
2012-07-06,16,6,64,0,59,False
2012-07-07,17,4,67,2,47,False
2012-07-08,12,10,68,2,35,False
2012-07-09,16,0,60,3,45,False
2012-07-10,11,4,74,3,53,False
2012-07-11,17,7,60,0,55,False
2012-07-12,16,4,54,4,45,False
2012-07-13,11,7,70,2,38,False
2012-07-14,11,5,66,0,40,False
2012-07-15,14,4,55,0,38,False
2012-07-16,12,6,68,0,49,False
2012-07-17,10,5,51,2,46,False
2012-07-18,18,9,56,0,45,False
2012-07-19,14,3,69,3,42,False
2012-07-20,15,3,57,2,47,False
2012-07-21,21,3,69,4,44,False
2012-07-22,19,3,53,1,32,False
2012-07-23,13,3,53,1,54,False
2012-07-24,15,7,61,1,48,False
2012-07-25,10,4,51,0,50,False
2012-07-26,15,2,48,1,51,False
2012-07-27,10,7,78,3,44,False
2012-07-28,17,5,51,3,32,False
2012-07-29,11,4,65,1,36,False
2012-07-30,14,3,47,3,49,False
2012-07-31,13,9,58,1,68,False
2012-08-01,10,6,56,2,38,False
2012-08-02,13,6,55,2,46,False
2012-08-03,13,10,57,1,42,False
2012-08-04,17,11,83,0,42,False
2012-08-05,18,3,94,1,37,False
2012-08-06,18,4,56,1,42,False
2012-08-07,10,12,53,1,63,False
2012-08-08,14,5,64,2,40,False
2012-08-09,13,3,61,1,41,False
2012-08-10,11,9,44,1,41,False
2012-08-11,14,4,70,1,38,False
2012-08-12,27,2,60,1,47,False
2012-08-13,15,3,54,2,46,False
2012-08-14,12,2,58,1,57,False
2012-08-15,12,6,59,2,49,False
2012-08-16,10,6,56,1,43,False
2012-08-17,13,6,48,2,55,False
2012-08-18,15,10,60,1,44,False
2012-08-19,10,8,69,1,41,False
2012-08-20,11,3,57,1,40,False
2012-08-21,12,4,63,0,54,False
2012-08-22,21,3,55,1,47,False
2012-08-23,10,8,52,1,50,False
2012-08-24,19,2,52,3,52,False
2012-08-25,12,8,70,1,37,False
2012-08-26,16,9,70,2,33,False
2012-08-27,12,4,55,1,38,False
2012-08-28,14,3,52,0,45,False
2012-08-29,13,9,48,0,39,False
2012-08-30,11,6,54,1,45,False
2012-08-31,11,5,56,2,56,False
2012-09-01,18,4,68,0,39,False
2012-09-02,23,6,68,3,37,False
2012-09-03,17,8,46,2,35,False
2012-09-04,15,5,46,2,63,False
2012-09-05,12,9,47,2,37,False
2012-09-06,19,7,55,3,39,False
2012-09-07,12,5,48,2,42,False
2012-09-08,11,6,59,1,47,False
2012-09-09,15,6,63,3,40,False
2012-09-10,16,6,51,2,46,False
2012-09-11,24,6,53,0,47,False
2012-09-12,13,10,55,11,48,False
2012-09-13,12,7,49,2,52,False
2012-09-14,15,3,50,2,47,False
2012-09-15,11,7,60,2,32,False
2012-09-16,8,6,60,1,38,False
2012-09-17,15,3,65,0,49,False
2012-09-18,20,6,56,2,59,False
2012-09-19,19,7,51,6,58,False
2012-09-20,10,7,53,3,56,False
2012-09-21,9,4,47,2,46,False
2012-09-22,20,2,49,2,47,False
2012-09-23,16,6,74,0,31,False
2012-09-24,11,5,51,1,52,False
2012-09-25,8,5,37,2,72,False
2012-09-26,15,6,59,3,52,False
2012-09-27,11,5,64,1,45,False
2012-09-28,15,11,55,2,42,False
2012-09-29,17,6,66,1,37,False
2012-09-30,17,4,68,3,38,False
2012-10-01,7,4,96,9,58,False
2012-10-02,14,4,73,21,47,False
2012-10-03,10,5,69,6,47,False
2012-10-04,10,2,46,8,63,False
2012-10-05,9,6,52,3,58,False
2012-10-06,12,4,78,2,42,False
2012-10-07,12,5,62,1,43,False
2012-10-08,11,6,54,1,43,False
2012-10-09,11,2,55,4,70,False
2012-10-10,13,7,45,2,64,False
2012-10-11,14,6,51,0,45,False
2012-10-12,16,10,45,4,53,False
2012-10-13,17,5,56,2,35,False
2012-10-14,13,7,58,2,39,False
2012-10-15,13,6,50,2,44,False
2012-10-16,6,7,62,3,62,False
2012-10-17,18,5,53,2,39,False
2012-10-18,10,8,47,1,55,False
2012-10-19,10,10,66,1,46,False
2012-10-20,12,8,52,3,35,False
2012-10-21,19,8,88,3,47,False
2012-10-22,18,8,100,1,44,False
2012-10-23,14,6,70,2,55,False
2012-10-24,16,9,58,1,61,False
2012-10-25,16,3,81,2,51,False
2012-10-26,14,3,63,1,46,False
2012-10-27,18,5,68,2,52,False
2012-10-28,16,9,65,0,47,False
2012-10-29,11,10,57,2,56,False
2012-10-30,10,5,52,1,49,False
2012-10-31,13,5,56,0,52,False
2012-11-01,12,8,58,3,61,False
2012-11-02,24,4,58,0,51,False
2012-11-03,25,6,53,2,43,False
2012-11-04,13,7,67,0,36,False
2012-11-05,15,5,55,2,64,False
2012-11-06,8,8,58,2,52,False
2012-11-07,8,15,48,0,55,False
2012-11-08,14,7,54,2,48,False
2012-11-09,15,8,49,0,45,False
2012-11-10,18,6,62,1,41,False
2012-11-11,13,3,62,1,44,False
2012-11-12,16,4,63,0,46,False
2012-11-13,19,9,71,2,52,False
2012-11-14,14,3,58,2,71,False
2012-11-15,18,6,59,2,61,False
2012-11-16,19,6,48,2,62,False
2012-11-17,21,5,59,1,39,False
2012-11-18,23,8,67,0,53,False
2012-11-19,11,11,51,2,51,False
2012-11-20,15,5,54,2,52,False
2012-11-21,23,7,60,1,41,False
2012-11-22,11,3,65,0,32,False
2012-11-23,16,5,60,1,32,False
2012-11-24,21,10,52,2,41,False
2012-11-25,18,4,52,3,45,False
2012-11-26,13,4,51,1,57,False
2012-11-27,15,15,51,1,61,False
2012-11-28,10,8,63,3,42,False
2012-11-29,10,10,60,1,51,False
2012-11-30,19,2,61,2,55,False
2012-12-01,15,3,74,1,45,False
2012-12-02,10,3,62,0,47,False
2012-12-03,15,6,68,1,67,False
2012-12-04,14,8,50,4,54,False
2012-12-05,18,4,90,2,62,False
2012-12-06,9,6,83,0,59,False
2012-12-07,12,5,78,2,60,False
2012-12-08,12,5,90,3,39,False
2012-12-09,16,7,55,3,33,False
2012-12-10,12,8,51,2,63,False
2012-12-11,14,5,51,1,54,False
2012-12-12,10,5,55,2,55,False
2012-12-13,14,3,49,2,51,False
2012-12-14,10,5,47,1,51,False
2012-12-15,13,2,67,2,57,False
2012-12-16,22,3,60,0,36,False
2012-12-17,15,8,52,3,47,False
2012-12-18,14,3,58,2,48,False
2012-12-19,10,7,57,2,56,False
2012-12-20,17,6,60,1,48,False
2012-12-21,11,5,68,3,43,False
2012-12-22,14,4,61,0,38,False
2012-12-23,21,5,68,1,34,False
2012-12-24,24,5,64,0,27,False
2012-12-25,23,2,61,0,35,False
2012-12-26,12,4,62,1,38,False
2012-12-27,17,1,68,1,38,False
2012-12-28,11,1,64,0,44,False
2012-12-29,14,5,70,2,36,False
2012-12-30,11,9,84,0,34,False
2012-12-31,20,2,59,0,37,False
2013-01-01,15,4,75,2,36,False
2013-01-02,15,3,61,2,41,False
2013-01-03,20,4,54,2,43,False
2013-01-04,12,5,57,3,46,False
2013-01-05,13,8,61,1,30,False
2013-01-06,15,2,56,3,34,False
2013-01-07,14,4,55,2,43,False
2013-01-08,12,4,55,2,42,False
2013-01-09,13,7,63,1,49,False
2013-01-10,18,5,58,1,58,False
2013-01-11,15,8,56,2,40,False
2013-01-12,18,7,56,2,46,False
2013-01-13,16,10,68,1,44,False
2013-01-14,13,5,56,1,46,False
2013-01-15,12,7,45,1,61,False
2013-01-16,12,5,52,1,57,False
2013-01-17,10,5,67,1,44,False
2013-01-18,11,15,62,2,58,False
2013-01-19,11,14,67,1,39,False
2013-01-20,13,5,72,2,33,False
2013-01-21,21,5,61,3,51,False
2013-01-22,14,8,53,1,55,False
2013-01-23,14,4,54,1,55,False
2013-01-24,14,3,52,1,53,False
2013-01-25,14,8,63,0,41,False
2013-01-26,23,3,55,1,44,False
2013-01-27,17,9,80,2,35,False
2013-01-28,18,5,55,1,52,False
2013-01-29,14,4,62,1,46,False
2013-01-30,11,8,61,1,45,False
