date,advantage,affluence,affluent,afloat,allowance,isPartial
2013-01-15,85,1,2,1,15,False
2013-01-16,86,1,3,0,19,False
2013-01-17,82,1,2,1,14,False
2013-01-18,81,1,2,1,15,False
2013-01-19,53,0,0,0,11,False
2013-01-20,60,0,1,1,11,False
2013-01-21,76,0,1,1,15,False
2013-01-22,84,1,2,0,15,False
2013-01-23,90,1,2,0,16,False
2013-01-24,85,1,2,0,15,False
2013-01-25,87,1,3,1,15,False
2013-01-26,62,0,2,1,13,False
2013-01-27,62,1,1,1,12,False
2013-01-28,82,0,1,1,16,False
2013-01-29,81,2,2,1,19,False
2013-01-30,87,1,3,1,17,False
2013-01-31,86,1,2,1,16,False
2013-02-01,82,1,2,1,16,False
2013-02-02,61,1,1,1,14,False
2013-02-03,61,0,2,0,12,False
2013-02-04,80,1,1,0,16,False
2013-02-05,87,1,2,1,17,False
2013-02-06,92,1,2,0,13,False
2013-02-07,92,0,2,1,13,False
2013-02-08,85,1,0,1,13,False
2013-02-09,62,1,1,0,13,False
2013-02-10,57,1,2,0,13,False
2013-02-11,82,1,2,1,12,False
2013-02-12,92,0,3,1,18,False
2013-02-13,93,1,2,1,14,False
2013-02-14,83,1,2,1,13,False
2013-02-15,80,1,1,1,14,False
2013-02-16,63,1,1,1,12,False
2013-02-17,64,0,2,1,12,False
2013-02-18,80,1,1,1,14,False
2013-02-19,86,1,2,0,13,False
2013-02-20,92,0,3,0,17,False
2013-02-21,88,1,2,1,12,False
2013-02-22,74,1,1,1,15,False
2013-02-23,55,0,3,1,8,False
2013-02-24,54,1,3,0,10,False
2013-02-25,92,1,3,1,15,False
2013-02-26,94,1,2,0,15,False
2013-02-27,86,2,2,1,13,False
2013-02-28,88,1,3,1,12,False
2013-03-01,81,1,2,1,16,False
2013-03-02,65,0,2,0,13,False
2013-03-03,53,0,1,0,12,False
2013-03-04,86,1,2,0,16,False
2013-03-05,90,1,4,1,18,False
2013-03-06,78,0,1,1,16,False
2013-03-07,91,1,2,1,16,False
2013-03-08,81,1,3,1,16,False
2013-03-09,62,1,1,0,12,False
2013-03-10,54,2,1,1,13,False
2013-03-11,87,1,3,0,16,False
2013-03-12,89,1,1,0,16,False
2013-03-13,79,1,1,1,16,False
2013-03-14,92,1,1,0,14,False
2013-03-15,83,1,1,1,12,False
2013-03-16,50,0,1,1,10,False
2013-03-17,53,1,2,1,11,False
2013-03-18,83,1,3,1,16,False
2013-03-19,82,1,2,1,14,False
2013-03-20,88,0,2,1,15,False
2013-03-21,85,2,3,1,15,False
2013-03-22,79,1,2,1,15,False
2013-03-23,59,0,1,0,13,False
2013-03-24,57,0,1,1,12,False
2013-03-25,77,2,2,0,15,False
2013-03-26,86,1,3,1,16,False
2013-03-27,84,1,3,0,15,False
2013-03-28,81,1,3,1,14,False
2013-03-29,76,0,2,1,12,False
2013-03-30,58,1,1,0,12,False
2013-03-31,47,1,2,0,13,False
2013-04-01,84,1,2,1,16,False
2013-04-02,87,1,1,1,12,False
2013-04-03,94,1,2,1,19,False
2013-04-04,88,1,2,1,15,False
2013-04-05,86,1,2,1,16,False
2013-04-06,57,0,2,1,12,False
2013-04-07,51,0,1,0,12,False
2013-04-08,89,1,2,1,15,False
2013-04-09,88,1,3,1,18,False
2013-04-10,86,1,3,1,15,False
2013-04-11,93,1,3,1,14,False
2013-04-12,78,1,2,1,17,False
2013-04-13,55,0,1,0,13,False
2013-04-14,57,1,2,1,16,False
2013-04-15,87,1,2,1,19,False
2013-04-16,91,1,1,1,14,False
2013-04-17,88,1,2,1,15,False
2013-04-18,81,1,2,1,13,False
2013-04-19,79,1,2,1,9,False
2013-04-20,51,0,2,1,8,False
2013-04-21,59,0,2,1,10,False
2013-04-22,82,1,2,1,15,False
2013-04-23,84,1,2,1,14,False
2013-04-24,87,1,2,1,11,False
2013-04-25,94,1,3,1,14,False
2013-04-26,79,1,2,0,11,False
2013-04-27,61,1,1,1,11,False
2013-04-28,59,1,2,1,10,False
2013-04-29,86,1,2,0,15,False
2013-04-30,88,1,3,1,14,False
2013-05-01,97,1,3,1,13,False
2013-05-02,85,1,2,1,13,False
2013-05-03,77,0,3,1,15,False
2013-05-04,59,0,1,1,8,False
2013-05-05,57,1,2,1,11,False
2013-05-06,86,0,2,1,16,False
2013-05-07,89,1,2,0,14,False
2013-05-08,81,1,2,1,13,False
2013-05-09,79,1,3,1,11,False
2013-05-10,76,1,3,0,13,False
2013-05-11,50,1,1,0,9,False
2013-05-12,59,0,1,0,11,False
2013-05-13,85,1,3,1,12,False
2013-05-14,81,1,2,1,15,False
2013-05-15,82,1,2,1,12,False
2013-05-16,83,1,2,1,12,False
2013-05-17,72,1,3,1,11,False
2013-05-18,52,1,2,1,11,False
2013-05-19,55,0,1,0,10,False
2013-05-20,89,1,1,0,14,False
2013-05-21,81,0,2,1,14,False
2013-05-22,79,1,3,0,12,False
2013-05-23,79,1,2,1,15,False
2013-05-24,76,0,1,1,11,False
2013-05-25,51,1,1,3,10,False
2013-05-26,53,0,2,1,9,False
2013-05-27,50,0,1,0,10,False
2013-05-28,77,1,1,1,15,False
2013-05-29,84,1,3,1,15,False
2013-05-30,81,1,1,1,14,False
2013-05-31,75,1,2,0,13,False
2013-06-01,51,0,1,1,10,False
2013-06-02,53,1,2,1,14,False
2013-06-03,82,1,1,1,15,False
2013-06-04,83,1,1,1,14,False
2013-06-05,90,1,2,1,13,False
2013-06-06,79,1,2,1,15,False
2013-06-07,74,1,2,1,12,False
2013-06-08,54,1,1,0,8,False
2013-06-09,53,1,1,1,11,False
2013-06-10,78,0,2,1,10,False
2013-06-11,78,1,2,1,15,False
2013-06-12,85,0,1,0,15,False
2013-06-13,71,0,1,1,15,False
2013-06-14,77,0,1,1,13,False
2013-06-15,50,1,2,1,12,False
2013-06-16,52,0,2,1,11,False
2013-06-17,87,0,1,1,13,False
2013-06-18,83,0,1,1,16,False
2013-06-19,77,0,1,1,12,False
2013-06-20,78,0,2,1,15,False
2013-06-21,75,0,2,0,13,False
2013-06-22,50,0,2,1,9,False
2013-06-23,55,0,2,1,11,False
2013-06-24,79,1,1,1,13,False
2013-06-25,86,0,1,1,15,False
2013-06-26,74,1,3,0,15,False
2013-06-27,76,0,1,1,13,False
2013-06-28,72,0,1,1,13,False
2013-06-29,57,0,0,0,9,False
2013-06-30,54,0,1,0,12,False
2013-07-01,79,0,2,0,14,False
2013-07-02,89,0,1,0,12,False
2013-07-03,77,0,1,1,15,False
2013-07-04,54,0,1,1,13,False
2013-07-05,58,0,1,1,8,False
2013-07-06,56,0,1,1,10,False
2013-07-07,46,1,1,1,11,False
2013-07-08,79,0,1,1,13,False
2013-07-09,78,0,2,1,17,False
2013-07-10,82,1,2,1,12,False
2013-07-11,78,1,3,0,14,False
2013-07-12,69,0,2,1,13,False
2013-07-13,52,0,1,1,11,False
2013-07-14,50,0,2,0,10,False
2013-07-15,84,0,2,1,12,False
2013-07-16,81,1,2,0,13,False
2013-07-17,85,0,1,0,14,False
2013-07-18,78,1,2,1,13,False
2013-07-19,77,0,2,2,11,False
2013-07-20,56,0,1,1,7,False
2013-07-21,52,0,1,0,10,False
2013-07-22,80,1,2,1,14,False
2013-07-23,75,1,2,1,14,False
2013-07-24,80,0,2,1,15,False
2013-07-25,81,0,2,1,12,False
2013-07-26,73,0,2,1,13,False
2013-07-27,57,0,1,0,11,False
2013-07-28,51,0,1,1,10,False
2013-07-29,78,1,2,1,13,False
2013-07-30,79,0,1,1,15,False
2013-07-31,81,0,1,1,14,False
2013-08-01,73,1,3,0,12,False
2013-08-02,78,0,1,0,12,False
2013-08-03,54,0,1,1,11,False
2013-08-04,49,1,2,0,13,False
2013-08-05,81,1,1,1,13,False
2013-08-06,82,0,1,0,18,False
2013-08-07,77,1,1,1,16,False
2013-08-08,75,0,2,1,14,False
2013-08-09,76,0,1,1,10,False
2013-08-10,54,0,1,1,12,False
2013-08-11,51,0,1,0,13,False
2013-08-12,82,1,2,1,15,False
2013-08-13,83,0,1,1,14,False
2013-08-14,83,0,1,1,11,False
2013-08-15,84,1,3,1,11,False
2013-08-16,73,0,2,0,14,False
2013-08-17,57,0,1,1,12,False
2013-08-18,52,0,1,1,10,False
2013-08-19,89,1,2,1,15,False
2013-08-20,81,0,2,0,15,False
2013-08-21,82,0,1,0,13,False
2013-08-22,95,1,3,0,11,False
2013-08-23,79,1,2,0,14,False
2013-08-24,55,0,1,1,10,False
2013-08-25,56,0,2,0,12,False
2013-08-26,79,1,3,0,11,False
2013-08-27,91,0,2,1,12,False
