date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2014-06-07,2,3,0,57,4,False
2014-06-08,2,3,0,47,2,False
2014-06-09,1,4,0,81,4,False
2014-06-10,2,6,0,72,5,False
2014-06-11,2,3,1,81,8,False
2014-06-12,2,4,1,82,5,False
2014-06-13,2,3,1,69,5,False
2014-06-14,2,4,1,49,4,False
2014-06-15,1,2,1,52,3,False
2014-06-16,0,2,1,78,3,False
2014-06-17,2,5,1,80,3,False
2014-06-18,1,3,1,79,5,False
2014-06-19,2,4,1,83,6,False
2014-06-20,1,3,0,74,5,False
2014-06-21,1,2,0,52,1,False
2014-06-22,1,2,0,49,5,False
2014-06-23,2,3,0,89,6,False
2014-06-24,1,3,1,73,5,False
2014-06-25,1,3,1,86,7,False
2014-06-26,2,5,0,82,6,False
2014-06-27,1,4,0,64,6,False
2014-06-28,1,4,0,52,4,False
2014-06-29,2,3,0,51,2,False
2014-06-30,1,4,1,82,4,False
2014-07-01,1,5,1,86,7,False
2014-07-02,1,2,0,75,5,False
2014-07-03,1,3,0,69,5,False
2014-07-04,2,3,1,47,5,False
2014-07-05,1,3,1,49,4,False
2014-07-06,2,1,1,41,3,False
2014-07-07,1,5,1,76,8,False
2014-07-08,1,2,1,78,5,False
2014-07-09,2,2,0,87,6,False
2014-07-10,0,3,0,81,4,False
2014-07-11,1,5,0,75,6,False
2014-07-12,2,5,2,56,5,False
2014-07-13,2,2,1,54,7,False
2014-07-14,1,4,0,85,6,False
2014-07-15,2,4,0,71,4,False
2014-07-16,1,4,0,74,5,False
2014-07-17,1,5,1,81,6,False
2014-07-18,1,3,0,76,3,False
2014-07-19,1,4,1,55,7,False
2014-07-20,2,3,0,56,5,False
2014-07-21,1,2,0,78,7,False
2014-07-22,3,4,1,81,7,False
2014-07-23,2,5,1,78,6,False
2014-07-24,3,3,0,87,6,False
2014-07-25,3,2,0,76,3,False
2014-07-26,2,6,1,57,5,False
2014-07-27,2,5,0,59,5,False
2014-07-28,2,2,1,80,5,False
2014-07-29,1,5,0,76,7,False
2014-07-30,1,2,1,100,5,False
2014-07-31,1,5,0,88,5,False
2014-08-01,2,5,0,72,5,False
2014-08-02,1,3,0,60,4,False
2014-08-03,2,3,0,56,5,False
2014-08-04,1,2,0,78,5,False
2014-08-05,1,4,0,84,7,False
2014-08-06,2,5,0,82,6,False
2014-08-07,1,2,1,84,5,False
2014-08-08,1,4,0,84,5,False
2014-08-09,1,5,1,60,4,False
2014-08-10,3,5,0,58,3,False
2014-08-11,3,5,1,77,4,False
2014-08-12,1,2,0,84,6,False
2014-08-13,1,6,0,88,6,False
2014-08-14,2,4,1,91,4,False
2014-08-15,1,5,0,78,5,False
2014-08-16,1,5,1,56,5,False
2014-08-17,1,3,0,64,5,False
2014-08-18,2,2,1,79,6,False
2014-08-19,3,6,1,88,3,False
2014-08-20,2,4,0,92,5,False
2014-08-21,4,4,1,87,5,False
2014-08-22,4,5,0,76,6,False
2014-08-23,2,4,0,58,5,False
2014-08-24,4,4,1,50,6,False
2014-08-25,6,4,1,91,7,False
2014-08-26,5,5,1,88,6,False
2014-08-27,6,3,1,83,6,False
2014-08-28,4,6,1,89,8,False
2014-08-29,5,4,1,81,3,False
2014-08-30,1,4,0,58,4,False
2014-08-31,2,3,1,49,7,False
2014-09-01,3,4,0,48,7,False
2014-09-02,3,5,1,73,7,False
2014-09-03,6,5,1,86,5,False
2014-09-04,6,6,1,89,7,False
2014-09-05,4,4,1,76,6,False
2014-09-06,3,4,1,53,4,False
2014-09-07,5,5,1,54,11,False
2014-09-08,6,6,1,84,4,False
2014-09-09,7,5,2,73,7,False
2014-09-10,4,4,1,85,6,False
2014-09-11,3,4,1,81,6,False
2014-09-12,5,6,1,78,6,False
2014-09-13,2,3,0,56,7,False
2014-09-14,3,6,2,53,5,False
2014-09-15,6,4,1,84,4,False
2014-09-16,6,5,1,82,5,False
2014-09-17,5,5,1,94,3,False
2014-09-18,4,7,1,85,5,False
2014-09-19,6,8,1,75,4,False
2014-09-20,2,4,0,60,4,False
2014-09-21,3,3,1,47,8,False
2014-09-22,6,6,1,84,6,False
2014-09-23,4,2,2,88,6,False
2014-09-24,5,5,1,83,6,False
2014-09-25,3,5,1,82,7,False
2014-09-26,3,5,1,85,4,False
2014-09-27,2,5,1,52,7,False
2014-09-28,3,3,0,56,7,False
2014-09-29,5,3,1,74,5,False
2014-09-30,6,5,1,73,9,False
2014-10-01,4,5,1,89,5,False
2014-10-02,3,6,2,73,5,False
2014-10-03,3,5,1,83,7,False
2014-10-04,1,4,2,51,7,False
2014-10-05,4,6,1,54,5,False
2014-10-06,3,5,0,73,5,False
2014-10-07,4,4,1,75,5,False
2014-10-08,4,6,0,86,6,False
2014-10-09,6,6,2,80,5,False
2014-10-10,3,3,1,76,6,False
2014-10-11,2,4,0,49,6,False
2014-10-12,1,4,0,56,8,False
2014-10-13,4,5,1,81,5,False
2014-10-14,4,5,1,83,6,False
2014-10-15,5,4,1,76,5,False
2014-10-16,4,7,0,84,6,False
2014-10-17,5,5,1,76,3,False
2014-10-18,3,3,1,49,5,False
2014-10-19,2,6,1,48,5,False
2014-10-20,4,5,3,74,6,False
2014-10-21,4,4,1,79,6,False
2014-10-22,2,5,0,78,6,False
2014-10-23,3,5,1,72,5,False
2014-10-24,3,4,2,81,5,False
2014-10-25,1,5,0,64,5,False
2014-10-26,2,5,0,61,5,False
2014-10-27,3,4,1,77,5,False
2014-10-28,2,3,1,78,5,False
2014-10-29,5,4,1,88,7,False
2014-10-30,5,4,1,85,4,False
2014-10-31,2,5,1,79,5,False
2014-11-01,1,5,1,58,5,False
2014-11-02,3,3,1,53,5,False
2014-11-03,5,3,1,82,4,False
2014-11-04,5,5,2,92,5,False
2014-11-05,3,3,1,83,6,False
2014-11-06,4,4,3,81,7,False
2014-11-07,2,3,1,73,5,False
2014-11-08,1,4,0,56,5,False
2014-11-09,2,4,0,58,4,False
2014-11-10,3,2,1,84,5,False
2014-11-11,5,5,1,80,7,False
2014-11-12,4,3,0,86,5,False
2014-11-13,4,4,1,85,5,False
2014-11-14,6,4,1,85,4,False
2014-11-15,2,3,1,57,4,False
2014-11-16,4,7,1,58,5,False
2014-11-17,2,3,1,89,5,False
2014-11-18,4,6,1,88,7,False
2014-11-19,3,3,1,84,4,False
2014-11-20,6,5,3,80,4,False
2014-11-21,3,5,0,78,5,False
2014-11-22,2,4,0,52,5,False
2014-11-23,1,3,0,48,6,False
2014-11-24,3,3,1,79,3,False
2014-11-25,3,1,1,62,7,False
2014-11-26,1,5,1,68,6,False
2014-11-27,1,4,0,44,3,False
2014-11-28,0,2,0,44,5,False
2014-11-29,2,4,0,52,4,False
2014-11-30,3,3,2,52,3,False
2014-12-01,4,3,0,81,3,False
2014-12-02,3,5,1,78,5,False
2014-12-03,5,5,1,83,3,False
2014-12-04,4,3,1,77,4,False
2014-12-05,5,4,1,71,4,False
2014-12-06,0,3,1,47,6,False
2014-12-07,2,2,1,48,3,False
2014-12-08,3,5,1,77,4,False
2014-12-09,5,4,2,76,5,False
2014-12-10,5,4,0,83,4,False
2014-12-11,3,4,1,79,2,False
2014-12-12,3,4,1,75,6,False
2014-12-13,1,3,2,60,6,False
2014-12-14,1,3,1,50,5,False
2014-12-15,4,4,1,79,3,False
2014-12-16,5,4,3,72,4,False
2014-12-17,1,4,0,77,4,False
2014-12-18,2,5,1,70,4,False
2014-12-19,2,2,1,71,6,False
2014-12-20,1,4,0,46,3,False
2014-12-21,1,1,1,50,5,False
2014-12-22,2,5,1,65,3,False
2014-12-23,1,2,1,61,5,False
2014-12-24,1,1,0,48,5,False
2014-12-25,2,4,0,44,3,False
2014-12-26,1,4,1,60,6,False
2014-12-27,1,4,0,46,7,False
2014-12-28,1,4,0,47,5,False
2014-12-29,1,3,0,71,5,False
2014-12-30,0,2,1,68,2,False
2014-12-31,1,3,1,64,5,False
2015-01-01,0,2,0,55,6,False
2015-01-02,1,3,0,66,3,False
2015-01-03,0,4,0,57,5,False
2015-01-04,2,3,1,53,6,False
2015-01-05,4,4,1,83,3,False
2015-01-06,3,7,1,89,6,False
2015-01-07,2,2,1,81,5,False
2015-01-08,3,3,0,81,6,False
2015-01-09,3,3,0,86,6,False
2015-01-10,2,1,0,56,5,False
2015-01-11,1,3,1,67,6,False
2015-01-12,4,6,1,77,5,False
2015-01-13,4,4,1,82,5,False
2015-01-14,4,5,1,89,6,False
2015-01-15,6,5,1,89,3,False
2015-01-16,5,7,2,82,4,False
2015-01-17,1,5,0,59,7,False
2015-01-18,3,5,4,51,4,False
2015-01-19,3,4,2,60,4,False
2015-01-20,4,4,1,81,6,False
2015-01-21,4,4,2,90,4,False
2015-01-22,4,6,2,94,6,False
2015-01-23,4,5,1,82,6,False
2015-01-24,3,4,1,59,7,False
2015-01-25,3,5,1,59,6,False
2015-01-26,7,4,1,79,4,False
2015-01-27,4,5,1,85,4,False
2015-01-28,5,3,0,95,5,False
2015-01-29,5,4,2,87,7,False
2015-01-30,5,4,0,76,5,False
2015-01-31,2,3,0,64,5,False
2015-02-01,3,2,1,47,5,False
2015-02-02,5,3,2,71,6,False
2015-02-03,3,3,1,77,5,False
2015-02-04,4,4,0,87,4,False
2015-02-05,4,3,1,84,6,False
2015-02-06,4,6,2,86,3,False
2015-02-07,1,3,1,52,5,False
2015-02-08,2,3,0,48,5,False
2015-02-09,3,4,1,65,6,False
2015-02-10,4,2,2,83,7,False
2015-02-11,2,3,2,87,5,False
2015-02-12,2,4,1,83,3,False
2015-02-13,3,5,1,81,6,False
2015-02-14,1,3,0,53,7,False
2015-02-15,2,2,0,46,4,False
2015-02-16,3,4,0,69,3,False
2015-02-17,2,3,1,73,7,False
2015-02-18,5,4,1,75,5,False
2015-02-19,3,4,1,79,6,False
2015-02-20,1,6,1,77,7,False
2015-02-21,2,2,0,50,4,False
2015-02-22,2,4,0,47,6,False
2015-02-23,4,4,1,71,4,False
2015-02-24,4,4,1,77,5,False
2015-02-25,4,6,2,82,5,False
2015-02-26,3,5,1,74,4,False
2015-02-27,2,5,0,73,5,False
2015-02-28,2,4,1,49,6,False
2015-03-01,2,3,1,56,5,False
2015-03-02,5,5,2,73,4,False
2015-03-03,3,3,0,76,3,False
