date,cost,crisis,deficit,depreciation,domination,isPartial
2013-12-03,85,6,2,2,1,False
2013-12-04,90,6,2,2,1,False
2013-12-05,84,6,2,2,1,False
2013-12-06,78,6,1,1,1,False
2013-12-07,78,4,1,1,1,False
2013-12-08,76,5,1,1,2,False
2013-12-09,85,7,2,2,1,False
2013-12-10,85,7,2,2,1,False
2013-12-11,85,6,2,2,1,False
2013-12-12,86,6,2,2,1,False
2013-12-13,76,6,1,1,1,False
2013-12-14,76,4,1,1,1,False
2013-12-15,75,4,1,1,1,False
2013-12-16,84,5,2,2,1,False
2013-12-17,85,6,1,2,1,False
2013-12-18,82,5,1,2,1,False
2013-12-19,80,5,1,1,1,False
2013-12-20,74,4,1,1,1,False
2013-12-21,74,3,1,0,1,False
2013-12-22,72,3,1,0,1,False
2013-12-23,76,4,1,1,1,False
2013-12-24,68,3,0,1,1,False
2013-12-25,65,2,1,0,1,False
2013-12-26,82,3,1,0,1,False
2013-12-27,83,4,1,1,1,False
2013-12-28,78,3,1,1,1,False
2013-12-29,83,3,0,1,1,False
2013-12-30,88,4,1,1,1,False
2013-12-31,83,3,1,1,1,False
2014-01-01,75,3,1,0,1,False
2014-01-02,86,3,1,1,1,False
2014-01-03,86,4,1,1,1,False
2014-01-04,84,4,1,0,1,False
2014-01-05,85,4,1,0,1,False
2014-01-06,85,4,1,1,1,False
2014-01-07,83,4,1,1,1,False
2014-01-08,91,5,1,1,1,False
2014-01-09,91,5,2,1,1,False
2014-01-10,93,5,1,1,1,False
2014-01-11,84,5,1,1,1,False
2014-01-12,89,4,1,1,2,False
2014-01-13,96,5,1,1,1,False
2014-01-14,92,5,1,1,1,False
2014-01-15,94,5,1,1,1,False
2014-01-16,91,5,2,1,1,False
2014-01-17,87,4,1,1,1,False
2014-01-18,86,4,1,1,1,False
2014-01-19,92,4,1,1,1,False
2014-01-20,93,4,1,2,1,False
2014-01-21,91,6,1,1,1,False
2014-01-22,89,6,2,2,1,False
2014-01-23,90,6,1,1,1,False
2014-01-24,86,6,1,1,1,False
2014-01-25,90,4,1,1,1,False
2014-01-26,89,4,1,1,1,False
2014-01-27,92,6,1,2,1,False
2014-01-28,93,6,1,2,1,False
2014-01-29,90,6,3,1,1,False
2014-01-30,92,6,1,2,1,False
2014-01-31,88,6,2,2,1,False
2014-02-01,88,4,1,1,1,False
2014-02-02,90,4,1,1,1,False
2014-02-03,95,5,5,2,1,False
2014-02-04,93,5,2,2,1,False
2014-02-05,88,5,2,1,1,False
2014-02-06,89,5,2,2,1,False
2014-02-07,87,5,1,2,1,False
2014-02-08,91,4,1,1,1,False
2014-02-09,90,4,1,1,1,False
2014-02-10,93,6,1,2,1,False
2014-02-11,94,6,2,2,1,False
2014-02-12,92,6,2,2,1,False
2014-02-13,87,6,1,2,1,False
2014-02-14,80,5,1,1,1,False
2014-02-15,82,5,1,1,1,False
2014-02-16,87,5,1,1,1,False
2014-02-17,95,5,1,2,1,False
2014-02-18,90,6,1,2,1,False
2014-02-19,95,6,1,2,1,False
2014-02-20,92,6,2,2,1,False
2014-02-21,89,6,2,2,1,False
2014-02-22,90,5,1,1,1,False
2014-02-23,92,5,1,1,1,False
2014-02-24,98,6,2,2,1,False
2014-02-25,97,7,2,2,1,False
2014-02-26,96,7,2,2,1,False
2014-02-27,94,7,2,2,1,False
2014-02-28,85,6,2,2,1,False
2014-03-01,84,5,1,1,1,False
2014-03-02,86,7,1,1,2,False
2014-03-03,90,8,1,2,1,False
2014-03-04,91,9,1,2,1,False
2014-03-05,94,9,2,2,1,False
2014-03-06,91,9,2,2,1,False
2014-03-07,88,7,2,2,1,False
2014-03-08,87,5,1,1,1,False
2014-03-09,88,7,1,1,1,False
2014-03-10,96,7,2,2,1,False
2014-03-11,95,7,1,2,1,False
2014-03-12,90,7,2,2,1,False
2014-03-13,96,7,1,2,1,False
2014-03-14,87,8,1,1,1,False
2014-03-15,86,7,1,1,1,False
2014-03-16,88,9,1,1,1,False
2014-03-17,91,16,2,2,1,False
2014-03-18,94,11,2,2,1,False
2014-03-19,95,9,2,2,1,False
2014-03-20,94,8,1,2,1,False
2014-03-21,88,8,1,2,1,False
2014-03-22,84,6,1,1,1,False
2014-03-23,88,10,1,1,1,False
2014-03-24,97,13,1,2,1,False
2014-03-25,94,9,1,2,1,False
2014-03-26,93,8,1,2,1,False
2014-03-27,95,9,1,2,1,False
2014-03-28,90,7,1,2,1,False
2014-03-29,87,6,1,2,1,False
2014-03-30,93,8,1,2,1,False
2014-03-31,99,10,2,2,1,False
2014-04-01,96,9,1,2,1,False
2014-04-02,97,7,2,2,1,False
2014-04-03,93,8,2,2,1,False
2014-04-04,89,7,1,2,1,False
2014-04-05,87,5,1,2,1,False
2014-04-06,95,7,1,2,1,False
2014-04-07,96,11,2,2,1,False
2014-04-08,97,8,2,2,1,False
2014-04-09,95,8,2,2,1,False
2014-04-10,98,7,2,2,1,False
2014-04-11,92,7,1,2,1,False
2014-04-12,89,6,1,2,1,False
2014-04-13,95,6,1,2,1,False
2014-04-14,95,10,2,2,1,False
2014-04-15,97,9,2,2,1,False
2014-04-16,95,9,1,2,1,False
2014-04-17,92,8,2,1,1,False
2014-04-18,87,6,1,1,1,False
2014-04-19,86,6,1,1,1,False
2014-04-20,86,6,1,1,1,False
2014-04-21,100,11,2,2,1,False
2014-04-22,99,9,2,2,1,False
2014-04-23,97,9,2,2,1,False
2014-04-24,95,8,2,1,1,False
2014-04-25,93,8,1,1,1,False
2014-04-26,87,6,1,1,1,False
2014-04-27,94,6,1,1,1,False
2014-04-28,98,11,2,1,1,False
2014-04-29,95,10,2,2,1,False
2014-04-30,94,9,2,2,1,False
2014-05-01,94,8,2,2,1,False
2014-05-02,92,8,1,1,1,False
2014-05-03,92,6,1,1,1,False
2014-05-04,93,6,1,1,1,False
2014-05-05,96,10,2,1,1,False
2014-05-06,96,10,1,1,1,False
2014-05-07,98,9,2,1,1,False
2014-05-08,94,9,1,1,1,False
2014-05-09,92,8,1,1,1,False
2014-05-10,81,5,1,1,1,False
2014-05-11,84,7,1,1,1,False
2014-05-12,97,12,1,1,1,False
2014-05-13,93,8,2,1,1,False
2014-05-14,98,8,2,1,1,False
2014-05-15,92,7,1,1,1,False
2014-05-16,85,7,1,1,1,False
2014-05-17,88,5,1,1,1,False
2014-05-18,91,7,1,0,1,False
2014-05-19,97,9,1,1,1,False
2014-05-20,96,9,1,1,1,False
2014-05-21,92,8,2,1,1,False
2014-05-22,95,8,1,1,1,False
2014-05-23,89,6,1,1,1,False
2014-05-24,88,5,1,0,1,False
2014-05-25,83,5,1,0,1,False
2014-05-26,89,8,1,1,1,False
2014-05-27,98,8,1,1,1,False
2014-05-28,96,7,2,1,1,False
2014-05-29,93,7,1,1,1,False
2014-05-30,89,6,1,1,1,False
2014-05-31,88,4,1,1,1,False
2014-06-01,90,6,1,1,1,False
2014-06-02,95,8,1,1,1,False
2014-06-03,99,6,1,1,1,False
2014-06-04,95,7,1,1,1,False
2014-06-05,94,6,1,1,1,False
2014-06-06,89,5,1,1,1,False
2014-06-07,85,4,1,0,1,False
2014-06-08,88,5,1,1,1,False
2014-06-09,92,6,1,1,1,False
2014-06-10,90,6,1,1,1,False
2014-06-11,88,6,1,1,1,False
2014-06-12,89,6,1,1,1,False
2014-06-13,84,5,2,1,1,False
2014-06-14,85,4,1,0,1,False
2014-06-15,86,5,1,1,1,False
2014-06-16,92,7,1,1,1,False
2014-06-17,93,7,1,1,1,False
2014-06-18,92,5,1,1,1,False
2014-06-19,96,6,1,1,1,False
2014-06-20,89,5,1,1,1,False
2014-06-21,88,5,1,1,1,False
2014-06-22,92,8,1,1,1,False
