date,backward,backwardness,broke,cheap,colony,isPartial
2010-04-05,1,0,3,83,4,False
2010-04-06,0,0,4,87,4,False
2010-04-07,1,0,3,82,4,False
2010-04-08,0,0,3,81,4,False
2010-04-09,0,0,3,80,4,False
2010-04-10,0,0,3,84,4,False
2010-04-11,1,0,5,94,4,False
2010-04-12,0,0,3,86,4,False
2010-04-13,1,0,3,85,4,False
2010-04-14,1,0,2,80,3,False
2010-04-15,0,0,3,83,4,False
2010-04-16,0,0,2,79,3,False
2010-04-17,1,0,3,88,4,False
2010-04-18,0,0,4,93,4,False
2010-04-19,0,0,3,86,3,False
2010-04-20,1,0,3,84,4,False
2010-04-21,1,0,3,87,4,False
2010-04-22,0,0,3,82,4,False
2010-04-23,1,0,3,80,4,False
2010-04-24,1,0,4,83,4,False
2010-04-25,0,0,3,90,3,False
2010-04-26,0,0,3,81,4,False
2010-04-27,1,0,3,87,4,False
2010-04-28,0,0,3,80,4,False
2010-04-29,1,0,2,75,4,False
2010-04-30,1,0,2,79,4,False
2010-05-01,1,0,3,89,4,False
2010-05-02,0,0,3,93,4,False
2010-05-03,0,0,3,87,4,False
2010-05-04,1,0,3,83,4,False
2010-05-05,1,0,3,81,4,False
2010-05-06,1,0,3,84,3,False
2010-05-07,0,0,3,80,5,False
2010-05-08,0,0,3,84,5,False
2010-05-09,1,0,4,94,3,False
2010-05-10,1,0,3,93,4,False
2010-05-11,0,0,3,88,4,False
2010-05-12,0,0,2,85,3,False
2010-05-13,1,0,3,85,4,False
2010-05-14,0,0,2,80,5,False
2010-05-15,0,0,4,92,4,False
2010-05-16,0,0,3,98,4,False
2010-05-17,0,0,3,87,4,False
2010-05-18,0,0,3,92,4,False
2010-05-19,0,0,2,87,4,False
2010-05-20,1,0,2,81,3,False
2010-05-21,0,0,3,83,4,False
2010-05-22,1,0,2,83,3,False
2010-05-23,0,0,3,93,4,False
2010-05-24,0,0,3,87,4,False
2010-05-25,0,0,3,88,5,False
2010-05-26,0,0,3,84,4,False
2010-05-27,0,0,3,84,4,False
2010-05-28,0,0,3,81,3,False
2010-05-29,0,0,4,89,3,False
2010-05-30,0,0,3,90,4,False
2010-05-31,1,0,4,94,4,False
2010-06-01,0,0,3,83,4,False
2010-06-02,0,0,3,92,4,False
2010-06-03,1,0,3,85,3,False
2010-06-04,0,0,2,84,4,False
2010-06-05,0,0,2,92,3,False
2010-06-06,1,0,3,93,4,False
2010-06-07,1,0,3,90,4,False
2010-06-08,0,0,3,88,4,False
2010-06-09,0,0,3,89,4,False
2010-06-10,0,0,3,89,4,False
2010-06-11,0,0,3,86,3,False
2010-06-12,0,0,3,89,4,False
2010-06-13,0,0,4,96,4,False
2010-06-14,1,0,3,87,4,False
2010-06-15,0,0,4,89,4,False
2010-06-16,0,0,3,88,3,False
2010-06-17,1,0,2,91,3,False
2010-06-18,1,0,2,85,4,False
2010-06-19,1,0,2,93,3,False
2010-06-20,1,0,4,96,4,False
2010-06-21,0,0,3,92,4,False
2010-06-22,0,0,3,89,4,False
2010-06-23,0,0,3,86,4,False
2010-06-24,0,0,3,88,4,False
2010-06-25,0,0,3,86,3,False
2010-06-26,0,0,3,90,3,False
2010-06-27,0,0,3,100,4,False
2010-06-28,0,0,3,90,3,False
2010-06-29,0,0,4,88,4,False
2010-06-30,0,0,3,95,3,False
2010-07-01,0,0,3,91,4,False
2010-07-02,0,0,3,85,4,False
2010-07-03,0,0,4,84,4,False
2010-07-04,0,0,4,78,4,False
2010-07-05,0,0,4,88,4,False
2010-07-06,0,0,4,88,4,False
2010-07-07,1,0,3,91,4,False
2010-07-08,0,0,4,86,4,False
2010-07-09,0,0,3,84,4,False
2010-07-10,0,0,3,86,4,False
2010-07-11,0,0,4,89,4,False
2010-07-12,1,0,3,87,3,False
2010-07-13,0,0,3,93,3,False
2010-07-14,1,0,3,88,4,False
2010-07-15,0,0,2,84,4,False
2010-07-16,0,0,3,85,4,False
2010-07-17,0,0,3,87,4,False
2010-07-18,0,0,3,90,4,False
2010-07-19,0,0,4,89,5,False
2010-07-20,0,0,2,92,4,False
2010-07-21,0,0,3,85,5,False
2010-07-22,1,0,3,83,5,False
2010-07-23,0,0,3,82,5,False
2010-07-24,0,0,3,83,7,False
2010-07-25,0,0,3,88,7,False
2010-07-26,0,0,4,82,6,False
2010-07-27,1,0,3,87,7,False
2010-07-28,0,0,3,91,10,False
2010-07-29,0,0,3,84,6,False
2010-07-30,0,0,3,81,5,False
2010-07-31,0,0,3,87,6,False
2010-08-01,1,0,4,91,5,False
2010-08-02,0,0,3,88,5,False
2010-08-03,1,0,4,89,6,False
2010-08-04,1,0,3,91,7,False
2010-08-05,0,0,3,89,5,False
2010-08-06,0,0,3,82,5,False
2010-08-07,1,0,3,86,5,False
2010-08-08,0,0,4,88,5,False
2010-08-09,1,0,3,85,5,False
2010-08-10,1,0,3,89,6,False
2010-08-11,0,0,4,85,6,False
2010-08-12,0,0,4,84,5,False
2010-08-13,0,0,3,82,4,False
2010-08-14,1,0,4,84,4,False
2010-08-15,0,0,3,87,5,False
2010-08-16,0,0,3,81,5,False
2010-08-17,0,0,3,85,5,False
2010-08-18,0,0,3,82,7,False
2010-08-19,1,0,3,83,5,False
2010-08-20,1,0,3,82,5,False
2010-08-21,0,0,3,85,5,False
2010-08-22,0,0,3,85,6,False
2010-08-23,0,0,3,84,6,False
2010-08-24,0,0,3,83,6,False
2010-08-25,0,0,3,85,7,False
2010-08-26,0,0,3,78,5,False
2010-08-27,0,0,3,79,5,False
2010-08-28,0,0,3,81,5,False
2010-08-29,0,0,4,84,5,False
2010-08-30,0,0,2,80,5,False
2010-08-31,0,0,3,81,6,False
2010-09-01,0,0,3,78,8,False
2010-09-02,0,0,3,76,6,False
2010-09-03,0,0,3,73,6,False
2010-09-04,0,0,3,78,5,False
2010-09-05,0,0,3,78,4,False
2010-09-06,0,0,4,77,6,False
2010-09-07,1,0,3,75,6,False
2010-09-08,1,0,3,75,8,False
2010-09-09,0,0,3,73,7,False
2010-09-10,0,0,3,72,6,False
2010-09-11,0,0,3,73,5,False
