date,radical,ruin,segregation,shortage,steal,isPartial
2010-10-24,37,22,8,14,78,False
2010-10-25,49,25,18,16,64,False
2010-10-26,44,19,16,16,64,False
2010-10-27,56,22,22,26,66,False
2010-10-28,49,19,14,19,58,False
2010-10-29,37,20,16,12,56,False
2010-10-30,38,23,6,10,52,False
2010-10-31,42,17,7,18,71,False
2010-11-01,35,21,15,22,54,False
2010-11-02,48,19,14,20,54,False
2010-11-03,45,24,17,16,88,False
2010-11-04,43,21,21,18,68,False
2010-11-05,39,19,13,24,56,False
2010-11-06,35,21,6,14,75,False
2010-11-07,35,22,17,11,53,False
2010-11-08,55,17,18,19,51,False
2010-11-09,63,17,23,23,54,False
2010-11-10,67,23,25,21,45,False
2010-11-11,42,21,13,23,52,False
2010-11-12,43,22,18,20,49,False
2010-11-13,16,24,4,19,64,False
2010-11-14,38,20,18,21,60,False
2010-11-15,55,18,19,19,56,False
2010-11-16,40,25,20,17,57,False
2010-11-17,51,16,28,25,58,False
2010-11-18,44,17,23,22,52,False
2010-11-19,44,21,16,14,52,False
2010-11-20,34,17,5,17,55,False
2010-11-21,32,31,14,19,50,False
2010-11-22,44,22,15,16,50,False
2010-11-23,44,21,24,17,61,False
2010-11-24,37,27,10,15,54,False
2010-11-25,36,19,3,15,49,False
2010-11-26,29,21,3,14,52,False
2010-11-27,30,20,7,14,52,False
2010-11-28,36,22,11,19,64,False
2010-11-29,42,24,20,20,55,False
2010-11-30,50,18,23,20,50,False
2010-12-01,48,21,22,22,58,False
2010-12-02,58,14,14,16,63,False
2010-12-03,44,18,21,17,53,False
2010-12-04,42,13,9,10,50,False
2010-12-05,45,23,20,14,61,False
2010-12-06,39,18,19,16,64,False
2010-12-07,54,14,20,17,55,False
2010-12-08,47,18,21,11,42,False
2010-12-09,62,22,21,19,61,False
2010-12-10,41,32,21,10,50,False
2010-12-11,40,30,7,13,56,False
2010-12-12,45,25,11,9,59,False
2010-12-13,50,21,24,8,49,False
2010-12-14,49,13,21,17,53,False
2010-12-15,49,24,21,11,54,False
2010-12-16,52,19,18,9,52,False
2010-12-17,38,23,17,16,66,False
2010-12-18,16,19,5,6,50,False
2010-12-19,21,23,8,12,64,False
2010-12-20,32,25,10,10,55,False
2010-12-21,30,22,7,16,51,False
2010-12-22,24,24,5,15,58,False
2010-12-23,24,15,6,13,71,False
2010-12-24,33,29,1,12,54,False
2010-12-25,28,33,3,3,47,False
2010-12-26,25,22,5,12,60,False
2010-12-27,28,18,3,12,54,False
2010-12-28,20,27,4,20,52,False
2010-12-29,22,25,4,17,62,False
2010-12-30,19,25,3,10,56,False
