date,radical,ruin,segregation,shortage,steal,isPartial
2010-04-05,54,26,17,11,63,False
2010-04-06,50,21,17,13,66,False
2010-04-07,45,18,18,19,58,False
2010-04-08,52,15,18,20,65,False
2010-04-09,56,20,18,19,52,False
2010-04-10,41,18,14,17,69,False
2010-04-11,42,24,15,13,74,False
2010-04-12,48,23,27,20,60,False
2010-04-13,44,21,23,28,68,False
2010-04-14,50,19,31,16,60,False
2010-04-15,55,18,26,24,66,False
2010-04-16,59,23,24,15,37,False
2010-04-17,33,23,12,15,85,False
2010-04-18,52,20,19,22,67,False
2010-04-19,51,16,23,20,51,False
2010-04-20,59,19,24,21,48,False
2010-04-21,61,21,25,21,52,False
2010-04-22,51,28,21,24,54,False
2010-04-23,44,21,19,22,52,False
2010-04-24,45,29,20,13,76,False
2010-04-25,45,20,21,20,53,False
2010-04-26,44,22,17,24,62,False
2010-04-27,54,16,29,19,48,False
2010-04-28,50,15,33,20,45,False
2010-04-29,49,12,26,19,50,False
2010-04-30,49,23,16,19,63,False
2010-05-01,37,23,10,11,68,False
2010-05-02,60,27,20,25,72,False
2010-05-03,65,22,26,22,48,False
2010-05-04,62,22,27,28,56,False
2010-05-05,58,24,29,14,46,False
2010-05-06,70,20,30,17,59,False
2010-05-07,42,25,21,14,67,False
2010-05-08,48,10,9,11,59,False
2010-05-09,55,28,9,12,70,False
2010-05-10,65,18,19,21,67,False
2010-05-11,34,16,29,20,78,False
2010-05-12,60,17,27,19,56,False
2010-05-13,44,19,26,17,66,False
2010-05-14,50,10,21,22,52,False
2010-05-15,64,22,6,16,76,False
2010-05-16,40,24,12,15,100,False
2010-05-17,54,18,25,36,56,False
2010-05-18,64,15,22,23,67,False
2010-05-19,52,15,19,13,53,False
2010-05-20,57,15,25,10,51,False
2010-05-21,43,24,20,16,52,False
2010-05-22,39,15,10,23,59,False
2010-05-23,66,32,15,18,80,False
2010-05-24,49,19,19,25,55,False
2010-05-25,58,12,21,18,55,False
2010-05-26,47,20,21,30,51,False
2010-05-27,51,19,13,7,64,False
2010-05-28,36,14,15,14,49,False
2010-05-29,32,22,9,22,60,False
2010-05-30,44,18,13,11,62,False
2010-05-31,64,22,7,13,62,False
2010-06-01,54,21,22,22,56,False
2010-06-02,55,21,21,17,67,False
2010-06-03,39,19,13,17,64,False
2010-06-04,37,25,20,17,43,False
2010-06-05,30,22,10,7,48,False
2010-06-06,43,27,9,17,63,False
2010-06-07,41,17,14,19,51,False
2010-06-08,37,23,21,15,68,False
2010-06-09,44,23,15,18,43,False
2010-06-10,45,19,13,16,52,False
2010-06-11,33,22,11,14,46,False
2010-06-12,39,22,4,21,65,False
2010-06-13,35,13,6,6,71,False
2010-06-14,38,24,15,17,48,False
2010-06-15,38,19,10,17,73,False
2010-06-16,29,14,7,17,53,False
2010-06-17,58,26,8,19,46,False
2010-06-18,42,22,15,20,40,False
2010-06-19,35,20,6,15,66,False
2010-06-20,30,21,2,21,65,False
2010-06-21,29,16,11,15,61,False
2010-06-22,29,18,9,10,62,False
2010-06-23,31,20,10,19,55,False
2010-06-24,45,22,5,12,50,False
2010-06-25,36,20,8,15,51,False
2010-06-26,32,21,5,6,66,False
2010-06-27,35,38,8,23,62,False
2010-06-28,39,18,7,21,47,False
2010-06-29,34,23,12,27,41,False
2010-06-30,39,19,4,13,58,False
2010-07-01,34,18,5,23,56,False
2010-07-02,32,23,6,16,51,False
2010-07-03,13,24,1,14,57,False
2010-07-04,34,11,4,5,60,False
2010-07-05,29,27,9,15,45,False
2010-07-06,40,20,4,21,49,False
2010-07-07,28,23,7,22,65,False
2010-07-08,40,24,9,21,59,False
2010-07-09,26,23,9,14,49,False
2010-07-10,34,27,6,12,68,False
2010-07-11,40,20,6,10,96,False
2010-07-12,32,18,3,20,60,False
2010-07-13,44,20,8,15,54,False
2010-07-14,31,18,3,26,53,False
2010-07-15,34,16,4,18,56,False
2010-07-16,31,31,6,15,55,False
2010-07-17,30,27,1,18,70,False
2010-07-18,42,33,6,7,72,False
2010-07-19,43,20,4,20,69,False
2010-07-20,26,14,11,18,55,False
2010-07-21,40,21,7,32,66,False
2010-07-22,25,21,9,21,60,False
2010-07-23,35,22,6,14,49,False
2010-07-24,25,20,2,15,47,False
2010-07-25,33,35,11,15,84,False
2010-07-26,35,29,13,15,61,False
2010-07-27,28,23,7,10,58,False
2010-07-28,44,24,6,19,66,False
2010-07-29,34,22,8,11,71,False
2010-07-30,37,28,9,13,75,False
2010-07-31,30,30,1,16,62,False
2010-08-01,39,44,7,12,85,False
2010-08-02,34,21,5,10,55,False
2010-08-03,36,20,8,23,54,False
2010-08-04,38,33,9,13,71,False
2010-08-05,24,25,7,17,51,False
2010-08-06,30,16,4,12,58,False
2010-08-07,31,25,8,8,67,False
2010-08-08,40,24,2,19,64,False
2010-08-09,28,23,3,8,57,False
2010-08-10,36,19,7,16,63,False
2010-08-11,29,22,6,16,63,False
2010-08-12,31,26,7,23,65,False
2010-08-13,22,21,3,13,64,False
2010-08-14,28,24,6,9,56,False
2010-08-15,26,34,8,17,75,False
2010-08-16,37,26,4,8,45,False
2010-08-17,36,22,7,12,67,False
2010-08-18,39,14,6,16,62,False
2010-08-19,39,27,4,16,72,False
2010-08-20,44,23,5,12,59,False
2010-08-21,32,26,6,14,65,False
2010-08-22,48,26,9,14,75,False
2010-08-23,45,22,9,23,55,False
2010-08-24,38,25,10,16,67,False
2010-08-25,50,27,3,12,66,False
2010-08-26,41,14,11,14,57,False
2010-08-27,43,26,5,18,63,False
2010-08-28,28,21,3,10,44,False
2010-08-29,37,23,10,15,58,False
2010-08-30,47,24,7,13,51,False
2010-08-31,51,16,6,21,54,False
2010-09-01,51,24,11,11,65,False
2010-09-02,43,15,12,13,67,False
2010-09-03,35,19,9,19,53,False
2010-09-04,18,23,3,9,63,False
2010-09-05,31,20,5,18,64,False
2010-09-06,30,26,11,18,49,False
2010-09-07,59,21,11,24,63,False
2010-09-08,42,21,6,20,72,False
2010-09-09,45,21,15,21,67,False
2010-09-10,51,21,7,23,69,False
2010-09-11,42,18,5,12,72,False
2010-09-12,45,16,8,18,52,False
2010-09-13,42,21,7,24,61,False
2010-09-14,53,13,13,15,59,False
2010-09-15,53,24,18,20,64,False
2010-09-16,55,20,13,24,53,False
2010-09-17,41,15,15,18,52,False
2010-09-18,34,17,4,18,64,False
2010-09-19,47,25,13,20,68,False
2010-09-20,41,18,16,22,61,False
2010-09-21,59,19,9,26,58,False
2010-09-22,52,12,14,21,60,False
2010-09-23,55,23,14,20,62,False
2010-09-24,36,22,12,21,59,False
2010-09-25,33,29,3,11,57,False
2010-09-26,47,27,9,12,59,False
2010-09-27,34,27,21,16,44,False
2010-09-28,53,25,15,26,55,False
2010-09-29,53,25,14,29,43,False
2010-09-30,45,23,15,27,48,False
2010-10-01,44,16,13,22,52,False
2010-10-02,37,30,3,24,50,False
2010-10-03,34,20,14,17,59,False
2010-10-04,58,13,19,24,69,False
2010-10-05,43,27,28,21,55,False
2010-10-06,50,23,13,24,55,False
2010-10-07,46,24,16,20,52,False
2010-10-08,36,27,15,16,58,False
2010-10-09,42,19,6,12,62,False
2010-10-10,37,26,3,15,67,False
2010-10-11,46,19,18,16,59,False
2010-10-12,55,20,23,20,56,False
2010-10-13,50,18,27,17,56,False
2010-10-14,64,20,16,14,63,False
2010-10-15,50,19,10,17,51,False
2010-10-16,27,24,10,15,51,False
2010-10-17,34,30,10,13,76,False
2010-10-18,44,22,14,17,52,False
2010-10-19,47,22,17,17,57,False
2010-10-20,45,20,24,17,56,False
2010-10-21,48,17,16,15,56,False
2010-10-22,47,14,15,18,62,False
2010-10-23,37,23,10,14,77,False
