date,costliness,costly,debtor,default,depression,isPartial
2008-03-04,0,0,0,50,62,False
2008-03-05,0,0,0,55,52,False
2008-03-06,0,0,1,53,51,False
2008-03-07,0,0,0,54,50,False
2008-03-08,0,0,0,53,32,False
2008-03-09,0,0,0,48,46,False
2008-03-10,0,0,1,60,52,False
2008-03-11,0,0,1,54,54,False
2008-03-12,0,0,0,58,57,False
2008-03-13,0,0,1,52,47,False
2008-03-14,0,1,1,56,49,False
2008-03-15,0,0,0,67,40,False
2008-03-16,0,0,1,55,41,False
2008-03-17,0,0,0,55,62,False
2008-03-18,0,1,1,59,62,False
2008-03-19,0,0,0,54,56,False
2008-03-20,0,0,0,65,49,False
2008-03-21,0,0,1,57,36,False
2008-03-22,0,0,0,61,34,False
2008-03-23,0,0,0,61,39,False
2008-03-24,0,0,0,60,47,False
2008-03-25,0,1,0,56,49,False
2008-03-26,0,0,0,60,49,False
2008-03-27,0,1,0,62,58,False
2008-03-28,0,0,1,53,47,False
2008-03-29,0,0,0,57,45,False
2008-03-30,0,0,0,59,50,False
2008-03-31,0,0,0,56,60,False
2008-04-01,0,1,0,56,58,False
2008-04-02,0,0,0,57,55,False
2008-04-03,0,0,1,59,51,False
2008-04-04,0,0,1,53,44,False
2008-04-05,0,1,0,66,34,False
2008-04-06,0,0,1,58,46,False
2008-04-07,0,0,2,50,57,False
2008-04-08,0,0,1,59,59,False
2008-04-09,0,0,1,55,47,False
2008-04-10,0,0,0,55,54,False
2008-04-11,0,0,0,57,48,False
2008-04-12,0,0,0,47,30,False
2008-04-13,0,1,0,55,46,False
2008-04-14,0,0,0,56,54,False
2008-04-15,0,0,0,56,49,False
2008-04-16,0,1,0,60,49,False
2008-04-17,0,1,0,57,54,False
2008-04-18,0,0,1,56,45,False
2008-04-19,0,0,1,59,31,False
2008-04-20,0,1,1,50,46,False
2008-04-21,0,0,0,51,56,False
2008-04-22,0,0,1,51,47,False
2008-04-23,0,0,0,52,51,False
2008-04-24,0,0,1,56,49,False
2008-04-25,0,0,0,49,45,False
2008-04-26,0,1,0,55,37,False
2008-04-27,0,1,0,53,45,False
2008-04-28,0,1,1,44,56,False
2008-04-29,0,1,1,56,59,False
2008-04-30,0,1,0,52,49,False
2008-05-01,0,0,1,57,52,False
2008-05-02,0,0,0,55,49,False
2008-05-03,0,0,0,51,34,False
2008-05-04,0,0,0,51,50,False
2008-05-05,0,1,1,56,52,False
2008-05-06,0,0,0,54,45,False
2008-05-07,0,0,1,56,48,False
2008-05-08,0,0,1,52,46,False
2008-05-09,0,0,1,47,40,False
2008-05-10,0,1,0,49,34,False
2008-05-11,0,0,0,57,42,False
2008-05-12,0,0,1,52,48,False
2008-05-13,0,0,0,50,47,False
2008-05-14,0,0,1,56,46,False
2008-05-15,0,0,0,59,45,False
2008-05-16,0,0,1,57,42,False
2008-05-17,0,0,0,56,35,False
2008-05-18,0,1,0,62,35,False
2008-05-19,0,1,1,50,50,False
2008-05-20,0,1,0,56,47,False
2008-05-21,0,0,0,57,46,False
2008-05-22,0,0,1,48,46,False
2008-05-23,0,0,1,55,41,False
2008-05-24,0,0,0,51,27,False
2008-05-25,0,0,1,51,30,False
2008-05-26,0,0,0,63,41,False
2008-05-27,0,0,1,53,51,False
2008-05-28,0,0,1,58,50,False
2008-05-29,0,0,1,63,45,False
2008-05-30,0,1,0,54,39,False
2008-05-31,0,0,0,54,32,False
2008-06-01,0,0,0,47,44,False
2008-06-02,0,0,0,59,37,False
2008-06-03,0,0,1,57,38,False
2008-06-04,0,0,1,56,42,False
2008-06-05,0,0,0,62,37,False
2008-06-06,0,0,0,56,38,False
2008-06-07,0,1,1,54,28,False
2008-06-08,0,1,0,58,39,False
2008-06-09,0,0,0,58,43,False
2008-06-10,0,0,1,64,40,False
2008-06-11,0,0,0,68,37,False
2008-06-12,0,0,1,62,39,False
2008-06-13,0,0,1,62,27,False
2008-06-14,0,0,0,57,27,False
2008-06-15,0,0,0,53,30,False
2008-06-16,0,0,1,55,32,False
2008-06-17,0,1,0,65,34,False
2008-06-18,0,0,1,72,33,False
2008-06-19,0,1,1,69,31,False
2008-06-20,0,0,0,77,30,False
2008-06-21,0,0,0,53,26,False
2008-06-22,0,1,1,56,35,False
2008-06-23,0,0,1,62,33,False
2008-06-24,0,0,1,56,32,False
2008-06-25,0,0,1,68,32,False
2008-06-26,0,0,1,62,38,False
2008-06-27,0,0,0,67,35,False
2008-06-28,0,0,1,54,31,False
2008-06-29,0,0,0,63,30,False
2008-06-30,0,0,0,67,35,False
2008-07-01,0,0,0,64,38,False
2008-07-02,0,0,1,64,34,False
2008-07-03,0,0,0,64,32,False
2008-07-04,0,0,0,60,31,False
2008-07-05,0,0,0,61,34,False
2008-07-06,0,1,1,57,35,False
2008-07-07,0,1,1,62,35,False
2008-07-08,0,0,0,61,35,False
2008-07-09,0,0,0,61,34,False
2008-07-10,0,1,0,62,35,False
2008-07-11,0,1,0,69,30,False
2008-07-12,0,1,1,50,29,False
2008-07-13,0,0,0,63,38,False
2008-07-14,0,0,0,62,36,False
2008-07-15,0,0,0,67,41,False
2008-07-16,0,1,0,71,34,False
2008-07-17,0,0,1,71,34,False
2008-07-18,0,0,1,67,32,False
2008-07-19,0,0,1,59,32,False
2008-07-20,0,1,0,52,43,False
2008-07-21,0,1,0,63,34,False
2008-07-22,0,0,1,66,38,False
2008-07-23,0,0,0,64,34,False
2008-07-24,0,0,0,69,35,False
2008-07-25,0,0,1,64,30,False
2008-07-26,0,0,0,44,27,False
2008-07-27,0,0,0,56,36,False
2008-07-28,0,0,0,65,38,False
2008-07-29,0,1,0,64,29,False
2008-07-30,0,0,0,63,34,False
2008-07-31,0,0,1,63,29,False
2008-08-01,0,0,1,66,26,False
2008-08-02,0,0,0,65,31,False
2008-08-03,0,0,0,52,31,False
2008-08-04,0,1,0,62,37,False
2008-08-05,0,0,2,67,34,False
2008-08-06,0,0,0,68,36,False
2008-08-07,0,0,1,63,30,False
2008-08-08,0,0,0,63,30,False
2008-08-09,0,0,0,64,29,False
2008-08-10,0,0,0,59,28,False
2008-08-11,0,0,1,67,32,False
2008-08-12,0,0,1,67,28,False
2008-08-13,0,1,1,74,24,False
2008-08-14,0,0,0,72,26,False
2008-08-15,0,0,0,63,27,False
2008-08-16,0,0,0,60,25,False
2008-08-17,0,0,0,68,28,False
2008-08-18,0,0,0,58,30,False
2008-08-19,0,0,1,69,28,False
2008-08-20,0,1,1,58,30,False
2008-08-21,0,1,0,61,32,False
2008-08-22,0,1,1,65,25,False
2008-08-23,0,0,0,54,30,False
2008-08-24,0,0,0,55,33,False
2008-08-25,0,0,0,67,37,False
2008-08-26,0,0,0,58,32,False
2008-08-27,0,1,2,61,39,False
2008-08-28,0,0,1,62,31,False
2008-08-29,0,0,1,61,29,False
2008-08-30,0,0,0,61,32,False
2008-08-31,0,0,0,57,28,False
2008-09-01,0,0,0,61,31,False
2008-09-02,0,0,1,54,38,False
2008-09-03,0,0,0,57,35,False
2008-09-04,0,0,1,65,31,False
2008-09-05,0,0,0,58,38,False
2008-09-06,0,0,1,61,31,False
2008-09-07,0,0,0,56,34,False
2008-09-08,0,1,1,52,44,False
2008-09-09,0,0,0,54,41,False
2008-09-10,0,1,1,60,43,False
2008-09-11,0,0,1,60,44,False
2008-09-12,0,0,0,53,34,False
2008-09-13,0,0,0,67,34,False
2008-09-14,0,0,1,63,44,False
2008-09-15,0,0,0,67,51,False
2008-09-16,0,0,0,62,53,False
2008-09-17,0,0,1,71,56,False
2008-09-18,0,0,0,73,55,False
2008-09-19,0,0,1,64,49,False
2008-09-20,0,0,0,70,45,False
2008-09-21,0,0,1,60,54,False
2008-09-22,0,0,0,63,51,False
2008-09-23,0,0,1,74,62,False
2008-09-24,0,0,1,65,61,False
2008-09-25,0,0,1,67,88,False
2008-09-26,0,0,0,61,73,False
2008-09-27,0,1,1,65,55,False
2008-09-28,0,0,1,68,53,False
2008-09-29,0,0,0,62,91,False
2008-09-30,0,1,0,71,100,False
2008-10-01,0,1,0,66,64,False
2008-10-02,0,0,1,56,62,False
2008-10-03,0,0,1,55,52,False
2008-10-04,0,0,1,61,48,False
2008-10-05,0,0,1,69,48,False
2008-10-06,0,0,0,68,83,False
2008-10-07,0,1,1,67,79,False
2008-10-08,0,0,1,65,70,False
2008-10-09,0,1,1,69,91,False
2008-10-10,0,1,0,64,98,False
2008-10-11,0,0,0,62,63,False
2008-10-12,0,1,1,62,62,False
2008-10-13,0,0,1,56,71,False
2008-10-14,0,1,1,60,61,False
2008-10-15,0,1,1,59,61,False
2008-10-16,0,0,1,59,59,False
2008-10-17,0,0,1,56,48,False
2008-10-18,0,1,0,56,41,False
2008-10-19,0,1,0,61,54,False
2008-10-20,0,0,0,58,52,False
2008-10-21,0,1,0,56,56,False
2008-10-22,0,0,1,62,58,False
2008-10-23,0,1,1,62,50,False
2008-10-24,0,0,0,59,53,False
2008-10-25,0,0,0,60,47,False
2008-10-26,0,0,1,56,51,False
2008-10-27,0,0,1,59,61,False
2008-10-28,0,0,1,60,53,False
2008-10-29,0,1,0,61,58,False
2008-10-30,0,0,1,64,52,False
2008-10-31,0,0,0,59,45,False
2008-11-01,0,0,0,66,43,False
2008-11-02,0,0,1,54,49,False
2008-11-03,0,0,1,58,51,False
2008-11-04,0,1,1,60,42,False
2008-11-05,0,0,0,56,53,False
2008-11-06,0,0,1,52,56,False
2008-11-07,0,0,1,56,43,False
2008-11-08,0,1,0,56,39,False
2008-11-09,0,1,1,67,52,False
2008-11-10,0,0,1,55,58,False
2008-11-11,0,1,1,60,63,False
2008-11-12,0,0,1,57,67,False
2008-11-13,0,0,1,64,70,False
2008-11-14,0,0,2,51,53,False
2008-11-15,0,1,1,56,50,False
2008-11-16,0,0,0,58,51,False
2008-11-17,0,0,0,58,68,False
2008-11-18,0,1,1,59,67,False
2008-11-19,0,1,1,57,66,False
2008-11-20,0,0,1,62,74,False
2008-11-21,0,1,0,55,66,False
2008-11-22,0,1,0,60,54,False
2008-11-23,0,0,1,52,55,False
2008-11-24,0,0,0,62,56,False
2008-11-25,0,0,0,58,60,False
2008-11-26,0,0,1,63,42,False
2008-11-27,0,0,0,68,33,False
2008-11-28,0,0,1,65,42,False
