date,capitalize,charitable,charity,community,compensate
2004-09-21,0.0,6.89781327543,8.51069717101,138.434432361,0.0
2004-09-22,0.0,3.44890663772,14.184495285,147.086584383,0.0
2004-09-23,0.0,6.89781327543,11.347596228,131.945318344,0.0
2004-09-24,0.0,6.89781327543,14.184495285,131.945318344,0.0
2004-09-25,0.0,3.44890663772,5.67379811401,110.314938288,0.0
2004-09-26,0.0,3.44890663772,8.51069717101,118.96709031,0.0
2004-09-27,0.0,3.44890663772,11.347596228,151.999410595,0.0
2004-09-28,0.0,6.89781327543,14.184495285,141.866116555,0.0
2004-09-29,0.0,6.89781327543,8.51069717101,149.972751787,0.0
2004-09-30,0.0,3.44890663772,11.347596228,139.839457748,0.0
2004-10-01,0.0,3.44890663772,8.51069717101,123.626187284,0.0
2004-10-02,0.0,3.44890663772,8.51069717101,115.519552052,0.0
2004-10-03,0.0,0.0,8.51069717101,109.439575629,0.0
2004-10-04,0.0,6.89781327543,11.347596228,158.079387019,0.0
2004-10-05,0.0,3.44890663772,11.347596228,156.052728211,0.0
2004-10-06,0.0,10.3467199132,11.347596228,141.866116555,0.0
2004-10-07,0.0,6.89781327543,8.51069717101,141.866116555,0.0
2004-10-08,0.0,6.89781327543,8.51069717101,123.626187284,0.0
2004-10-09,0.0,3.44890663772,5.67379811401,101.332940397,0.0
2004-10-10,0.0,0.0,8.51069717101,99.3062815888,0.0
2004-10-11,0.0,3.44890663772,8.51069717101,135.786140132,0.0
2004-10-12,0.0,3.44890663772,5.67379811401,127.6795049,0.0
2004-10-13,0.0,6.89781327543,14.184495285,145.919434171,0.0
2004-10-14,0.0,3.44890663772,8.51069717101,127.6795049,0.0
2004-10-15,0.0,6.89781327543,11.347596228,137.81279894,0.0
2004-10-16,0.0,3.44890663772,11.347596228,101.332940397,0.0
2004-10-17,0.0,3.44890663772,8.51069717101,103.359599205,0.0
2004-10-18,0.0,6.89781327543,11.347596228,149.972751787,0.0
2004-10-19,0.0,6.89781327543,11.347596228,151.999410595,0.0
2004-10-20,0.0,3.44890663772,11.347596228,139.839457748,0.0
2004-10-21,0.0,6.89781327543,14.184495285,137.81279894,0.0
2004-10-22,0.0,3.44890663772,8.51069717101,141.866116555,0.0
2004-10-23,0.0,3.44890663772,11.347596228,99.3062815888,0.0
2004-10-24,0.0,0.0,17.021394342,107.412916821,0.0
2004-10-25,0.0,6.89781327543,11.347596228,149.972751787,0.0
2004-10-26,0.0,0.0,8.51069717101,147.946092979,0.0
2004-10-27,0.0,6.89781327543,8.51069717101,147.946092979,0.0
2004-10-28,0.0,3.44890663772,8.51069717101,133.759481324,0.0
2004-10-29,0.0,3.44890663772,8.51069717101,109.439575629,0.0
2004-10-30,0.0,3.44890663772,11.347596228,83.0930111254,0.0
2004-10-31,0.0,3.44890663772,5.67379811401,105.386258013,0.0
2004-11-01,0.0,0.0,14.184495285,149.972751787,0.0
2004-11-02,0.0,3.44890663772,8.51069717101,143.892775363,0.0
2004-11-03,0.0,6.89781327543,14.184495285,127.6795049,0.0
2004-11-04,0.0,3.44890663772,11.347596228,135.786140132,0.0
2004-11-05,0.0,3.44890663772,11.347596228,129.706163708,0.0
2004-11-06,0.0,3.44890663772,8.51069717101,105.386258013,0.0
2004-11-07,0.0,3.44890663772,8.51069717101,115.519552052,0.0
2004-11-08,0.0,6.89781327543,5.67379811401,111.466234436,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,0.0,6.89781327543,14.184495285,166.186022251,0.0
2004-11-11,0.0,6.89781327543,8.51069717101,131.732822516,0.0
2004-11-12,0.0,6.89781327543,8.51069717101,131.732822516,0.0
2004-11-13,0.0,3.44890663772,8.51069717101,103.359599205,0.0
2004-11-14,0.0,3.44890663772,17.021394342,119.572869668,0.0
2004-11-15,0.0,6.89781327543,11.347596228,143.892775363,0.0
2004-11-16,0.0,6.89781327543,11.347596228,145.919434171,0.0
2004-11-17,0.0,6.89781327543,14.184495285,156.052728211,0.0
2004-11-18,0.0,6.89781327543,11.347596228,141.866116555,0.0
2004-11-19,0.0,6.89781327543,5.67379811401,117.54621086,0.0
2004-11-20,0.0,3.44890663772,8.51069717101,115.519552052,0.0
2004-11-21,0.0,3.44890663772,14.184495285,107.412916821,0.0
2004-11-22,0.0,6.89781327543,11.347596228,147.946092979,0.0
2004-11-23,0.0,3.44890663772,17.021394342,133.759481324,0.0
2004-11-24,0.0,6.89781327543,11.347596228,127.6795049,0.0
2004-11-25,0.0,3.44890663772,5.67379811401,68.9063994698,0.0
2004-11-26,0.0,3.44890663772,11.347596228,85.1196699333,0.0
2004-11-27,0.0,3.44890663772,11.347596228,95.252963973,0.0
2004-11-28,0.0,3.44890663772,11.347596228,115.519552052,0.0
2004-11-29,0.0,6.89781327543,17.021394342,154.026069403,0.0
2004-11-30,0.0,6.89781327543,14.184495285,154.026069403,0.0
2004-12-01,0.0,6.89781327543,14.184495285,158.079387019,0.0
2004-12-02,0.0,3.44890663772,14.184495285,137.81279894,0.0
2004-12-03,0.0,3.44890663772,11.347596228,137.81279894,0.0
2004-12-04,0.0,3.44890663772,11.347596228,107.412916821,0.0
2004-12-05,0.0,0.0,11.347596228,93.226305165,0.0
2004-12-06,0.0,3.44890663772,14.184495285,143.892775363,0.0
2004-12-07,0.0,6.89781327543,11.347596228,141.866116555,0.0
2004-12-08,0.0,6.89781327543,14.184495285,139.839457748,0.0
2004-12-09,0.0,6.89781327543,14.184495285,135.786140132,0.0
2004-12-10,0.0,3.44890663772,14.184495285,121.599528476,0.0
2004-12-11,0.0,3.44890663772,11.347596228,109.439575629,0.0
2004-12-12,0.0,6.89781327543,14.184495285,107.412916821,0.0
2004-12-13,0.0,3.44890663772,17.021394342,147.946092979,0.0
2004-12-14,0.0,6.89781327543,11.347596228,141.866116555,0.0
2004-12-15,0.0,0.0,14.184495285,131.732822516,0.0
