date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2004-01-01,12,59,0,41,0,False
2004-01-02,13,58,10,53,0,False
2004-01-03,28,43,9,37,0,False
2004-01-04,18,34,12,43,0,False
2004-01-05,14,87,7,43,0,False
2004-01-06,30,78,8,88,0,False
2004-01-07,31,73,2,75,2,False
2004-01-08,22,84,11,90,2,False
2004-01-09,19,60,8,53,2,False
2004-01-10,18,44,0,27,0,False
2004-01-11,36,66,6,48,3,False
2004-01-12,23,86,11,57,2,False
2004-01-13,29,76,3,74,0,False
2004-01-14,31,65,14,88,0,False
2004-01-15,12,53,5,67,0,False
2004-01-16,24,66,6,68,2,False
2004-01-17,9,55,6,41,0,False
2004-01-18,21,35,0,41,3,False
2004-01-19,32,44,4,56,0,False
2004-01-20,16,57,5,75,2,False
2004-01-21,28,48,9,67,0,False
2004-01-22,22,62,9,68,0,False
2004-01-23,20,64,4,77,0,False
2004-01-24,8,42,6,50,0,False
2004-01-25,27,38,8,41,3,False
2004-01-26,21,53,7,41,2,False
2004-01-27,25,74,7,69,0,False
2004-01-28,24,66,7,81,0,False
2004-01-29,24,61,9,64,2,False
2004-01-30,35,63,7,70,0,False
2004-01-31,8,31,6,33,0,False
2004-02-01,8,33,11,47,0,False
2004-02-02,20,62,0,67,2,False
2004-02-03,19,69,10,70,0,False
2004-02-04,14,51,8,79,0,False
2004-02-05,29,58,3,61,0,False
2004-02-06,24,78,10,56,0,False
2004-02-07,15,37,0,81,0,False
2004-02-08,24,41,0,33,0,False
2004-02-09,30,67,15,46,0,False
2004-02-10,29,88,5,75,0,False
2004-02-11,23,55,8,60,0,False
2004-02-12,22,64,13,79,2,False
2004-02-13,26,55,7,51,0,False
2004-02-14,11,48,3,28,0,False
2004-02-15,15,33,3,44,0,False
2004-02-16,21,63,10,48,2,False
2004-02-17,22,73,5,79,0,False
2004-02-18,21,78,5,72,2,False
2004-02-19,18,69,10,65,0,False
2004-02-20,16,70,5,61,0,False
2004-02-21,27,54,0,41,0,False
2004-02-22,32,64,0,48,0,False
2004-02-23,34,69,10,61,0,False
2004-02-24,35,69,7,79,2,False
2004-02-25,21,69,5,64,0,False
2004-02-26,24,58,5,53,2,False
2004-02-27,30,64,4,57,0,False
2004-02-28,22,58,6,56,0,False
2004-02-29,24,24,0,48,0,False
2004-03-01,27,62,7,83,0,False
2004-03-02,27,62,9,54,0,False
2004-03-03,11,79,11,56,0,False
2004-03-04,7,75,7,87,0,False
2004-03-05,24,30,6,61,0,False
2004-03-06,13,69,17,26,0,False
2004-03-07,39,23,0,23,0,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,27,80,2,54,0,False
2004-03-11,30,90,12,60,0,False
2004-03-12,17,74,7,64,2,False
2004-03-13,17,45,3,31,3,False
2004-03-14,25,56,6,20,0,False
2004-03-15,13,56,7,69,0,False
2004-03-16,21,67,3,56,5,False
2004-03-17,26,57,2,60,0,False
2004-03-18,20,56,2,74,2,False
2004-03-19,30,52,9,58,0,False
2004-03-20,3,40,9,51,0,False
2004-03-21,19,39,11,44,0,False
2004-03-22,33,33,0,33,0,False
2004-03-23,0,0,0,0,0,True
2004-03-24,18,69,9,60,0,False
2004-03-25,42,83,6,60,6,False
2004-03-26,28,71,3,68,3,False
2004-03-27,6,48,6,22,0,False
2004-03-28,14,29,3,17,0,False
2004-03-29,27,85,5,60,0,False
2004-03-30,29,78,0,70,2,False
2004-03-31,41,91,11,63,0,False
2004-04-01,36,79,6,73,2,False
2004-04-02,22,77,3,58,0,False
2004-04-03,19,58,6,50,0,False
2004-04-04,19,65,5,22,0,False
2004-04-05,30,57,5,61,0,False
2004-04-06,14,85,8,72,0,False
2004-04-07,32,81,3,65,0,False
2004-04-08,27,80,7,64,2,False
2004-04-09,24,66,8,70,0,False
2004-04-10,17,42,6,34,0,False
2004-04-11,9,55,9,18,0,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,31,79,5,42,2,False
2004-04-15,25,74,2,55,2,False
2004-04-16,24,71,5,78,0,False
2004-04-17,32,61,3,29,0,False
