date,expense,expensive,fine,ghetto,intervention,isPartial
2010-12-15,7,34,79,27,19,False
2010-12-16,11,34,77,29,16,False
2010-12-17,9,34,77,30,15,False
2010-12-18,7,35,72,32,10,False
2010-12-19,6,32,72,28,12,False
2010-12-20,9,34,72,25,18,False
2010-12-21,10,35,70,26,23,False
2010-12-22,10,39,74,29,18,False
2010-12-23,8,35,75,31,12,False
2010-12-24,4,40,70,30,11,False
2010-12-25,2,42,67,35,10,False
2010-12-26,3,40,66,27,9,False
2010-12-27,10,27,73,23,17,False
2010-12-28,8,39,75,23,17,False
2010-12-29,9,31,73,27,14,False
2010-12-30,8,32,77,29,18,False
2010-12-31,7,32,80,28,11,False
2011-01-01,8,36,72,29,13,False
2011-01-02,7,48,84,35,17,False
2011-01-03,11,38,78,27,20,False
2011-01-04,15,36,81,29,35,False
2011-01-05,14,37,84,27,24,False
2011-01-06,12,40,94,24,22,False
2011-01-07,13,41,89,31,17,False
2011-01-08,9,39,81,35,18,False
2011-01-09,6,44,82,32,17,False
2011-01-10,11,38,77,26,22,False
2011-01-11,12,36,73,28,24,False
2011-01-12,12,38,85,27,22,False
2011-01-13,12,34,80,30,20,False
2011-01-14,14,39,79,30,20,False
2011-01-15,6,39,78,30,20,False
2011-01-16,11,44,83,34,24,False
2011-01-17,14,34,80,27,24,False
2011-01-18,17,34,74,25,39,False
2011-01-19,16,34,83,25,28,False
2011-01-20,16,42,86,25,22,False
2011-01-21,13,35,85,26,18,False
2011-01-22,9,48,86,28,17,False
2011-01-23,11,42,92,34,20,False
2011-01-24,14,39,81,27,22,False
2011-01-25,16,37,85,26,29,False
2011-01-26,15,38,82,29,22,False
2011-01-27,16,33,78,27,21,False
2011-01-28,16,36,79,27,22,False
2011-01-29,11,38,89,32,15,False
2011-01-30,16,40,78,28,15,False
2011-01-31,17,38,81,26,19,False
2011-02-01,16,39,77,29,24,False
2011-02-02,15,38,77,27,22,False
2011-02-03,16,35,77,27,23,False
2011-02-04,16,39,79,24,17,False
2011-02-05,14,38,80,27,13,False
2011-02-06,11,49,87,34,18,False
2011-02-07,16,41,90,25,22,False
2011-02-08,16,36,88,26,29,False
2011-02-09,16,33,91,28,25,False
2011-02-10,19,34,100,29,22,False
2011-02-11,15,40,90,32,20,False
2011-02-12,11,39,98,27,16,False
2011-02-13,14,44,98,38,16,False
2011-02-14,17,43,89,28,20,False
2011-02-15,18,38,88,30,24,False
2011-02-16,12,35,77,29,21,False
2011-02-17,15,35,85,31,19,False
2011-02-18,12,30,80,29,20,False
2011-02-19,11,38,86,32,14,False
2011-02-20,9,43,85,32,15,False
2011-02-21,19,40,82,31,21,False
2011-02-22,12,40,88,27,26,False
2011-02-23,15,35,84,31,23,False
2011-02-24,17,36,83,28,20,False
2011-02-25,12,37,86,30,19,False
2011-02-26,13,42,100,36,15,False
2011-02-27,10,41,85,32,16,False
2011-02-28,15,36,84,29,22,False
2011-03-01,20,37,83,27,27,False
2011-03-02,17,39,80,31,22,False
2011-03-03,14,39,83,30,22,False
2011-03-04,14,34,90,30,21,False
2011-03-05,11,42,86,33,19,False
2011-03-06,13,38,79,32,17,False
2011-03-07,18,40,84,27,18,False
2011-03-08,17,41,83,28,22,False
2011-03-09,18,37,84,29,22,False
2011-03-10,15,43,85,33,22,False
2011-03-11,12,34,72,29,19,False
2011-03-12,10,33,79,39,16,False
2011-03-13,14,38,75,32,12,False
2011-03-14,16,35,78,33,21,False
2011-03-15,14,33,85,32,25,False
2011-03-16,17,34,81,32,21,False
2011-03-17,15,37,81,33,20,False
2011-03-18,13,38,82,28,23,False
2011-03-19,9,39,81,32,21,False
2011-03-20,11,43,80,34,26,False
