date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2016-07-08,3,0,0,0,53,False
2016-07-09,3,1,0,0,54,False
2016-07-10,3,1,0,0,53,False
2016-07-11,3,0,0,0,54,False
2016-07-12,2,1,0,0,57,False
2016-07-13,2,1,0,0,53,False
2016-07-14,3,1,0,0,61,False
2016-07-15,5,0,0,1,59,False
2016-07-16,1,0,0,0,62,False
2016-07-17,2,1,0,0,58,False
2016-07-18,3,1,0,1,58,False
2016-07-19,4,0,0,0,62,False
2016-07-20,3,1,0,0,60,False
2016-07-21,3,0,0,0,54,False
2016-07-22,5,0,0,0,57,False
2016-07-23,3,0,0,0,52,False
2016-07-24,4,0,0,0,55,False
2016-07-25,4,0,0,0,62,False
2016-07-26,5,1,0,0,64,False
2016-07-27,3,0,0,0,60,False
2016-07-28,3,0,0,0,61,False
2016-07-29,4,1,0,0,52,False
2016-07-30,2,0,0,0,50,False
2016-07-31,3,0,0,0,61,False
2016-08-01,4,1,0,0,61,False
2016-08-02,4,1,0,0,57,False
2016-08-03,3,1,0,0,61,False
2016-08-04,3,1,0,0,54,False
2016-08-05,3,0,0,0,56,False
2016-08-06,4,0,0,0,58,False
2016-08-07,4,0,0,0,50,False
2016-08-08,5,0,0,1,49,False
2016-08-09,3,1,0,0,57,False
2016-08-10,3,1,0,0,56,False
2016-08-11,3,0,0,0,57,False
2016-08-12,3,0,0,1,56,False
2016-08-13,3,1,0,0,49,False
2016-08-14,3,1,0,0,59,False
2016-08-15,2,0,0,0,52,False
2016-08-16,5,1,0,0,60,False
2016-08-17,4,1,0,0,54,False
2016-08-18,3,1,0,0,54,False
2016-08-19,3,1,0,0,50,False
2016-08-20,4,0,0,0,53,False
2016-08-21,4,0,0,0,53,False
2016-08-22,5,1,0,0,57,False
2016-08-23,4,0,0,0,58,False
2016-08-24,4,1,0,0,57,False
2016-08-25,4,1,0,1,57,False
2016-08-26,4,1,0,0,58,False
2016-08-27,3,0,0,1,57,False
2016-08-28,4,0,0,0,56,False
2016-08-29,4,1,0,1,50,False
2016-08-30,6,0,0,0,47,False
2016-08-31,6,1,0,0,58,False
2016-09-01,6,0,0,0,60,False
2016-09-02,3,1,0,1,54,False
2016-09-03,3,0,0,0,60,False
2016-09-04,4,0,0,0,57,False
2016-09-05,5,0,0,0,54,False
2016-09-06,6,1,0,0,57,False
2016-09-07,6,1,0,0,51,False
2016-09-08,5,1,0,0,63,False
2016-09-09,6,1,0,1,61,False
2016-09-10,3,1,0,0,56,False
2016-09-11,3,1,0,0,53,False
2016-09-12,6,0,0,0,57,False
2016-09-13,7,1,0,0,59,False
2016-09-14,8,1,0,0,54,False
2016-09-15,6,2,0,1,55,False
2016-09-16,8,1,0,0,53,False
2016-09-17,3,1,0,0,55,False
2016-09-18,4,0,0,0,59,False
2016-09-19,7,1,0,0,55,False
2016-09-20,5,1,0,0,63,False
2016-09-21,5,1,0,1,57,False
2016-09-22,7,1,0,0,53,False
2016-09-23,5,1,0,0,56,False
2016-09-24,3,0,0,0,57,False
2016-09-25,4,0,0,0,57,False
2016-09-26,7,1,0,1,52,False
2016-09-27,5,1,0,1,62,False
2016-09-28,7,1,0,1,58,False
2016-09-29,7,1,0,1,60,False
2016-09-30,8,1,0,0,56,False
2016-10-01,3,0,0,0,64,False
2016-10-02,3,1,0,0,52,False
2016-10-03,5,1,0,0,52,False
2016-10-04,8,0,0,0,63,False
2016-10-05,6,1,0,0,52,False
2016-10-06,5,1,0,0,56,False
2016-10-07,7,1,0,0,60,False
2016-10-08,3,1,0,1,62,False
2016-10-09,3,1,0,0,59,False
2016-10-10,12,1,0,0,56,False
2016-10-11,5,1,0,0,60,False
2016-10-12,5,1,0,1,67,False
2016-10-13,5,1,0,0,66,False
2016-10-14,6,1,0,0,59,False
2016-10-15,3,1,0,0,67,False
2016-10-16,4,1,0,0,64,False
2016-10-17,7,2,0,0,67,False
2016-10-18,7,1,0,0,62,False
2016-10-19,6,1,0,0,62,False
2016-10-20,4,1,0,0,59,False
2016-10-21,6,1,0,1,59,False
2016-10-22,3,1,0,1,67,False
2016-10-23,4,1,0,1,69,False
2016-10-24,7,1,0,1,93,False
2016-10-25,9,1,0,0,100,False
2016-10-26,9,2,0,0,85,False
2016-10-27,8,1,0,0,74,False
2016-10-28,4,1,0,1,65,False
2016-10-29,3,0,0,0,66,False
2016-10-30,4,0,0,0,55,False
2016-10-31,6,1,0,0,58,False
2016-11-01,8,1,0,0,66,False
2016-11-02,7,1,0,0,71,False
2016-11-03,5,1,0,0,66,False
2016-11-04,7,0,0,0,63,False
2016-11-05,4,0,0,0,67,False
2016-11-06,4,0,0,1,60,False
2016-11-07,5,2,0,0,60,False
2016-11-08,4,0,0,0,61,False
2016-11-09,4,1,0,0,47,False
2016-11-10,6,1,0,1,59,False
2016-11-11,6,1,0,0,64,False
2016-11-12,5,0,0,1,67,False
2016-11-13,4,1,0,0,72,False
