date,poverty,recession,crisis
2004-06-09,25.9936094451,2.71309393975,77.3757173684
2004-06-10,46.2108612358,5.42618787951,78.9232317158
2004-06-11,23.1054306179,2.71309393975,66.5431169368
2004-06-12,46.2108612358,5.42618787951,66.5431169368
2004-06-13,21.6613412043,0.0,100.588432579
2004-06-14,28.8817882724,5.42618787951,58.8055452
2004-06-15,38.9904141677,5.42618787951,97.4934038842
2004-06-16,25.9936094451,5.42618787951,61.9005738947
2004-06-17,25.9936094451,5.42618787951,44.8779160737
2004-06-18,57.7635765448,2.71309393975,37.1403443368
2004-06-19,21.6613412043,0.0,112.968547358
2004-06-20,49.0990400631,5.42618787951,82.0182604105
2004-06-21,37.5463247541,2.71309393975,52.6154878105
2004-06-22,38.9904141677,5.42618787951,82.0182604105
2004-06-23,37.5463247541,0.0,46.4254304211
2004-06-24,44.7667718222,0.0,44.8779160737
2004-06-25,21.6613412043,2.71309393975,78.9232317158
2004-06-26,15.8849835498,0.0,32.4978012947
2004-06-27,31.7699670996,5.42618787951,46.4254304211
2004-06-28,23.1054306179,8.13928181926,46.4254304211
2004-06-29,31.7699670996,2.71309393975,43.3304017263
2004-06-30,34.6581459269,5.42618787951,43.3304017263
2004-07-01,63.5399341992,0.0,54.1630021579
2004-07-02,17.3290729634,6.78273484938,27.8552582526
2004-07-03,37.5463247541,9.49582878914,34.0453156421
2004-07-04,11.552715309,5.42618787951,61.9005738947
2004-07-05,38.9904141677,0.0,20.1176865158
2004-07-06,43.3226824086,5.42618787951,58.8055452
2004-07-07,31.7699670996,5.42618787951,44.8779160737
2004-07-08,28.8817882724,8.13928181926,49.5204591158
2004-07-09,31.7699670996,2.71309393975,54.1630021579
2004-07-10,30.325877686,4.06964090963,86.6608034526
2004-07-11,40.4345035813,0.0,64.9956025895
2004-07-12,64.9840236129,2.71309393975,78.9232317158
2004-07-13,36.1022353405,8.13928181926,58.8055452
2004-07-14,12.9968047226,0.0,54.1630021579
2004-07-15,23.1054306179,0.0,61.9005738947
2004-07-16,34.6581459269,0.0,68.0906312842
2004-07-17,14.4408941362,0.0,58.8055452
2004-07-18,24.5495200315,4.06964090963,63.4480882421
2004-07-19,33.2140565132,2.71309393975,66.5431169368
2004-07-20,33.2140565132,0.0,57.2580308526
2004-07-21,41.878592995,2.71309393975,54.1630021579
2004-07-22,49.0990400631,2.71309393975,55.7105165053
2004-07-23,27.4376988588,5.42618787951,40.2353730316
2004-07-24,18.7731623771,13.5654696988,52.6154878105
2004-07-25,40.4345035813,4.06964090963,43.3304017263
2004-07-26,41.878592995,2.71309393975,72.7331743263
2004-07-27,44.7667718222,0.0,55.7105165053
2004-07-28,41.878592995,2.71309393975,72.7331743263
2004-07-29,37.5463247541,2.71309393975,68.0906312842
2004-07-30,34.6581459269,2.71309393975,69.6381456316
2004-07-31,34.6581459269,9.49582878914,37.1403443368
2004-08-01,30.325877686,9.49582878914,69.6381456316
2004-08-02,24.5495200315,10.852375759,35.5928299895
2004-08-03,44.7667718222,8.13928181926,58.8055452
2004-08-04,33.2140565132,2.71309393975,78.9232317158
2004-08-05,31.7699670996,2.71309393975,66.5431169368
2004-08-06,37.5463247541,5.42618787951,55.7105165053
2004-08-07,14.4408941362,0.0,54.1630021579
2004-08-08,46.2108612358,0.0,60.3530595474
2004-08-09,25.9936094451,0.0,60.3530595474
2004-08-10,36.1022353405,0.0,46.4254304211
2004-08-11,21.6613412043,2.71309393975,47.9729447684
2004-08-12,44.7667718222,5.42618787951,74.2806886737
2004-08-13,20.2172517907,0.0,47.9729447684
2004-08-14,33.2140565132,0.0,35.5928299895
2004-08-15,18.7731623771,0.0,57.2580308526
2004-08-16,33.2140565132,0.0,55.7105165053
2004-08-17,27.4376988588,2.71309393975,58.8055452
2004-08-18,27.4376988588,5.42618787951,57.2580308526
2004-08-19,31.7699670996,2.71309393975,69.6381456316
2004-08-20,30.325877686,0.0,51.0679734632
2004-08-21,27.4376988588,0.0,44.8779160737
2004-08-22,18.7731623771,4.06964090963,57.2580308526
2004-08-23,30.325877686,2.71309393975,66.5431169368
2004-08-24,41.878592995,2.71309393975,75.828203021
2004-08-25,43.3226824086,2.71309393975,49.5204591158
2004-08-26,77.9808283354,2.71309393975,44.8779160737
2004-08-27,115.52715309,5.42618787951,57.2580308526
2004-08-28,50.5431294767,8.13928181926,58.8055452
2004-08-29,40.4345035813,4.06964090963,52.6154878105
2004-08-30,60.651755372,2.71309393975,64.9956025895
2004-08-31,70.7603812673,2.71309393975,41.7828873789
2004-09-01,34.6581459269,5.42618787951,40.2353730316
2004-09-02,46.2108612358,8.13928181926,60.3530595474
2004-09-03,36.1022353405,2.71309393975,54.1630021579
2004-09-04,27.4376988588,0.0,64.9956025895
2004-09-05,49.0990400631,4.06964090963,52.6154878105
2004-09-06,40.4345035813,4.06964090963,55.7105165053
2004-09-07,25.9936094451,6.78273484938,77.3757173684
2004-09-08,69.3162918537,9.49582878914,68.0906312842
2004-09-09,59.2076659584,0.0,82.0182604105
2004-09-10,46.2108612358,0.0,55.7105165053
2004-09-11,30.325877686,0.0,74.2806886737
2004-09-12,41.878592995,0.0,105.230975621
2004-09-13,47.6549506494,2.55035688159,82.0182604105
2004-09-14,50.5431294767,2.55035688159,75.828203021
2004-09-15,47.6549506494,0.0,63.4480882421
2004-09-16,53.4313083039,2.55035688159,82.0182604105
2004-09-17,37.5463247541,2.55035688159,72.7331743263
2004-09-18,25.9936094451,0.0,72.7331743263
2004-09-19,41.878592995,3.82553532239,77.3757173684
2004-09-20,60.651755372,2.55035688159,69.6381456316
2004-09-21,63.5399341992,6.37589220399,91.3033464947
2004-09-22,49.0990400631,3.82553532239,69.6381456316
2004-09-23,67.8722024401,2.55035688159,66.5431169368
2004-09-24,46.2108612358,5.10071376319,77.3757173684
2004-09-25,30.325877686,0.0,74.2806886737
2004-09-26,72.204470681,7.65107064478,63.4480882421
2004-09-27,41.8670139035,8.92624908558,92.0481718296
2004-09-28,62.025205783,6.37589220399,101.570396502
2004-09-29,75.9808770842,2.55035688159,82.5259471576
2004-09-30,74.4302469396,3.82553532239,68.2426101495
2004-10-01,49.6201646264,2.55035688159,80.9389097122
2004-10-02,37.2151234698,3.82553532239,76.1777973762
2004-10-03,17.0569315903,3.82553532239,95.2222467203
2004-10-04,55.8226852047,0.0,71.4166850402
2004-10-05,51.170794771,6.37589220399,69.8296475949
2004-10-06,52.7214249156,6.37589220399,92.0481718296
2004-10-07,68.2277263613,3.82553532239,63.4814978135
2004-10-08,63.5758359276,8.92624908558,82.5259471576
2004-10-09,41.8670139035,19.127676612,23.8055616801
2004-10-10,46.5189043373,3.82553532239,98.3963216109
2004-10-11,57.3733153493,0.0,84.1129846029
2004-10-12,86.8352880962,17.8524981712,88.8740969389
2004-10-13,74.4302469396,14.0269628488,80.9389097122
2004-10-14,52.7214249156,3.82553532239,99.9833590563
2004-10-15,48.0695344818,5.10071376319,85.7000220482
2004-10-16,44.9682741927,15.3021412896,74.5907599309
2004-10-17,66.6770962168,0.0,90.4611343843
2004-10-18,66.6770962168,2.55035688159,73.0037224855
2004-10-19,89.9365483854,2.55035688159,95.2222467203
2004-10-20,71.3289866505,8.92624908558,96.8092841656
2004-10-21,80.6327675179,6.37589220399,66.6555727042
2004-10-22,62.025205783,0.0,68.2426101495
2004-10-23,58.9239454939,0.0,55.5463105868
2004-10-24,55.8226852047,0.0,61.8944603682
2004-10-25,100.790959397,3.82553532239,92.0481718296
2004-10-26,74.4302469396,2.55035688159,82.5259471576
2004-10-27,72.8796167951,6.37589220399,74.5907599309
2004-10-28,69.7783565059,6.37589220399,92.0481718296
2004-10-29,34.1138631807,0.0,71.4166850402
2004-10-30,26.3607124578,5.10071376319,60.3074229228
2004-10-31,26.3607124578,7.65107064478,92.0481718296
2004-11-01,60.4745756384,3.82553532239,76.1777973762
2004-11-02,62.025205783,3.82553532239,55.5463105868
2004-11-03,80.6327675179,2.55035688159,90.4611343843
2004-11-04,69.7783565059,12.751784408,84.1129846029
2004-11-05,83.7340278071,0.0,80.9389097122
2004-11-06,48.0695344818,3.82553532239,61.8944603682
2004-11-07,65.1264660722,3.82553532239,71.4166850402
2004-11-08,106.993479976,0.0,158.703744534
2004-11-09,0.0,0.0,0.0
2004-11-10,57.3733153493,11.4766059672,73.0037224855
2004-11-11,77.5315072288,0.0,73.0037224855
2004-11-12,43.4176440481,0.0,79.3518722669
2004-11-13,51.170794771,0.0,57.1333480322
2004-11-14,80.6327675179,6.37589220399,95.2222467203
2004-11-15,97.6896991083,2.55035688159,115.85373351
2004-11-16,60.4745756384,7.65107064478,93.6352092749
2004-11-17,116.297260843,2.55035688159,85.7000220482
2004-11-18,66.6770962168,3.82553532239,80.9389097122
2004-11-19,54.2720550601,0.0,112.679658619
2004-11-20,46.5189043373,0.0,53.9592731415
2004-11-21,69.7783565059,0.0,71.4166850402
2004-11-22,68.2277263613,3.82553532239,98.3963216109
2004-11-23,72.8796167951,6.37589220399,69.8296475949
2004-11-24,55.8226852047,2.55035688159,74.5907599309
2004-11-25,29.4619727469,0.0,34.9148237974
2004-11-26,26.3607124578,0.0,87.2870594936
2004-11-27,40.316383759,3.82553532239,73.0037224855
2004-11-28,49.6201646264,0.0,119.0278084
2004-11-29,62.025205783,6.37589220399,117.440770955
2004-11-30,55.8226852047,1.2751784408,101.570396502
2004-12-01,96.1390689637,6.37589220399,77.7648348216
2004-12-02,65.1264660722,3.82553532239,76.1777973762
2004-12-03,83.7340278071,6.37589220399,104.744471392
2004-12-04,52.7214249156,6.37589220399,95.2222467203
2004-12-05,71.3289866505,3.82553532239,85.7000220482
2004-12-06,69.7783565059,5.10071376319,96.8092841656
2004-12-07,65.1264660722,8.92624908558,103.157433947
2004-12-08,97.6896991083,6.37589220399,82.5259471576
2004-12-09,86.8352880962,6.37589220399,80.9389097122
2004-12-10,75.9808770842,3.82553532239,114.266696064
2004-12-11,55.8226852047,0.0,73.0037224855
2004-12-12,93.0378086745,16.5773197304,82.5259471576
2004-12-13,54.2720550601,3.82553532239,106.331508838
2004-12-14,74.4302469396,5.10071376319,68.2426101495
2004-12-15,83.7340278071,2.55035688159,93.6352092749
2004-12-16,55.8226852047,3.82553532239,82.5259471576
2004-12-17,38.7657536144,2.55035688159,58.7203854775
2004-12-18,17.0569315903,0.0,53.9592731415
2004-12-19,58.9239454939,0.0,60.3074229228
2004-12-20,26.3607124578,3.82553532239,61.8944603682
2004-12-21,10.854411012,6.37589220399,57.1333480322
2004-12-22,26.3607124578,0.0,50.7851982508
2004-12-23,17.0569315903,0.0,47.6111233601
2004-12-24,23.2594521686,0.0,52.3722356961
2004-12-25,6.2025205783,0.0,20.6314867894
2004-12-26,15.5063014458,3.82553532239,33.3277863521
2004-12-27,32.5632330361,2.55035688159,36.5018612428
2004-12-28,23.2594521686,2.55035688159,53.9592731415
2004-12-29,41.8670139035,0.0,73.0037224855
2004-12-30,38.7657536144,0.0,52.3722356961
2004-12-31,23.2594521686,0.0,95.2222467203
2005-01-01,21.7088220241,0.0,50.7851982508
2005-01-02,49.6201646264,0.0,53.9592731415
2005-01-03,34.1138631807,0.0,65.0685352588
2005-01-04,32.5632330361,6.37589220399,61.8944603682
2005-01-05,49.6201646264,2.55035688159,76.1777973762
2005-01-06,41.8670139035,6.37589220399,63.4814978135
2005-01-07,62.025205783,6.37589220399,63.4814978135
2005-01-08,18.6075617349,2.55035688159,46.0240859148
2005-01-09,23.2594521686,2.55035688159,61.8944603682
2005-01-10,57.3733153493,0.0,77.7648348216
2005-01-11,44.9682741927,3.82553532239,63.4814978135
2005-01-12,40.316383759,1.2751784408,46.0240859148
2005-01-13,41.8670139035,3.82553532239,77.7648348216
2005-01-14,65.1264660722,3.82553532239,80.9389097122
2005-01-15,18.6075617349,0.0,39.6759361334
2005-01-16,54.2720550601,0.0,74.5907599309
2005-01-17,31.0126028915,3.82553532239,61.8944603682
2005-01-18,41.8670139035,5.10071376319,73.0037224855
2005-01-19,62.025205783,0.0,74.5907599309
2005-01-20,74.4302469396,7.65107064478,76.1777973762
2005-01-21,41.8670139035,2.55035688159,68.2426101495
2005-01-22,38.7657536144,8.92624908558,44.4370484695
2005-01-23,63.5758359276,2.55035688159,61.8944603682
2005-01-24,48.0695344818,3.82553532239,85.7000220482
2005-01-25,68.2277263613,1.2751784408,96.8092841656
2005-01-26,58.9239454939,1.2751784408,69.8296475949
2005-01-27,65.1264660722,1.2751784408,82.5259471576
2005-01-28,41.8670139035,1.2751784408,63.4814978135
2005-01-29,38.7657536144,6.37589220399,58.7203854775
2005-01-30,38.7657536144,2.55035688159,101.570396502
2005-01-31,66.6770962168,0.0,65.0685352588
2005-02-01,49.6201646264,1.2751784408,88.8740969389
2005-02-02,82.1833976625,1.2751784408,79.3518722669
2005-02-03,66.6770962168,3.82553532239,74.5907599309
2005-02-04,52.7214249156,1.2751784408,63.4814978135
2005-02-05,48.0695344818,0.0,30.1537114614
2005-02-06,41.8670139035,6.37589220399,84.1129846029
2005-02-07,60.4745756384,1.2751784408,84.1129846029
2005-02-08,54.2720550601,5.10071376319,85.7000220482
2005-02-09,43.4176440481,3.82553532239,55.5463105868
2005-02-10,58.9239454939,5.10071376319,65.0685352588
2005-02-11,57.3733153493,0.0,77.7648348216
2005-02-12,37.2151234698,2.55035688159,63.4814978135
2005-02-13,57.3733153493,6.37589220399,44.4370484695
2005-02-14,41.8670139035,5.10071376319,77.7648348216
2005-02-15,65.1264660722,1.2751784408,117.440770955
2005-02-16,72.8796167951,5.10071376319,85.7000220482
2005-02-17,63.5758359276,3.82553532239,71.4166850402
2005-02-18,55.8226852047,3.82553532239,65.0685352588
2005-02-19,54.2720550601,0.0,55.5463105868
2005-02-20,54.2720550601,0.0,60.3074229228
2005-02-21,34.1138631807,10.2014275264,80.9389097122
2005-02-22,63.5758359276,3.82553532239,69.8296475949
2005-02-23,65.1264660722,1.2751784408,66.6555727042
2005-02-24,74.4302469396,7.65107064478,69.8296475949
2005-02-25,80.6327675179,3.82553532239,63.4814978135
2005-02-26,29.4619727469,0.0,68.2426101495
2005-02-27,57.3733153493,0.0,38.0888986881
2005-02-28,82.1833976625,1.2751784408,95.2222467203
2005-03-01,60.4745756384,3.82553532239,79.3518722669
2005-03-02,62.025205783,5.10071376319,79.3518722669
2005-03-03,49.6201646264,3.82553532239,60.3074229228
2005-03-04,63.5758359276,1.2751784408,80.9389097122
2005-03-05,54.2720550601,6.37589220399,44.4370484695
2005-03-06,32.5632330361,0.0,73.0037224855
2005-03-07,100.790959397,3.82553532239,99.9833590563
2005-03-08,52.7214249156,0.0,84.1129846029
2005-03-09,83.7340278071,1.2751784408,80.9389097122
2005-03-10,43.4176440481,5.10071376319,85.7000220482
2005-03-11,62.025205783,1.2751784408,79.3518722669
2005-03-12,49.6201646264,6.37589220399,57.1333480322
2005-03-13,38.7657536144,0.0,65.0685352588
2005-03-14,58.9239454939,3.82553532239,80.9389097122
2005-03-15,58.9239454939,6.37589220399,84.1129846029
2005-03-16,51.170794771,1.2751784408,125.375958182
2005-03-17,65.1264660722,7.65107064478,99.9833590563
2005-03-18,48.0695344818,2.55035688159,90.4611343843
2005-03-19,57.3733153493,0.0,36.5018612428
2005-03-20,51.170794771,6.37589220399,79.3518722669
2005-03-21,60.4745756384,1.2751784408,68.2426101495
2005-03-22,63.5758359276,3.82553532239,84.1129846029
2005-03-23,40.316383759,5.10071376319,92.0481718296
2005-03-24,43.4176440481,1.2751784408,44.4370484695
2005-03-25,62.025205783,2.55035688159,82.5259471576
2005-03-26,23.2594521686,0.0,38.0888986881
2005-03-27,46.5189043373,0.0,53.9592731415
2005-03-28,63.5758359276,2.55035688159,98.3963216109
2005-03-29,62.025205783,3.82553532239,85.7000220482
2005-03-30,51.170794771,3.82553532239,71.4166850402
2005-03-31,65.1264660722,5.10071376319,92.0481718296
2005-04-01,43.4176440481,3.82553532239,85.7000220482
2005-04-02,52.7214249156,6.37589220399,47.6111233601
2005-04-03,48.0695344818,2.55035688159,106.331508838
2005-04-04,71.3289866505,0.0,99.9833590563
2005-04-05,0.0,0.0,0.0
2005-04-06,46.5189043373,5.10071376319,76.1777973762
2005-04-07,74.4302469396,3.82553532239,88.8740969389
2005-04-08,41.8670139035,6.37589220399,87.2870594936
2005-04-09,49.6201646264,0.0,69.8296475949
2005-04-10,62.025205783,2.55035688159,82.5259471576
2005-04-11,91.48717853,5.10071376319,109.505583728
2005-04-12,71.3289866505,3.82553532239,112.679658619
2005-04-13,79.0821373734,1.2751784408,98.3963216109
2005-04-14,82.1833976625,3.82553532239,106.331508838
2005-04-15,60.4745756384,0.0,84.1129846029
2005-04-16,41.8670139035,0.0,115.85373351
2005-04-17,65.1264660722,8.92624908558,117.440770955
2005-04-18,80.6327675179,5.10071376319,93.6352092749
2005-04-19,97.6896991083,5.10071376319,99.9833590563
2005-04-20,82.1833976625,5.10071376319,119.0278084
2005-04-21,79.0821373734,1.2751784408,122.201883291
2005-04-22,51.170794771,5.10071376319,125.375958182
2005-04-23,31.0126028915,5.10071376319,60.3074229228
2005-04-24,71.3289866505,2.55035688159,90.4611343843
2005-04-25,86.8352880962,3.82553532239,123.788920736
2005-04-26,106.993479976,3.82553532239,123.788920736
2005-04-27,100.790959397,6.37589220399,82.5259471576
2005-04-28,62.025205783,1.2751784408,95.2222467203
2005-04-29,46.5189043373,5.10071376319,98.3963216109
2005-04-30,60.4745756384,7.65107064478,88.8740969389
2005-05-01,68.2277263613,2.55035688159,95.2222467203
2005-05-02,83.7340278071,7.65107064478,139.65929519
2005-05-03,88.3859182408,10.2014275264,114.266696064
2005-05-04,80.6327675179,3.82553532239,107.918546283
2005-05-05,83.7340278071,3.82553532239,130.137070518
2005-05-06,63.5758359276,1.2751784408,85.7000220482
2005-05-07,26.3607124578,15.3021412896,84.1129846029
2005-05-08,77.5315072288,6.37589220399,79.3518722669
2005-05-09,44.9682741927,3.82553532239,98.3963216109
2005-05-10,65.1264660722,6.37589220399,88.8740969389
2005-05-11,85.2846579517,6.37589220399,82.5259471576
2005-05-12,52.7214249156,8.92624908558,103.157433947
2005-05-13,51.170794771,1.2751784408,79.3518722669
2005-05-14,48.0695344818,6.37589220399,52.3722356961
2005-05-15,74.4302469396,6.37589220399,92.0481718296
2005-05-16,68.2277263613,1.2751784408,76.1777973762
2005-05-17,55.8226852047,3.82553532239,112.679658619
2005-05-18,72.8796167951,0.0,98.3963216109
2005-05-19,82.1833976625,6.37589220399,103.157433947
2005-05-20,49.6201646264,3.82553532239,99.9833590563
2005-05-21,29.4619727469,6.37589220399,52.3722356961
2005-05-22,43.4176440481,0.0,88.8740969389
2005-05-23,68.7300056477,3.82553532239,68.4894829961
2005-05-24,53.210326953,1.2751784408,79.9043968288
2005-05-25,50.9932299967,6.37589220399,79.9043968288
2005-05-26,69.8385541259,1.2751784408,82.1873795953
2005-05-27,37.6906482584,2.55035688159,73.0554485291
2005-05-28,26.6051634765,2.55035688159,59.3575519299
2005-05-29,39.9077452148,0.0,62.7820260797
2005-05-30,46.5590360839,2.55035688159,41.0936897976
2005-05-31,32.1479058675,0.0,97.0267675778
2005-06-01,55.4274239094,5.10071376319,52.5086036303
2005-06-02,54.3188754312,0.0,60.4990433132
2005-06-03,31.0393573893,0.0,91.3193106614
2005-06-04,27.7137119547,2.55035688159,65.0650088463
2005-06-05,43.2333906493,6.37589220399,59.3575519299
