date,contribution,cooperative,donate,donation,economize,isPartial
2010-04-05,70,45,42,66,0,False
2010-04-06,64,48,35,59,1,False
2010-04-07,72,50,29,58,1,False
2010-04-08,67,52,35,71,0,False
2010-04-09,63,49,46,59,0,False
2010-04-10,65,33,45,55,0,False
2010-04-11,73,30,35,66,0,False
2010-04-12,98,46,41,64,0,False
2010-04-13,89,52,45,86,0,False
2010-04-14,100,53,43,83,0,False
2010-04-15,90,42,38,77,0,False
2010-04-16,57,41,41,60,1,False
2010-04-17,25,18,35,56,0,False
2010-04-18,23,31,44,56,0,False
2010-04-19,51,45,44,74,1,False
2010-04-20,46,51,42,66,0,False
2010-04-21,50,52,42,79,0,False
2010-04-22,43,42,45,74,0,False
2010-04-23,48,37,46,56,1,False
2010-04-24,24,24,26,40,0,False
2010-04-25,31,26,36,57,0,False
2010-04-26,50,60,47,67,0,False
2010-04-27,50,41,42,67,0,False
2010-04-28,46,45,51,80,0,False
2010-04-29,42,48,35,52,0,False
2010-04-30,33,42,40,47,0,False
2010-05-01,19,35,38,62,0,False
2010-05-02,24,24,32,45,0,False
2010-05-03,47,53,42,69,0,False
2010-05-04,34,52,43,74,1,False
2010-05-05,44,45,43,60,0,False
2010-05-06,40,45,40,67,0,False
2010-05-07,30,48,41,62,0,False
2010-05-08,25,20,39,55,0,False
2010-05-09,31,12,35,43,0,False
2010-05-10,42,49,49,56,0,False
2010-05-11,33,38,52,58,0,False
2010-05-12,42,49,45,51,0,False
2010-05-13,33,40,38,55,0,False
2010-05-14,40,43,29,52,1,False
2010-05-15,20,27,34,47,0,False
2010-05-16,16,24,36,43,0,False
2010-05-17,26,40,42,61,0,False
2010-05-18,37,44,41,70,0,False
2010-05-19,31,41,35,64,0,False
2010-05-20,38,44,38,65,0,False
2010-05-21,28,39,38,57,1,False
2010-05-22,14,31,37,47,0,False
2010-05-23,19,25,37,37,0,False
2010-05-24,29,48,56,63,0,False
2010-05-25,33,61,41,66,0,False
2010-05-26,33,48,41,59,0,False
2010-05-27,28,41,32,63,0,False
2010-05-28,31,38,32,49,1,False
2010-05-29,18,18,30,33,0,False
2010-05-30,19,28,32,48,1,False
2010-05-31,21,27,36,54,0,False
2010-06-01,38,49,44,67,0,False
2010-06-02,33,42,48,60,1,False
2010-06-03,29,49,45,55,0,False
2010-06-04,27,38,38,60,0,False
2010-06-05,13,25,41,54,0,False
2010-06-06,17,30,29,45,0,False
2010-06-07,30,42,41,46,0,False
2010-06-08,34,37,47,54,1,False
2010-06-09,36,41,40,45,0,False
2010-06-10,40,42,33,63,0,False
2010-06-11,32,44,33,57,0,False
2010-06-12,19,27,37,56,0,False
2010-06-13,18,27,39,43,0,False
2010-06-14,40,54,47,72,0,False
2010-06-15,37,41,54,64,0,False
2010-06-16,31,50,44,57,0,False
2010-06-17,47,40,43,65,1,False
2010-06-18,41,42,42,56,0,False
2010-06-19,24,21,58,44,0,False
2010-06-20,19,24,54,54,0,False
2010-06-21,33,54,37,62,0,False
2010-06-22,27,46,54,70,1,False
2010-06-23,27,43,40,64,0,False
2010-06-24,29,42,40,67,0,False
2010-06-25,30,36,32,48,0,False
2010-06-26,19,28,34,43,0,False
2010-06-27,19,25,26,33,0,False
2010-06-28,30,45,47,60,0,False
2010-06-29,36,46,33,62,0,False
2010-06-30,31,33,40,57,0,False
2010-07-01,24,40,40,63,0,False
2010-07-02,20,39,32,45,0,False
2010-07-03,13,11,35,46,0,False
2010-07-04,11,11,24,38,0,False
2010-07-05,15,21,32,41,0,False
2010-07-06,34,40,45,68,0,False
2010-07-07,28,41,42,39,0,False
2010-07-08,35,38,42,60,0,False
2010-07-09,28,33,51,48,0,False
2010-07-10,16,21,33,48,0,False
2010-07-11,14,16,37,48,0,False
2010-07-12,37,45,41,60,0,False
2010-07-13,27,39,38,63,0,False
2010-07-14,35,47,40,68,0,False
2010-07-15,32,41,34,47,1,False
2010-07-16,26,37,34,46,0,False
2010-07-17,15,23,25,45,0,False
2010-07-18,13,18,39,47,0,False
2010-07-19,32,36,42,56,0,False
2010-07-20,31,39,50,60,1,False
2010-07-21,29,37,36,53,0,False
2010-07-22,28,47,38,53,0,False
2010-07-23,23,33,28,57,0,False
2010-07-24,17,19,38,45,0,False
2010-07-25,14,21,31,32,0,False
2010-07-26,21,39,45,64,0,False
2010-07-27,27,33,45,67,0,False
