date,blackmail,bribe,bum,commoner,corrupt,isPartial
2013-09-26,3,1,11,0,7,False
2013-09-27,4,1,13,0,8,False
2013-09-28,3,2,14,0,7,False
2013-09-29,2,1,16,0,7,False
2013-09-30,3,1,9,1,11,False
2013-10-01,3,1,10,1,10,False
2013-10-02,4,1,11,0,10,False
2013-10-03,3,1,10,0,9,False
2013-10-04,2,1,10,0,8,False
2013-10-05,2,1,11,0,6,False
2013-10-06,5,1,12,1,6,False
2013-10-07,4,1,10,0,8,False
2013-10-08,3,1,11,0,8,False
2013-10-09,2,1,11,0,9,False
2013-10-10,2,1,11,0,10,False
2013-10-11,3,1,11,0,10,False
2013-10-12,3,2,13,0,8,False
2013-10-13,3,2,13,0,9,False
2013-10-14,4,1,10,1,9,False
2013-10-15,3,1,11,0,9,False
2013-10-16,3,0,10,0,9,False
2013-10-17,3,1,9,0,10,False
2013-10-18,2,1,11,0,10,False
2013-10-19,2,1,100,0,9,False
2013-10-20,4,1,51,0,5,False
2013-10-21,4,1,31,0,10,False
2013-10-22,3,2,29,0,11,False
2013-10-23,3,1,12,0,11,False
2013-10-24,3,1,13,0,10,False
2013-10-25,2,3,16,1,10,False
2013-10-26,4,2,16,0,8,False
2013-10-27,2,2,16,0,6,False
2013-10-28,4,1,14,0,11,False
2013-10-29,3,1,16,0,9,False
2013-10-30,2,1,16,0,10,False
2013-10-31,2,1,12,0,10,False
2013-11-01,2,2,18,0,9,False
2013-11-02,3,1,15,0,9,False
2013-11-03,3,1,19,0,5,False
2013-11-04,2,2,21,0,11,False
2013-11-05,3,1,16,0,11,False
2013-11-06,3,2,12,1,11,False
2013-11-07,3,1,11,0,9,False
2013-11-08,3,1,16,0,10,False
2013-11-09,3,1,17,0,7,False
2013-11-10,3,1,17,0,8,False
2013-11-11,4,1,17,0,9,False
2013-11-12,3,1,16,0,10,False
2013-11-13,3,1,15,0,12,False
2013-11-14,3,2,17,0,9,False
2013-11-15,3,1,27,0,11,False
2013-11-16,2,2,24,0,9,False
2013-11-17,2,1,24,0,9,False
2013-11-18,2,1,20,0,10,False
2013-11-19,3,1,50,0,10,False
2013-11-20,2,1,31,0,10,False
2013-11-21,2,1,20,0,11,False
2013-11-22,3,2,16,0,10,False
2013-11-23,3,0,19,0,8,False
2013-11-24,1,1,17,1,6,False
2013-11-25,3,1,13,0,8,False
2013-11-26,3,1,15,0,9,False
2013-11-27,3,1,13,1,5,False
2013-11-28,1,1,14,0,5,False
2013-11-29,4,1,14,0,6,False
2013-11-30,3,0,15,0,5,False
2013-12-01,3,1,13,0,9,False
2013-12-02,3,1,11,0,8,False
2013-12-03,3,1,11,0,12,False
2013-12-04,2,1,12,0,13,False
2013-12-05,1,2,11,1,12,False
2013-12-06,3,1,12,0,9,False
2013-12-07,4,1,10,0,9,False
2013-12-08,4,1,12,0,8,False
2013-12-09,3,1,12,0,8,False
2013-12-10,2,1,10,0,8,False
2013-12-11,3,1,11,0,12,False
2013-12-12,3,1,12,0,10,False
2013-12-13,3,1,13,1,10,False
2013-12-14,2,1,11,0,7,False
2013-12-15,2,1,16,0,7,False
2013-12-16,4,1,13,1,9,False
2013-12-17,3,1,9,0,8,False
2013-12-18,3,1,12,0,9,False
2013-12-19,3,1,13,0,10,False
2013-12-20,4,1,8,0,7,False
2013-12-21,4,2,12,0,6,False
2013-12-22,4,2,13,0,7,False
2013-12-23,3,1,11,0,7,False
2013-12-24,2,1,13,0,6,False
2013-12-25,3,1,14,0,6,False
2013-12-26,2,1,11,0,7,False
2013-12-27,3,1,12,0,6,False
2013-12-28,4,0,15,0,6,False
2013-12-29,5,2,13,0,6,False
2013-12-30,3,1,12,1,8,False
2013-12-31,3,1,17,0,6,False
2014-01-01,3,1,11,0,4,False
2014-01-02,3,1,13,0,9,False
2014-01-03,3,1,11,0,7,False
2014-01-04,6,1,14,0,6,False
2014-01-05,3,1,14,0,7,False
2014-01-06,3,1,11,0,8,False
2014-01-07,3,1,10,0,8,False
2014-01-08,3,1,9,0,10,False
2014-01-09,3,1,13,0,9,False
2014-01-10,3,1,10,0,12,False
2014-01-11,3,1,13,0,8,False
2014-01-12,4,2,16,0,8,False
2014-01-13,3,1,11,0,6,False
2014-01-14,4,1,10,0,9,False
2014-01-15,2,1,10,0,6,False
2014-01-16,2,1,9,0,10,False
2014-01-17,3,1,10,0,10,False
2014-01-18,4,1,13,0,7,False
2014-01-19,4,1,13,0,6,False
2014-01-20,2,2,12,0,10,False
2014-01-21,2,1,12,0,8,False
2014-01-22,3,1,11,0,10,False
2014-01-23,2,1,12,0,9,False
2014-01-24,3,2,11,0,12,False
2014-01-25,4,2,14,1,7,False
2014-01-26,4,1,13,1,7,False
2014-01-27,2,1,10,0,9,False
2014-01-28,2,1,10,0,10,False
2014-01-29,3,1,12,0,10,False
2014-01-30,3,1,9,0,10,False
2014-01-31,2,1,12,0,8,False
2014-02-01,3,1,13,0,9,False
2014-02-02,4,2,13,0,6,False
2014-02-03,2,1,12,0,8,False
2014-02-04,3,2,9,0,11,False
2014-02-05,3,2,10,0,8,False
2014-02-06,3,2,10,0,9,False
2014-02-07,3,2,10,0,9,False
2014-02-08,3,1,14,0,7,False
2014-02-09,3,1,15,0,11,False
2014-02-10,2,1,11,0,9,False
2014-02-11,3,1,10,0,8,False
2014-02-12,3,1,12,1,8,False
2014-02-13,3,1,11,0,7,False
2014-02-14,2,1,11,0,8,False
2014-02-15,4,0,14,0,7,False
2014-02-16,2,1,13,0,7,False
2014-02-17,2,1,10,1,9,False
2014-02-18,2,1,10,0,8,False
2014-02-19,4,1,11,0,8,False
2014-02-20,3,1,9,0,9,False
2014-02-21,4,1,11,0,9,False
2014-02-22,4,1,13,0,6,False
2014-02-23,3,1,11,0,6,False
2014-02-24,2,2,12,0,10,False
2014-02-25,3,1,11,0,9,False
2014-02-26,2,2,16,0,9,False
2014-02-27,4,1,20,0,9,False
2014-02-28,3,1,9,0,8,False
2014-03-01,4,1,14,1,7,False
2014-03-02,3,1,14,0,6,False
