date,gain,generosity,gift,gold,guide,isPartial
2008-03-04,6,0,19,45,71,False
2008-03-05,7,0,18,44,72,False
2008-03-06,7,0,15,48,65,False
2008-03-07,6,0,17,48,66,False
2008-03-08,5,0,17,47,83,False
2008-03-09,6,0,16,44,86,False
2008-03-10,6,0,17,46,69,False
2008-03-11,7,0,18,45,73,False
2008-03-12,6,0,17,46,67,False
2008-03-13,5,0,16,53,67,False
2008-03-14,6,0,17,57,65,False
2008-03-15,4,0,13,56,80,False
2008-03-16,6,0,15,54,89,False
2008-03-17,7,0,18,62,69,False
2008-03-18,6,0,18,59,69,False
2008-03-19,6,0,19,53,69,False
2008-03-20,6,0,18,56,72,False
2008-03-21,6,0,16,52,71,False
2008-03-22,6,0,18,50,80,False
2008-03-23,6,0,17,56,88,False
2008-03-24,7,0,17,53,73,False
2008-03-25,6,0,19,49,72,False
2008-03-26,6,0,19,45,71,False
2008-03-27,7,0,19,44,70,False
2008-03-28,7,0,16,48,71,False
2008-03-29,6,0,17,45,79,False
2008-03-30,7,0,15,48,85,False
2008-03-31,7,0,18,45,72,False
2008-04-01,6,0,18,47,69,False
2008-04-02,7,0,18,46,71,False
2008-04-03,5,0,17,48,72,False
2008-04-04,7,0,19,42,67,False
2008-04-05,5,0,15,44,86,False
2008-04-06,6,0,16,50,88,False
2008-04-07,7,0,17,44,73,False
2008-04-08,7,0,20,45,68,False
2008-04-09,7,0,20,45,69,False
2008-04-10,6,0,17,44,65,False
2008-04-11,6,0,19,44,72,False
2008-04-12,6,0,21,48,78,False
2008-04-13,7,0,18,46,90,False
2008-04-14,5,0,19,42,74,False
2008-04-15,6,0,20,42,69,False
2008-04-16,6,0,19,43,65,False
2008-04-17,6,0,19,42,71,False
2008-04-18,6,0,19,40,66,False
2008-04-19,6,0,18,47,84,False
2008-04-20,6,0,19,48,89,False
2008-04-21,7,0,19,47,73,False
2008-04-22,6,0,20,42,68,False
2008-04-23,6,0,21,41,68,False
2008-04-24,6,0,19,45,71,False
2008-04-25,6,0,20,45,69,False
2008-04-26,6,0,18,46,88,False
2008-04-27,6,0,18,47,88,False
