date,privileged,productive,productivity,profit,profitable,isPartial
2017-03-19,2,6,9,52,6,False
2017-03-20,4,8,13,84,6,False
2017-03-21,2,9,11,93,6,False
2017-03-22,3,7,12,89,8,False
2017-03-23,2,6,14,83,8,False
2017-03-24,3,6,11,71,5,False
2017-03-25,2,6,5,59,6,False
2017-03-26,1,7,9,64,7,False
2017-03-27,2,8,14,92,8,False
2017-03-28,3,9,13,94,7,False
2017-03-29,2,8,11,91,7,False
2017-03-30,2,7,12,92,7,False
2017-03-31,3,7,10,69,6,False
2017-04-01,1,4,7,58,6,False
2017-04-02,1,8,8,64,7,False
2017-04-03,4,7,13,83,7,False
2017-04-04,4,8,11,85,9,False
2017-04-05,4,9,12,94,8,False
2017-04-06,2,8,13,90,9,False
2017-04-07,2,8,10,79,6,False
2017-04-08,2,4,7,50,6,False
2017-04-09,3,3,8,55,10,False
2017-04-10,1,7,15,88,7,False
2017-04-11,2,9,12,86,7,False
2017-04-12,2,8,12,75,6,False
2017-04-13,2,8,11,79,6,False
2017-04-14,2,6,8,62,7,False
2017-04-15,2,3,5,47,5,False
2017-04-16,2,5,8,50,8,False
2017-04-17,2,7,15,88,7,False
2017-04-18,3,8,14,96,9,False
2017-04-19,2,9,14,93,7,False
2017-04-20,3,9,14,94,8,False
2017-04-21,2,7,13,68,5,False
2017-04-22,3,5,8,52,6,False
2017-04-23,2,7,10,66,10,False
2017-04-24,2,10,14,87,7,False
2017-04-25,3,6,13,85,9,False
2017-04-26,2,8,16,94,6,False
2017-04-27,3,7,10,88,8,False
2017-04-28,2,7,10,77,6,False
2017-04-29,1,5,7,53,4,False
2017-04-30,2,8,12,60,9,False
2017-05-01,3,9,17,87,8,False
2017-05-02,3,8,15,88,7,False
2017-05-03,4,9,14,91,9,False
2017-05-04,3,7,14,80,5,False
2017-05-05,3,7,14,73,8,False
2017-05-06,1,4,8,52,7,False
2017-05-07,2,6,10,53,7,False
2017-05-08,3,9,12,81,7,False
2017-05-09,3,7,11,87,8,False
2017-05-10,2,7,12,82,6,False
2017-05-11,3,7,10,78,7,False
2017-05-12,3,6,9,72,7,False
2017-05-13,1,5,3,46,6,False
2017-05-14,1,6,3,40,6,False
2017-05-15,2,7,9,75,7,False
2017-05-16,2,7,11,67,8,False
2017-05-17,2,8,10,75,6,False
2017-05-18,3,7,10,69,7,False
2017-05-19,3,4,7,65,6,False
2017-05-20,1,3,5,45,5,False
2017-05-21,2,3,4,49,8,False
2017-05-22,3,7,10,70,7,False
2017-05-23,3,7,8,75,6,False
2017-05-24,2,6,8,72,6,False
2017-05-25,2,7,8,68,7,False
2017-05-26,2,4,7,51,3,False
2017-05-27,1,3,4,41,6,False
2017-05-28,1,3,6,46,5,False
2017-05-29,1,5,5,48,6,False
2017-05-30,2,5,9,71,8,False
2017-05-31,3,5,11,68,6,False
2017-06-01,4,5,7,69,7,False
2017-06-02,3,5,6,62,9,False
2017-06-03,1,4,4,46,6,False
2017-06-04,2,3,4,49,7,False
2017-06-05,3,7,11,67,6,False
2017-06-06,2,5,11,73,5,False
2017-06-07,3,4,8,77,5,False
2017-06-08,4,4,7,65,5,False
2017-06-09,3,5,7,58,6,False
2017-06-10,2,5,6,43,4,False
2017-06-11,2,5,7,53,5,False
2017-06-12,3,6,7,71,5,False
2017-06-13,3,7,9,66,8,False
2017-06-14,2,5,9,71,6,False
2017-06-15,4,6,8,66,5,False
2017-06-16,2,3,6,71,7,False
2017-06-17,2,4,4,41,5,False
2017-06-18,2,4,5,42,6,False
2017-06-19,2,5,8,69,6,False
2017-06-20,4,6,8,63,5,False
2017-06-21,2,6,8,69,7,False
2017-06-22,2,6,9,69,7,False
2017-06-23,2,3,6,63,5,False
2017-06-24,1,4,2,58,8,False
2017-06-25,2,4,5,46,7,False
2017-06-26,2,4,7,75,7,False
2017-06-27,3,6,10,67,7,False
2017-06-28,2,5,8,70,7,False
2017-06-29,2,7,8,68,7,False
2017-06-30,3,5,7,58,7,False
2017-07-01,1,5,6,41,5,False
2017-07-02,2,4,5,50,5,False
2017-07-03,2,3,5,53,8,False
2017-07-04,2,5,5,54,4,False
2017-07-05,3,6,7,64,8,False
2017-07-06,2,8,10,69,7,False
2017-07-07,2,4,8,67,7,False
2017-07-08,2,2,5,48,5,False
2017-07-09,3,4,7,60,7,False
2017-07-10,2,7,8,70,5,False
2017-07-11,3,5,9,71,7,False
2017-07-12,2,5,10,78,6,False
2017-07-13,3,4,7,66,8,False
2017-07-14,1,5,5,60,7,False
2017-07-15,2,3,5,48,6,False
2017-07-16,1,4,6,49,6,False
2017-07-17,2,5,8,71,8,False
2017-07-18,2,4,10,74,7,False
2017-07-19,3,5,9,81,7,False
2017-07-20,1,5,6,67,8,False
2017-07-21,2,4,6,64,5,False
2017-07-22,2,3,4,45,6,False
2017-07-23,1,4,5,52,6,False
2017-07-24,3,5,8,71,6,False
2017-07-25,2,5,8,74,5,False
2017-07-26,4,4,10,81,7,False
2017-07-27,2,5,7,71,5,False
2017-07-28,2,5,6,67,5,False
2017-07-29,1,4,5,50,5,False
2017-07-30,2,3,8,48,7,False
2017-07-31,2,5,7,69,7,False
2017-08-01,3,6,11,67,7,False
2017-08-02,1,5,9,72,8,False
2017-08-03,2,7,9,70,8,False
2017-08-04,2,4,7,62,6,False
2017-08-05,1,3,6,45,6,False
2017-08-06,1,5,6,48,9,False
2017-08-07,2,7,6,62,6,False
2017-08-08,3,6,10,68,8,False
2017-08-09,2,6,8,71,7,False
2017-08-10,1,5,8,67,5,False
2017-08-11,2,5,10,60,9,False
2017-08-12,2,3,6,47,7,False
2017-08-13,2,3,5,47,7,False
2017-08-14,2,6,8,60,8,False
2017-08-15,2,7,9,62,7,False
2017-08-16,3,4,7,63,6,False
2017-08-17,2,7,10,63,6,False
2017-08-18,2,5,7,50,5,False
2017-08-19,2,2,5,45,4,False
2017-08-20,3,4,5,43,5,False
2017-08-21,2,6,10,52,5,False
2017-08-22,3,7,11,69,9,False
2017-08-23,2,6,12,71,7,False
2017-08-24,2,7,9,62,6,False
2017-08-25,2,5,9,62,5,False
2017-08-26,1,3,4,41,8,False
2017-08-27,1,5,4,50,6,False
2017-08-28,2,6,9,66,7,False
2017-08-29,2,6,11,74,9,False
2017-08-30,3,9,11,80,8,False
2017-08-31,3,8,12,70,7,False
2017-09-01,2,5,9,65,6,False
2017-09-02,2,5,4,49,7,False
2017-09-03,1,3,8,47,6,False
2017-09-04,2,5,10,57,6,False
2017-09-05,3,7,12,71,7,False
2017-09-06,3,6,9,71,8,False
2017-09-07,2,8,11,72,7,False
2017-09-08,3,5,9,63,4,False
2017-09-09,2,3,6,45,6,False
2017-09-10,2,4,10,48,5,False
2017-09-11,1,6,10,67,6,False
2017-09-12,2,8,15,77,5,False
2017-09-13,4,7,12,78,8,False
