date,privileged,productive,productivity,profit,profitable,isPartial
2013-09-26,2,6,11,79,7,False
2013-09-27,3,6,10,71,8,False
2013-09-28,2,3,7,47,5,False
2013-09-29,2,5,9,53,6,False
2013-09-30,2,5,10,81,8,False
2013-10-01,2,7,11,83,6,False
2013-10-02,3,6,11,78,7,False
2013-10-03,3,4,11,77,5,False
2013-10-04,3,5,10,72,7,False
2013-10-05,1,5,5,43,6,False
2013-10-06,1,3,6,55,7,False
2013-10-07,2,5,11,79,7,False
2013-10-08,3,8,10,82,6,False
2013-10-09,2,4,11,93,7,False
2013-10-10,3,7,13,82,8,False
2013-10-11,3,5,11,73,5,False
2013-10-12,1,4,5,43,4,False
2013-10-13,2,4,5,53,4,False
2013-10-14,2,7,10,77,6,False
2013-10-15,1,7,11,83,6,False
2013-10-16,2,6,10,82,6,False
2013-10-17,2,5,13,82,6,False
2013-10-18,3,4,12,74,6,False
2013-10-19,2,4,5,48,6,False
2013-10-20,1,3,5,56,5,False
2013-10-21,2,8,12,87,5,False
2013-10-22,2,5,11,92,7,False
2013-10-23,3,7,10,81,6,False
2013-10-24,3,7,10,78,6,False
2013-10-25,2,5,10,75,5,False
2013-10-26,2,4,5,45,5,False
2013-10-27,1,4,5,53,6,False
2013-10-28,2,5,14,81,6,False
2013-10-29,2,7,13,88,7,False
2013-10-30,2,6,15,84,7,False
2013-10-31,2,5,11,86,6,False
2013-11-01,2,5,9,64,7,False
2013-11-02,1,3,6,49,6,False
2013-11-03,2,5,7,53,7,False
2013-11-04,3,8,11,89,6,False
2013-11-05,2,6,13,79,6,False
2013-11-06,3,6,11,93,8,False
2013-11-07,2,4,11,84,7,False
2013-11-08,2,5,8,71,4,False
2013-11-09,1,3,6,54,4,False
2013-11-10,2,4,5,49,6,False
2013-11-11,2,5,10,79,6,False
2013-11-12,3,7,12,90,5,False
2013-11-13,3,7,13,90,9,False
2013-11-14,3,7,9,84,6,False
2013-11-15,2,6,11,76,6,False
2013-11-16,2,4,7,53,6,False
2013-11-17,1,4,7,60,7,False
2013-11-18,3,6,11,84,6,False
2013-11-19,2,6,14,88,9,False
2013-11-20,2,6,12,79,7,False
2013-11-21,2,5,11,81,7,False
2013-11-22,2,5,8,75,4,False
2013-11-23,1,3,7,48,5,False
2013-11-24,1,6,7,56,6,False
2013-11-25,4,5,10,72,7,False
2013-11-26,2,5,10,68,6,False
2013-11-27,3,5,7,51,5,False
2013-11-28,2,2,3,37,4,False
2013-11-29,3,3,6,42,4,False
2013-11-30,2,4,5,46,6,False
2013-12-01,2,4,6,51,6,False
2013-12-02,3,7,12,68,7,False
2013-12-03,3,7,10,80,5,False
2013-12-04,2,7,12,84,8,False
2013-12-05,3,6,13,78,8,False
2013-12-06,2,7,10,64,6,False
2013-12-07,2,5,6,50,6,False
2013-12-08,3,4,6,49,7,False
2013-12-09,4,6,10,76,6,False
2013-12-10,2,7,11,85,6,False
2013-12-11,3,5,12,79,6,False
2013-12-12,3,7,8,69,7,False
2013-12-13,5,5,8,68,5,False
2013-12-14,2,4,4,44,6,False
2013-12-15,2,2,5,45,5,False
2013-12-16,3,5,8,66,5,False
2013-12-17,2,7,8,68,4,False
2013-12-18,2,6,9,68,6,False
2013-12-19,2,6,10,64,3,False
2013-12-20,2,4,6,49,4,False
2013-12-21,2,3,2,34,6,False
2013-12-22,3,2,5,39,4,False
2013-12-23,1,4,3,42,3,False
2013-12-24,2,2,4,36,5,False
2013-12-25,1,2,3,27,2,False
2013-12-26,2,5,5,45,3,False
2013-12-27,2,4,4,43,6,False
