date,lay,liquidate,miser,owe,recession,isPartial
2012-05-06,100,1,1,14,15,False
2012-05-07,94,0,2,16,15,False
2012-05-08,87,1,3,16,16,False
2012-05-09,85,0,3,18,14,False
2012-05-10,81,1,3,14,13,False
2012-05-11,84,0,2,20,12,False
2012-05-12,83,0,2,18,7,False
2012-05-13,88,1,2,15,11,False
2012-05-14,86,1,1,13,15,False
2012-05-15,91,1,3,16,11,False
2012-05-16,88,1,2,14,14,False
2012-05-17,81,0,1,18,14,False
2012-05-18,74,1,3,17,7,False
2012-05-19,77,1,3,13,8,False
2012-05-20,100,0,1,9,8,False
2012-05-21,80,1,2,18,9,False
2012-05-22,85,1,2,16,11,False
2012-05-23,84,1,3,15,15,False
2012-05-24,88,0,1,14,16,False
2012-05-25,81,1,2,15,15,False
2012-05-26,87,1,1,13,17,False
2012-05-27,94,0,3,11,11,False
2012-05-28,96,1,2,10,7,False
2012-05-29,82,1,1,16,13,False
2012-05-30,79,1,2,16,14,False
2012-05-31,81,1,2,16,11,False
2012-06-01,79,1,4,11,12,False
2012-06-02,81,0,2,12,13,False
2012-06-03,89,0,2,14,11,False
2012-06-04,78,1,1,12,14,False
2012-06-05,79,1,3,16,10,False
2012-06-06,88,1,2,13,15,False
2012-06-07,81,2,2,14,11,False
2012-06-08,89,2,2,14,7,False
2012-06-09,88,0,2,10,8,False
2012-06-10,92,0,3,13,13,False
2012-06-11,89,1,2,14,7,False
2012-06-12,73,1,2,13,13,False
2012-06-13,81,0,3,18,10,False
2012-06-14,75,1,1,14,12,False
2012-06-15,68,0,2,12,7,False
2012-06-16,87,1,2,10,6,False
2012-06-17,87,0,3,12,7,False
2012-06-18,72,1,1,18,9,False
2012-06-19,73,0,2,11,13,False
2012-06-20,82,1,4,16,11,False
2012-06-21,73,1,3,22,11,False
2012-06-22,78,1,3,11,12,False
2012-06-23,83,0,2,12,9,False
2012-06-24,86,0,2,11,12,False
2012-06-25,96,1,3,15,7,False
2012-06-26,91,1,3,14,10,False
2012-06-27,79,1,1,14,11,False
2012-06-28,69,0,2,13,9,False
2012-06-29,80,1,3,12,8,False
2012-06-30,79,0,2,17,8,False
2012-07-01,98,1,2,15,7,False
2012-07-02,79,1,1,14,13,False
2012-07-03,77,2,1,12,9,False
2012-07-04,74,1,1,9,5,False
2012-07-05,80,1,2,16,9,False
2012-07-06,70,0,2,15,10,False
2012-07-07,81,0,2,12,8,False
2012-07-08,84,0,3,16,9,False
2012-07-09,76,1,3,16,15,False
2012-07-10,80,1,2,16,12,False
2012-07-11,86,0,2,14,14,False
2012-07-12,79,1,3,17,10,False
2012-07-13,80,2,1,18,10,False
2012-07-14,86,0,2,16,7,False
2012-07-15,98,1,1,12,11,False
2012-07-16,74,2,2,15,13,False
2012-07-17,76,1,4,14,11,False
2012-07-18,80,0,3,14,12,False
2012-07-19,87,1,2,13,11,False
2012-07-20,76,1,3,15,8,False
2012-07-21,90,0,2,11,10,False
