date,cost,crisis,deficit,depreciation,domination,isPartial
2015-10-28,86,7,1,2,1,False
2015-10-29,85,8,2,1,1,False
2015-10-30,77,11,1,1,1,False
2015-10-31,71,9,1,1,1,False
2015-11-01,73,10,1,1,1,False
2015-11-02,88,9,1,1,1,False
2015-11-03,87,9,2,1,1,False
2015-11-04,86,9,2,1,1,False
2015-11-05,84,8,2,2,1,False
2015-11-06,79,9,1,1,1,False
2015-11-07,78,9,1,0,1,False
2015-11-08,79,8,1,1,1,False
2015-11-09,86,8,1,2,1,False
2015-11-10,90,8,2,2,1,False
2015-11-11,84,7,1,1,1,False
2015-11-12,84,8,2,1,1,False
2015-11-13,81,7,1,1,1,False
2015-11-14,70,6,1,1,1,False
2015-11-15,75,7,1,1,1,False
2015-11-16,84,7,1,1,1,False
2015-11-17,83,8,2,2,1,False
2015-11-18,83,8,2,2,1,False
2015-11-19,85,8,1,2,1,False
2015-11-20,79,8,1,1,1,False
2015-11-21,73,5,1,0,1,False
2015-11-22,76,5,1,1,1,False
2015-11-23,86,7,1,2,1,False
2015-11-24,80,6,1,1,1,False
2015-11-25,73,4,1,1,1,False
2015-11-26,60,3,1,0,1,False
2015-11-27,66,3,1,0,1,False
2015-11-28,70,4,1,0,1,False
2015-11-29,76,4,1,1,1,False
2015-11-30,82,7,1,1,1,False
2015-12-01,83,6,1,1,1,False
2015-12-02,87,7,1,2,1,False
2015-12-03,85,7,1,1,1,False
2015-12-04,78,6,1,1,1,False
2015-12-05,76,5,1,1,1,False
2015-12-06,78,5,1,1,1,False
2015-12-07,81,6,2,2,1,False
2015-12-08,83,7,2,2,1,False
2015-12-09,87,7,1,2,1,False
2015-12-10,86,8,2,2,1,False
2015-12-11,81,6,2,1,1,False
2015-12-12,77,4,1,1,1,False
2015-12-13,78,4,1,1,1,False
2015-12-14,83,6,1,2,1,False
2015-12-15,87,5,2,2,1,False
2015-12-16,85,6,2,1,1,False
2015-12-17,84,5,2,1,1,False
2015-12-18,81,5,1,1,1,False
2015-12-19,77,4,1,0,1,False
2015-12-20,77,4,1,1,1,False
2015-12-21,81,3,1,1,1,False
2015-12-22,80,3,1,1,1,False
2015-12-23,73,4,1,1,1,False
2015-12-24,66,3,0,0,1,False
2015-12-25,61,3,0,0,1,False
2015-12-26,77,3,0,0,1,False
2015-12-27,80,4,1,0,1,False
2015-12-28,85,4,1,1,1,False
2015-12-29,91,3,1,1,1,False
2015-12-30,84,3,1,1,1,False
2015-12-31,78,3,1,1,1,False
2016-01-01,78,3,0,0,1,False
2016-01-02,88,3,1,0,1,False
2016-01-03,88,3,1,0,1,False
2016-01-04,88,4,1,1,1,False
2016-01-05,89,4,1,1,1,False
2016-01-06,93,5,1,1,1,False
2016-01-07,92,5,1,1,1,False
2016-01-08,84,5,1,1,1,False
2016-01-09,88,3,1,0,1,False
2016-01-10,83,4,1,1,1,False
2016-01-11,88,5,1,1,1,False
2016-01-12,88,5,1,1,1,False
2016-01-13,91,6,2,1,1,False
2016-01-14,86,5,2,1,1,False
2016-01-15,84,5,1,1,1,False
2016-01-16,84,4,1,1,1,False
2016-01-17,82,5,1,1,1,False
2016-01-18,89,6,1,1,1,False
2016-01-19,89,9,1,1,1,False
2016-01-20,92,10,1,1,1,False
2016-01-21,88,9,1,1,1,False
2016-01-22,83,8,1,1,1,False
2016-01-23,84,6,1,1,1,False
2016-01-24,85,6,1,1,1,False
2016-01-25,91,7,1,2,1,False
2016-01-26,89,7,1,2,1,False
2016-01-27,92,7,2,1,1,False
2016-01-28,90,7,1,1,1,False
2016-01-29,88,6,1,1,1,False
2016-01-30,86,5,1,1,1,False
2016-01-31,91,5,1,1,1,False
2016-02-01,91,7,1,2,1,False
2016-02-02,89,7,1,2,1,False
2016-02-03,93,7,1,2,1,False
