date,partnership,patron,patronage,precious,priceless,isPartial
2007-06-24,30,42,0,29,21,False
2007-06-25,58,34,1,39,21,False
2007-06-26,84,25,3,46,29,False
2007-06-27,71,36,1,37,21,False
2007-06-28,98,30,4,45,32,False
2007-06-29,80,24,1,36,21,False
2007-06-30,29,25,2,48,13,False
2007-07-01,36,34,2,38,23,False
2007-07-02,59,32,0,52,25,False
2007-07-03,65,30,1,44,15,False
2007-07-04,29,36,0,31,21,False
2007-07-05,70,30,0,44,16,False
2007-07-06,51,26,0,43,18,False
2007-07-07,36,30,2,38,32,False
2007-07-08,26,24,0,46,10,False
2007-07-09,74,37,0,53,20,False
2007-07-10,72,24,0,33,26,False
2007-07-11,72,23,3,33,28,False
2007-07-12,87,21,0,42,28,False
2007-07-13,77,22,0,29,12,False
2007-07-14,42,32,2,42,20,False
2007-07-15,35,25,0,37,21,False
2007-07-16,80,23,3,45,27,False
2007-07-17,65,19,0,41,23,False
2007-07-18,95,32,1,33,20,False
2007-07-19,60,30,3,32,17,False
2007-07-20,64,25,0,55,22,False
2007-07-21,31,45,0,41,24,False
2007-07-22,40,29,2,48,23,False
2007-07-23,86,33,0,38,29,False
2007-07-24,71,35,0,43,19,False
2007-07-25,80,35,0,53,27,False
2007-07-26,67,37,1,47,12,False
2007-07-27,80,34,0,39,23,False
2007-07-28,42,18,0,40,26,False
2007-07-29,40,20,0,52,18,False
2007-07-30,81,29,0,44,24,False
2007-07-31,63,27,0,49,20,False
2007-08-01,66,35,0,45,17,False
2007-08-02,88,34,0,53,21,False
2007-08-03,65,35,0,51,25,False
2007-08-04,36,44,0,36,24,False
2007-08-05,46,32,0,40,10,False
2007-08-06,77,25,0,54,25,False
2007-08-07,65,25,1,51,23,False
2007-08-08,72,24,0,47,28,False
2007-08-09,64,19,1,37,27,False
2007-08-10,67,30,0,50,24,False
2007-08-11,24,26,0,66,20,False
2007-08-12,32,26,0,50,20,False
2007-08-13,65,17,0,43,23,False
2007-08-14,64,32,1,46,23,False
2007-08-15,77,28,3,45,29,False
2007-08-16,64,19,0,40,32,False
2007-08-17,68,39,0,39,27,False
2007-08-18,23,23,0,33,23,False
2007-08-19,41,44,0,41,19,False
2007-08-20,57,23,2,38,26,False
2007-08-21,70,33,0,42,19,False
2007-08-22,100,21,1,37,17,False
2007-08-23,70,22,0,49,36,False
2007-08-24,56,27,1,37,36,False
2007-08-25,35,22,0,45,19,False
2007-08-26,24,30,0,41,21,False
2007-08-27,81,38,1,37,17,False
2007-08-28,65,25,0,46,28,False
2007-08-29,78,23,0,52,27,False
2007-08-30,72,39,2,34,30,False
2007-08-31,72,39,0,37,30,False
2007-09-01,41,25,0,35,16,False
2007-09-02,49,18,0,30,12,False
2007-09-03,34,26,2,45,14,False
