date,radical,ruin,segregation,shortage,steal,isPartial
2009-07-25,35,35,3,19,71,False
2009-07-26,28,21,7,12,79,False
2009-07-27,36,28,6,16,55,False
2009-07-28,38,23,10,12,56,False
2009-07-29,40,14,8,25,63,False
2009-07-30,34,16,9,19,64,False
2009-07-31,35,27,6,21,72,False
2009-08-01,21,21,2,10,61,False
2009-08-02,29,22,2,10,54,False
2009-08-03,47,25,11,19,75,False
2009-08-04,40,29,4,17,68,False
2009-08-05,29,25,3,16,42,False
2009-08-06,34,22,7,32,69,False
2009-08-07,42,33,5,12,53,False
2009-08-08,41,20,3,9,43,False
2009-08-09,40,26,4,14,83,False
2009-08-10,29,19,4,11,48,False
2009-08-11,40,25,8,19,56,False
2009-08-12,21,15,4,30,54,False
2009-08-13,38,20,9,26,50,False
2009-08-14,32,18,2,29,45,False
2009-08-15,37,31,7,17,84,False
2009-08-16,37,30,5,17,47,False
2009-08-17,34,17,3,14,53,False
2009-08-18,26,15,9,19,59,False
2009-08-19,35,20,2,18,48,False
2009-08-20,29,19,11,23,59,False
2009-08-21,29,19,9,17,50,False
2009-08-22,31,23,8,26,69,False
2009-08-23,32,20,3,22,70,False
2009-08-24,42,15,7,19,58,False
2009-08-25,54,10,7,20,46,False
2009-08-26,35,26,10,26,51,False
2009-08-27,39,13,7,17,52,False
2009-08-28,38,20,3,22,59,False
2009-08-29,33,27,2,9,80,False
2009-08-30,53,24,5,8,78,False
2009-08-31,46,24,11,18,48,False
2009-09-01,38,19,8,19,55,False
2009-09-02,44,22,18,12,60,False
2009-09-03,32,24,12,15,53,False
2009-09-04,53,18,10,20,51,False
2009-09-05,42,20,7,8,65,False
2009-09-06,33,34,12,10,55,False
2009-09-07,49,21,4,7,65,False
2009-09-08,53,24,12,18,57,False
2009-09-09,64,21,14,11,59,False
2009-09-10,66,29,5,19,51,False
2009-09-11,52,18,13,30,66,False
2009-09-12,35,21,11,20,43,False
2009-09-13,40,19,9,14,78,False
2009-09-14,52,23,13,24,42,False
2009-09-15,47,27,11,17,45,False
2009-09-16,40,29,18,28,55,False
2009-09-17,35,20,16,24,56,False
2009-09-18,43,23,27,27,53,False
2009-09-19,33,10,8,14,57,False
2009-09-20,42,22,14,17,69,False
2009-09-21,36,14,24,24,71,False
2009-09-22,57,17,19,27,55,False
2009-09-23,55,21,17,26,56,False
2009-09-24,56,17,15,30,58,False
2009-09-25,44,25,16,13,49,False
2009-09-26,44,31,8,16,58,False
2009-09-27,61,12,15,15,58,False
2009-09-28,46,18,19,26,38,False
2009-09-29,52,11,22,30,64,False
2009-09-30,64,28,9,25,55,False
2009-10-01,40,16,13,28,53,False
2009-10-02,44,19,11,18,48,False
2009-10-03,45,28,6,14,71,False
2009-10-04,38,11,11,17,52,False
2009-10-05,48,19,25,15,56,False
2009-10-06,46,20,18,25,47,False
2009-10-07,55,27,18,23,56,False
2009-10-08,44,18,12,21,44,False
2009-10-09,44,22,16,13,43,False
2009-10-10,30,30,6,14,58,False
2009-10-11,35,19,16,13,62,False
2009-10-12,38,18,15,18,64,False
2009-10-13,57,18,20,35,74,False
2009-10-14,40,15,20,36,55,False
2009-10-15,43,27,11,20,52,False
2009-10-16,42,19,14,12,63,False
2009-10-17,36,16,2,12,58,False
2009-10-18,53,27,14,23,64,False
2009-10-19,50,13,23,22,49,False
2009-10-20,67,23,19,26,54,False
2009-10-21,50,23,20,27,53,False
2009-10-22,39,15,18,34,69,False
2009-10-23,53,24,16,25,68,False
2009-10-24,42,27,12,26,73,False
2009-10-25,38,17,5,29,70,False
2009-10-26,42,22,21,25,76,False
2009-10-27,53,17,33,29,62,False
2009-10-28,46,13,16,21,51,False
2009-10-29,36,20,20,23,61,False
2009-10-30,45,25,17,20,40,False
2009-10-31,25,22,8,30,53,False
2009-11-01,41,20,11,47,67,False
2009-11-02,41,19,19,52,100,False
2009-11-03,32,17,13,37,59,False
2009-11-04,51,13,15,30,67,False
2009-11-05,47,17,19,25,61,False
2009-11-06,42,15,14,33,46,False
2009-11-07,26,23,8,24,81,False
2009-11-08,55,24,17,20,56,False
2009-11-09,63,15,28,32,58,False
2009-11-10,48,27,22,18,75,False
2009-11-11,59,18,17,22,67,False
2009-11-12,52,17,20,18,50,False
2009-11-13,40,23,19,19,54,False
2009-11-14,47,22,4,18,77,False
2009-11-15,45,16,9,18,74,False
2009-11-16,43,27,23,33,38,False
2009-11-17,43,25,26,33,47,False
2009-11-18,55,27,22,43,46,False
2009-11-19,50,18,17,97,55,False
2009-11-20,48,20,20,65,48,False
2009-11-21,40,12,6,34,63,False
2009-11-22,45,30,10,37,61,False
2009-11-23,50,16,17,38,45,False
2009-11-24,45,22,26,38,65,False
2009-11-25,34,15,12,35,57,False
2009-11-26,43,20,3,26,53,False
2009-11-27,19,23,9,27,59,False
2009-11-28,38,20,6,21,53,False
2009-11-29,49,16,25,18,66,False
2009-11-30,44,17,17,30,61,False
2009-12-01,52,15,16,26,54,False
2009-12-02,61,20,32,33,62,False
2009-12-03,62,17,25,18,64,False
2009-12-04,48,21,20,17,54,False
2009-12-05,34,21,6,32,72,False
2009-12-06,50,24,23,23,59,False
2009-12-07,53,23,20,25,57,False
2009-12-08,48,17,31,22,43,False
2009-12-09,56,26,17,27,67,False
2009-12-10,43,17,15,15,47,False
2009-12-11,43,14,19,23,53,False
2009-12-12,38,21,7,14,57,False
2009-12-13,47,34,21,19,56,False
2009-12-14,45,10,25,19,72,False
2009-12-15,39,20,22,23,57,False
2009-12-16,49,23,28,22,62,False
2009-12-17,41,17,18,19,52,False
2009-12-18,38,24,10,17,61,False
2009-12-19,21,27,4,13,51,False
2009-12-20,26,38,6,20,54,False
2009-12-21,27,25,7,22,53,False
2009-12-22,27,18,6,18,57,False
2009-12-23,16,10,0,18,47,False
2009-12-24,20,30,6,23,81,False
2009-12-25,18,24,2,10,58,False
2009-12-26,21,22,3,12,60,False
2009-12-27,22,32,3,8,60,False
2009-12-28,25,25,11,21,58,False
2009-12-29,29,21,5,14,58,False
2009-12-30,37,19,5,13,61,False
2009-12-31,26,12,8,9,49,False
2010-01-01,30,32,7,7,39,False
2010-01-02,24,30,4,16,43,False
2010-01-03,31,25,6,9,54,False
2010-01-04,32,13,8,23,57,False
2010-01-05,50,12,14,27,60,False
2010-01-06,42,24,17,24,51,False
2010-01-07,45,17,16,18,43,False
2010-01-08,45,16,11,24,52,False
2010-01-09,28,22,10,7,62,False
2010-01-10,34,17,14,17,81,False
2010-01-11,39,26,24,30,57,False
2010-01-12,49,11,17,29,64,False
2010-01-13,44,23,14,28,51,False
2010-01-14,47,19,28,22,49,False
2010-01-15,44,32,13,15,57,False
2010-01-16,38,24,4,25,51,False
2010-01-17,47,18,17,20,68,False
2010-01-18,54,23,13,22,58,False
2010-01-19,35,14,22,18,45,False
2010-01-20,54,20,22,24,61,False
2010-01-21,56,26,31,22,69,False
2010-01-22,46,24,11,22,58,False
2010-01-23,30,30,7,11,67,False
2010-01-24,48,23,16,16,72,False
2010-01-25,39,16,15,17,49,False
2010-01-26,47,17,22,20,62,False
2010-01-27,39,23,29,20,47,False
2010-01-28,47,19,18,18,50,False
2010-01-29,38,26,14,19,53,False
2010-01-30,36,33,11,16,71,False
2010-01-31,43,30,17,23,74,False
2010-02-01,42,17,19,29,56,False
2010-02-02,40,13,30,16,58,False
2010-02-03,37,12,18,28,54,False
2010-02-04,48,19,25,25,64,False
2010-02-05,49,19,14,20,46,False
2010-02-06,40,6,16,17,47,False
2010-02-07,40,33,18,18,55,False
2010-02-08,44,21,20,31,59,False
2010-02-09,62,20,23,32,51,False
2010-02-10,49,23,10,26,51,False
2010-02-11,54,16,19,23,56,False
2010-02-12,42,19,14,17,50,False
2010-02-13,34,24,11,19,59,False
2010-02-14,39,24,10,16,65,False
2010-02-15,39,22,19,21,62,False
2010-02-16,42,18,22,27,72,False
2010-02-17,48,19,31,27,65,False
2010-02-18,50,19,22,23,63,False
2010-02-19,45,20,24,21,60,False
2010-02-20,42,26,19,20,57,False
2010-02-21,50,27,22,26,58,False
2010-02-22,57,18,28,37,64,False
2010-02-23,51,20,21,29,55,False
2010-02-24,52,18,18,17,57,False
2010-02-25,52,18,22,22,65,False
2010-02-26,31,17,23,23,70,False
2010-02-27,42,28,9,20,67,False
2010-02-28,31,20,28,22,76,False
2010-03-01,44,21,18,31,59,False
2010-03-02,66,19,23,34,57,False
2010-03-03,58,14,18,24,60,False
2010-03-04,61,24,23,22,69,False
2010-03-05,53,17,25,22,58,False
2010-03-06,33,32,10,18,58,False
2010-03-07,47,24,17,14,72,False
2010-03-08,53,20,23,32,51,False
2010-03-09,66,27,17,29,59,False
2010-03-10,42,18,21,20,56,False
2010-03-11,54,28,29,31,56,False
2010-03-12,40,20,14,22,52,False
2010-03-13,53,23,8,9,62,False
2010-03-14,44,15,11,18,73,False
2010-03-15,46,24,14,18,54,False
2010-03-16,47,15,19,23,61,False
2010-03-17,53,23,26,26,66,False
2010-03-18,52,13,15,17,52,False
2010-03-19,44,28,19,20,51,False
2010-03-20,27,17,9,19,62,False
2010-03-21,37,29,14,30,67,False
2010-03-22,41,9,16,32,61,False
2010-03-23,56,21,30,31,61,False
2010-03-24,67,17,23,23,58,False
2010-03-25,51,12,25,22,58,False
2010-03-26,47,20,19,24,71,False
2010-03-27,42,14,7,13,56,False
2010-03-28,36,13,13,22,64,False
2010-03-29,52,13,20,19,61,False
2010-03-30,48,19,19,31,65,False
2010-03-31,46,17,20,24,59,False
2010-04-01,38,20,16,21,52,False
2010-04-02,38,16,17,22,61,False
2010-04-03,46,21,10,15,74,False
2010-04-04,38,22,12,17,78,False
2010-04-05,37,23,15,20,58,False
2010-04-06,50,18,21,20,55,False
2010-04-07,64,26,14,16,50,False
2010-04-08,48,19,19,19,62,False
2010-04-09,50,25,10,22,52,False
2010-04-10,40,16,10,18,53,False
2010-04-11,37,28,11,24,70,False
2010-04-12,32,20,21,35,55,False
2010-04-13,50,18,21,34,77,False
2010-04-14,50,18,29,17,53,False
2010-04-15,61,18,26,23,53,False
2010-04-16,52,17,20,22,44,False
2010-04-17,29,27,10,13,94,False
2010-04-18,60,15,19,21,70,False
2010-04-19,48,15,29,25,58,False
2010-04-20,58,25,27,23,50,False
