date,boom,breadwinner,buy,capitalize,charitable,isPartial
2006-10-13,1,0,31,0,1,False
2006-10-14,1,0,36,0,0,False
2006-10-15,2,0,36,0,0,False
2006-10-16,1,0,30,0,0,False
2006-10-17,1,0,32,0,1,False
2006-10-18,1,0,30,0,1,False
2006-10-19,1,0,29,0,0,False
2006-10-20,1,0,31,0,1,False
2006-10-21,2,0,34,0,0,False
2006-10-22,1,0,38,0,0,False
2006-10-23,1,0,31,0,0,False
2006-10-24,1,0,30,0,1,False
2006-10-25,1,0,29,0,0,False
2006-10-26,1,0,29,0,1,False
2006-10-27,1,0,29,0,0,False
2006-10-28,1,0,34,0,0,False
2006-10-29,2,0,36,0,0,False
2006-10-30,1,0,29,0,1,False
2006-10-31,2,0,29,0,1,False
2006-11-01,1,0,30,0,1,False
2006-11-02,2,0,31,0,1,False
2006-11-03,1,0,31,0,1,False
2006-11-04,2,0,38,0,0,False
2006-11-05,1,0,37,0,0,False
2006-11-06,1,0,31,0,0,False
2006-11-07,1,0,32,0,1,False
2006-11-08,1,0,29,0,1,False
2006-11-09,1,0,33,0,0,False
2006-11-10,1,0,34,0,1,False
2006-11-11,2,0,42,0,0,False
2006-11-12,1,0,42,0,0,False
2006-11-13,1,0,36,0,1,False
2006-11-14,1,0,36,0,1,False
2006-11-15,1,0,38,0,1,False
2006-11-16,1,0,39,0,0,False
2006-11-17,1,0,42,0,0,False
2006-11-18,1,0,45,0,0,False
2006-11-19,2,0,53,0,0,False
2006-11-20,1,0,44,0,0,False
2006-11-21,1,0,44,0,1,False
2006-11-22,1,0,52,0,0,False
2006-11-23,2,0,70,0,0,False
2006-11-24,2,0,100,0,0,False
2006-11-25,1,0,62,0,0,False
2006-11-26,1,0,57,0,0,False
2006-11-27,1,0,49,0,1,False
2006-11-28,1,0,41,0,1,False
2006-11-29,1,0,42,0,1,False
2006-11-30,1,0,39,0,1,False
2006-12-01,1,0,40,0,1,False
2006-12-02,2,0,50,0,0,False
2006-12-03,1,0,56,0,0,False
2006-12-04,1,0,43,0,1,False
2006-12-05,1,0,43,0,1,False
2006-12-06,2,0,43,0,1,False
2006-12-07,2,0,43,0,1,False
2006-12-08,1,0,44,0,1,False
2006-12-09,1,0,55,0,0,False
2006-12-10,2,0,52,0,0,False
2006-12-11,1,0,48,0,0,False
2006-12-12,1,0,43,0,1,False
2006-12-13,1,0,45,0,1,False
2006-12-14,1,0,46,0,1,False
2006-12-15,1,0,45,0,1,False
2006-12-16,2,0,57,0,0,False
2006-12-17,1,0,62,0,0,False
2006-12-18,1,0,51,0,0,False
2006-12-19,2,0,51,0,1,False
2006-12-20,1,0,52,0,1,False
2006-12-21,1,0,51,0,1,False
2006-12-22,2,0,55,0,1,False
2006-12-23,2,0,57,0,0,False
2006-12-24,1,0,50,0,0,False
2006-12-25,1,0,49,0,0,False
2006-12-26,2,0,68,0,1,False
2006-12-27,1,0,53,0,1,False
2006-12-28,1,0,45,0,1,False
2006-12-29,1,0,44,0,0,False
2006-12-30,1,0,45,0,0,False
2006-12-31,1,0,45,0,0,False
2007-01-01,1,0,46,0,0,False
2007-01-02,1,0,37,0,1,False
2007-01-03,1,0,37,0,1,False
2007-01-04,1,0,34,0,1,False
2007-01-05,1,0,35,0,1,False
2007-01-06,1,0,43,0,0,False
2007-01-07,1,0,45,0,0,False
2007-01-08,1,0,34,0,1,False
2007-01-09,1,0,34,0,0,False
2007-01-10,1,0,34,0,0,False
2007-01-11,1,0,30,0,0,False
2007-01-12,1,0,33,0,0,False
2007-01-13,1,0,41,0,0,False
2007-01-14,1,0,42,0,0,False
2007-01-15,1,0,38,0,1,False
2007-01-16,1,0,33,0,1,False
2007-01-17,1,0,32,0,1,False
2007-01-18,2,0,30,0,1,False
2007-01-19,2,0,32,0,0,False
2007-01-20,1,0,39,0,0,False
2007-01-21,1,0,44,0,0,False
2007-01-22,1,0,34,0,0,False
2007-01-23,1,0,32,0,1,False
2007-01-24,1,0,31,0,0,False
2007-01-25,1,0,30,0,1,False
2007-01-26,1,0,32,0,1,False
2007-01-27,2,0,40,0,0,False
2007-01-28,1,0,43,0,0,False
2007-01-29,1,0,33,0,1,False
2007-01-30,1,0,31,0,1,False
2007-01-31,1,0,31,0,1,False
2007-02-01,1,0,32,0,1,False
2007-02-02,2,0,32,0,1,False
2007-02-03,1,0,39,0,1,False
2007-02-04,1,0,42,0,0,False
2007-02-05,1,0,30,0,1,False
2007-02-06,1,0,30,0,1,False
2007-02-07,1,0,30,0,1,False
2007-02-08,1,0,30,0,1,False
2007-02-09,1,0,31,0,1,False
2007-02-10,2,0,39,0,1,False
2007-02-11,1,0,39,0,1,False
2007-02-12,1,0,31,0,1,False
2007-02-13,1,0,31,0,1,False
2007-02-14,1,0,30,0,0,False
2007-02-15,1,0,29,0,1,False
2007-02-16,1,0,30,0,0,False
2007-02-17,1,0,40,0,0,False
2007-02-18,1,0,41,0,0,False
2007-02-19,1,0,35,0,1,False
2007-02-20,1,0,33,0,1,False
2007-02-21,1,0,28,0,0,False
2007-02-22,1,0,30,0,0,False
2007-02-23,1,0,30,0,1,False
2007-02-24,1,0,36,0,1,False
2007-02-25,2,0,37,0,0,False
2007-02-26,1,0,31,0,1,False
2007-02-27,1,0,29,0,1,False
2007-02-28,1,0,29,0,0,False
2007-03-01,1,0,28,0,1,False
2007-03-02,1,0,31,0,1,False
2007-03-03,2,0,39,0,0,False
2007-03-04,2,0,41,0,0,False
2007-03-05,1,0,29,0,0,False
2007-03-06,1,0,29,0,0,False
2007-03-07,1,0,30,0,0,False
2007-03-08,1,0,28,0,0,False
2007-03-09,1,0,30,0,0,False
2007-03-10,1,0,35,0,0,False
2007-03-11,1,0,39,0,0,False
2007-03-12,1,0,30,0,1,False
2007-03-13,1,0,29,0,0,False
2007-03-14,1,0,29,0,1,False
2007-03-15,1,0,29,0,1,False
2007-03-16,2,0,30,0,0,False
2007-03-17,2,0,37,0,1,False
2007-03-18,1,0,40,0,0,False
2007-03-19,1,0,30,0,1,False
2007-03-20,2,0,27,0,1,False
2007-03-21,1,0,29,0,1,False
2007-03-22,1,0,30,0,1,False
2007-03-23,1,0,30,0,1,False
2007-03-24,2,0,36,0,0,False
2007-03-25,2,0,37,0,0,False
2007-03-26,1,0,30,0,1,False
2007-03-27,1,0,30,0,1,False
2007-03-28,1,0,29,0,1,False
2007-03-29,1,0,27,0,1,False
2007-03-30,2,0,29,0,0,False
2007-03-31,1,0,37,0,1,False
2007-04-01,1,0,38,0,1,False
2007-04-02,2,0,29,0,1,False
2007-04-03,1,0,31,0,1,False
2007-04-04,1,0,31,0,1,False
2007-04-05,1,0,30,0,1,False
2007-04-06,1,0,33,0,1,False
2007-04-07,2,0,39,0,0,False
2007-04-08,1,0,41,0,0,False
2007-04-09,1,0,34,0,1,False
2007-04-10,1,0,30,0,1,False
2007-04-11,1,0,30,0,1,False
2007-04-12,1,0,30,0,1,False
2007-04-13,1,0,31,0,0,False
2007-04-14,2,0,38,0,0,False
2007-04-15,2,0,38,0,0,False
2007-04-16,1,0,30,0,0,False
2007-04-17,1,0,30,0,1,False
