date,hustle,hustler,inflation,jobless,laid,isPartial
2007-01-25,15,54,50,1,18,False
2007-01-26,23,37,49,0,18,False
2007-01-27,23,60,33,0,23,False
2007-01-28,21,55,21,0,19,False
2007-01-29,17,46,45,3,20,False
2007-01-30,16,36,41,0,20,False
2007-01-31,24,43,34,0,28,False
2007-02-01,14,39,32,3,20,False
2007-02-02,13,50,34,1,20,False
2007-02-03,20,69,37,0,13,False
2007-02-04,11,57,34,0,13,False
2007-02-05,17,37,34,1,20,False
2007-02-06,23,39,41,0,12,False
2007-02-07,8,35,52,0,20,False
2007-02-08,17,37,40,0,16,False
2007-02-09,28,33,39,3,13,False
2007-02-10,24,64,34,0,19,False
2007-02-11,28,68,54,0,17,False
2007-02-12,20,30,45,2,16,False
2007-02-13,19,47,38,0,23,False
2007-02-14,19,35,52,0,22,False
2007-02-15,17,41,44,0,31,False
2007-02-16,17,51,54,1,28,False
2007-02-17,32,51,47,2,21,False
2007-02-18,29,93,35,0,21,False
2007-02-19,17,32,37,1,19,False
2007-02-20,14,43,43,0,26,False
2007-02-21,29,31,51,0,21,False
2007-02-22,18,46,45,0,15,False
2007-02-23,19,39,37,1,25,False
2007-02-24,20,55,29,0,42,False
2007-02-25,38,47,47,0,25,False
2007-02-26,33,37,48,1,18,False
2007-02-27,18,44,51,0,16,False
2007-02-28,23,40,50,0,18,False
2007-03-01,15,33,40,1,21,False
2007-03-02,26,28,48,0,13,False
2007-03-03,9,60,31,0,33,False
2007-03-04,26,45,47,0,35,False
2007-03-05,22,44,32,0,29,False
2007-03-06,8,43,50,0,24,False
2007-03-07,17,32,34,0,30,False
2007-03-08,11,34,52,1,17,False
2007-03-09,13,37,45,1,21,False
2007-03-10,13,39,26,0,13,False
2007-03-11,13,57,40,0,23,False
2007-03-12,14,33,45,3,24,False
2007-03-13,10,39,34,0,23,False
2007-03-14,24,34,37,0,18,False
2007-03-15,14,37,44,0,19,False
2007-03-16,8,41,35,0,35,False
2007-03-17,17,57,27,0,28,False
2007-03-18,21,57,36,2,27,False
2007-03-19,12,38,30,1,27,False
2007-03-20,22,28,48,0,20,False
2007-03-21,20,38,37,0,16,False
2007-03-22,20,28,53,0,10,False
2007-03-23,12,47,39,0,16,False
2007-03-24,9,64,25,0,21,False
2007-03-25,35,54,29,0,21,False
2007-03-26,15,47,38,0,18,False
2007-03-27,13,35,39,0,24,False
2007-03-28,10,42,55,0,18,False
2007-03-29,14,44,50,1,20,False
2007-03-30,17,55,32,1,19,False
2007-03-31,27,45,35,0,29,False
2007-04-01,19,57,44,2,28,False
2007-04-02,15,34,45,0,25,False
2007-04-03,16,34,49,0,20,False
2007-04-04,11,40,49,0,29,False
2007-04-05,18,39,41,0,20,False
2007-04-06,13,40,47,0,21,False
2007-04-07,13,47,24,0,23,False
2007-04-08,22,55,32,0,20,False
2007-04-09,16,44,38,0,22,False
2007-04-10,12,35,49,0,21,False
2007-04-11,15,46,52,1,19,False
2007-04-12,17,41,52,1,19,False
2007-04-13,11,51,46,0,27,False
2007-04-14,27,60,42,2,14,False
2007-04-15,17,40,36,0,31,False
2007-04-16,13,51,47,3,23,False
2007-04-17,17,39,58,1,21,False
2007-04-18,19,31,47,0,18,False
2007-04-19,26,39,38,1,19,False
2007-04-20,21,40,51,0,26,False
2007-04-21,25,61,45,0,41,False
2007-04-22,23,67,48,0,19,False
2007-04-23,20,31,39,0,15,False
2007-04-24,20,48,51,0,13,False
2007-04-25,18,32,59,0,17,False
2007-04-26,27,33,42,1,23,False
2007-04-27,13,37,48,0,16,False
2007-04-28,32,82,38,0,30,False
2007-04-29,27,52,46,0,35,False
2007-04-30,15,30,54,0,12,False
2007-05-01,13,36,37,0,18,False
2007-05-02,19,43,36,0,18,False
2007-05-03,13,47,51,0,11,False
2007-05-04,21,28,58,2,35,False
2007-05-05,21,43,39,2,14,False
2007-05-06,20,57,29,0,20,False
2007-05-07,13,38,46,0,21,False
2007-05-08,18,31,44,0,22,False
2007-05-09,18,37,60,1,18,False
2007-05-10,25,29,44,0,13,False
2007-05-11,18,38,48,1,13,False
2007-05-12,22,77,35,0,22,False
2007-05-13,25,46,27,0,27,False
2007-05-14,11,31,41,1,23,False
2007-05-15,23,45,41,0,21,False
2007-05-16,16,54,42,1,13,False
2007-05-17,14,32,48,1,13,False
2007-05-18,15,33,42,0,26,False
2007-05-19,25,49,40,0,33,False
2007-05-20,20,63,34,2,23,False
2007-05-21,15,31,48,0,17,False
2007-05-22,19,47,51,1,20,False
2007-05-23,22,34,38,1,21,False
2007-05-24,23,53,32,2,24,False
2007-05-25,23,42,22,3,15,False
2007-05-26,21,65,25,0,40,False
2007-05-27,12,48,42,0,24,False
2007-05-28,21,58,31,0,26,False
2007-05-29,8,36,35,0,14,False
2007-05-30,13,49,45,0,20,False
2007-05-31,16,34,36,1,19,False
2007-06-01,16,35,31,1,22,False
2007-06-02,23,55,52,0,16,False
2007-06-03,12,60,33,0,12,False
2007-06-04,19,56,44,0,19,False
2007-06-05,12,40,34,0,19,False
2007-06-06,17,37,32,0,22,False
2007-06-07,12,37,50,0,19,False
2007-06-08,15,40,37,1,21,False
2007-06-09,13,60,35,0,25,False
2007-06-10,22,54,26,0,13,False
2007-06-11,16,31,34,0,21,False
2007-06-12,18,47,36,0,14,False
2007-06-13,13,42,43,1,27,False
2007-06-14,17,34,44,0,20,False
2007-06-15,14,44,42,0,23,False
2007-06-16,33,57,33,0,20,False
2007-06-17,19,55,26,0,17,False
2007-06-18,17,41,32,0,20,False
2007-06-19,27,33,41,0,21,False
2007-06-20,20,37,40,0,19,False
2007-06-21,18,41,43,0,19,False
2007-06-22,26,39,31,0,21,False
2007-06-23,18,100,29,0,29,False
2007-06-24,36,54,34,0,17,False
2007-06-25,12,33,40,0,14,False
2007-06-26,12,55,41,1,20,False
2007-06-27,19,43,31,0,28,False
2007-06-28,20,54,41,1,14,False
2007-06-29,23,46,45,1,21,False
2007-06-30,15,55,33,0,20,False
2007-07-01,25,59,32,2,23,False
2007-07-02,19,41,27,1,12,False
2007-07-03,17,37,38,0,22,False
2007-07-04,20,54,34,0,24,False
2007-07-05,18,37,37,3,16,False
2007-07-06,21,47,37,0,22,False
2007-07-07,19,51,19,0,26,False
2007-07-08,19,64,25,2,19,False
2007-07-09,45,43,41,0,10,False
