date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2011-08-26,9,1,1,80,1,False
2011-08-27,9,2,1,66,0,False
2011-08-28,7,2,0,65,0,False
2011-08-29,7,2,1,80,0,False
2011-08-30,8,2,1,90,1,False
2011-08-31,8,2,1,87,1,False
2011-09-01,8,2,1,88,0,False
2011-09-02,8,1,1,76,0,False
2011-09-03,9,1,0,67,0,False
2011-09-04,11,1,0,68,1,False
2011-09-05,10,1,0,73,1,False
2011-09-06,8,1,1,91,1,False
2011-09-07,8,2,1,95,1,False
2011-09-08,7,2,1,85,1,False
2011-09-09,9,1,1,78,1,False
2011-09-10,11,1,0,68,1,False
2011-09-11,7,1,1,69,0,False
2011-09-12,9,2,1,88,0,False
2011-09-13,9,2,1,89,1,False
2011-09-14,8,1,1,94,0,False
2011-09-15,9,2,1,91,1,False
2011-09-16,9,1,1,84,0,False
2011-09-17,8,1,0,68,1,False
2011-09-18,9,2,0,67,1,False
2011-09-19,8,2,0,93,1,False
2011-09-20,8,1,1,94,1,False
2011-09-21,8,1,1,92,1,False
2011-09-22,8,1,0,95,1,False
2011-09-23,7,1,0,79,1,False
2011-09-24,7,1,1,65,0,False
2011-09-25,10,1,0,70,1,False
2011-09-26,9,1,1,89,1,False
2011-09-27,9,1,1,88,1,False
2011-09-28,8,1,1,88,1,False
2011-09-29,6,2,0,85,0,False
2011-09-30,9,2,1,84,0,False
2011-10-01,8,1,0,75,1,False
2011-10-02,10,1,0,65,0,False
2011-10-03,9,2,1,87,1,False
2011-10-04,9,1,1,91,1,False
2011-10-05,10,1,0,96,1,False
2011-10-06,7,2,1,88,1,False
2011-10-07,7,2,0,86,0,False
2011-10-08,9,2,0,65,1,False
2011-10-09,7,1,0,72,0,False
2011-10-10,8,2,0,86,1,False
2011-10-11,9,2,1,94,1,False
2011-10-12,9,2,0,92,1,False
2011-10-13,9,2,1,82,0,False
2011-10-14,9,2,0,76,0,False
2011-10-15,8,1,0,65,0,False
2011-10-16,10,1,0,63,1,False
2011-10-17,9,1,0,87,1,False
2011-10-18,10,2,1,89,1,False
2011-10-19,8,1,1,86,0,False
2011-10-20,9,1,1,88,0,False
2011-10-21,9,1,1,79,0,False
2011-10-22,8,1,1,66,0,False
2011-10-23,6,1,0,68,1,False
2011-10-24,10,2,1,90,1,False
2011-10-25,11,1,1,86,0,False
2011-10-26,8,2,1,93,1,False
2011-10-27,7,1,1,83,1,False
2011-10-28,9,2,0,86,1,False
2011-10-29,8,1,0,61,1,False
2011-10-30,8,2,0,62,1,False
2011-10-31,7,2,0,86,1,False
2011-11-01,9,1,1,85,1,False
2011-11-02,7,2,1,91,0,False
2011-11-03,6,1,0,92,0,False
2011-11-04,7,1,1,79,0,False
2011-11-05,10,1,0,69,1,False
2011-11-06,11,1,0,67,0,False
2011-11-07,9,1,1,86,0,False
2011-11-08,9,2,1,91,0,False
2011-11-09,9,1,1,87,1,False
2011-11-10,9,1,1,86,1,False
2011-11-11,9,1,1,81,1,False
2011-11-12,10,1,0,56,1,False
2011-11-13,9,1,0,63,1,False
2011-11-14,10,2,1,87,1,False
2011-11-15,10,2,0,91,1,False
2011-11-16,9,1,1,86,1,False
2011-11-17,9,1,1,83,1,False
2011-11-18,10,1,1,78,0,False
2011-11-19,9,1,1,65,1,False
2011-11-20,9,1,0,63,1,False
2011-11-21,9,2,1,82,1,False
2011-11-22,8,2,1,82,1,False
2011-11-23,7,1,1,66,0,False
2011-11-24,6,1,1,53,0,False
2011-11-25,8,1,0,54,0,False
2011-11-26,9,1,0,61,0,False
2011-11-27,8,1,0,64,0,False
2011-11-28,9,2,1,84,1,False
2011-11-29,10,2,0,83,0,False
2011-11-30,8,2,1,87,1,False
2011-12-01,9,1,1,85,1,False
2011-12-02,7,2,1,80,1,False
2011-12-03,9,1,0,64,1,False
2011-12-04,10,1,1,61,0,False
2011-12-05,10,2,0,85,1,False
2011-12-06,10,2,1,83,1,False
2011-12-07,9,1,1,81,1,False
2011-12-08,10,2,1,79,0,False
2011-12-09,9,2,1,83,0,False
2011-12-10,11,1,0,63,1,False
2011-12-11,10,1,0,68,0,False
2011-12-12,11,2,1,82,0,False
2011-12-13,10,2,0,82,1,False
2011-12-14,10,2,1,84,1,False
2011-12-15,11,1,1,79,0,False
2011-12-16,7,1,0,74,0,False
2011-12-17,8,1,0,60,1,False
2011-12-18,11,1,1,63,0,False
2011-12-19,10,1,1,76,0,False
2011-12-20,9,1,1,80,1,False
2011-12-21,8,1,1,76,0,False
2011-12-22,9,1,0,69,0,False
2011-12-23,9,1,0,63,1,False
2011-12-24,6,0,0,51,0,False
2011-12-25,5,1,0,54,0,False
2011-12-26,8,1,0,54,0,False
2011-12-27,10,1,0,70,0,False
2011-12-28,9,1,0,75,0,False
2011-12-29,9,1,0,75,0,False
2011-12-30,9,1,1,69,1,False
2011-12-31,8,1,1,63,0,False
2012-01-01,8,1,0,63,1,False
2012-01-02,9,1,1,73,1,False
2012-01-03,10,1,1,85,0,False
2012-01-04,8,2,1,87,0,False
2012-01-05,9,1,1,91,1,False
2012-01-06,10,1,1,83,1,False
2012-01-07,8,1,1,65,0,False
2012-01-08,9,1,1,67,1,False
2012-01-09,9,2,1,93,1,False
2012-01-10,8,2,1,89,1,False
2012-01-11,8,2,1,84,1,False
2012-01-12,9,2,1,84,1,False
2012-01-13,8,2,1,79,1,False
2012-01-14,9,0,0,68,0,False
2012-01-15,10,1,1,63,1,False
2012-01-16,9,2,0,77,1,False
2012-01-17,9,2,1,88,1,False
2012-01-18,9,2,1,86,1,False
2012-01-19,10,1,1,89,1,False
2012-01-20,8,2,1,78,1,False
2012-01-21,8,1,1,67,0,False
2012-01-22,11,2,1,72,1,False
2012-01-23,9,2,1,83,0,False
