date,backward,backwardness,broke,cheap,colony
2004-11-07,0.0,0,3.759189383,110.04461569,8.76623179925
2004-11-08,0.0,0,1.8795946915,113.83925761,7.0129854394
2004-11-09,0.0,0,0.0,0.0,0.0
2004-11-10,0.0,0,1.8795946915,83.4821222474,8.76623179925
2004-11-11,0.0,0,1.8795946915,91.0714060881,8.76623179925
2004-11-12,0.0,0,1.8795946915,82.2172416073,5.25973907955
2004-11-13,0.0,0,3.759189383,99.9255705689,10.5194781591
2004-11-14,0.0,0,1.8795946915,107.51485441,10.5194781591
2004-11-15,0.0,0,1.8795946915,88.5416448079,10.5194781591
2004-11-16,0.0,0,1.8795946915,92.3362867282,8.76623179925
2004-11-17,0.0,0,1.8795946915,92.3362867282,10.5194781591
2004-11-18,0.0,0,1.8795946915,84.7470028875,12.2727245189
2004-11-19,0.0,0,1.8795946915,99.9255705689,7.0129854394
2004-11-20,0.0,0,0.0,101.190451209,5.25973907955
2004-11-21,0.0,0,3.759189383,104.985093129,8.76623179925
2004-11-22,0.0,0,3.759189383,88.5416448079,10.5194781591
2004-11-23,0.0,0,1.8795946915,92.3362867282,10.5194781591
2004-11-24,0.0,0,1.8795946915,80.9523609672,7.0129854394
2004-11-25,0.0,0,1.8795946915,97.3958092887,7.0129854394
2004-11-26,0.0,0,1.8795946915,106.249973769,8.76623179925
2004-11-27,0.0,0,1.8795946915,103.720212489,7.0129854394
2004-11-28,0.0,0,1.8795946915,115.10413825,8.76623179925
2004-11-29,0.0,0,1.8795946915,92.3362867282,7.0129854394
2004-11-30,0.0,0,1.8795946915,99.9255705689,8.76623179925
2004-12-01,0.0,0,3.759189383,87.2767641678,14.0259708788
2004-12-02,0.0,0,1.8795946915,80.9523609672,10.5194781591
2004-12-03,0.0,0,3.759189383,88.5416448079,14.0259708788
2004-12-04,0.0,0,3.759189383,111.30949633,8.76623179925
2004-12-05,0.0,0,1.8795946915,99.9255705689,8.76623179925
2004-12-06,0.0,0,1.8795946915,92.3362867282,10.5194781591
2004-12-07,0.0,0,1.8795946915,84.7470028875,10.5194781591
2004-12-08,0.0,0,1.8795946915,87.2767641678,8.76623179925
2004-12-09,0.0,0,1.8795946915,88.5416448079,8.76623179925
2004-12-10,0.0,0,0.0,82.2172416073,10.5194781591
2004-12-11,0.0,0,1.8795946915,98.6606899288,12.2727245189
2004-12-12,0.0,0,1.8795946915,99.9255705689,8.76623179925
2004-12-13,0.0,0,3.759189383,84.7470028875,10.5194781591
2004-12-14,0.0,0,1.8795946915,87.2767641678,10.5194781591
2004-12-15,0.0,0,3.759189383,88.5416448079,7.0129854394
2004-12-16,0.0,0,1.8795946915,86.0118835276,10.5194781591
2004-12-17,0.0,0,3.759189383,78.422599687,10.5194781591
2004-12-18,0.0,0,1.8795946915,86.0118835276,14.0259708788
2004-12-19,0.0,0,1.8795946915,98.6606899288,7.0129854394
2004-12-20,0.0,0,1.8795946915,82.2172416073,8.76623179925
2004-12-21,0.0,0,3.759189383,77.1577190469,7.0129854394
2004-12-22,0.0,0,3.759189383,75.8928384067,8.76623179925
2004-12-23,0.0,0,1.8795946915,86.0118835276,5.25973907955
2004-12-24,0.0,0,1.8795946915,75.8928384067,3.5064927197
2004-12-25,0.0,0,1.8795946915,93.6011673683,5.25973907955
2004-12-26,0.0,0,1.8795946915,107.51485441,7.0129854394
2004-12-27,0.0,0,1.8795946915,111.30949633,7.0129854394
2004-12-28,0.0,0,1.8795946915,99.9255705689,7.0129854394
2004-12-29,0.0,0,1.8795946915,98.6606899288,8.76623179925
2004-12-30,0.0,0,1.8795946915,92.3362867282,8.76623179925
2004-12-31,0.0,0,3.759189383,112.57437697,8.76623179925
2005-01-01,0.0,0,1.8795946915,94.8660480084,1.75324635985
2005-01-02,0.0,0,1.8795946915,112.57437697,7.0129854394
2005-01-03,0.0,0,3.759189383,99.9255705689,7.0129854394
2005-01-04,0.0,0,3.759189383,117.63389953,7.0129854394
2005-01-05,0.0,0,3.759189383,91.0714060881,10.5194781591
2005-01-06,0.0,0,3.759189383,104.985093129,7.0129854394
2005-01-07,0.0,0,1.8795946915,98.6606899288,8.76623179925
2005-01-08,0.0,0,3.759189383,116.36901889,5.25973907955
2005-01-09,0.0,0,3.759189383,120.163660811,7.0129854394
2005-01-10,0.0,0,1.8795946915,101.190451209,8.76623179925
2005-01-11,0.0,0,1.8795946915,106.249973769,10.5194781591
2005-01-12,0.0,0,1.8795946915,103.720212489,8.76623179925
2005-01-13,0.0,0,1.8795946915,97.3958092887,10.5194781591
2005-01-14,0.0,0,3.759189383,94.8660480084,10.5194781591
2005-01-15,0.0,0,1.8795946915,115.10413825,7.0129854394
2005-01-16,0.0,0,1.8795946915,126.488064011,12.2727245189
2005-01-17,0.0,0,3.759189383,108.77973505,7.0129854394
2005-01-18,0.0,0,1.8795946915,106.249973769,8.76623179925
2005-01-19,0.0,0,1.8795946915,106.249973769,7.0129854394
2005-01-20,0.0,0,1.8795946915,102.455331849,8.76623179925
2005-01-21,0.0,0,1.8795946915,96.1309286485,7.0129854394
2005-01-22,0.0,0,3.759189383,116.36901889,8.76623179925
2005-01-23,0.0,0,3.759189383,118.898780171,8.76623179925
2005-01-24,0.0,0,1.8795946915,103.720212489,7.0129854394
2005-01-25,0.0,0,3.759189383,99.9255705689,5.25973907955
2005-01-26,0.0,0,3.759189383,101.190451209,10.5194781591
2005-01-27,0.0,0,1.8795946915,101.190451209,8.76623179925
2005-01-28,0.0,0,1.8795946915,98.6606899288,8.76623179925
2005-01-29,0.0,0,3.759189383,123.958302731,5.25973907955
2005-01-30,0.0,0,1.8795946915,106.249973769,7.0129854394
2005-01-31,0.0,0,3.759189383,97.3958092887,7.0129854394
2005-02-01,0.0,0,1.8795946915,98.6606899288,7.0129854394
2005-02-02,0.0,0,1.8795946915,99.9255705689,8.76623179925
2005-02-03,0.0,0,1.8795946915,97.3958092887,7.0129854394
2005-02-04,0.0,0,3.759189383,88.5416448079,7.0129854394
2005-02-05,0.0,0,1.8795946915,104.985093129,10.5194781591
2005-02-06,0.0,0,3.759189383,106.249973769,7.0129854394
2005-02-07,0.0,0,1.8795946915,96.1309286485,10.5194781591
2005-02-08,0.0,0,1.8795946915,101.190451209,10.5194781591
2005-02-09,0.0,0,1.8795946915,91.0714060881,8.76623179925
2005-02-10,0.0,0,1.8795946915,98.6606899288,7.0129854394
2005-02-11,0.0,0,3.759189383,92.3362867282,7.0129854394
2005-02-12,0.0,0,1.8795946915,110.04461569,7.0129854394
2005-02-13,0.0,0,3.759189383,101.190451209,7.0129854394
2005-02-14,0.0,0,1.8795946915,88.5416448079,8.76623179925
2005-02-15,0.0,0,3.759189383,93.6011673683,12.2727245189
2005-02-16,0.0,0,1.8795946915,98.6606899288,8.76623179925
2005-02-17,0.0,0,3.759189383,91.0714060881,7.0129854394
2005-02-18,0.0,0,1.8795946915,97.3958092887,8.76623179925
2005-02-19,0.0,0,3.759189383,103.720212489,7.0129854394
2005-02-20,0.0,0,1.8795946915,111.30949633,5.25973907955
2005-02-21,0.0,0,1.8795946915,106.249973769,7.0129854394
2005-02-22,0.0,0,1.8795946915,97.3958092887,7.0129854394
2005-02-23,0.0,0,3.759189383,89.806525448,7.0129854394
2005-02-24,0.0,0,3.759189383,96.1309286485,7.0129854394
2005-02-25,0.0,0,1.8795946915,96.1309286485,10.5194781591
