date,backward,backwardness,broke,cheap,colony,isPartial
2009-05-21,0,0,2,79,4,False
2009-05-22,0,0,2,77,4,False
2009-05-23,0,0,2,87,4,False
2009-05-24,0,0,3,88,3,False
2009-05-25,0,0,3,93,4,False
2009-05-26,0,0,2,81,4,False
2009-05-27,0,0,2,83,4,False
2009-05-28,0,0,2,88,4,False
2009-05-29,0,0,3,83,3,False
2009-05-30,0,0,3,88,4,False
2009-05-31,1,0,4,96,3,False
2009-06-01,0,0,3,83,3,False
2009-06-02,0,0,2,81,3,False
2009-06-03,0,0,2,82,4,False
2009-06-04,0,0,3,84,4,False
2009-06-05,0,0,2,83,4,False
2009-06-06,0,0,3,89,3,False
2009-06-07,1,0,3,94,3,False
2009-06-08,0,0,3,89,4,False
2009-06-09,0,0,2,89,3,False
2009-06-10,1,0,2,86,4,False
2009-06-11,0,0,2,83,4,False
2009-06-12,1,0,2,87,3,False
2009-06-13,1,0,3,91,5,False
2009-06-14,1,0,3,97,4,False
2009-06-15,0,0,2,90,4,False
2009-06-16,0,0,3,89,4,False
2009-06-17,0,0,3,89,4,False
2009-06-18,0,0,2,85,4,False
2009-06-19,0,0,2,85,3,False
2009-06-20,0,0,4,89,4,False
2009-06-21,0,0,4,98,4,False
2009-06-22,1,0,2,90,4,False
2009-06-23,0,0,2,88,4,False
2009-06-24,0,0,2,91,4,False
2009-06-25,1,0,3,82,3,False
2009-06-26,1,0,3,79,4,False
2009-06-27,0,0,2,90,3,False
2009-06-28,0,0,4,94,4,False
2009-06-29,0,0,3,87,4,False
2009-06-30,0,0,2,92,4,False
2009-07-01,0,0,2,86,4,False
2009-07-02,0,0,2,88,5,False
2009-07-03,0,0,2,83,3,False
2009-07-04,1,0,3,82,4,False
2009-07-05,0,0,3,93,4,False
2009-07-06,0,0,3,89,4,False
2009-07-07,1,0,3,90,4,False
2009-07-08,0,0,2,93,4,False
2009-07-09,0,0,3,92,4,False
2009-07-10,0,0,3,86,3,False
2009-07-11,0,0,4,92,4,False
2009-07-12,0,0,4,98,5,False
2009-07-13,0,0,3,89,4,False
2009-07-14,0,0,2,92,4,False
2009-07-15,0,0,3,96,4,False
2009-07-16,1,0,3,94,5,False
2009-07-17,0,0,3,88,4,False
2009-07-18,0,0,2,96,5,False
2009-07-19,0,0,3,96,4,False
2009-07-20,0,0,3,93,5,False
2009-07-21,0,0,3,95,5,False
2009-07-22,0,0,3,93,6,False
2009-07-23,0,0,2,90,5,False
2009-07-24,1,0,3,88,5,False
2009-07-25,0,0,3,99,4,False
2009-07-26,0,0,3,100,4,False
2009-07-27,0,0,3,92,4,False
2009-07-28,0,0,3,90,4,False
2009-07-29,0,0,2,92,6,False
2009-07-30,1,0,2,91,6,False
2009-07-31,1,0,3,85,5,False
2009-08-01,0,0,4,99,5,False
2009-08-02,0,0,4,99,5,False
2009-08-03,0,0,2,90,4,False
2009-08-04,0,0,3,94,5,False
2009-08-05,0,0,3,87,5,False
2009-08-06,1,0,2,86,5,False
2009-08-07,0,0,3,87,5,False
2009-08-08,0,0,3,89,6,False
2009-08-09,0,0,2,97,4,False
