date,liquidation,pollution,poor,poverty,race,isPartial
2009-06-14,1,3,9,3,64,False
2009-06-15,3,3,9,5,51,False
2009-06-16,2,3,8,5,45,False
2009-06-17,2,3,10,4,42,False
2009-06-18,2,3,10,3,39,False
2009-06-19,1,2,7,4,43,False
2009-06-20,2,3,7,3,50,False
2009-06-21,3,2,10,2,58,False
2009-06-22,2,3,9,5,46,False
2009-06-23,1,3,11,3,49,False
2009-06-24,2,4,6,5,41,False
2009-06-25,1,3,9,4,39,False
2009-06-26,2,2,9,4,42,False
2009-06-27,2,1,9,4,51,False
2009-06-28,2,2,8,3,61,False
2009-06-29,2,3,8,4,46,False
2009-06-30,2,4,8,5,42,False
2009-07-01,2,3,9,4,43,False
2009-07-02,2,2,8,3,44,False
2009-07-03,2,2,8,4,47,False
2009-07-04,1,1,7,3,67,False
2009-07-05,1,2,8,3,65,False
2009-07-06,2,2,8,4,54,False
2009-07-07,1,3,8,4,41,False
2009-07-08,2,3,9,3,40,False
2009-07-09,2,3,9,4,42,False
2009-07-10,3,3,8,4,46,False
2009-07-11,3,2,10,3,51,False
2009-07-12,2,3,9,3,56,False
2009-07-13,2,3,7,4,49,False
2009-07-14,2,3,9,5,48,False
2009-07-15,2,3,9,6,39,False
2009-07-16,3,2,9,4,41,False
2009-07-17,3,2,7,4,43,False
2009-07-18,3,3,7,4,52,False
2009-07-19,2,3,7,5,69,False
2009-07-20,2,4,9,6,53,False
2009-07-21,2,4,8,5,49,False
2009-07-22,2,4,7,5,48,False
2009-07-23,2,3,9,4,49,False
2009-07-24,2,3,9,5,50,False
2009-07-25,3,1,8,3,52,False
2009-07-26,2,2,10,3,68,False
2009-07-27,2,2,8,4,53,False
2009-07-28,2,2,9,6,46,False
2009-07-29,2,3,9,5,48,False
2009-07-30,2,4,10,4,51,False
2009-07-31,3,3,8,4,47,False
2009-08-01,2,2,7,3,53,False
2009-08-02,2,1,9,3,71,False
2009-08-03,2,2,9,4,62,False
2009-08-04,2,2,8,4,47,False
2009-08-05,2,3,7,4,50,False
2009-08-06,2,3,10,5,45,False
2009-08-07,3,2,7,4,47,False
2009-08-08,2,2,11,4,60,False
2009-08-09,2,2,6,5,68,False
