date,liquidation,pollution,poor,poverty,race,isPartial
2008-11-13,1,7,11,11,48,False
2008-11-14,3,8,9,8,49,False
2008-11-15,4,5,8,7,58,False
2008-11-16,3,5,10,8,54,False
2008-11-17,1,8,12,11,56,False
2008-11-18,1,8,12,11,54,False
2008-11-19,2,9,12,10,47,False
2008-11-20,2,9,11,8,41,False
2008-11-21,3,7,12,7,41,False
2008-11-22,3,3,10,6,47,False
2008-11-23,3,6,9,5,49,False
2008-11-24,2,7,11,8,60,False
2008-11-25,2,7,10,9,49,False
2008-11-26,1,5,8,7,43,False
2008-11-27,3,2,8,3,52,False
2008-11-28,2,3,7,4,45,False
2008-11-29,3,3,11,4,49,False
2008-11-30,2,6,9,6,56,False
2008-12-01,2,6,13,11,68,False
2008-12-02,2,11,13,11,54,False
2008-12-03,3,9,12,11,52,False
2008-12-04,3,9,12,11,42,False
2008-12-05,4,9,12,8,42,False
2008-12-06,4,3,10,6,45,False
2008-12-07,2,6,12,7,52,False
2008-12-08,1,7,12,9,87,False
2008-12-09,1,9,12,10,52,False
2008-12-10,2,7,11,9,41,False
2008-12-11,3,10,10,8,37,False
2008-12-12,4,7,12,7,41,False
2008-12-13,4,2,9,4,44,False
2008-12-14,3,3,9,5,49,False
2008-12-15,2,6,11,6,43,False
2008-12-16,3,5,10,7,39,False
2008-12-17,2,6,12,7,34,False
2008-12-18,3,4,8,7,35,False
2008-12-19,4,3,8,3,40,False
2008-12-20,4,1,8,2,44,False
2008-12-21,3,2,8,3,45,False
2008-12-22,2,2,8,4,38,False
2008-12-23,1,3,10,3,42,False
2008-12-24,2,1,7,2,41,False
2008-12-25,3,1,7,2,36,False
2008-12-26,4,0,8,2,47,False
2008-12-27,3,1,8,1,44,False
2008-12-28,2,1,7,1,44,False
2008-12-29,3,3,5,3,40,False
2008-12-30,2,3,8,3,34,False
2008-12-31,2,3,8,4,40,False
2009-01-01,6,2,7,2,40,False
2009-01-02,6,2,7,3,43,False
2009-01-03,7,3,10,3,43,False
2009-01-04,4,2,9,3,44,False
2009-01-05,1,4,9,6,40,False
2009-01-06,2,6,8,6,35,False
2009-01-07,3,5,11,7,35,False
2009-01-08,3,6,9,6,34,False
2009-01-09,4,6,9,6,39,False
2009-01-10,4,3,8,3,41,False
2009-01-11,4,4,10,4,44,False
2009-01-12,2,6,11,5,38,False
2009-01-13,2,6,10,7,38,False
2009-01-14,2,5,9,7,36,False
2009-01-15,3,7,11,6,37,False
2009-01-16,14,6,9,5,33,False
2009-01-17,21,2,9,5,37,False
2009-01-18,10,3,7,3,45,False
2009-01-19,9,4,9,5,42,False
2009-01-20,6,5,9,6,41,False
2009-01-21,4,6,10,6,40,False
2009-01-22,6,8,10,6,39,False
2009-01-23,5,5,9,6,39,False
2009-01-24,7,2,13,4,43,False
2009-01-25,5,3,11,4,44,False
2009-01-26,4,6,12,7,44,False
2009-01-27,4,7,10,8,42,False
2009-01-28,4,6,9,6,41,False
2009-01-29,4,6,10,7,36,False
2009-01-30,6,4,10,7,39,False
2009-01-31,7,3,8,4,46,False
2009-02-01,4,4,8,4,47,False
2009-02-02,4,4,10,6,43,False
2009-02-03,3,8,10,7,40,False
2009-02-04,4,6,11,9,42,False
2009-02-05,5,6,10,7,40,False
2009-02-06,5,8,10,8,42,False
2009-02-07,5,3,11,6,48,False
2009-02-08,4,3,9,4,51,False
2009-02-09,3,7,8,8,48,False
2009-02-10,2,7,10,8,43,False
2009-02-11,2,8,11,6,45,False
2009-02-12,4,5,10,9,46,False
2009-02-13,4,4,9,7,42,False
2009-02-14,5,3,9,5,46,False
2009-02-15,4,5,9,5,72,False
2009-02-16,4,4,9,6,81,False
2009-02-17,3,8,10,8,52,False
2009-02-18,3,7,11,8,52,False
2009-02-19,4,8,12,8,49,False
2009-02-20,4,6,10,6,52,False
2009-02-21,3,3,8,5,55,False
2009-02-22,3,5,10,6,67,False
2009-02-23,2,7,12,9,68,False
2009-02-24,3,8,13,9,49,False
2009-02-25,4,9,10,7,48,False
2009-02-26,4,6,10,9,48,False
2009-02-27,3,6,11,8,47,False
2009-02-28,5,4,8,6,46,False
2009-03-01,3,5,8,6,69,False
2009-03-02,3,6,11,7,66,False
2009-03-03,2,8,10,8,48,False
2009-03-04,3,6,11,10,50,False
2009-03-05,4,7,10,9,49,False
2009-03-06,4,6,11,9,48,False
2009-03-07,7,3,8,4,51,False
2009-03-08,5,4,9,6,62,False
2009-03-09,2,8,9,8,68,False
2009-03-10,1,6,9,7,53,False
2009-03-11,2,8,10,8,51,False
2009-03-12,3,8,8,9,48,False
2009-03-13,3,6,10,6,53,False
2009-03-14,3,3,11,5,73,False
2009-03-15,3,5,11,5,81,False
2009-03-16,2,7,9,8,73,False
2009-03-17,2,7,10,9,55,False
2009-03-18,2,9,10,8,52,False
2009-03-19,2,7,11,9,46,False
2009-03-20,3,7,10,8,52,False
2009-03-21,2,4,8,5,65,False
2009-03-22,3,6,9,5,73,False
2009-03-23,2,9,9,8,72,False
2009-03-24,3,8,10,7,54,False
2009-03-25,2,8,10,9,56,False
2009-03-26,2,7,11,8,47,False
2009-03-27,3,5,9,7,49,False
2009-03-28,3,3,9,5,59,False
2009-03-29,3,5,10,7,76,False
2009-03-30,1,7,9,10,72,False
2009-03-31,2,9,9,9,54,False
2009-04-01,2,8,9,8,59,False
2009-04-02,3,9,10,9,52,False
2009-04-03,3,6,10,6,49,False
2009-04-04,2,3,9,4,61,False
2009-04-05,4,4,11,6,72,False
2009-04-06,2,7,11,8,65,False
2009-04-07,2,7,10,7,53,False
2009-04-08,2,6,9,8,50,False
2009-04-09,3,6,10,6,45,False
2009-04-10,2,5,10,5,53,False
2009-04-11,2,4,8,4,51,False
2009-04-12,2,4,8,6,59,False
2009-04-13,2,7,10,6,63,False
2009-04-14,1,8,11,9,51,False
2009-04-15,2,9,9,10,53,False
2009-04-16,2,9,10,8,47,False
2009-04-17,3,6,9,7,56,False
2009-04-18,2,3,9,6,63,False
2009-04-19,3,5,10,7,72,False
2009-04-20,2,12,11,11,72,False
2009-04-21,2,10,10,9,60,False
2009-04-22,3,11,9,10,52,False
2009-04-23,2,10,9,8,57,False
2009-04-24,2,8,9,5,52,False
2009-04-25,1,5,11,7,61,False
2009-04-26,2,7,9,6,72,False
2009-04-27,2,8,10,8,78,False
2009-04-28,1,8,11,10,61,False
2009-04-29,2,9,10,8,56,False
2009-04-30,2,10,10,10,53,False
2009-05-01,2,8,10,6,64,False
2009-05-02,3,3,8,4,98,False
2009-05-03,2,6,10,7,84,False
2009-05-04,2,10,11,8,82,False
2009-05-05,3,10,10,8,55,False
2009-05-06,1,9,9,9,59,False
2009-05-07,2,11,9,9,51,False
2009-05-08,2,7,9,7,54,False
2009-05-09,2,3,7,4,73,False
2009-05-10,1,6,10,5,75,False
2009-05-11,2,8,10,7,100,False
2009-05-12,2,9,11,8,61,False
2009-05-13,2,9,9,7,54,False
2009-05-14,3,7,9,6,54,False
2009-05-15,2,8,9,6,58,False
2009-05-16,2,4,8,2,92,False
2009-05-17,2,5,7,5,82,False
2009-05-18,2,7,8,6,63,False
2009-05-19,2,8,9,5,52,False
2009-05-20,1,8,10,8,44,False
2009-05-21,1,8,8,7,48,False
2009-05-22,2,7,9,5,51,False
2009-05-23,2,2,9,4,55,False
2009-05-24,1,1,8,2,83,False
2009-05-25,2,3,9,4,63,False
2009-05-26,2,8,10,6,54,False
2009-05-27,2,9,9,6,47,False
2009-05-28,2,6,10,6,45,False
2009-05-29,1,8,10,5,47,False
2009-05-30,2,3,8,4,59,False
2009-05-31,1,6,8,4,61,False
2009-06-01,2,7,9,5,48,False
2009-06-02,3,6,8,6,44,False
2009-06-03,3,4,8,6,48,False
2009-06-04,3,7,8,5,46,False
2009-06-05,2,5,7,5,54,False
2009-06-06,2,2,8,3,84,False
2009-06-07,3,4,11,4,75,False
2009-06-08,2,5,8,6,55,False
2009-06-09,2,4,10,4,47,False
2009-06-10,2,5,9,6,44,False
2009-06-11,2,4,10,8,45,False
2009-06-12,2,3,8,5,48,False
2009-06-13,2,3,9,3,54,False
