date,gain,generosity,gift,gold,guide,isPartial
2017-03-19,10,0,30,64,41,False
2017-03-20,11,0,26,60,42,False
2017-03-21,11,0,26,60,42,False
2017-03-22,11,0,25,60,42,False
2017-03-23,12,0,24,61,42,False
2017-03-24,9,0,25,57,38,False
2017-03-25,9,0,30,68,41,False
2017-03-26,9,0,29,66,45,False
2017-03-27,11,0,27,61,43,False
2017-03-28,12,0,27,61,44,False
2017-03-29,11,0,27,61,41,False
2017-03-30,11,0,24,59,41,False
2017-03-31,10,0,27,60,40,False
2017-04-01,9,0,30,64,40,False
2017-04-02,10,0,29,66,45,False
2017-04-03,12,0,27,57,44,False
2017-04-04,12,0,26,57,42,False
2017-04-05,12,0,27,57,43,False
2017-04-06,11,0,28,58,42,False
2017-04-07,9,0,27,59,41,False
2017-04-08,9,0,32,66,41,False
2017-04-09,10,0,32,65,44,False
2017-04-10,11,0,30,60,44,False
2017-04-11,12,0,29,61,42,False
2017-04-12,11,0,28,58,40,False
2017-04-13,11,0,28,60,40,False
2017-04-14,10,0,29,58,40,False
2017-04-15,9,0,30,62,39,False
2017-04-16,10,0,28,63,43,False
2017-04-17,11,0,31,58,43,False
2017-04-18,11,0,28,59,45,False
2017-04-19,11,0,28,58,42,False
2017-04-20,11,0,27,60,42,False
2017-04-21,10,0,29,58,39,False
2017-04-22,8,0,30,64,41,False
2017-04-23,9,0,31,68,44,False
2017-04-24,10,0,31,63,45,False
2017-04-25,11,0,30,62,42,False
2017-04-26,11,0,31,60,42,False
2017-04-27,11,0,31,60,42,False
2017-04-28,9,0,30,59,39,False
2017-04-29,9,0,33,65,39,False
2017-04-30,9,0,32,62,42,False
2017-05-01,11,0,34,62,43,False
2017-05-02,12,0,35,61,41,False
2017-05-03,11,0,34,60,42,False
2017-05-04,10,0,36,62,43,False
2017-05-05,10,0,34,62,39,False
2017-05-06,9,0,38,68,41,False
2017-05-07,9,0,38,68,44,False
2017-05-08,10,0,40,65,44,False
2017-05-09,10,0,39,64,42,False
2017-05-10,10,0,40,59,41,False
2017-05-11,10,0,41,62,42,False
2017-05-12,9,0,41,59,38,False
2017-05-13,8,0,49,66,39,False
2017-05-14,8,0,47,67,43,False
2017-05-15,10,0,34,62,40,False
2017-05-16,10,0,32,60,41,False
2017-05-17,10,0,29,58,38,False
2017-05-18,10,0,27,60,40,False
2017-05-19,10,0,29,60,38,False
2017-05-20,8,0,34,62,38,False
2017-05-21,9,0,33,66,43,False
2017-05-22,11,0,30,60,41,False
2017-05-23,10,0,30,61,41,False
2017-05-24,9,0,31,59,39,False
2017-05-25,9,0,30,57,39,False
2017-05-26,8,0,29,60,39,False
2017-05-27,9,0,31,60,38,False
2017-05-28,9,0,30,64,42,False
2017-05-29,10,0,32,65,42,False
2017-05-30,10,0,31,61,42,False
2017-05-31,10,0,30,57,40,False
2017-06-01,10,0,29,58,40,False
2017-06-02,10,0,33,56,36,False
2017-06-03,9,0,34,61,39,False
2017-06-04,9,0,32,63,43,False
2017-06-05,11,0,33,57,42,False
2017-06-06,11,0,34,68,40,False
2017-06-07,12,0,34,64,40,False
2017-06-08,10,0,31,61,38,False
2017-06-09,9,0,33,65,38,False
2017-06-10,8,0,33,64,38,False
2017-06-11,9,0,34,65,43,False
2017-06-12,9,0,34,60,37,False
2017-06-13,10,0,33,59,39,False
2017-06-14,10,0,35,59,38,False
2017-06-15,10,0,36,60,37,False
2017-06-16,9,0,37,61,38,False
2017-06-17,9,0,44,65,39,False
2017-06-18,9,0,42,66,40,False
2017-06-19,10,0,30,60,40,False
2017-06-20,10,0,31,60,42,False
2017-06-21,10,0,29,60,39,False
2017-06-22,10,0,30,61,38,False
2017-06-23,9,0,30,60,40,False
2017-06-24,8,0,32,62,39,False
2017-06-25,10,0,31,66,43,False
2017-06-26,9,0,30,61,41,False
2017-06-27,10,0,29,61,41,False
2017-06-28,11,0,28,62,39,False
2017-06-29,10,0,29,58,39,False
2017-06-30,10,0,29,59,37,False
2017-07-01,9,0,30,63,38,False
2017-07-02,10,0,29,64,44,False
2017-07-03,9,0,26,62,40,False
2017-07-04,9,0,27,60,40,False
2017-07-05,10,0,27,58,40,False
2017-07-06,11,0,29,63,42,False
2017-07-07,10,0,30,67,39,False
2017-07-08,10,0,32,85,43,False
2017-07-09,10,0,30,78,44,False
2017-07-10,10,0,29,76,43,False
2017-07-11,10,0,33,67,40,False
2017-07-12,10,0,29,75,42,False
2017-07-13,10,0,27,73,39,False
2017-07-14,9,0,29,73,37,False
2017-07-15,9,0,31,82,40,False
2017-07-16,9,0,29,87,44,False
2017-07-17,10,0,30,78,41,False
2017-07-18,10,0,29,67,40,False
2017-07-19,11,0,31,68,40,False
2017-07-20,10,0,29,81,38,False
2017-07-21,9,0,30,76,38,False
2017-07-22,9,0,32,73,41,False
2017-07-23,9,0,30,94,45,False
2017-07-24,9,0,30,79,42,False
2017-07-25,11,0,29,64,40,False
2017-07-26,11,0,29,72,41,False
2017-07-27,11,0,30,92,38,False
2017-07-28,9,0,29,62,39,False
2017-07-29,9,0,31,64,38,False
2017-07-30,9,0,30,63,43,False
2017-07-31,10,0,29,60,39,False
2017-08-01,10,0,29,59,40,False
2017-08-02,10,0,31,61,39,False
2017-08-03,10,0,31,59,39,False
2017-08-04,9,0,29,59,38,False
2017-08-05,9,0,29,61,39,False
2017-08-06,10,0,30,65,42,False
2017-08-07,10,0,30,61,40,False
2017-08-08,11,0,30,60,40,False
2017-08-09,11,0,30,61,40,False
2017-08-10,10,0,30,62,40,False
2017-08-11,9,0,29,62,37,False
2017-08-12,9,0,31,66,39,False
2017-08-13,9,0,29,63,42,False
2017-08-14,9,0,29,57,39,False
2017-08-15,9,0,29,59,39,False
2017-08-16,9,0,27,58,39,False
2017-08-17,9,0,28,59,37,False
2017-08-18,8,0,28,59,37,False
2017-08-19,8,0,30,65,39,False
2017-08-20,8,0,29,63,41,False
2017-08-21,8,0,23,52,36,False
2017-08-22,10,0,28,57,39,False
2017-08-23,9,0,28,57,38,False
2017-08-24,8,0,28,58,38,False
2017-08-25,9,0,26,57,37,False
2017-08-26,9,0,27,61,37,False
2017-08-27,8,0,26,61,38,False
2017-08-28,9,0,26,60,37,False
2017-08-29,10,0,26,60,37,False
2017-08-30,10,0,27,57,38,False
2017-08-31,9,0,27,58,38,False
2017-09-01,8,0,26,59,36,False
2017-09-02,8,0,28,65,39,False
2017-09-03,8,0,28,65,42,False
2017-09-04,9,0,28,66,43,False
2017-09-05,10,0,26,58,40,False
2017-09-06,9,0,25,52,39,False
2017-09-07,9,0,26,55,38,False
2017-09-08,9,0,25,52,35,False
2017-09-09,8,0,27,58,37,False
2017-09-10,8,0,24,55,42,False
2017-09-11,9,0,26,55,38,False
2017-09-12,10,0,25,56,38,False
2017-09-13,9,0,27,58,40,False
2017-09-14,9,0,28,58,39,False
2017-09-15,9,0,30,59,38,False
2017-09-16,9,0,31,66,42,False
2017-09-17,10,0,29,63,45,False
2017-09-18,10,0,29,59,39,False
2017-09-19,11,0,30,56,39,False
2017-09-20,11,0,30,59,39,False
2017-09-21,9,0,28,58,39,False
2017-09-22,10,0,28,62,37,False
2017-09-23,9,0,29,68,37,False
2017-09-24,9,0,29,66,44,False
2017-09-25,10,0,27,64,42,False
2017-09-26,11,0,28,59,42,False
2017-09-27,11,0,28,58,40,False
2017-09-28,10,0,29,59,42,False
2017-09-29,9,0,28,59,36,False
2017-09-30,8,0,29,68,39,False
2017-10-01,9,0,29,62,46,False
2017-10-02,10,0,26,60,38,False
2017-10-03,10,0,29,61,40,False
2017-10-04,10,0,29,57,40,False
2017-10-05,10,0,30,59,41,False
2017-10-06,9,0,29,57,37,False
2017-10-07,8,0,31,63,40,False
2017-10-08,9,0,30,65,43,False
2017-10-09,10,0,29,60,41,False
2017-10-10,10,0,31,62,39,False
2017-10-11,9,0,29,59,39,False
2017-10-12,10,0,30,62,40,False
2017-10-13,9,0,30,63,37,False
2017-10-14,9,0,31,71,38,False
2017-10-15,9,0,31,66,41,False
2017-10-16,11,0,31,62,40,False
2017-10-17,11,0,31,61,42,False
2017-10-18,10,0,29,62,40,False
2017-10-19,10,0,31,65,40,False
2017-10-20,9,0,30,62,36,False
2017-10-21,9,0,32,72,39,False
2017-10-22,8,0,31,66,43,False
2017-10-23,11,0,31,64,41,False
2017-10-24,11,0,32,65,41,False
2017-10-25,11,0,31,62,41,False
2017-10-26,10,0,30,59,38,False
2017-10-27,9,0,31,58,38,False
2017-10-28,8,0,33,66,38,False
2017-10-29,9,0,33,61,42,False
2017-10-30,9,0,30,56,40,False
2017-10-31,9,0,31,54,39,False
2017-11-01,10,0,32,54,39,False
2017-11-02,10,0,33,58,39,False
2017-11-03,10,0,35,58,38,False
2017-11-04,10,0,37,64,37,False
2017-11-05,13,0,39,62,43,False
2017-11-06,10,0,37,60,43,False
2017-11-07,10,0,38,59,48,False
2017-11-08,10,0,38,62,40,False
2017-11-09,10,0,39,60,40,False
2017-11-10,9,0,40,62,38,False
2017-11-11,8,0,42,65,41,False
2017-11-12,9,0,43,69,44,False
2017-11-13,11,0,42,63,41,False
2017-11-14,11,0,45,63,41,False
2017-11-15,10,0,48,63,41,False
2017-11-16,10,0,46,62,39,False
2017-11-17,10,0,45,59,37,False
2017-11-18,8,0,50,73,39,False
2017-11-19,9,0,52,69,39,False
2017-11-20,10,0,53,66,39,False
2017-11-21,9,0,52,65,38,False
2017-11-22,8,0,52,63,37,False
2017-11-23,6,0,50,64,41,False
2017-11-24,7,0,65,75,39,False
2017-11-25,8,0,66,79,43,False
2017-11-26,9,0,68,76,44,False
2017-11-27,10,0,69,74,42,False
2017-11-28,10,0,67,68,40,False
2017-11-29,11,0,62,66,42,False
2017-11-30,10,0,63,65,41,False
2017-12-01,9,0,66,64,39,False
2017-12-02,8,0,73,73,38,False
2017-12-03,9,0,81,73,44,False
2017-12-04,10,0,76,65,41,False
2017-12-05,10,0,77,64,42,False
2017-12-06,10,0,80,66,40,False
2017-12-07,10,0,79,66,41,False
2017-12-08,9,0,80,65,39,False
2017-12-09,8,0,92,72,41,False
2017-12-10,9,0,100,77,47,False
2017-12-11,10,0,93,67,42,False
2017-12-12,10,0,98,67,42,False
2017-12-13,11,0,100,68,43,False
