date,backward,backwardness,broke,cheap,colony,isPartial
2013-09-26,1,0,6,81,8,False
2013-09-27,0,0,6,82,7,False
2013-09-28,0,0,6,85,5,False
2013-09-29,1,0,6,90,6,False
2013-09-30,1,0,5,83,8,False
2013-10-01,1,0,7,82,7,False
2013-10-02,1,0,5,84,7,False
2013-10-03,0,0,6,82,7,False
2013-10-04,0,0,5,80,7,False
2013-10-05,0,0,6,87,5,False
2013-10-06,1,0,7,93,5,False
2013-10-07,1,0,6,85,7,False
2013-10-08,1,0,9,88,6,False
2013-10-09,1,0,6,82,7,False
2013-10-10,1,0,6,81,6,False
2013-10-11,0,0,6,79,6,False
2013-10-12,1,0,6,86,4,False
2013-10-13,1,0,7,85,5,False
2013-10-14,1,0,6,85,7,False
2013-10-15,1,0,9,82,9,False
2013-10-16,0,0,6,80,8,False
2013-10-17,1,0,5,82,7,False
2013-10-18,1,0,6,84,7,False
2013-10-19,1,0,6,87,7,False
2013-10-20,1,0,7,89,6,False
2013-10-21,0,0,7,86,6,False
2013-10-22,1,0,8,90,6,False
2013-10-23,1,0,6,84,6,False
2013-10-24,1,0,6,84,6,False
2013-10-25,0,0,6,82,6,False
2013-10-26,0,0,7,86,6,False
2013-10-27,1,0,7,87,5,False
2013-10-28,1,0,6,83,7,False
2013-10-29,1,0,8,84,8,False
2013-10-30,1,0,6,81,7,False
2013-10-31,1,0,6,73,6,False
2013-11-01,1,0,6,73,6,False
2013-11-02,0,0,7,83,5,False
2013-11-03,1,0,6,91,6,False
2013-11-04,1,0,6,79,6,False
2013-11-05,1,0,8,82,6,False
2013-11-06,0,0,6,81,6,False
2013-11-07,1,0,6,82,6,False
2013-11-08,0,0,6,80,6,False
2013-11-09,1,0,6,85,5,False
2013-11-10,0,0,7,89,5,False
2013-11-11,1,0,6,86,6,False
2013-11-12,1,0,8,82,6,False
2013-11-13,1,0,6,83,6,False
2013-11-14,1,0,6,80,6,False
2013-11-15,0,0,5,77,6,False
2013-11-16,1,0,6,91,5,False
2013-11-17,1,0,7,90,5,False
2013-11-18,0,0,6,83,5,False
2013-11-19,1,0,8,82,6,False
