date,advantage,affluence,affluent,afloat,allowance,isPartial
2012-05-06,58,0,2,1,13,False
2012-05-07,82,1,1,0,10,False
2012-05-08,79,1,2,1,12,False
2012-05-09,79,1,1,1,12,False
2012-05-10,81,1,2,1,16,False
2012-05-11,77,0,1,1,12,False
2012-05-12,51,1,1,1,10,False
2012-05-13,47,0,1,1,12,False
2012-05-14,81,1,2,1,15,False
2012-05-15,82,1,1,1,14,False
2012-05-16,76,1,2,0,15,False
2012-05-17,80,0,1,1,14,False
2012-05-18,74,0,2,1,18,False
2012-05-19,52,1,1,1,7,False
2012-05-20,54,1,2,1,15,False
2012-05-21,79,0,1,1,14,False
2012-05-22,74,0,3,2,17,False
2012-05-23,81,1,1,0,12,False
2012-05-24,75,0,2,0,11,False
2012-05-25,67,1,1,0,14,False
2012-05-26,53,1,1,1,10,False
2012-05-27,49,0,1,2,11,False
2012-05-28,56,1,2,0,15,False
2012-05-29,89,0,2,1,14,False
2012-05-30,82,0,2,0,19,False
2012-05-31,76,0,3,0,15,False
2012-06-01,80,0,1,0,13,False
2012-06-02,54,0,1,0,14,False
2012-06-03,57,0,2,0,12,False
2012-06-04,77,0,2,1,13,False
2012-06-05,82,1,1,1,15,False
2012-06-06,77,1,0,1,16,False
2012-06-07,80,0,1,1,18,False
2012-06-08,69,1,1,0,16,False
2012-06-09,62,0,1,1,12,False
2012-06-10,61,0,2,2,16,False
2012-06-11,77,0,2,1,13,False
2012-06-12,78,0,1,1,18,False
2012-06-13,79,1,1,0,16,False
2012-06-14,87,0,1,0,11,False
2012-06-15,73,0,2,1,14,False
2012-06-16,52,1,2,1,12,False
2012-06-17,51,1,1,1,10,False
2012-06-18,78,0,1,1,16,False
2012-06-19,81,0,1,1,14,False
2012-06-20,82,0,1,1,14,False
2012-06-21,81,0,1,1,14,False
2012-06-22,71,1,2,1,13,False
2012-06-23,53,0,1,0,13,False
2012-06-24,59,0,1,1,13,False
2012-06-25,73,0,2,0,15,False
2012-06-26,81,0,1,1,16,False
2012-06-27,73,1,2,0,13,False
2012-06-28,75,0,1,1,14,False
2012-06-29,72,1,1,1,12,False
2012-06-30,62,0,1,1,10,False
2012-07-01,52,0,2,0,14,False
2012-07-02,75,0,1,1,15,False
2012-07-03,68,0,2,0,13,False
2012-07-04,49,0,1,0,10,False
2012-07-05,74,0,2,1,14,False
2012-07-06,73,0,2,0,13,False
2012-07-07,56,0,1,1,13,False
2012-07-08,58,1,0,1,12,False
2012-07-09,78,1,1,1,13,False
2012-07-10,76,0,1,0,15,False
2012-07-11,91,1,2,0,16,False
2012-07-12,78,0,1,1,16,False
2012-07-13,80,0,1,1,13,False
2012-07-14,59,0,0,0,10,False
2012-07-15,62,1,1,2,13,False
2012-07-16,86,0,2,1,14,False
2012-07-17,78,0,2,1,14,False
2012-07-18,82,1,2,1,15,False
2012-07-19,76,1,3,0,11,False
2012-07-20,74,1,1,1,13,False
2012-07-21,59,1,1,1,12,False
2012-07-22,64,0,1,1,12,False
2012-07-23,74,1,1,1,16,False
2012-07-24,77,1,2,1,12,False
2012-07-25,79,1,3,1,17,False
2012-07-26,77,0,2,0,13,False
2012-07-27,75,0,0,1,15,False
2012-07-28,55,0,1,1,13,False
2012-07-29,53,0,1,1,9,False
2012-07-30,78,1,2,1,17,False
2012-07-31,86,0,1,1,15,False
2012-08-01,80,0,1,1,14,False
2012-08-02,73,1,2,0,14,False
2012-08-03,70,0,3,1,13,False
2012-08-04,64,0,2,0,10,False
2012-08-05,55,0,1,0,11,False
2012-08-06,78,0,2,0,11,False
2012-08-07,81,0,2,1,16,False
2012-08-08,81,0,1,1,10,False
2012-08-09,79,0,2,0,14,False
2012-08-10,71,0,1,0,11,False
2012-08-11,57,0,1,1,9,False
2012-08-12,47,0,1,0,15,False
2012-08-13,77,0,1,1,13,False
2012-08-14,88,0,1,0,13,False
2012-08-15,85,1,2,1,14,False
2012-08-16,81,1,2,1,18,False
2012-08-17,84,0,1,0,14,False
2012-08-18,63,0,1,1,8,False
2012-08-19,54,0,1,1,12,False
2012-08-20,83,0,2,1,16,False
2012-08-21,77,0,1,1,14,False
2012-08-22,82,0,1,1,14,False
2012-08-23,88,1,2,1,15,False
2012-08-24,68,0,1,0,13,False
2012-08-25,59,0,2,0,11,False
2012-08-26,53,1,0,0,10,False
2012-08-27,81,0,2,1,12,False
2012-08-28,89,0,2,1,10,False
2012-08-29,86,0,1,0,17,False
2012-08-30,86,1,2,1,12,False
2012-08-31,83,0,2,1,11,False
2012-09-01,55,0,1,0,9,False
2012-09-02,50,0,2,1,8,False
2012-09-03,62,0,1,0,11,False
2012-09-04,86,1,1,1,13,False
2012-09-05,88,1,3,1,15,False
2012-09-06,82,1,2,1,14,False
2012-09-07,75,2,3,1,12,False
2012-09-08,61,0,1,1,9,False
2012-09-09,57,1,2,0,10,False
2012-09-10,86,1,3,1,13,False
2012-09-11,95,1,3,1,14,False
2012-09-12,86,1,2,1,15,False
2012-09-13,97,1,2,1,12,False
2012-09-14,81,1,2,2,11,False
2012-09-15,55,0,2,2,9,False
2012-09-16,52,1,2,1,11,False
2012-09-17,86,1,2,1,13,False
2012-09-18,89,1,2,1,13,False
2012-09-19,92,0,4,1,15,False
2012-09-20,88,0,3,1,13,False
2012-09-21,82,0,2,1,13,False
2012-09-22,59,0,2,1,9,False
2012-09-23,58,0,2,1,8,False
2012-09-24,84,1,2,0,16,False
2012-09-25,91,0,3,1,12,False
2012-09-26,100,1,2,1,14,False
2012-09-27,88,1,2,1,12,False
2012-09-28,82,1,2,1,11,False
2012-09-29,62,0,1,1,10,False
2012-09-30,63,0,2,1,9,False
2012-10-01,91,0,2,1,13,False
2012-10-02,89,0,2,1,13,False
2012-10-03,97,1,4,0,18,False
2012-10-04,93,1,3,0,13,False
2012-10-05,73,1,1,1,12,False
2012-10-06,65,0,2,0,11,False
2012-10-07,60,0,1,0,10,False
2012-10-08,94,1,2,1,11,False
2012-10-09,88,1,2,1,15,False
2012-10-10,80,1,2,1,10,False
2012-10-11,85,1,2,1,14,False
2012-10-12,84,1,2,1,12,False
2012-10-13,60,1,1,1,8,False
2012-10-14,53,0,1,0,11,False
2012-10-15,85,1,1,1,14,False
2012-10-16,93,0,2,0,11,False
2012-10-17,83,1,3,1,14,False
2012-10-18,85,1,3,1,13,False
2012-10-19,78,1,1,1,14,False
2012-10-20,54,0,0,1,9,False
2012-10-21,54,0,1,1,10,False
2012-10-22,89,1,1,1,13,False
2012-10-23,81,2,2,1,15,False
2012-10-24,90,1,2,1,14,False
2012-10-25,87,1,2,0,12,False
2012-10-26,71,1,3,1,12,False
2012-10-27,53,1,1,1,9,False
2012-10-28,54,1,0,1,9,False
2012-10-29,78,1,2,1,15,False
2012-10-30,78,1,1,1,14,False
2012-10-31,80,0,2,1,12,False
2012-11-01,79,1,4,0,14,False
2012-11-02,78,1,1,1,12,False
2012-11-03,54,0,1,1,9,False
2012-11-04,54,1,1,1,10,False
2012-11-05,85,1,2,1,15,False
2012-11-06,80,1,2,0,13,False
2012-11-07,70,1,2,1,12,False
2012-11-08,78,1,2,0,12,False
2012-11-09,73,1,2,1,11,False
2012-11-10,57,1,1,0,11,False
2012-11-11,52,1,2,0,9,False
2012-11-12,83,1,2,1,12,False
2012-11-13,76,1,2,1,14,False
2012-11-14,88,0,1,0,16,False
2012-11-15,83,2,2,1,12,False
2012-11-16,77,0,2,0,11,False
2012-11-17,53,1,0,0,10,False
2012-11-18,52,0,2,0,10,False
2012-11-19,79,1,2,0,14,False
2012-11-20,78,1,2,1,12,False
2012-11-21,71,0,2,0,11,False
2012-11-22,41,0,1,0,10,False
2012-11-23,52,0,0,0,7,False
2012-11-24,51,1,1,1,8,False
2012-11-25,53,1,2,0,12,False
2012-11-26,83,1,1,0,10,False
2012-11-27,87,1,2,0,13,False
2012-11-28,99,1,2,0,12,False
2012-11-29,91,1,2,1,14,False
2012-11-30,85,0,2,0,11,False
2012-12-01,55,0,2,1,8,False
2012-12-02,57,2,1,0,8,False
2012-12-03,85,1,1,1,14,False
2012-12-04,93,1,2,0,11,False
2012-12-05,95,1,2,0,13,False
2012-12-06,92,1,2,1,13,False
2012-12-07,83,1,1,1,12,False
2012-12-08,64,1,1,1,11,False
2012-12-09,54,1,0,0,12,False
2012-12-10,82,1,2,1,13,False
2012-12-11,79,1,3,1,14,False
2012-12-12,81,1,2,1,14,False
2012-12-13,86,1,1,0,13,False
2012-12-14,61,1,1,0,8,False
2012-12-15,45,0,3,1,11,False
2012-12-16,49,0,1,0,12,False
2012-12-17,75,1,2,1,11,False
2012-12-18,76,1,1,0,14,False
2012-12-19,73,0,2,1,15,False
2012-12-20,63,0,2,1,12,False
2012-12-21,65,0,1,0,10,False
2012-12-22,45,0,0,0,8,False
2012-12-23,39,0,1,0,10,False
2012-12-24,41,1,1,0,8,False
2012-12-25,28,0,0,0,8,False
2012-12-26,56,0,0,0,9,False
2012-12-27,58,0,2,0,13,False
2012-12-28,63,0,1,0,12,False
2012-12-29,52,1,1,0,11,False
2012-12-30,48,0,0,1,9,False
2012-12-31,56,0,1,1,9,False
2013-01-01,42,1,1,0,11,False
2013-01-02,73,0,1,0,15,False
2013-01-03,74,1,1,1,14,False
2013-01-04,77,0,2,0,17,False
