date,hustle,hustler,inflation,jobless,laid,isPartial
2010-12-15,23,30,63,4,34,False
2010-12-16,14,34,53,3,25,False
2010-12-17,29,30,60,7,32,False
2010-12-18,16,24,49,5,37,False
2010-12-19,22,47,34,5,21,False
2010-12-20,17,35,39,4,33,False
2010-12-21,19,38,46,1,32,False
2010-12-22,19,38,23,1,27,False
2010-12-23,21,30,28,5,27,False
2010-12-24,17,48,21,1,30,False
2010-12-25,26,35,31,1,20,False
2010-12-26,25,45,23,0,39,False
2010-12-27,38,40,38,5,35,False
2010-12-28,20,31,41,1,31,False
2010-12-29,25,48,38,1,29,False
2010-12-30,22,42,40,6,34,False
2010-12-31,21,33,31,3,30,False
2011-01-01,30,41,30,1,37,False
2011-01-02,58,49,37,2,31,False
2011-01-03,26,45,42,2,32,False
2011-01-04,25,42,54,2,24,False
2011-01-05,21,38,51,4,41,False
2011-01-06,26,38,47,8,26,False
2011-01-07,19,38,50,5,29,False
2011-01-08,32,40,45,4,34,False
2011-01-09,26,39,47,1,29,False
2011-01-10,22,51,50,2,35,False
2011-01-11,21,28,39,1,27,False
2011-01-12,20,34,57,2,40,False
2011-01-13,31,41,63,10,33,False
2011-01-14,32,36,67,1,30,False
2011-01-15,19,47,44,1,30,False
2011-01-16,31,41,49,1,31,False
2011-01-17,29,41,45,4,32,False
2011-01-18,15,35,57,1,33,False
2011-01-19,39,43,50,2,35,False
2011-01-20,42,42,72,7,39,False
2011-01-21,37,36,50,3,30,False
2011-01-22,36,37,49,1,42,False
2011-01-23,39,42,49,1,38,False
2011-01-24,27,40,60,1,33,False
2011-01-25,30,32,61,2,42,False
2011-01-26,27,36,61,4,32,False
2011-01-27,34,44,55,4,38,False
2011-01-28,39,32,56,2,27,False
2011-01-29,40,42,39,1,31,False
2011-01-30,43,45,52,0,34,False
2011-01-31,32,38,58,3,33,False
2011-02-01,35,36,72,1,35,False
2011-02-02,30,36,49,2,32,False
2011-02-03,25,30,47,4,37,False
2011-02-04,31,37,56,4,39,False
2011-02-05,33,46,49,2,29,False
2011-02-06,38,44,49,2,33,False
2011-02-07,29,39,66,2,33,False
2011-02-08,31,40,77,5,35,False
2011-02-09,31,36,75,5,34,False
2011-02-10,28,39,61,5,45,False
2011-02-11,40,29,67,1,40,False
2011-02-12,42,45,52,0,44,False
2011-02-13,49,39,55,4,34,False
2011-02-14,34,33,69,2,36,False
2011-02-15,32,36,72,4,31,False
2011-02-16,34,29,56,1,36,False
2011-02-17,37,36,77,3,42,False
2011-02-18,34,31,68,5,38,False
2011-02-19,36,34,48,2,33,False
2011-02-20,59,45,61,4,32,False
2011-02-21,42,35,58,3,35,False
2011-02-22,32,28,76,3,42,False
2011-02-23,48,36,67,2,37,False
2011-02-24,39,25,67,4,39,False
2011-02-25,52,37,51,1,36,False
2011-02-26,48,44,46,1,51,False
2011-02-27,73,40,55,1,29,False
2011-02-28,47,31,76,1,32,False
2011-03-01,49,32,58,1,34,False
2011-03-02,37,26,57,3,33,False
2011-03-03,36,34,69,8,43,False
2011-03-04,46,31,51,6,43,False
2011-03-05,47,41,43,5,25,False
2011-03-06,55,44,50,2,37,False
2011-03-07,43,36,63,4,29,False
2011-03-08,47,34,70,3,30,False
2011-03-09,40,26,62,3,31,False
2011-03-10,42,41,60,7,39,False
2011-03-11,40,38,61,3,26,False
2011-03-12,51,50,39,1,25,False
2011-03-13,38,50,49,2,36,False
2011-03-14,43,30,49,2,30,False
2011-03-15,39,46,55,1,34,False
2011-03-16,45,38,73,1,40,False
2011-03-17,53,37,64,2,32,False
2011-03-18,46,40,47,2,31,False
2011-03-19,62,41,43,2,36,False
2011-03-20,51,38,47,1,29,False
2011-03-21,52,35,61,0,33,False
2011-03-22,49,32,56,2,44,False
2011-03-23,44,35,54,3,33,False
2011-03-24,55,37,57,4,33,False
2011-03-25,55,42,60,3,42,False
2011-03-26,58,36,37,2,30,False
2011-03-27,50,36,54,1,43,False
2011-03-28,43,43,59,2,36,False
2011-03-29,48,34,59,3,36,False
2011-03-30,50,41,64,3,40,False
2011-03-31,56,41,80,1,35,False
2011-04-01,38,37,62,3,37,False
2011-04-02,44,37,49,1,34,False
2011-04-03,39,39,60,3,34,False
2011-04-04,41,35,67,1,35,False
2011-04-05,38,39,69,3,31,False
2011-04-06,50,34,60,3,43,False
2011-04-07,53,37,66,5,39,False
2011-04-08,56,51,58,2,34,False
2011-04-09,58,45,59,2,40,False
2011-04-10,50,43,58,3,40,False
2011-04-11,53,30,73,3,35,False
2011-04-12,47,30,91,2,33,False
2011-04-13,52,36,71,2,39,False
2011-04-14,49,34,75,4,30,False
2011-04-15,46,38,76,2,40,False
2011-04-16,62,50,52,4,40,False
2011-04-17,54,43,48,0,35,False
2011-04-18,37,33,74,3,37,False
2011-04-19,50,40,71,2,35,False
2011-04-20,40,42,74,3,35,False
2011-04-21,48,39,80,4,31,False
2011-04-22,45,33,58,4,33,False
2011-04-23,51,47,49,0,43,False
2011-04-24,46,40,61,2,45,False
2011-04-25,38,43,84,1,38,False
2011-04-26,50,43,79,1,37,False
2011-04-27,47,37,84,2,34,False
2011-04-28,47,36,87,4,39,False
2011-04-29,41,30,61,3,35,False
2011-04-30,56,39,55,1,41,False
2011-05-01,67,45,54,1,38,False
2011-05-02,44,36,64,1,41,False
2011-05-03,47,37,80,3,35,False
2011-05-04,44,29,68,3,38,False
2011-05-05,53,36,73,9,36,False
2011-05-06,41,38,60,7,35,False
2011-05-07,49,36,45,3,35,False
2011-05-08,59,54,53,3,38,False
2011-05-09,46,33,71,3,28,False
2011-05-10,39,49,57,1,42,False
2011-05-11,56,44,65,2,36,False
2011-05-12,66,35,62,4,32,False
2011-05-13,62,40,54,2,43,False
2011-05-14,50,47,48,2,46,False
2011-05-15,57,50,52,1,42,False
2011-05-16,40,40,59,2,33,False
2011-05-17,51,44,52,1,41,False
