date,blackmail,bribe,bum,commoner,corrupt,isPartial
2007-06-24,0,3,15,0,19,False
2007-06-25,1,3,15,0,18,False
2007-06-26,2,0,20,0,31,False
2007-06-27,3,1,18,1,26,False
2007-06-28,0,1,23,0,27,False
2007-06-29,1,0,14,0,23,False
2007-06-30,3,0,29,0,22,False
2007-07-01,2,0,12,2,12,False
2007-07-02,1,1,16,0,25,False
2007-07-03,5,2,20,1,33,False
2007-07-04,2,2,19,2,28,False
2007-07-05,1,0,22,0,23,False
2007-07-06,19,2,16,0,27,False
2007-07-07,10,3,8,0,18,False
2007-07-08,8,2,26,0,15,False
2007-07-09,17,2,13,1,21,False
2007-07-10,15,2,17,0,27,False
2007-07-11,7,1,19,0,27,False
2007-07-12,100,2,22,16,25,False
2007-07-13,29,1,16,3,31,False
2007-07-14,16,0,23,2,23,False
2007-07-15,8,8,17,0,18,False
2007-07-16,8,1,18,2,36,False
2007-07-17,1,3,11,4,39,False
2007-07-18,3,0,19,0,14,False
2007-07-19,3,1,10,3,27,False
2007-07-20,9,1,18,1,17,False
2007-07-21,0,2,18,0,28,False
2007-07-22,0,0,22,0,17,False
2007-07-23,2,0,18,1,25,False
2007-07-24,1,6,17,0,23,False
2007-07-25,3,2,12,1,23,False
2007-07-26,1,1,17,0,21,False
2007-07-27,0,1,21,0,29,False
2007-07-28,3,2,18,0,14,False
2007-07-29,5,0,15,0,19,False
2007-07-30,4,2,22,0,21,False
2007-07-31,1,3,22,0,21,False
2007-08-01,3,3,15,0,29,False
2007-08-02,4,1,22,0,19,False
2007-08-03,0,0,10,0,15,False
2007-08-04,2,2,21,0,23,False
2007-08-05,2,2,23,0,25,False
2007-08-06,1,1,14,1,27,False
2007-08-07,0,2,21,0,29,False
2007-08-08,6,1,19,0,25,False
2007-08-09,2,2,22,0,15,False
2007-08-10,0,1,13,0,21,False
2007-08-11,0,2,24,0,16,False
2007-08-12,2,0,16,0,19,False
2007-08-13,4,1,20,2,22,False
2007-08-14,3,2,19,0,25,False
2007-08-15,3,3,18,0,20,False
2007-08-16,0,2,14,0,24,False
2007-08-17,1,1,19,2,26,False
2007-08-18,3,0,9,0,25,False
2007-08-19,5,0,19,0,22,False
2007-08-20,2,1,14,0,26,False
2007-08-21,1,2,13,2,20,False
2007-08-22,2,1,19,0,24,False
2007-08-23,3,1,12,0,22,False
2007-08-24,4,0,16,0,19,False
2007-08-25,3,3,21,2,11,False
2007-08-26,2,3,21,0,17,False
2007-08-27,2,1,17,1,23,False
2007-08-28,1,0,20,0,20,False
2007-08-29,1,0,15,2,24,False
2007-08-30,4,1,10,1,19,False
2007-08-31,2,1,11,1,24,False
2007-09-01,2,2,17,0,14,False
2007-09-02,3,2,25,0,21,False
2007-09-03,0,0,21,0,18,False
2007-09-04,1,1,22,0,19,False
2007-09-05,0,2,14,0,26,False
2007-09-06,2,3,17,1,28,False
2007-09-07,1,3,18,0,25,False
2007-09-08,1,6,21,0,19,False
2007-09-09,6,3,13,1,18,False
2007-09-10,5,1,14,0,19,False
2007-09-11,1,0,15,1,26,False
2007-09-12,0,2,18,2,32,False
2007-09-13,4,0,18,0,26,False
2007-09-14,3,1,19,0,20,False
2007-09-15,7,0,17,1,36,False
2007-09-16,3,1,17,3,13,False
2007-09-17,0,3,15,1,26,False
2007-09-18,1,2,22,0,16,False
2007-09-19,1,0,10,2,27,False
2007-09-20,1,2,12,1,13,False
2007-09-21,0,1,20,1,23,False
2007-09-22,0,1,14,0,13,False
2007-09-23,1,1,14,0,27,False
2007-09-24,2,1,11,0,24,False
2007-09-25,3,2,10,1,31,False
2007-09-26,4,4,8,0,24,False
2007-09-27,0,3,17,0,28,False
2007-09-28,0,0,11,0,22,False
2007-09-29,0,3,18,0,10,False
2007-09-30,3,3,9,0,21,False
2007-10-01,1,5,13,0,20,False
2007-10-02,3,4,16,0,31,False
2007-10-03,3,1,11,0,26,False
2007-10-04,2,1,14,0,19,False
2007-10-05,3,2,24,1,20,False
2007-10-06,0,1,12,0,23,False
2007-10-07,7,1,20,0,24,False
2007-10-08,0,4,22,1,19,False
2007-10-09,3,2,18,0,23,False
2007-10-10,2,1,18,1,32,False
2007-10-11,0,2,14,1,26,False
2007-10-12,1,1,12,1,15,False
2007-10-13,0,1,12,0,22,False
2007-10-14,1,7,19,0,19,False
2007-10-15,1,0,17,2,27,False
2007-10-16,2,4,10,0,24,False
2007-10-17,2,2,22,4,32,False
2007-10-18,2,2,18,0,28,False
2007-10-19,6,3,15,0,20,False
2007-10-20,0,4,17,1,16,False
2007-10-21,3,3,21,1,28,False
2007-10-22,2,2,10,2,16,False
2007-10-23,5,3,18,1,21,False
2007-10-24,2,3,24,2,23,False
2007-10-25,1,2,20,0,24,False
2007-10-26,3,0,11,0,30,False
2007-10-27,0,1,18,0,18,False
2007-10-28,21,3,17,1,37,False
2007-10-29,24,4,17,0,17,False
2007-10-30,73,1,13,1,21,False
2007-10-31,23,6,15,0,22,False
2007-11-01,6,0,17,1,19,False
2007-11-02,2,0,17,1,31,False
2007-11-03,3,0,14,0,33,False
2007-11-04,1,4,24,0,26,False
2007-11-05,2,0,16,2,29,False
2007-11-06,3,2,17,3,36,False
2007-11-07,5,1,16,0,20,False
2007-11-08,1,1,30,2,24,False
2007-11-09,3,2,19,0,15,False
2007-11-10,4,0,19,0,26,False
2007-11-11,3,1,19,0,16,False
2007-11-12,4,2,17,1,26,False
2007-11-13,3,2,12,0,28,False
2007-11-14,3,3,16,0,24,False
2007-11-15,3,1,16,0,31,False
2007-11-16,4,3,17,0,27,False
2007-11-17,4,0,21,0,21,False
2007-11-18,4,1,17,0,23,False
2007-11-19,4,0,20,0,23,False
2007-11-20,0,3,15,0,25,False
2007-11-21,1,1,16,0,23,False
2007-11-22,3,0,17,0,17,False
2007-11-23,4,1,20,0,20,False
2007-11-24,3,0,14,0,15,False
2007-11-25,5,3,13,0,18,False
2007-11-26,4,3,17,2,28,False
2007-11-27,7,3,17,0,18,False
2007-11-28,4,1,20,1,31,False
2007-11-29,0,3,17,0,21,False
2007-11-30,3,2,19,0,29,False
2007-12-01,2,0,12,0,19,False
2007-12-02,5,0,19,0,17,False
2007-12-03,0,1,17,1,19,False
2007-12-04,0,1,22,2,28,False
2007-12-05,0,3,15,0,26,False
2007-12-06,2,3,14,0,24,False
2007-12-07,4,2,16,1,21,False
2007-12-08,1,4,20,1,20,False
2007-12-09,1,1,14,0,21,False
2007-12-10,3,3,16,0,20,False
2007-12-11,2,1,16,0,23,False
2007-12-12,2,3,20,1,26,False
2007-12-13,4,0,19,0,22,False
2007-12-14,1,3,24,1,25,False
2007-12-15,0,1,11,1,18,False
2007-12-16,3,0,22,0,13,False
2007-12-17,3,4,15,1,16,False
2007-12-18,5,4,13,0,32,False
2007-12-19,1,0,14,0,18,False
2007-12-20,3,2,17,0,25,False
2007-12-21,3,0,17,0,18,False
2007-12-22,3,3,16,0,26,False
2007-12-23,0,3,23,0,8,False
2007-12-24,1,1,24,1,19,False
2007-12-25,0,4,23,2,22,False
2007-12-26,1,1,22,1,33,False
2007-12-27,2,0,17,1,22,False
2007-12-28,3,1,19,0,19,False
2007-12-29,5,1,22,0,26,False
2007-12-30,4,1,28,0,18,False
2007-12-31,2,0,18,1,27,False
2008-01-01,3,3,25,0,25,False
2008-01-02,2,1,19,0,27,False
2008-01-03,2,1,19,0,17,False
2008-01-04,2,4,18,0,30,False
2008-01-05,4,1,20,0,15,False
2008-01-06,3,3,20,0,32,False
2008-01-07,0,1,13,1,24,False
2008-01-08,3,6,17,0,23,False
2008-01-09,4,3,19,1,24,False
2008-01-10,8,1,11,1,34,False
2008-01-11,3,0,24,0,30,False
2008-01-12,1,6,18,0,21,False
2008-01-13,4,4,23,1,31,False
2008-01-14,3,1,20,0,27,False
2008-01-15,2,1,13,0,24,False
2008-01-16,3,1,13,0,26,False
2008-01-17,4,2,22,0,27,False
2008-01-18,3,1,23,1,26,False
2008-01-19,0,1,22,1,17,False
2008-01-20,2,1,31,2,12,False
2008-01-21,4,0,20,0,23,False
2008-01-22,2,1,23,1,23,False
2008-01-23,2,2,11,1,33,False
2008-01-24,4,2,16,1,27,False
2008-01-25,3,1,12,0,22,False
2008-01-26,3,1,14,0,25,False
2008-01-27,0,0,28,0,19,False
2008-01-28,2,2,15,1,23,False
2008-01-29,6,2,15,1,21,False
2008-01-30,2,2,16,1,29,False
2008-01-31,2,1,15,0,23,False
2008-02-01,1,3,19,1,28,False
2008-02-02,6,2,24,0,20,False
2008-02-03,1,1,27,1,22,False
2008-02-04,1,3,14,1,22,False
2008-02-05,5,1,11,0,26,False
2008-02-06,2,3,12,0,25,False
2008-02-07,0,0,19,0,25,False
2008-02-08,2,2,18,1,24,False
2008-02-09,2,1,12,0,28,False
2008-02-10,4,4,30,1,23,False
2008-02-11,2,2,12,2,16,False
2008-02-12,2,0,17,0,30,False
2008-02-13,3,0,15,0,24,False
2008-02-14,3,7,14,0,22,False
2008-02-15,2,2,20,1,29,False
2008-02-16,2,1,23,0,26,False
2008-02-17,1,0,14,2,25,False
2008-02-18,3,1,21,1,26,False
2008-02-19,3,2,21,0,28,False
2008-02-20,1,3,20,0,23,False
2008-02-21,1,2,10,1,24,False
2008-02-22,1,2,15,1,30,False
2008-02-23,1,1,28,0,16,False
2008-02-24,1,1,11,2,20,False
2008-02-25,1,2,20,0,22,False
2008-02-26,1,1,19,1,23,False
2008-02-27,1,0,23,2,17,False
2008-02-28,2,1,17,0,21,False
2008-02-29,2,3,14,2,15,False
2008-03-01,1,1,29,1,31,False
2008-03-02,1,1,21,1,28,False
2008-03-03,2,2,18,1,26,False
2008-03-04,1,4,16,1,22,False
2008-03-05,2,2,21,2,30,False
2008-03-06,2,1,20,0,29,False
2008-03-07,3,2,15,1,23,False
2008-03-08,3,3,25,0,20,False
2008-03-09,5,4,22,1,25,False
2008-03-10,3,2,20,1,24,False
2008-03-11,2,2,16,0,21,False
2008-03-12,2,2,15,0,22,False
2008-03-13,2,2,16,0,25,False
2008-03-14,3,2,20,0,22,False
2008-03-15,1,0,19,0,16,False
2008-03-16,9,0,20,0,31,False
2008-03-17,2,2,21,1,26,False
2008-03-18,3,2,15,0,26,False
2008-03-19,3,2,16,0,29,False
