date,advantage,affluence,affluent,afloat,allowance,isPartial
2005-09-21,74,0,0,3,8,False
2005-09-22,77,0,1,1,23,False
2005-09-23,68,0,1,1,14,False
2005-09-24,39,0,2,0,4,False
2005-09-25,64,0,0,0,9,False
2005-09-26,81,0,0,1,8,False
2005-09-27,75,1,3,0,14,False
2005-09-28,71,0,0,1,16,False
2005-09-29,70,0,2,0,12,False
2005-09-30,72,0,0,2,13,False
2005-10-01,52,0,0,2,5,False
2005-10-02,52,0,0,2,19,False
2005-10-03,95,1,1,1,17,False
2005-10-04,67,0,1,2,14,False
2005-10-05,71,1,2,0,8,False
2005-10-06,76,0,2,0,7,False
2005-10-07,59,0,0,0,7,False
2005-10-08,58,0,0,0,5,False
2005-10-09,60,2,0,2,14,False
2005-10-10,58,0,0,0,9,False
2005-10-11,68,0,1,1,12,False
2005-10-12,76,0,3,1,6,False
2005-10-13,73,0,0,1,15,False
2005-10-14,38,0,0,1,4,False
2005-10-15,69,0,2,2,9,False
2005-10-16,35,3,0,3,5,False
2005-10-17,66,1,0,0,14,False
2005-10-18,78,0,2,0,9,False
2005-10-19,65,0,2,1,10,False
2005-10-20,68,2,2,0,10,False
2005-10-21,64,0,1,0,12,False
2005-10-22,45,0,0,0,5,False
2005-10-23,61,2,0,0,15,False
2005-10-24,79,2,0,0,9,False
2005-10-25,57,0,2,1,24,False
2005-10-26,74,1,0,0,21,False
2005-10-27,71,0,0,0,11,False
2005-10-28,60,0,2,1,7,False
2005-10-29,43,0,2,0,5,False
2005-10-30,62,0,0,2,5,False
2005-10-31,60,0,0,0,9,False
2005-11-01,68,1,2,1,15,False
2005-11-02,72,0,0,0,7,False
2005-11-03,63,2,3,0,17,False
2005-11-04,59,0,1,1,6,False
2005-11-05,54,0,2,0,7,False
2005-11-06,50,2,3,2,10,False
2005-11-07,78,0,2,0,16,False
2005-11-08,77,0,0,1,10,False
2005-11-09,68,6,0,0,10,False
2005-11-10,58,0,0,0,7,False
2005-11-11,81,0,0,0,3,False
2005-11-12,50,0,2,0,8,False
2005-11-13,50,0,2,0,5,False
2005-11-14,72,0,1,0,9,False
2005-11-15,69,0,0,2,12,False
2005-11-16,76,0,1,1,10,False
2005-11-17,69,0,1,0,7,False
2005-11-18,71,0,2,0,9,False
2005-11-19,52,0,0,3,6,False
2005-11-20,52,2,2,0,6,False
2005-11-21,64,1,0,2,15,False
2005-11-22,54,1,1,0,8,False
2005-11-23,87,0,0,1,7,False
2005-11-24,38,0,0,0,12,False
2005-11-25,54,0,0,2,8,False
2005-11-26,46,0,0,0,5,False
2005-11-27,53,0,0,0,5,False
2005-11-28,75,2,1,0,8,False
2005-11-29,78,0,0,1,8,False
2005-11-30,71,1,3,0,13,False
2005-12-01,66,1,2,1,14,False
2005-12-02,70,0,1,1,7,False
2005-12-03,55,1,1,0,4,False
2005-12-04,50,0,4,1,7,False
2005-12-05,69,0,1,2,10,False
2005-12-06,74,0,2,0,12,False
2005-12-07,60,3,3,1,11,False
2005-12-08,65,0,2,1,16,False
2005-12-09,65,0,1,0,12,False
2005-12-10,52,0,1,0,9,False
2005-12-11,56,1,0,1,9,False
2005-12-12,73,0,1,1,9,False
2005-12-13,64,1,3,0,11,False
2005-12-14,70,1,1,1,7,False
2005-12-15,85,0,0,0,10,False
2005-12-16,61,0,2,0,8,False
2005-12-17,67,0,0,0,5,False
2005-12-18,39,0,0,0,5,False
2005-12-19,67,0,1,0,15,False
2005-12-20,67,0,1,0,11,False
2005-12-21,53,2,0,0,15,False
2005-12-22,66,0,0,0,17,False
2005-12-23,67,0,0,1,14,False
2005-12-24,53,0,0,0,13,False
2005-12-25,32,0,2,0,7,False
2005-12-26,60,0,0,2,3,False
2005-12-27,62,0,0,1,12,False
2005-12-28,65,0,0,1,12,False
2005-12-29,68,0,1,1,6,False
2005-12-30,66,0,2,0,20,False
2005-12-31,47,0,0,0,10,False
2006-01-01,47,0,6,0,11,False
2006-01-02,45,1,3,1,11,False
2006-01-03,71,0,0,1,14,False
2006-01-04,69,1,1,2,20,False
2006-01-05,66,0,0,2,12,False
2006-01-06,72,1,0,1,15,False
2006-01-07,58,0,3,0,10,False
2006-01-08,62,0,1,0,16,False
2006-01-09,61,1,0,0,16,False
2006-01-10,71,0,1,0,15,False
2006-01-11,83,1,2,0,16,False
2006-01-12,93,1,2,2,20,False
2006-01-13,55,0,0,0,10,False
2006-01-14,61,0,0,0,7,False
2006-01-15,57,1,0,0,7,False
2006-01-16,59,1,0,0,12,False
2006-01-17,75,0,0,0,15,False
2006-01-18,74,0,0,0,19,False
2006-01-19,90,0,1,0,11,False
2006-01-20,69,0,0,3,7,False
2006-01-21,65,0,0,0,11,False
2006-01-22,47,1,0,1,5,False
2006-01-23,72,0,2,3,15,False
2006-01-24,74,0,0,0,7,False
2006-01-25,66,0,1,1,9,False
2006-01-26,72,0,2,0,13,False
2006-01-27,69,0,1,2,14,False
2006-01-28,66,0,1,0,9,False
2006-01-29,58,0,1,0,9,False
2006-01-30,80,1,0,0,18,False
2006-01-31,68,1,2,2,13,False
2006-02-01,68,2,2,2,14,False
2006-02-02,69,1,1,0,17,False
2006-02-03,67,1,1,3,13,False
2006-02-04,57,0,0,0,13,False
2006-02-05,61,0,3,0,19,False
2006-02-06,66,1,1,2,11,False
2006-02-07,67,0,1,0,16,False
2006-02-08,61,2,3,1,11,False
2006-02-09,84,0,1,0,16,False
2006-02-10,73,0,1,1,10,False
2006-02-11,50,3,0,0,10,False
2006-02-12,45,0,1,0,13,False
2006-02-13,77,0,0,0,10,False
2006-02-14,70,0,3,3,11,False
2006-02-15,59,0,2,0,7,False
2006-02-16,64,0,1,3,13,False
