date,radical,ruin,segregation,shortage,steal
2012-10-04,73.3381323481,33.895271787,50.4118616653,149.305054981,65.2446870309
2012-10-05,61.1151102901,33.895271787,33.6079077768,218.625259079,70.2635091102
2012-10-06,36.669066174,39.109928985,22.4052718512,154.637378373,60.2258649516
2012-10-07,44.0028794088,28.680614589,22.4052718512,111.978791235,77.7917422291
2012-10-08,56.2259014669,36.502600386,28.006589814,133.308084804,82.8105643084
2012-10-09,53.7812970553,31.287943188,44.8105437025,79.9848508824,92.848208467
2012-10-10,68.4489235249,28.680614589,50.4118616653,106.646467843,77.7917422291
2012-10-11,61.1151102901,33.895271787,61.6144975909,95.9818210589,72.7729201498
2012-10-12,51.3366926437,33.895271787,50.4118616653,90.6494976668,65.2446870309
2012-10-13,46.4474838204,26.07328599,22.4052718512,69.3202040981,75.2823311895
2012-10-14,41.5582749972,31.287943188,39.2092257397,69.3202040981,92.848208467
2012-10-15,56.2259014669,41.717257584,61.6144975909,85.3171742746,70.2635091102
2012-10-16,70.8935279365,31.287943188,56.0131796281,69.3202040981,65.2446870309
2012-10-17,66.0043191133,39.109928985,61.6144975909,79.9848508824,60.2258649516
2012-10-18,68.4489235249,39.109928985,44.8105437025,85.3171742746,75.2823311895
2012-10-19,53.7812970553,36.502600386,39.2092257397,53.3232339216,55.2070428723
2012-10-20,36.669066174,28.680614589,28.006589814,53.3232339216,92.848208467
2012-10-21,53.7812970553,28.680614589,39.2092257397,47.9909105295,90.3387974274
2012-10-22,61.1151102901,28.680614589,56.0131796281,69.3202040981,77.7917422291
2012-10-23,66.0043191133,39.109928985,61.6144975909,58.6555573138,72.7729201498
2012-10-24,70.8935279365,33.895271787,50.4118616653,69.3202040981,85.3199753481
2012-10-25,51.3366926437,39.109928985,44.8105437025,95.9818210589,110.414085745
2012-10-26,46.4474838204,28.680614589,39.2092257397,42.6585871373,105.395263665
2012-10-27,34.2244617624,31.287943188,33.6079077768,47.9909105295,85.3199753481
2012-10-28,31.7798573508,39.109928985,28.006589814,58.6555573138,75.2823311895
2012-10-29,44.0028794088,33.895271787,56.0131796281,58.6555573138,77.7917422291
2012-10-30,51.3366926437,36.502600386,56.0131796281,79.9848508824,77.7917422291
2012-10-31,56.2259014669,33.895271787,56.0131796281,138.640408196,72.7729201498
2012-11-01,68.4489235249,36.502600386,44.8105437025,378.594960844,60.2258649516
2012-11-02,44.0028794088,36.502600386,44.8105437025,533.232339216,75.2823311895
2012-11-03,44.0028794088,33.895271787,22.4052718512,378.594960844,70.2635091102
2012-11-04,39.1136705856,33.895271787,39.2092257397,346.601020491,82.8105643084
2012-11-05,66.0043191133,39.109928985,44.8105437025,282.613139785,67.7540980705
2012-11-06,56.2259014669,31.287943188,56.0131796281,213.292935686,70.2635091102
2012-11-07,58.6705058785,28.680614589,61.6144975909,154.637378373,72.7729201498
2012-11-08,70.8935279365,28.680614589,61.6144975909,154.637378373,52.6976318326
2012-11-09,48.892088232,36.502600386,50.4118616653,133.308084804,87.8293863877
2012-11-10,26.8906485276,36.502600386,22.4052718512,111.978791235,80.3011532688
2012-11-11,36.669066174,39.109928985,28.006589814,85.3171742746,72.7729201498
2012-11-12,46.4474838204,26.07328599,50.4118616653,106.646467843,90.3387974274
2012-11-13,51.3366926437,33.895271787,56.0131796281,117.311114628,87.8293863877
2012-11-14,75.7827367597,33.895271787,67.2158155537,90.6494976668,70.2635091102
2012-11-15,66.0043191133,41.717257584,67.2158155537,74.6525274903,85.3199753481
2012-11-16,58.6705058785,36.502600386,56.0131796281,111.978791235,82.8105643084
2012-11-17,46.4474838204,31.287943188,11.2026359256,95.9818210589,72.7729201498
2012-11-18,41.5582749972,49.5392433811,28.006589814,79.9848508824,82.8105643084
2012-11-19,61.1151102901,20.858628792,61.6144975909,90.6494976668,65.2446870309
2012-11-20,63.5597147017,33.895271787,56.0131796281,58.6555573138,70.2635091102
2012-11-21,39.1136705856,28.680614589,22.4052718512,58.6555573138,65.2446870309
2012-11-22,29.3352529392,33.895271787,11.2026359256,95.9818210589,82.8105643084
2012-11-23,24.446044116,33.895271787,11.2026359256,42.6585871373,80.3011532688
2012-11-24,29.3352529392,33.895271787,22.4052718512,53.3232339216,75.2823311895
2012-11-25,48.892088232,31.287943188,39.2092257397,37.3262637451,70.2635091102
2012-11-26,51.3366926437,33.895271787,44.8105437025,58.6555573138,72.7729201498
2012-11-27,63.5597147017,26.07328599,61.6144975909,74.6525274903,67.7540980705
2012-11-28,70.8935279365,39.109928985,78.4184514793,58.6555573138,70.2635091102
2012-11-29,66.0043191133,31.287943188,67.2158155537,69.3202040981,72.7729201498
2012-11-30,61.1151102901,36.502600386,50.4118616653,58.6555573138,75.2823311895
2012-12-01,39.1136705856,28.680614589,28.006589814,47.9909105295,82.8105643084
2012-12-02,48.892088232,31.287943188,50.4118616653,42.6585871373,87.8293863877
2012-12-03,63.5597147017,31.287943188,72.8171335165,63.9878807059,82.8105643084
2012-12-04,73.3381323481,31.287943188,72.8171335165,74.6525274903,67.7540980705
