date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2017-03-19,2,2,1,52,8,False
2017-03-20,3,5,0,75,6,False
2017-03-21,4,5,1,86,7,False
2017-03-22,5,2,1,87,4,False
2017-03-23,3,4,1,82,6,False
2017-03-24,2,4,1,79,4,False
2017-03-25,1,3,0,54,5,False
2017-03-26,2,4,1,52,7,False
2017-03-27,3,4,1,83,6,False
2017-03-28,3,4,2,86,6,False
2017-03-29,5,4,2,83,6,False
2017-03-30,3,3,1,86,7,False
2017-03-31,2,6,1,78,5,False
2017-04-01,1,2,1,57,6,False
2017-04-02,2,4,1,57,5,False
2017-04-03,2,5,1,79,4,False
2017-04-04,3,4,1,84,4,False
2017-04-05,3,2,1,88,4,False
2017-04-06,2,2,1,90,6,False
2017-04-07,1,3,1,80,6,False
2017-04-08,2,4,0,58,6,False
2017-04-09,1,3,0,58,4,False
2017-04-10,2,3,1,84,6,False
2017-04-11,2,4,1,74,7,False
2017-04-12,2,5,0,88,3,False
2017-04-13,3,4,1,81,4,False
2017-04-14,1,3,0,76,5,False
2017-04-15,2,5,1,53,5,False
2017-04-16,2,3,1,51,7,False
2017-04-17,1,3,1,82,5,False
2017-04-18,4,4,1,89,6,False
2017-04-19,2,5,1,81,6,False
2017-04-20,3,3,1,81,6,False
2017-04-21,2,5,1,78,5,False
2017-04-22,2,4,1,57,5,False
2017-04-23,2,3,0,53,5,False
2017-04-24,3,4,1,88,7,False
2017-04-25,3,6,1,91,8,False
2017-04-26,3,4,0,87,6,False
2017-04-27,2,4,1,80,7,False
2017-04-28,3,3,1,78,7,False
2017-04-29,0,4,0,54,8,False
2017-04-30,2,4,0,56,5,False
2017-05-01,4,5,1,87,6,False
2017-05-02,3,4,1,82,5,False
2017-05-03,4,5,1,89,5,False
2017-05-04,3,3,2,85,5,False
2017-05-05,3,4,2,72,4,False
2017-05-06,3,3,1,61,6,False
2017-05-07,3,3,1,59,4,False
2017-05-08,3,4,1,91,5,False
2017-05-09,4,5,1,90,4,False
2017-05-10,2,3,1,88,4,False
2017-05-11,3,3,1,88,5,False
2017-05-12,1,3,1,75,4,False
2017-05-13,1,4,0,58,9,False
2017-05-14,1,4,1,60,5,False
2017-05-15,1,3,1,83,7,False
2017-05-16,3,3,1,84,9,False
2017-05-17,3,3,1,91,5,False
2017-05-18,1,4,0,83,5,False
2017-05-19,2,4,1,77,4,False
2017-05-20,2,2,1,64,6,False
2017-05-21,1,3,0,53,2,False
2017-05-22,3,5,1,79,7,False
2017-05-23,3,3,2,81,5,False
2017-05-24,2,7,1,90,7,False
2017-05-25,2,4,1,90,5,False
2017-05-26,1,3,1,72,6,False
2017-05-27,2,3,1,56,5,False
2017-05-28,1,3,1,52,5,False
2017-05-29,2,2,1,54,6,False
2017-05-30,2,2,1,82,6,False
2017-05-31,3,4,1,83,6,False
2017-06-01,1,4,1,85,3,False
2017-06-02,1,4,0,71,6,False
2017-06-03,1,4,0,61,4,False
2017-06-04,1,3,1,58,5,False
2017-06-05,0,4,1,79,5,False
2017-06-06,2,3,0,92,6,False
2017-06-07,1,5,0,95,7,False
2017-06-08,3,4,1,82,6,False
2017-06-09,2,2,1,74,4,False
2017-06-10,1,3,0,50,7,False
2017-06-11,1,2,0,57,4,False
2017-06-12,3,4,1,85,5,False
2017-06-13,4,2,0,86,7,False
2017-06-14,2,3,1,85,5,False
2017-06-15,2,5,1,81,6,False
2017-06-16,1,3,0,73,4,False
2017-06-17,1,3,0,56,3,False
2017-06-18,1,3,1,50,6,False
2017-06-19,2,3,1,78,6,False
2017-06-20,1,3,1,80,7,False
2017-06-21,1,2,1,95,5,False
2017-06-22,1,3,0,92,4,False
2017-06-23,1,5,1,77,5,False
2017-06-24,0,5,1,56,8,False
2017-06-25,1,3,0,55,6,False
2017-06-26,1,4,0,81,8,False
2017-06-27,1,2,1,84,4,False
2017-06-28,0,5,1,84,5,False
2017-06-29,2,4,0,92,6,False
2017-06-30,1,3,0,74,5,False
2017-07-01,1,4,0,54,7,False
2017-07-02,1,4,1,49,4,False
2017-07-03,2,4,1,72,7,False
2017-07-04,1,5,0,49,5,False
2017-07-05,1,2,0,81,3,False
