date,charity,community,compensate,compensation,contribute,isPartial
2010-12-15,4,69,0,4,1,False
2010-12-16,4,67,0,4,1,False
2010-12-17,3,61,0,4,0,False
2010-12-18,4,43,0,2,0,False
2010-12-19,3,44,0,1,1,False
2010-12-20,4,60,0,4,1,False
2010-12-21,4,61,0,3,1,False
2010-12-22,4,55,0,3,0,False
2010-12-23,4,49,0,2,1,False
2010-12-24,2,39,0,1,0,False
2010-12-25,3,28,0,1,0,False
2010-12-26,2,36,0,1,0,False
2010-12-27,3,53,0,3,0,False
2010-12-28,3,56,0,3,1,False
2010-12-29,3,56,0,4,1,False
2010-12-30,4,53,0,3,1,False
2010-12-31,3,46,0,2,1,False
2011-01-01,2,43,0,1,0,False
2011-01-02,3,60,0,1,1,False
2011-01-03,4,97,0,4,1,False
2011-01-04,4,98,0,5,1,False
2011-01-05,4,92,0,4,1,False
2011-01-06,4,91,0,5,1,False
2011-01-07,4,83,0,4,1,False
2011-01-08,2,60,0,2,0,False
2011-01-09,3,61,0,2,1,False
2011-01-10,4,97,0,4,1,False
2011-01-11,3,98,0,4,1,False
2011-01-12,4,94,0,4,1,False
2011-01-13,4,93,0,5,1,False
2011-01-14,4,83,0,4,1,False
2011-01-15,3,61,0,2,1,False
2011-01-16,2,62,0,2,1,False
2011-01-17,3,75,0,3,1,False
2011-01-18,3,100,0,5,1,False
2011-01-19,4,94,0,5,1,False
2011-01-20,3,91,0,4,1,False
2011-01-21,3,86,0,4,1,False
2011-01-22,3,63,0,3,1,False
2011-01-23,3,61,0,2,1,False
2011-01-24,4,90,0,4,1,False
2011-01-25,4,90,0,5,1,False
2011-01-26,3,97,0,4,1,False
2011-01-27,4,89,0,4,1,False
2011-01-28,3,81,0,4,1,False
2011-01-29,3,58,0,2,1,False
2011-01-30,3,61,0,3,1,False
2011-01-31,4,87,0,4,1,False
2011-02-01,4,93,0,5,1,False
2011-02-02,4,86,0,4,1,False
2011-02-03,4,85,0,5,1,False
2011-02-04,3,77,0,4,1,False
2011-02-05,3,59,0,2,1,False
2011-02-06,3,55,0,2,1,False
2011-02-07,3,80,0,5,1,False
2011-02-08,4,83,0,6,1,False
2011-02-09,4,78,0,4,1,False
2011-02-10,4,80,0,4,1,False
2011-02-11,3,73,0,4,1,False
2011-02-12,3,56,0,2,0,False
2011-02-13,3,57,0,2,1,False
2011-02-14,3,77,0,4,1,False
2011-02-15,3,79,0,4,1,False
2011-02-16,4,77,0,4,1,False
2011-02-17,4,73,0,5,1,False
2011-02-18,3,70,0,5,1,False
2011-02-19,4,54,0,2,1,False
2011-02-20,3,54,0,2,1,False
2011-02-21,3,75,0,4,1,False
2011-02-22,4,79,0,4,1,False
2011-02-23,3,77,0,4,1,False
2011-02-24,4,75,0,4,1,False
2011-02-25,3,73,0,4,1,False
2011-02-26,3,52,0,3,1,False
2011-02-27,3,54,0,2,1,False
2011-02-28,3,80,0,4,1,False
2011-03-01,4,79,0,4,1,False
2011-03-02,4,76,0,5,1,False
2011-03-03,4,76,0,5,1,False
2011-03-04,3,77,0,4,1,False
2011-03-05,2,53,0,2,1,False
2011-03-06,3,54,0,2,1,False
2011-03-07,4,83,0,5,1,False
2011-03-08,4,78,0,4,1,False
2011-03-09,4,76,0,4,1,False
2011-03-10,4,73,0,5,1,False
2011-03-11,3,65,0,4,1,False
2011-03-12,3,48,0,2,1,False
2011-03-13,3,48,0,2,1,False
2011-03-14,5,76,0,4,1,False
2011-03-15,5,72,0,4,1,False
2011-03-16,5,72,0,4,1,False
2011-03-17,5,69,0,5,1,False
2011-03-18,4,68,0,4,1,False
2011-03-19,4,52,0,2,1,False
2011-03-20,4,55,0,2,1,False
2011-03-21,4,82,0,4,1,False
2011-03-22,4,77,0,5,1,False
2011-03-23,4,79,0,5,1,False
2011-03-24,4,74,0,4,1,False
2011-03-25,4,71,0,4,1,False
2011-03-26,3,51,0,2,1,False
2011-03-27,3,55,0,2,1,False
2011-03-28,4,80,0,4,1,False
2011-03-29,4,82,0,5,1,False
2011-03-30,4,78,0,4,1,False
2011-03-31,4,81,0,5,1,False
2011-04-01,4,74,0,4,1,False
2011-04-02,3,55,0,3,1,False
2011-04-03,4,55,0,2,1,False
2011-04-04,4,83,0,4,1,False
2011-04-05,4,83,0,5,1,False
2011-04-06,4,79,0,4,1,False
2011-04-07,4,76,0,5,1,False
2011-04-08,4,70,0,4,1,False
2011-04-09,3,55,0,2,1,False
2011-04-10,4,55,0,3,1,False
2011-04-11,4,86,0,4,1,False
2011-04-12,4,80,0,5,1,False
2011-04-13,4,80,0,5,1,False
2011-04-14,4,78,0,4,1,False
2011-04-15,4,76,0,4,1,False
2011-04-16,3,56,0,3,1,False
2011-04-17,3,56,0,2,1,False
2011-04-18,4,83,0,5,2,False
2011-04-19,5,80,0,4,1,False
2011-04-20,4,77,0,4,1,False
2011-04-21,4,74,0,4,1,False
2011-04-22,4,71,0,4,1,False
2011-04-23,3,55,0,2,1,False
2011-04-24,3,53,0,2,1,False
2011-04-25,4,83,0,4,1,False
2011-04-26,4,82,0,4,1,False
2011-04-27,4,82,0,4,1,False
2011-04-28,4,76,0,4,1,False
2011-04-29,4,72,0,3,1,False
2011-04-30,3,54,0,2,0,False
2011-05-01,4,57,0,2,1,False
2011-05-02,3,78,0,4,1,False
2011-05-03,4,84,0,4,1,False
2011-05-04,4,81,0,4,1,False
2011-05-05,4,78,0,4,1,False
2011-05-06,4,75,0,4,1,False
2011-05-07,3,55,0,2,1,False
2011-05-08,3,51,0,2,0,False
2011-05-09,5,86,0,5,1,False
2011-05-10,4,85,0,5,1,False
