date,liquidation,pollution,poor,poverty,race,isPartial
2006-03-30,2,9,10,9,48,False
2006-03-31,1,6,10,7,46,False
2006-04-01,2,3,5,5,59,False
2006-04-02,2,7,11,7,59,False
2006-04-03,1,8,10,11,52,False
2006-04-04,1,10,10,7,48,False
2006-04-05,1,10,9,9,52,False
2006-04-06,1,10,9,9,56,False
2006-04-07,1,7,10,9,46,False
2006-04-08,2,4,8,5,56,False
2006-04-09,2,5,11,6,57,False
2006-04-10,1,9,11,8,55,False
2006-04-11,1,10,9,8,45,False
2006-04-12,0,10,9,10,51,False
2006-04-13,1,8,9,9,48,False
2006-04-14,1,6,8,7,48,False
2006-04-15,1,4,9,4,49,False
2006-04-16,1,6,9,7,42,False
2006-04-17,1,8,9,7,49,False
2006-04-18,1,8,8,11,47,False
2006-04-19,2,10,9,8,48,False
2006-04-20,2,9,10,9,54,False
2006-04-21,2,9,9,7,50,False
2006-04-22,1,3,8,8,56,False
2006-04-23,2,10,9,9,58,False
2006-04-24,1,10,13,10,50,False
2006-04-25,1,12,13,11,42,False
2006-04-26,1,12,8,11,46,False
2006-04-27,2,11,11,8,53,False
2006-04-28,1,7,12,6,47,False
2006-04-29,1,5,12,6,56,False
2006-04-30,1,7,9,9,59,False
2006-05-01,1,11,10,8,71,False
2006-05-02,1,12,9,9,54,False
2006-05-03,1,11,11,8,55,False
2006-05-04,1,11,10,8,65,False
2006-05-05,1,11,9,6,62,False
2006-05-06,1,3,8,4,84,False
2006-05-07,2,6,11,7,77,False
2006-05-08,1,11,10,9,59,False
2006-05-09,2,9,7,9,61,False
2006-05-10,2,9,10,8,57,False
2006-05-11,1,11,8,7,64,False
2006-05-12,2,10,8,7,57,False
2006-05-13,1,5,8,4,50,False
2006-05-14,1,5,8,5,74,False
2006-05-15,1,8,12,8,54,False
2006-05-16,1,10,7,6,46,False
2006-05-17,1,7,7,7,52,False
2006-05-18,0,7,10,9,100,False
2006-05-19,1,5,9,5,64,False
2006-05-20,2,2,7,4,80,False
2006-05-21,2,4,9,5,85,False
2006-05-22,1,10,11,8,59,False
2006-05-23,2,9,7,7,49,False
2006-05-24,1,10,10,7,48,False
2006-05-25,1,9,6,8,55,False
2006-05-26,1,6,8,5,47,False
2006-05-27,1,3,6,3,61,False
2006-05-28,2,3,9,4,73,False
2006-05-29,1,4,11,4,55,False
2006-05-30,2,8,10,6,53,False
2006-05-31,1,8,10,8,46,False
2006-06-01,1,7,9,5,50,False
2006-06-02,2,4,7,6,48,False
2006-06-03,1,4,7,2,54,False
2006-06-04,1,7,8,2,57,False
2006-06-05,1,7,7,6,52,False
2006-06-06,1,5,8,7,49,False
2006-06-07,0,7,9,5,52,False
2006-06-08,1,5,7,7,46,False
2006-06-09,1,6,11,6,49,False
2006-06-10,1,4,12,3,68,False
2006-06-11,1,3,9,5,55,False
2006-06-12,1,5,10,4,46,False
2006-06-13,2,4,6,4,45,False
2006-06-14,1,4,7,5,37,False
2006-06-15,1,2,8,5,36,False
2006-06-16,1,3,5,3,44,False
2006-06-17,1,3,7,2,46,False
2006-06-18,2,2,8,3,67,False
2006-06-19,1,3,9,4,47,False
2006-06-20,0,3,8,5,43,False
2006-06-21,2,3,7,4,40,False
2006-06-22,2,3,7,3,34,False
2006-06-23,1,3,7,4,37,False
2006-06-24,1,3,6,3,45,False
2006-06-25,2,2,8,3,51,False
2006-06-26,2,3,9,4,42,False
2006-06-27,2,2,8,5,40,False
2006-06-28,2,3,7,4,40,False
2006-06-29,1,4,6,4,34,False
2006-06-30,1,4,6,4,37,False
2006-07-01,2,2,10,1,52,False
2006-07-02,1,2,8,1,55,False
2006-07-03,2,3,5,2,48,False
2006-07-04,1,2,8,5,52,False
2006-07-05,2,3,8,5,51,False
2006-07-06,0,4,6,5,47,False
2006-07-07,1,3,6,3,41,False
2006-07-08,1,3,8,5,46,False
2006-07-09,1,4,8,2,49,False
2006-07-10,1,3,7,6,41,False
2006-07-11,2,2,8,5,40,False
2006-07-12,1,3,10,6,37,False
2006-07-13,1,4,8,4,34,False
2006-07-14,2,3,8,4,40,False
2006-07-15,1,3,8,3,53,False
2006-07-16,1,2,7,5,67,False
2006-07-17,1,3,7,3,46,False
2006-07-18,1,3,6,4,42,False
2006-07-19,1,3,8,4,46,False
2006-07-20,1,4,8,5,41,False
2006-07-21,2,3,4,4,45,False
2006-07-22,4,2,7,3,48,False
2006-07-23,2,1,5,4,57,False
2006-07-24,1,2,5,5,46,False
2006-07-25,1,3,7,4,47,False
2006-07-26,1,3,7,4,85,False
2006-07-27,2,3,9,5,56,False
2006-07-28,1,1,6,4,45,False
2006-07-29,1,2,9,3,50,False
2006-07-30,1,1,7,4,51,False
2006-07-31,1,2,6,5,47,False
2006-08-01,1,2,6,5,41,False
2006-08-02,0,3,8,4,40,False
2006-08-03,2,4,9,4,44,False
2006-08-04,1,2,6,3,42,False
2006-08-05,1,2,6,2,50,False
2006-08-06,1,1,10,3,50,False
2006-08-07,1,3,6,4,46,False
2006-08-08,1,2,7,5,47,False
2006-08-09,2,3,8,3,49,False
2006-08-10,2,3,5,5,40,False
2006-08-11,1,2,7,4,45,False
2006-08-12,1,2,8,3,49,False
2006-08-13,1,2,6,4,61,False
2006-08-14,2,3,6,3,47,False
2006-08-15,1,3,8,4,39,False
2006-08-16,2,2,7,5,41,False
2006-08-17,2,1,7,4,45,False
2006-08-18,2,4,6,4,40,False
2006-08-19,2,1,5,3,52,False
2006-08-20,1,1,8,3,44,False
2006-08-21,2,3,8,4,45,False
2006-08-22,2,2,8,3,41,False
2006-08-23,2,2,8,4,40,False
2006-08-24,2,3,6,5,41,False
2006-08-25,2,2,6,5,44,False
2006-08-26,2,4,8,3,48,False
2006-08-27,1,3,9,4,53,False
2006-08-28,2,4,8,5,44,False
2006-08-29,1,4,10,5,39,False
2006-08-30,2,3,7,5,42,False
2006-08-31,0,2,7,6,37,False
2006-09-01,2,4,7,5,45,False
2006-09-02,1,1,8,2,49,False
2006-09-03,1,2,8,5,58,False
2006-09-04,0,3,7,5,50,False
2006-09-05,1,3,8,6,47,False
2006-09-06,1,5,8,6,50,False
2006-09-07,1,5,6,5,45,False
2006-09-08,2,5,7,7,45,False
2006-09-09,1,2,8,4,56,False
2006-09-10,1,4,7,3,54,False
2006-09-11,2,6,8,5,43,False
2006-09-12,2,4,7,6,48,False
2006-09-13,1,4,9,7,46,False
2006-09-14,1,6,9,6,47,False
2006-09-15,2,4,9,5,52,False
2006-09-16,1,2,6,4,49,False
2006-09-17,0,3,10,4,70,False
2006-09-18,2,5,8,6,80,False
2006-09-19,1,5,9,6,49,False
2006-09-20,1,6,9,7,42,False
2006-09-21,2,7,9,6,46,False
2006-09-22,1,4,10,5,41,False
2006-09-23,1,2,8,3,40,False
2006-09-24,1,5,10,8,58,False
2006-09-25,2,5,9,8,66,False
2006-09-26,2,4,7,6,53,False
2006-09-27,1,7,8,6,46,False
2006-09-28,1,6,9,7,44,False
2006-09-29,1,7,7,5,47,False
2006-09-30,1,3,9,3,41,False
2006-10-01,1,4,8,5,60,False
2006-10-02,1,6,9,7,67,False
2006-10-03,1,6,11,7,48,False
2006-10-04,0,5,9,5,47,False
2006-10-05,1,5,9,7,43,False
2006-10-06,1,7,8,6,48,False
2006-10-07,2,4,7,6,50,False
2006-10-08,1,6,6,5,61,False
2006-10-09,1,5,10,7,62,False
2006-10-10,3,7,9,8,48,False
2006-10-11,2,6,7,7,45,False
2006-10-12,2,6,10,7,42,False
2006-10-13,2,6,12,7,42,False
2006-10-14,1,3,11,4,43,False
2006-10-15,2,6,9,4,52,False
2006-10-16,1,7,8,7,61,False
2006-10-17,1,5,10,9,47,False
2006-10-18,2,6,9,7,47,False
2006-10-19,1,7,7,8,46,False
2006-10-20,1,5,11,8,49,False
2006-10-21,2,4,11,6,54,False
2006-10-22,1,5,10,6,56,False
2006-10-23,1,8,10,9,60,False
2006-10-24,1,7,10,8,59,False
2006-10-25,2,8,11,9,50,False
2006-10-26,2,9,11,10,50,False
2006-10-27,2,6,11,7,50,False
2006-10-28,2,4,9,3,49,False
