date,costliness,costly,debtor,default,depression,isPartial
2004-01-01,0,0,0,21,46,False
2004-01-02,0,0,0,39,39,False
2004-01-03,0,3,0,29,68,False
2004-01-04,0,0,0,32,55,False
2004-01-05,0,0,0,38,64,False
2004-01-06,0,0,1,46,54,False
2004-01-07,0,0,3,39,69,False
2004-01-08,0,0,1,48,60,False
2004-01-09,0,0,1,36,59,False
2004-01-10,0,0,0,26,46,False
2004-01-11,0,0,0,23,58,False
2004-01-12,0,0,0,43,61,False
2004-01-13,0,1,3,35,57,False
2004-01-14,0,0,0,40,65,False
2004-01-15,0,0,0,44,76,False
2004-01-16,0,1,1,36,47,False
2004-01-17,0,0,3,30,43,False
2004-01-18,0,2,0,39,57,False
2004-01-19,0,0,0,41,59,False
2004-01-20,0,1,0,48,61,False
2004-01-21,0,0,1,42,54,False
2004-01-22,0,0,1,45,73,False
2004-01-23,0,1,0,45,56,False
2004-01-24,0,0,0,42,51,False
2004-01-25,0,0,0,30,66,False
2004-01-26,0,0,0,38,63,False
2004-01-27,0,0,1,41,60,False
2004-01-28,0,0,0,38,63,False
2004-01-29,0,1,1,34,62,False
2004-01-30,0,0,0,47,68,False
2004-01-31,0,0,1,39,50,False
2004-02-01,0,0,0,34,66,False
2004-02-02,0,0,0,38,64,False
2004-02-03,0,1,1,41,66,False
2004-02-04,0,2,1,40,71,False
2004-02-05,0,0,1,37,74,False
2004-02-06,0,1,1,42,53,False
2004-02-07,0,0,0,46,58,False
2004-02-08,0,0,0,15,68,False
2004-02-09,0,0,3,41,72,False
2004-02-10,0,0,0,41,78,False
2004-02-11,0,0,1,35,84,False
2004-02-12,0,0,2,48,76,False
2004-02-13,0,0,1,52,44,False
2004-02-14,0,0,0,30,40,False
2004-02-15,0,0,0,40,48,False
2004-02-16,0,1,1,45,58,False
2004-02-17,0,0,0,41,50,False
2004-02-18,0,1,0,43,56,False
2004-02-19,0,0,1,46,51,False
2004-02-20,0,1,0,47,83,False
2004-02-21,0,0,0,36,66,False
2004-02-22,0,0,0,27,36,False
2004-02-23,0,0,0,34,66,False
2004-02-24,0,0,0,41,72,False
2004-02-25,0,1,2,50,64,False
2004-02-26,0,0,1,39,66,False
2004-02-27,0,1,1,37,51,False
2004-02-28,0,1,0,50,39,False
2004-02-29,0,0,0,42,50,False
2004-03-01,0,0,0,33,61,False
2004-03-02,0,1,1,37,68,False
2004-03-03,0,0,0,47,62,False
2004-03-04,0,0,0,48,84,False
2004-03-05,0,0,0,35,96,False
2004-03-06,0,2,0,39,70,False
2004-03-07,0,0,0,12,49,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,0,1,0,39,66,False
2004-03-11,0,0,0,41,44,False
2004-03-12,0,1,1,54,52,False
2004-03-13,0,0,0,32,40,False
2004-03-14,0,0,0,28,56,False
2004-03-15,0,0,0,48,65,False
2004-03-16,0,0,0,43,65,False
2004-03-17,0,0,0,39,68,False
2004-03-18,0,1,0,47,61,False
2004-03-19,0,0,0,34,65,False
2004-03-20,0,0,0,31,55,False
2004-03-21,0,0,1,25,52,False
2004-03-22,0,0,0,27,86,False
2004-03-23,0,0,0,0,0,True
2004-03-24,0,0,1,39,74,False
2004-03-25,0,0,0,22,100,False
2004-03-26,0,0,0,60,61,False
2004-03-27,0,0,0,34,50,False
2004-03-28,0,0,2,39,71,False
2004-03-29,0,0,0,38,81,False
2004-03-30,0,0,0,34,86,False
2004-03-31,0,0,0,55,68,False
2004-04-01,0,2,0,38,60,False
2004-04-02,0,0,0,40,65,False
2004-04-03,0,0,1,36,49,False
2004-04-04,0,0,0,23,47,False
2004-04-05,0,0,0,41,66,False
2004-04-06,0,0,1,33,67,False
2004-04-07,0,0,1,55,74,False
2004-04-08,0,1,0,42,53,False
2004-04-09,0,0,0,47,65,False
2004-04-10,0,0,0,44,40,False
2004-04-11,0,0,0,24,77,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,0,0,0,35,55,False
2004-04-15,0,0,2,50,71,False
2004-04-16,0,0,0,50,53,False
2004-04-17,0,0,0,41,60,False
2004-04-18,0,0,1,33,70,False
2004-04-19,0,0,0,30,74,False
2004-04-20,0,0,0,38,81,False
2004-04-21,0,1,0,46,92,False
2004-04-22,0,0,1,39,70,False
2004-04-23,0,1,1,40,68,False
2004-04-24,0,0,0,28,43,False
2004-04-25,0,0,0,39,63,False
2004-04-26,0,1,1,41,93,False
2004-04-27,0,1,1,28,83,False
2004-04-28,0,2,0,44,80,False
2004-04-29,0,0,1,46,66,False
2004-04-30,0,1,1,40,83,False
2004-05-01,0,0,0,36,43,False
2004-05-02,0,0,0,31,64,False
2004-05-03,0,1,0,51,77,False
2004-05-04,0,0,0,44,85,False
2004-05-05,0,0,0,42,69,False
2004-05-06,0,0,0,44,55,False
2004-05-07,0,1,0,37,67,False
2004-05-08,0,0,0,43,50,False
2004-05-09,0,0,0,39,75,False
2004-05-10,0,0,1,36,68,False
2004-05-11,0,1,1,39,68,False
2004-05-12,0,0,1,44,67,False
2004-05-13,0,0,1,38,61,False
2004-05-14,0,0,0,33,48,False
2004-05-15,0,1,1,37,45,False
2004-05-16,0,0,3,25,59,False
2004-05-17,0,1,1,47,75,False
2004-05-18,0,0,0,48,58,False
2004-05-19,0,0,1,49,55,False
2004-05-20,0,0,0,40,60,False
2004-05-21,0,0,1,32,47,False
2004-05-22,0,1,0,22,59,False
2004-05-23,0,1,0,28,41,False
2004-05-24,0,0,1,32,59,False
2004-05-25,0,0,2,42,58,False
2004-05-26,0,1,1,48,49,False
2004-05-27,0,0,1,46,48,False
2004-05-28,0,0,1,48,52,False
2004-05-29,0,0,0,24,35,False
2004-05-30,0,0,0,35,37,False
2004-05-31,0,0,0,40,46,False
2004-06-01,0,1,2,36,57,False
2004-06-02,0,0,0,46,46,False
2004-06-03,0,1,1,47,53,False
2004-06-04,0,0,0,52,44,False
2004-06-05,0,0,0,30,43,False
2004-06-06,0,0,0,38,38,False
2004-06-07,0,0,0,42,55,False
2004-06-08,0,1,0,45,49,False
2004-06-09,0,2,1,41,43,False
2004-06-10,0,0,1,43,45,False
2004-06-11,0,0,1,46,32,False
2004-06-12,0,0,2,40,46,False
2004-06-13,0,2,3,36,48,False
2004-06-14,0,0,1,43,35,False
2004-06-15,0,0,0,53,43,False
2004-06-16,0,1,1,47,37,False
2004-06-17,0,0,0,49,57,False
2004-06-18,0,0,1,56,37,False
2004-06-19,0,0,0,29,31,False
2004-06-20,0,0,0,29,24,False
2004-06-21,0,0,0,45,52,False
2004-06-22,0,1,1,42,28,False
2004-06-23,0,1,2,54,40,False
2004-06-24,0,0,1,48,38,False
2004-06-25,0,0,0,38,36,False
2004-06-26,0,0,0,27,38,False
2004-06-27,0,0,0,30,32,False
2004-06-28,0,0,0,46,42,False
2004-06-29,0,0,1,45,44,False
2004-06-30,0,1,1,57,45,False
2004-07-01,0,0,1,48,46,False
2004-07-02,0,0,0,45,29,False
2004-07-03,0,0,0,31,37,False
2004-07-04,0,0,0,31,32,False
2004-07-05,0,0,0,37,44,False
2004-07-06,0,0,1,43,50,False
2004-07-07,0,0,0,46,46,False
2004-07-08,0,2,0,40,34,False
2004-07-09,0,0,0,62,51,False
2004-07-10,0,1,0,43,37,False
2004-07-11,0,0,0,16,61,False
2004-07-12,0,2,2,47,37,False
2004-07-13,0,0,0,41,37,False
2004-07-14,0,0,0,66,51,False
2004-07-15,0,1,0,49,38,False
2004-07-16,0,0,0,62,47,False
2004-07-17,0,0,3,34,22,False
2004-07-18,0,0,0,26,31,False
2004-07-19,0,0,1,46,52,False
2004-07-20,0,0,0,45,53,False
2004-07-21,0,0,0,42,40,False
2004-07-22,0,1,3,36,34,False
2004-07-23,0,1,0,41,43,False
2004-07-24,0,0,0,36,46,False
2004-07-25,0,0,0,35,25,False
2004-07-26,0,1,0,47,48,False
