date,costliness,costly,debtor,default,depression,isPartial
2004-07-27,0,0,1,41,40,False
2004-07-28,0,0,0,42,46,False
2004-07-29,0,0,1,48,52,False
2004-07-30,0,1,0,46,39,False
2004-07-31,0,0,1,38,60,False
2004-08-01,0,0,0,28,43,False
2004-08-02,0,0,0,40,48,False
2004-08-03,0,0,0,51,51,False
2004-08-04,0,1,1,53,47,False
2004-08-05,0,1,1,41,35,False
2004-08-06,0,0,0,46,42,False
2004-08-07,0,0,1,33,35,False
2004-08-08,0,0,0,37,48,False
2004-08-09,0,0,0,39,46,False
2004-08-10,0,0,1,48,35,False
2004-08-11,0,1,1,41,45,False
2004-08-12,0,0,1,37,35,False
2004-08-13,0,0,1,45,28,False
2004-08-14,0,0,0,33,53,False
2004-08-15,0,0,0,29,41,False
2004-08-16,0,0,0,44,37,False
2004-08-17,0,0,1,49,38,False
2004-08-18,0,1,0,49,36,False
2004-08-19,0,0,1,49,44,False
2004-08-20,0,0,1,41,42,False
2004-08-21,0,0,0,45,35,False
2004-08-22,0,0,0,19,50,False
2004-08-23,0,0,1,43,45,False
2004-08-24,0,0,0,43,40,False
2004-08-25,0,0,0,40,33,False
2004-08-26,0,0,0,42,56,False
2004-08-27,0,0,1,44,48,False
2004-08-28,0,0,0,36,41,False
2004-08-29,0,0,1,33,50,False
2004-08-30,0,0,1,41,45,False
2004-08-31,0,0,1,44,38,False
2004-09-01,0,1,1,45,45,False
2004-09-02,0,1,0,50,49,False
2004-09-03,0,1,0,40,40,False
2004-09-04,0,0,0,30,54,False
2004-09-05,0,0,0,34,36,False
2004-09-06,0,0,0,31,49,False
2004-09-07,0,0,0,34,62,False
2004-09-08,0,1,0,47,58,False
2004-09-09,0,0,1,46,59,False
2004-09-10,0,0,0,42,46,False
2004-09-11,0,0,0,42,46,False
2004-09-12,0,0,0,29,51,False
2004-09-13,0,1,1,42,67,False
2004-09-14,0,1,0,51,64,False
2004-09-15,0,0,0,46,57,False
2004-09-16,0,1,0,42,55,False
2004-09-17,0,1,0,42,49,False
2004-09-18,0,0,0,41,40,False
2004-09-19,0,1,0,30,40,False
2004-09-20,0,0,1,28,59,False
2004-09-21,0,0,1,37,51,False
2004-09-22,0,1,1,52,47,False
2004-09-23,0,0,0,47,56,False
2004-09-24,0,0,2,47,58,False
2004-09-25,0,0,1,29,46,False
2004-09-26,0,2,0,29,67,False
