date,boom,breadwinner,buy,capitalize,charitable,isPartial
2010-12-15,2,0,68,0,1,False
2010-12-16,2,0,66,0,1,False
2010-12-17,2,0,73,0,0,False
2010-12-18,2,0,87,0,0,False
2010-12-19,2,0,93,0,0,False
2010-12-20,2,0,82,0,1,False
2010-12-21,2,0,77,0,0,False
2010-12-22,2,0,79,0,1,False
2010-12-23,2,0,84,0,0,False
2010-12-24,2,0,87,0,0,False
2010-12-25,2,0,70,0,0,False
2010-12-26,2,0,100,0,0,False
2010-12-27,2,0,76,0,0,False
2010-12-28,2,0,71,0,1,False
2010-12-29,2,0,64,0,0,False
2010-12-30,2,0,65,0,1,False
2010-12-31,2,0,63,0,1,False
2011-01-01,2,0,76,0,0,False
2011-01-02,2,0,82,0,0,False
2011-01-03,2,0,66,0,1,False
2011-01-04,2,0,60,0,0,False
2011-01-05,2,0,61,0,0,False
2011-01-06,2,0,59,0,1,False
2011-01-07,2,0,58,0,0,False
2011-01-08,2,0,71,0,0,False
2011-01-09,2,0,74,0,0,False
2011-01-10,2,0,57,0,1,False
2011-01-11,1,0,55,0,1,False
2011-01-12,2,0,55,0,0,False
2011-01-13,2,0,56,0,0,False
2011-01-14,2,0,58,0,1,False
2011-01-15,2,0,72,0,0,False
2011-01-16,2,0,75,0,0,False
2011-01-17,2,0,64,0,0,False
2011-01-18,2,0,57,0,0,False
2011-01-19,2,0,56,1,1,False
2011-01-20,2,0,56,0,1,False
2011-01-21,2,0,58,0,1,False
2011-01-22,2,0,73,0,0,False
2011-01-23,2,0,70,0,0,False
2011-01-24,1,0,59,0,1,False
2011-01-25,2,0,55,0,1,False
2011-01-26,2,0,54,0,1,False
2011-01-27,2,0,52,0,1,False
2011-01-28,2,0,58,0,1,False
2011-01-29,2,0,74,0,0,False
2011-01-30,2,0,74,0,0,False
2011-01-31,2,0,58,0,1,False
2011-02-01,2,0,56,0,1,False
2011-02-02,2,0,54,0,1,False
2011-02-03,2,0,56,0,1,False
2011-02-04,2,0,58,0,1,False
2011-02-05,2,0,70,0,0,False
2011-02-06,2,0,70,0,0,False
2011-02-07,2,0,58,0,1,False
2011-02-08,2,0,59,0,1,False
2011-02-09,2,0,55,0,1,False
2011-02-10,2,0,56,0,1,False
2011-02-11,2,0,60,0,0,False
2011-02-12,2,0,72,0,1,False
2011-02-13,2,0,76,0,0,False
2011-02-14,2,0,58,0,1,False
2011-02-15,2,0,56,1,1,False
2011-02-16,2,0,55,0,1,False
2011-02-17,2,0,56,0,1,False
2011-02-18,2,0,58,0,1,False
2011-02-19,2,0,72,0,1,False
2011-02-20,2,0,72,0,1,False
2011-02-21,2,0,64,0,1,False
2011-02-22,2,0,57,0,1,False
2011-02-23,2,0,56,0,1,False
2011-02-24,2,0,53,0,1,False
2011-02-25,2,0,58,0,1,False
2011-02-26,2,0,70,0,1,False
2011-02-27,2,0,72,0,0,False
2011-02-28,2,0,56,0,1,False
2011-03-01,2,0,57,1,1,False
2011-03-02,2,0,58,0,1,False
2011-03-03,2,0,57,0,1,False
2011-03-04,2,0,60,0,0,False
2011-03-05,2,0,70,0,0,False
2011-03-06,2,0,75,0,0,False
