date,radical,ruin,segregation,shortage,steal,isPartial
2004-01-01,10,10,0,21,41,False
2004-01-02,13,9,4,0,39,False
2004-01-03,16,22,0,5,28,False
2004-01-04,22,0,0,11,71,False
2004-01-05,13,0,0,0,51,False
2004-01-06,18,4,18,9,18,False
2004-01-07,16,3,13,10,48,False
2004-01-08,13,3,13,13,26,False
2004-01-09,17,10,13,20,23,False
2004-01-10,11,0,5,5,42,False
2004-01-11,21,0,0,11,48,False
2004-01-12,16,6,10,10,42,False
2004-01-13,34,0,6,12,28,False
2004-01-14,16,3,16,9,37,False
2004-01-15,13,0,25,6,38,False
2004-01-16,0,7,13,0,23,False
2004-01-17,21,21,5,5,47,False
2004-01-18,0,11,0,11,53,False
2004-01-19,7,4,18,18,42,False
2004-01-20,9,3,19,9,31,False
2004-01-21,30,9,15,12,42,False
2004-01-22,37,3,25,9,37,False
2004-01-23,26,0,10,23,29,False
2004-01-24,20,5,5,5,59,False
2004-01-25,29,20,20,20,34,False
2004-01-26,18,15,0,12,18,False
2004-01-27,38,6,6,6,47,False
2004-01-28,33,3,15,9,36,False
2004-01-29,40,9,9,12,31,False
2004-01-30,23,13,10,16,19,False
2004-01-31,25,20,5,20,35,False
2004-02-01,45,5,20,25,25,False
2004-02-02,27,6,18,0,18,False
2004-02-03,11,0,17,11,37,False
2004-02-04,23,9,23,9,34,False
2004-02-05,17,14,23,14,26,False
2004-02-06,33,12,9,18,49,False
2004-02-07,39,0,13,13,79,False
2004-02-08,7,0,15,15,44,False
2004-02-09,32,0,9,15,23,False
2004-02-10,40,3,20,23,35,False
2004-02-11,38,6,18,12,20,False
2004-02-12,18,12,21,24,51,False
2004-02-13,16,10,16,23,13,False
2004-02-14,26,0,21,0,36,False
2004-02-15,31,5,0,5,16,False
2004-02-16,14,3,17,3,34,False
2004-02-17,35,6,26,18,20,False
2004-02-18,18,9,23,12,32,False
2004-02-19,29,12,21,6,26,False
2004-02-20,32,6,13,13,35,False
2004-02-21,38,5,5,19,29,False
2004-02-22,24,0,28,14,47,False
2004-02-23,26,11,11,14,51,False
2004-02-24,23,15,23,23,38,False
2004-02-25,35,3,23,15,38,False
2004-02-26,26,9,20,20,26,False
2004-02-27,28,6,6,13,31,False
2004-02-28,25,5,15,34,5,False
2004-02-29,70,14,0,0,28,False
2004-03-01,28,4,16,8,24,False
2004-03-02,34,3,8,8,39,False
2004-03-03,40,10,20,10,40,False
2004-03-04,28,0,24,32,28,False
2004-03-05,32,0,43,22,54,False
2004-03-06,23,8,8,23,46,False
2004-03-07,28,0,28,14,42,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,40,8,4,12,24,False
2004-03-11,32,0,0,11,85,False
2004-03-12,17,0,13,17,22,False
2004-03-13,10,0,15,10,25,False
2004-03-14,30,10,25,10,39,False
2004-03-15,26,12,15,15,32,False
2004-03-16,28,8,17,11,39,False
2004-03-17,26,6,41,9,38,False
2004-03-18,30,3,21,21,30,False
2004-03-19,19,6,13,9,32,False
2004-03-20,5,15,5,5,41,False
2004-03-21,30,0,0,10,75,False
2004-03-22,12,0,12,0,47,False
2004-03-23,0,0,0,0,0,True
2004-03-24,48,4,20,4,28,False
2004-03-25,11,11,21,0,53,False
2004-03-26,31,9,4,13,44,False
2004-03-27,10,5,15,20,45,False
2004-03-28,26,0,5,5,31,False
2004-03-29,17,3,14,9,29,False
2004-03-30,19,11,22,25,44,False
2004-03-31,16,3,16,11,33,False
2004-04-01,39,8,14,11,17,False
2004-04-02,24,15,27,18,15,False
2004-04-03,19,10,15,5,34,False
2004-04-04,19,10,5,19,68,False
2004-04-05,18,0,15,15,36,False
2004-04-06,20,9,11,11,45,False
2004-04-07,32,9,17,32,20,False
2004-04-08,27,0,12,6,57,False
2004-04-09,11,7,0,25,43,False
2004-04-10,15,0,10,5,51,False
2004-04-11,16,33,16,16,49,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,30,3,19,19,11,False
2004-04-15,6,3,20,11,17,False
2004-04-16,19,9,22,25,40,False
