date,destitute,extravagant,fire,gamble,hole,isPartial
2012-02-07,0,0,47,1,7,False
2012-02-08,0,0,46,1,7,False
2012-02-09,0,0,49,1,8,False
2012-02-10,0,0,49,1,7,False
2012-02-11,0,0,50,1,8,False
2012-02-12,0,0,48,1,7,False
2012-02-13,0,0,51,1,7,False
2012-02-14,0,0,51,1,7,False
2012-02-15,0,0,50,1,7,False
2012-02-16,0,0,51,1,7,False
2012-02-17,0,0,50,1,7,False
2012-02-18,0,0,52,1,7,False
2012-02-19,0,0,54,1,9,False
2012-02-20,0,0,51,1,9,False
2012-02-21,0,0,50,1,8,False
2012-02-22,0,0,49,1,7,False
2012-02-23,0,0,48,1,8,False
2012-02-24,0,0,47,1,8,False
2012-02-25,0,0,50,1,9,False
2012-02-26,0,0,51,1,9,False
2012-02-27,0,0,46,1,7,False
2012-02-28,0,0,51,1,7,False
2012-02-29,0,0,50,1,7,False
2012-03-01,0,0,46,1,7,False
2012-03-02,0,0,48,1,7,False
2012-03-03,0,0,50,1,8,False
2012-03-04,0,0,50,1,8,False
2012-03-05,0,0,48,1,7,False
2012-03-06,0,0,47,1,7,False
2012-03-07,0,0,47,1,7,False
2012-03-08,0,0,48,1,8,False
2012-03-09,0,0,49,1,8,False
2012-03-10,0,0,50,1,9,False
2012-03-11,0,0,51,1,8,False
2012-03-12,0,0,47,1,7,False
2012-03-13,0,0,48,1,7,False
2012-03-14,0,0,52,1,7,False
2012-03-15,0,0,45,1,7,False
2012-03-16,0,0,48,1,7,False
2012-03-17,0,0,48,1,8,False
2012-03-18,0,0,50,1,8,False
2012-03-19,0,0,49,1,7,False
2012-03-20,0,0,47,1,7,False
2012-03-21,0,0,47,1,7,False
2012-03-22,0,0,47,1,8,False
2012-03-23,0,0,48,1,7,False
2012-03-24,0,0,55,1,8,False
2012-03-25,0,0,57,1,9,False
2012-03-26,0,0,53,1,8,False
2012-03-27,0,0,57,1,8,False
2012-03-28,0,0,52,1,8,False
2012-03-29,0,0,51,1,7,False
2012-03-30,0,0,50,1,8,False
2012-03-31,0,0,48,1,8,False
2012-04-01,0,0,53,1,9,False
2012-04-02,0,0,49,1,7,False
2012-04-03,0,0,47,1,8,False
2012-04-04,0,0,47,1,8,False
2012-04-05,0,0,48,1,9,False
2012-04-06,0,0,49,1,8,False
2012-04-07,0,0,51,1,9,False
2012-04-08,0,0,52,1,11,False
2012-04-09,0,0,60,1,9,False
2012-04-10,0,0,54,1,8,False
2012-04-11,0,0,52,1,8,False
2012-04-12,0,0,49,1,8,False
2012-04-13,0,0,48,1,8,False
2012-04-14,0,0,46,1,8,False
2012-04-15,0,0,51,1,8,False
2012-04-16,0,0,48,1,7,False
2012-04-17,0,0,46,1,8,False
2012-04-18,0,0,45,1,9,False
2012-04-19,0,0,46,1,8,False
2012-04-20,0,0,45,1,8,False
2012-04-21,0,0,45,1,8,False
2012-04-22,0,0,49,1,9,False
2012-04-23,0,0,47,1,7,False
2012-04-24,0,0,45,1,8,False
2012-04-25,0,0,43,1,9,False
2012-04-26,0,0,43,1,8,False
2012-04-27,0,0,40,1,8,False
2012-04-28,0,0,46,1,8,False
2012-04-29,0,0,47,1,9,False
2012-04-30,0,0,45,2,7,False
2012-05-01,0,0,46,2,8,False
2012-05-02,0,0,46,1,7,False
2012-05-03,0,0,46,2,8,False
2012-05-04,0,0,44,1,8,False
2012-05-05,0,0,45,1,9,False
2012-05-06,0,0,45,1,9,False
2012-05-07,0,0,45,2,10,False
2012-05-08,0,0,44,1,8,False
2012-05-09,0,0,44,1,7,False
2012-05-10,0,0,45,1,8,False
2012-05-11,0,0,43,1,8,False
2012-05-12,0,0,48,1,8,False
2012-05-13,0,0,50,1,8,False
2012-05-14,0,0,46,1,8,False
2012-05-15,0,0,45,1,7,False
2012-05-16,0,0,46,1,8,False
2012-05-17,0,0,49,1,7,False
2012-05-18,0,0,49,1,8,False
2012-05-19,0,0,48,1,9,False
2012-05-20,0,0,58,1,10,False
2012-05-21,0,0,52,1,9,False
