date,destitute,extravagant,fire,gamble,hole,isPartial
2011-08-26,0,0,40,1,11,False
2011-08-27,0,0,40,1,10,False
2011-08-28,0,0,45,1,9,False
2011-08-29,0,0,43,1,8,False
2011-08-30,0,0,45,1,8,False
2011-08-31,0,0,43,1,8,False
2011-09-01,0,0,41,1,8,False
2011-09-02,0,0,42,1,8,False
2011-09-03,0,0,44,1,9,False
2011-09-04,0,0,47,1,9,False
2011-09-05,0,0,74,1,8,False
2011-09-06,0,0,75,1,8,False
2011-09-07,0,0,57,1,7,False
2011-09-08,0,0,52,1,7,False
2011-09-09,0,0,50,1,8,False
2011-09-10,0,0,51,1,8,False
2011-09-11,0,0,48,1,9,False
2011-09-12,0,0,45,1,7,False
2011-09-13,0,0,53,1,8,False
2011-09-14,0,0,47,1,8,False
2011-09-15,0,0,44,1,7,False
2011-09-16,0,0,40,1,8,False
2011-09-17,0,0,42,1,8,False
2011-09-18,0,0,40,1,7,False
2011-09-19,0,0,38,1,7,False
2011-09-20,0,0,40,1,7,False
2011-09-21,0,0,38,1,7,False
2011-09-22,0,0,37,1,8,False
2011-09-23,0,0,37,1,7,False
2011-09-24,0,0,39,1,8,False
2011-09-25,0,0,40,1,8,False
2011-09-26,0,0,40,1,7,False
2011-09-27,0,0,40,1,7,False
2011-09-28,0,0,75,1,7,False
2011-09-29,0,0,67,1,8,False
2011-09-30,0,0,57,1,7,False
2011-10-01,0,0,52,1,7,False
2011-10-02,0,0,47,1,8,False
2011-10-03,0,0,55,1,7,False
2011-10-04,0,0,46,1,8,False
2011-10-05,0,0,46,1,7,False
2011-10-06,0,0,44,1,7,False
2011-10-07,0,0,43,1,8,False
2011-10-08,0,0,44,1,7,False
2011-10-09,0,0,45,1,8,False
2011-10-10,0,0,44,1,8,False
2011-10-11,0,0,43,1,7,False
2011-10-12,0,0,43,1,7,False
2011-10-13,0,0,42,1,7,False
2011-10-14,0,0,42,1,7,False
2011-10-15,0,0,39,1,7,False
2011-10-16,0,0,39,1,7,False
2011-10-17,0,0,40,1,7,False
2011-10-18,0,0,42,1,7,False
2011-10-19,0,0,40,1,7,False
2011-10-20,0,0,42,1,8,False
2011-10-21,0,0,40,1,7,False
2011-10-22,0,0,41,1,8,False
2011-10-23,0,0,44,1,8,False
2011-10-24,0,0,44,1,7,False
2011-10-25,0,0,43,1,7,False
2011-10-26,0,0,43,1,7,False
2011-10-27,0,0,41,1,7,False
2011-10-28,0,0,42,1,7,False
2011-10-29,0,0,41,1,8,False
2011-10-30,0,0,42,1,8,False
2011-10-31,0,0,42,1,7,False
2011-11-01,0,0,42,1,7,False
2011-11-02,0,0,47,1,7,False
2011-11-03,0,0,44,1,7,False
2011-11-04,0,0,43,1,7,False
2011-11-05,0,0,44,1,7,False
2011-11-06,0,0,44,1,8,False
2011-11-07,0,0,44,1,7,False
2011-11-08,0,0,46,1,7,False
2011-11-09,0,0,46,1,7,False
2011-11-10,0,0,47,1,7,False
2011-11-11,0,0,45,1,7,False
2011-11-12,0,0,48,1,7,False
2011-11-13,0,0,47,1,8,False
2011-11-14,0,0,53,1,7,False
2011-11-15,0,0,60,1,7,False
2011-11-16,0,0,60,1,7,False
2011-11-17,0,0,57,1,7,False
2011-11-18,0,0,65,1,8,False
2011-11-19,0,0,68,1,8,False
2011-11-20,0,0,63,1,8,False
2011-11-21,0,0,56,1,8,False
2011-11-22,0,0,54,1,7,False
2011-11-23,0,0,55,1,7,False
2011-11-24,0,0,60,1,8,False
2011-11-25,0,0,63,1,7,False
2011-11-26,0,0,56,1,8,False
2011-11-27,0,0,57,1,8,False
2011-11-28,0,0,59,1,7,False
2011-11-29,0,0,54,1,7,False
2011-11-30,0,0,56,1,7,False
2011-12-01,0,0,52,1,7,False
2011-12-02,0,0,53,1,8,False
2011-12-03,0,0,55,1,8,False
2011-12-04,0,0,55,1,8,False
2011-12-05,0,0,52,1,8,False
2011-12-06,0,0,52,1,9,False
2011-12-07,0,0,55,1,8,False
2011-12-08,0,0,56,1,8,False
2011-12-09,0,0,59,1,8,False
2011-12-10,0,0,55,1,8,False
2011-12-11,0,0,57,1,8,False
2011-12-12,0,0,58,1,7,False
2011-12-13,0,0,58,1,8,False
2011-12-14,0,0,56,1,7,False
2011-12-15,0,0,54,1,8,False
2011-12-16,0,0,55,1,8,False
2011-12-17,0,0,59,0,8,False
2011-12-18,0,0,58,1,8,False
2011-12-19,0,0,59,1,8,False
2011-12-20,0,0,56,1,7,False
2011-12-21,0,0,60,1,8,False
2011-12-22,0,0,65,1,8,False
2011-12-23,0,0,62,1,7,False
2011-12-24,0,0,63,1,8,False
2011-12-25,0,0,100,1,6,False
2011-12-26,0,0,97,1,7,False
2011-12-27,0,0,82,1,8,False
2011-12-28,0,0,72,1,8,False
2011-12-29,0,0,68,1,9,False
2011-12-30,0,0,63,1,8,False
2011-12-31,0,0,63,1,8,False
2012-01-01,0,0,63,1,8,False
2012-01-02,0,0,58,1,8,False
2012-01-03,0,0,56,1,8,False
2012-01-04,0,0,54,1,7,False
2012-01-05,0,0,52,1,8,False
2012-01-06,0,0,53,1,7,False
2012-01-07,0,0,56,1,8,False
2012-01-08,0,0,55,1,8,False
2012-01-09,0,0,51,1,7,False
2012-01-10,0,0,52,1,7,False
2012-01-11,0,0,52,1,7,False
2012-01-12,0,0,51,1,7,False
2012-01-13,0,0,50,1,7,False
2012-01-14,0,0,52,1,8,False
2012-01-15,0,0,53,1,8,False
2012-01-16,0,0,51,1,8,False
2012-01-17,0,0,47,1,7,False
2012-01-18,0,0,47,1,7,False
2012-01-19,0,0,48,1,8,False
2012-01-20,0,0,54,1,8,False
2012-01-21,0,0,52,1,8,False
2012-01-22,0,0,52,1,8,False
2012-01-23,0,0,49,1,7,False
2012-01-24,0,0,46,1,7,False
2012-01-25,0,0,46,1,7,False
2012-01-26,0,0,49,1,7,False
2012-01-27,0,0,48,1,7,False
2012-01-28,0,0,49,1,8,False
2012-01-29,0,0,49,1,8,False
2012-01-30,0,0,46,1,8,False
2012-01-31,0,0,46,1,8,False
2012-02-01,0,0,44,1,8,False
2012-02-02,0,0,46,1,7,False
2012-02-03,0,0,49,1,8,False
2012-02-04,0,0,48,1,8,False
2012-02-05,0,0,49,1,7,False
2012-02-06,0,0,48,1,6,False
