date,gain,generosity,gift,gold,guide,isPartial
2016-07-08,7,0,20,47,43,False
2016-07-09,7,0,21,48,46,False
2016-07-10,7,0,22,49,47,False
2016-07-11,8,0,22,51,42,False
2016-07-12,8,0,22,49,39,False
2016-07-13,8,0,21,48,36,False
2016-07-14,8,0,21,47,34,False
2016-07-15,8,0,20,47,32,False
2016-07-16,7,0,21,51,34,False
2016-07-17,7,0,22,52,36,False
2016-07-18,8,0,22,52,33,False
2016-07-19,8,0,20,48,33,False
2016-07-20,8,0,21,48,32,False
2016-07-21,8,0,21,48,33,False
2016-07-22,7,0,21,48,30,False
2016-07-23,6,0,21,51,32,False
2016-07-24,7,0,21,52,34,False
2016-07-25,7,0,20,49,31,False
2016-07-26,8,0,21,52,32,False
2016-07-27,8,0,21,49,32,False
2016-07-28,7,0,20,49,31,False
2016-07-29,7,0,21,49,31,False
2016-07-30,7,0,21,53,31,False
2016-07-31,7,0,21,55,33,False
2016-08-01,8,0,22,60,33,False
2016-08-02,8,0,23,58,34,False
2016-08-03,8,0,22,54,32,False
2016-08-04,7,0,22,52,31,False
2016-08-05,7,0,21,50,31,False
2016-08-06,6,0,21,63,32,False
2016-08-07,6,0,21,74,32,False
2016-08-08,7,0,20,76,31,False
2016-08-09,7,0,21,72,31,False
2016-08-10,7,0,20,97,31,False
2016-08-11,7,0,20,75,31,False
2016-08-12,7,0,21,96,30,False
2016-08-13,6,0,22,88,30,False
2016-08-14,6,0,22,97,34,False
2016-08-15,7,0,20,74,31,False
2016-08-16,7,0,21,74,30,False
2016-08-17,7,0,21,68,30,False
2016-08-18,7,0,21,64,30,False
2016-08-19,6,0,20,69,29,False
2016-08-20,6,0,22,75,28,False
2016-08-21,6,0,21,87,31,False
2016-08-22,7,0,22,63,32,False
2016-08-23,7,0,21,52,33,False
2016-08-24,7,0,20,53,33,False
2016-08-25,7,0,21,52,33,False
2016-08-26,6,0,19,50,32,False
2016-08-27,7,0,23,56,34,False
2016-08-28,7,0,23,54,37,False
2016-08-29,7,0,20,48,34,False
2016-08-30,7,0,19,47,34,False
2016-08-31,7,0,20,48,33,False
2016-09-01,7,0,20,49,33,False
2016-09-02,7,0,19,48,31,False
2016-09-03,6,0,20,51,32,False
2016-09-04,6,0,23,54,36,False
2016-09-05,7,0,21,53,37,False
2016-09-06,8,0,20,49,35,False
2016-09-07,8,0,20,48,34,False
2016-09-08,8,0,20,48,34,False
2016-09-09,7,0,20,50,33,False
2016-09-10,7,0,22,53,36,False
2016-09-11,7,0,20,52,38,False
2016-09-12,7,0,20,49,35,False
2016-09-13,8,0,19,48,34,False
2016-09-14,7,0,20,49,34,False
2016-09-15,8,0,21,47,35,False
2016-09-16,7,0,21,51,32,False
2016-09-17,6,0,22,53,33,False
2016-09-18,7,0,22,51,39,False
2016-09-19,7,0,19,48,36,False
2016-09-20,7,0,20,47,34,False
2016-09-21,7,0,20,48,36,False
2016-09-22,7,0,19,48,36,False
2016-09-23,7,0,20,47,33,False
2016-09-24,6,0,22,51,34,False
2016-09-25,7,0,22,52,38,False
2016-09-26,8,0,20,49,35,False
2016-09-27,9,0,20,48,34,False
2016-09-28,9,0,20,47,33,False
2016-09-29,8,0,20,49,34,False
2016-09-30,7,0,20,45,30,False
2016-10-01,6,0,23,51,32,False
2016-10-02,7,0,23,50,36,False
2016-10-03,7,0,21,48,33,False
2016-10-04,7,0,21,49,34,False
2016-10-05,8,0,19,46,33,False
2016-10-06,7,0,20,46,32,False
2016-10-07,7,0,19,45,31,False
2016-10-08,6,0,23,51,33,False
2016-10-09,6,0,22,50,37,False
2016-10-10,7,0,20,49,32,False
2016-10-11,8,0,22,47,32,False
2016-10-12,7,0,21,46,33,False
2016-10-13,7,0,22,49,33,False
2016-10-14,7,0,22,50,31,False
2016-10-15,6,0,22,57,36,False
2016-10-16,6,0,23,49,38,False
2016-10-17,8,0,22,49,34,False
2016-10-18,8,0,22,48,34,False
2016-10-19,7,0,22,47,34,False
2016-10-20,7,0,21,46,35,False
2016-10-21,6,0,22,46,32,False
2016-10-22,6,0,24,52,34,False
2016-10-23,7,0,24,51,38,False
2016-10-24,8,0,23,47,37,False
2016-10-25,8,0,21,47,37,False
2016-10-26,7,0,22,47,36,False
2016-10-27,7,0,22,48,34,False
2016-10-28,7,0,21,49,33,False
2016-10-29,6,0,23,50,32,False
2016-10-30,6,0,23,48,37,False
2016-10-31,7,0,21,45,34,False
2016-11-01,8,0,24,46,36,False
2016-11-02,8,0,25,47,38,False
2016-11-03,8,0,23,43,35,False
2016-11-04,7,0,25,48,36,False
2016-11-05,7,0,27,53,36,False
2016-11-06,10,0,27,51,40,False
2016-11-07,8,0,27,49,46,False
2016-11-08,7,0,25,47,56,False
2016-11-09,5,0,17,43,24,False
2016-11-10,7,0,26,48,31,False
2016-11-11,6,0,27,51,30,False
2016-11-12,6,0,30,54,32,False
2016-11-13,6,0,32,53,34,False
2016-11-14,7,0,29,50,32,False
2016-11-15,8,0,31,51,35,False
2016-11-16,8,0,31,49,35,False
2016-11-17,8,0,32,49,32,False
2016-11-18,7,0,34,51,32,False
2016-11-19,6,0,37,55,32,False
2016-11-20,7,0,40,58,34,False
2016-11-21,7,0,39,56,33,False
2016-11-22,7,0,40,56,31,False
2016-11-23,6,0,38,53,32,False
2016-11-24,5,0,36,54,31,False
2016-11-25,5,0,49,60,31,False
2016-11-26,6,0,47,61,35,False
2016-11-27,7,0,48,61,37,False
2016-11-28,7,0,52,58,34,False
2016-11-29,8,0,50,54,36,False
2016-11-30,8,0,49,58,37,False
2016-12-01,8,0,49,61,35,False
2016-12-02,7,0,49,56,33,False
2016-12-03,7,0,56,62,35,False
2016-12-04,7,0,59,59,38,False
2016-12-05,8,0,60,54,37,False
2016-12-06,8,0,61,53,36,False
2016-12-07,8,0,61,53,36,False
2016-12-08,8,0,61,54,37,False
2016-12-09,7,0,60,51,31,False
2016-12-10,6,0,70,57,33,False
