date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2004-01-01,0,100,0,0,0,False
2004-01-02,0,11,0,11,0,False
2004-01-03,0,26,13,26,0,False
2004-01-04,0,13,0,26,0,False
2004-01-05,0,0,0,31,31,False
2004-01-06,0,11,0,0,0,False
2004-01-07,0,0,8,15,0,False
2004-01-08,0,8,23,8,0,False
2004-01-09,0,16,8,0,0,False
2004-01-10,0,0,0,13,0,False
2004-01-11,0,0,13,0,0,False
2004-01-12,0,0,8,0,0,False
2004-01-13,0,15,22,7,7,False
2004-01-14,0,22,0,15,7,False
2004-01-15,0,22,7,15,0,False
2004-01-16,0,8,16,24,0,False
2004-01-17,0,12,25,0,0,False
2004-01-18,0,0,0,25,0,False
2004-01-19,0,26,17,9,0,False
2004-01-20,0,22,7,7,0,False
2004-01-21,0,7,7,15,0,False
2004-01-22,0,7,0,0,0,False
2004-01-23,0,16,8,0,0,False
2004-01-24,0,0,12,12,0,False
2004-01-25,0,12,0,0,0,False
2004-01-26,0,7,15,7,0,False
2004-01-27,0,7,21,7,0,False
2004-01-28,0,0,14,22,0,False
2004-01-29,0,7,7,0,0,False
2004-01-30,0,8,16,24,0,False
2004-01-31,0,12,0,0,0,False
2004-02-01,0,12,12,12,0,False
2004-02-02,0,0,7,14,0,False
2004-02-03,0,27,0,7,0,False
2004-02-04,0,7,0,20,0,False
2004-02-05,0,7,7,27,0,False
2004-02-06,0,7,7,7,0,False
2004-02-07,0,0,31,31,0,False
2004-02-08,0,35,0,0,0,False
2004-02-09,0,21,0,7,0,False
2004-02-10,0,28,14,0,0,False
2004-02-11,0,14,7,0,0,False
2004-02-12,0,7,0,7,0,False
2004-02-13,8,16,8,0,0,False
2004-02-14,0,24,0,0,0,False
2004-02-15,0,13,25,0,13,False
2004-02-16,0,16,8,41,0,False
2004-02-17,0,7,0,35,0,False
2004-02-18,0,0,28,7,0,False
2004-02-19,0,28,7,0,0,False
2004-02-20,0,23,15,23,0,False
2004-02-21,0,0,0,23,0,False
2004-02-22,0,0,0,0,0,False
2004-02-23,0,0,34,21,0,False
2004-02-24,0,21,7,0,0,False
2004-02-25,0,7,0,27,0,False
2004-02-26,0,34,7,14,0,False
2004-02-27,0,23,0,8,0,False
2004-02-28,0,0,35,0,12,False
2004-02-29,0,0,0,34,0,False
2004-03-01,0,28,0,19,0,False
2004-03-02,0,20,13,0,0,False
2004-03-03,0,24,0,0,0,False
2004-03-04,0,10,0,29,0,False
2004-03-05,0,0,0,0,0,False
2004-03-06,0,74,0,0,0,False
2004-03-07,0,0,0,0,0,False
2004-03-08,0,0,0,0,0,True
