date,costliness,costly,debtor,default,depression,isPartial
2009-07-25,0,1,0,74,39,False
2009-07-26,0,1,0,76,63,False
2009-07-27,0,0,1,90,57,False
2009-07-28,0,1,1,100,45,False
2009-07-29,0,1,1,93,55,False
2009-07-30,0,1,1,93,43,False
2009-07-31,0,0,1,92,50,False
2009-08-01,0,0,0,70,35,False
2009-08-02,0,1,0,82,51,False
2009-08-03,0,1,1,85,49,False
2009-08-04,0,1,0,90,47,False
2009-08-05,0,0,3,92,51,False
2009-08-06,0,0,1,81,51,False
2009-08-07,0,0,1,83,38,False
2009-08-08,0,0,1,73,49,False
2009-08-09,0,1,1,71,51,False
2009-08-10,0,0,1,85,43,False
2009-08-11,0,0,0,78,51,False
2009-08-12,0,1,1,88,58,False
2009-08-13,0,1,1,81,48,False
2009-08-14,0,0,1,80,43,False
2009-08-15,0,1,0,71,46,False
2009-08-16,0,0,0,72,43,False
2009-08-17,0,0,1,88,52,False
2009-08-18,0,1,2,78,45,False
2009-08-19,0,0,1,88,50,False
2009-08-20,0,1,1,73,41,False
2009-08-21,0,1,2,77,42,False
2009-08-22,0,1,0,75,44,False
2009-08-23,0,0,1,70,49,False
2009-08-24,0,1,2,81,44,False
2009-08-25,0,0,2,78,49,False
2009-08-26,0,1,0,82,51,False
2009-08-27,0,0,1,89,47,False
2009-08-28,0,1,1,81,42,False
2009-08-29,0,0,0,66,42,False
2009-08-30,0,0,1,72,48,False
2009-08-31,0,1,0,70,54,False
2009-09-01,0,0,1,77,46,False
2009-09-02,0,0,1,84,51,False
2009-09-03,0,0,1,84,54,False
2009-09-04,0,0,1,74,42,False
2009-09-05,0,1,0,75,39,False
2009-09-06,0,1,2,72,50,False
2009-09-07,0,1,0,82,55,False
2009-09-08,0,0,1,71,48,False
2009-09-09,0,1,1,73,51,False
2009-09-10,0,0,2,74,55,False
2009-09-11,0,1,2,71,46,False
2009-09-12,0,0,0,66,39,False
2009-09-13,0,1,1,78,48,False
2009-09-14,0,0,1,78,51,False
2009-09-15,0,1,1,75,52,False
2009-09-16,0,0,1,72,57,False
2009-09-17,0,0,1,73,60,False
2009-09-18,0,0,2,76,51,False
2009-09-19,0,1,1,70,46,False
2009-09-20,0,0,1,64,66,False
2009-09-21,0,0,1,76,61,False
2009-09-22,0,1,1,76,60,False
2009-09-23,0,1,1,78,57,False
2009-09-24,0,0,1,87,68,False
2009-09-25,0,1,0,73,65,False
2009-09-26,0,0,0,59,43,False
2009-09-27,0,0,1,69,58,False
2009-09-28,0,0,2,79,70,False
2009-09-29,0,0,1,86,64,False
2009-09-30,0,0,1,78,57,False
2009-10-01,0,1,1,66,60,False
2009-10-02,0,1,1,71,60,False
2009-10-03,0,0,0,67,41,False
2009-10-04,0,1,1,72,62,False
2009-10-05,0,0,1,77,63,False
2009-10-06,0,1,1,77,72,False
2009-10-07,0,0,1,75,60,False
2009-10-08,0,0,1,78,62,False
2009-10-09,0,0,1,73,58,False
2009-10-10,0,0,0,62,47,False
2009-10-11,0,1,1,71,56,False
2009-10-12,0,1,1,77,71,False
2009-10-13,0,0,1,77,71,False
2009-10-14,0,1,1,79,62,False
2009-10-15,0,0,1,79,59,False
2009-10-16,0,1,1,76,51,False
2009-10-17,0,0,0,73,51,False
2009-10-18,0,0,1,63,61,False
2009-10-19,0,1,0,67,69,False
2009-10-20,0,1,1,84,68,False
2009-10-21,0,0,2,81,66,False
2009-10-22,0,0,1,78,63,False
2009-10-23,0,0,2,73,54,False
2009-10-24,0,0,1,59,56,False
2009-10-25,0,0,0,60,60,False
2009-10-26,0,0,1,73,74,False
2009-10-27,0,0,0,79,66,False
2009-10-28,0,1,2,77,76,False
2009-10-29,0,1,1,70,73,False
2009-10-30,0,0,0,67,61,False
2009-10-31,0,0,0,63,45,False
2009-11-01,0,1,0,60,64,False
2009-11-02,0,1,1,77,83,False
2009-11-03,0,0,1,85,64,False
2009-11-04,0,1,2,78,73,False
2009-11-05,0,0,1,83,64,False
2009-11-06,0,1,1,69,64,False
2009-11-07,0,0,1,62,59,False
2009-11-08,0,1,0,61,70,False
2009-11-09,0,1,2,73,78,False
2009-11-10,0,0,2,78,69,False
2009-11-11,0,0,1,76,66,False
2009-11-12,0,0,1,81,75,False
2009-11-13,0,0,1,74,65,False
2009-11-14,0,0,1,75,58,False
2009-11-15,0,1,1,67,61,False
2009-11-16,0,1,1,68,75,False
2009-11-17,0,1,1,70,79,False
2009-11-18,0,1,2,78,81,False
2009-11-19,0,1,1,73,71,False
2009-11-20,0,0,1,66,74,False
2009-11-21,0,0,0,73,51,False
2009-11-22,0,0,0,67,68,False
2009-11-23,0,1,0,71,68,False
2009-11-24,0,0,2,81,67,False
2009-11-25,0,0,1,82,57,False
2009-11-26,0,0,0,80,41,False
2009-11-27,0,0,0,70,48,False
2009-11-28,0,0,0,72,47,False
2009-11-29,0,1,1,70,68,False
2009-11-30,0,0,1,60,75,False
2009-12-01,0,0,0,77,79,False
2009-12-02,0,1,1,74,75,False
2009-12-03,0,1,1,76,72,False
2009-12-04,0,0,1,79,65,False
2009-12-05,0,0,1,71,55,False
2009-12-06,0,1,0,64,68,False
2009-12-07,0,0,2,66,79,False
2009-12-08,0,2,1,79,83,False
2009-12-09,0,0,2,78,70,False
2009-12-10,0,1,0,78,68,False
2009-12-11,0,1,2,74,61,False
2009-12-12,0,1,1,68,56,False
2009-12-13,0,1,1,59,65,False
2009-12-14,0,1,1,76,76,False
2009-12-15,0,1,1,70,74,False
2009-12-16,0,0,0,69,67,False
2009-12-17,0,0,1,78,62,False
2009-12-18,0,1,1,75,51,False
2009-12-19,0,1,1,62,35,False
2009-12-20,0,0,0,67,49,False
2009-12-21,0,0,1,71,49,False
2009-12-22,0,0,1,79,45,False
2009-12-23,0,1,1,67,36,False
2009-12-24,0,0,1,75,40,False
2009-12-25,0,0,0,76,33,False
2009-12-26,0,0,0,75,43,False
2009-12-27,0,0,0,69,43,False
2009-12-28,0,0,1,77,42,False
2009-12-29,0,0,1,84,45,False
2009-12-30,0,1,1,79,36,False
2009-12-31,0,0,0,67,46,False
2010-01-01,0,0,1,75,42,False
2010-01-02,0,0,0,69,45,False
2010-01-03,0,1,0,56,58,False
2010-01-04,0,0,1,73,56,False
2010-01-05,0,0,0,76,63,False
2010-01-06,0,1,2,83,66,False
2010-01-07,0,1,1,74,62,False
2010-01-08,0,0,1,76,55,False
2010-01-09,0,1,0,62,48,False
2010-01-10,0,0,1,72,49,False
2010-01-11,0,0,2,74,72,False
2010-01-12,0,1,1,75,70,False
2010-01-13,0,0,2,77,65,False
2010-01-14,0,0,2,79,69,False
2010-01-15,0,1,0,78,54,False
2010-01-16,0,0,1,69,45,False
2010-01-17,0,1,0,70,59,False
2010-01-18,0,0,0,71,57,False
2010-01-19,0,0,1,78,69,False
2010-01-20,0,1,0,73,69,False
2010-01-21,0,0,1,87,64,False
2010-01-22,0,0,1,80,60,False
2010-01-23,0,1,1,69,54,False
2010-01-24,0,0,1,60,58,False
2010-01-25,0,1,2,63,67,False
2010-01-26,0,1,1,75,61,False
2010-01-27,0,0,1,79,67,False
2010-01-28,0,0,1,77,67,False
2010-01-29,0,0,1,76,60,False
2010-01-30,0,0,0,63,44,False
2010-01-31,0,1,0,62,57,False
2010-02-01,0,1,1,70,67,False
2010-02-02,0,0,1,72,72,False
2010-02-03,0,0,1,71,65,False
2010-02-04,0,1,1,75,73,False
2010-02-05,0,1,0,70,61,False
2010-02-06,0,0,0,66,47,False
2010-02-07,0,1,0,61,57,False
2010-02-08,0,0,1,67,73,False
2010-02-09,0,1,1,72,62,False
2010-02-10,0,0,1,75,67,False
2010-02-11,0,0,1,76,66,False
2010-02-12,0,1,1,71,61,False
2010-02-13,0,0,1,58,40,False
2010-02-14,0,1,0,62,55,False
2010-02-15,0,0,0,68,69,False
2010-02-16,0,1,1,80,70,False
2010-02-17,0,0,1,86,72,False
2010-02-18,0,0,1,74,72,False
2010-02-19,0,0,2,75,62,False
2010-02-20,0,1,0,56,48,False
2010-02-21,0,0,1,60,65,False
2010-02-22,0,0,1,69,71,False
2010-02-23,0,0,1,74,75,False
2010-02-24,0,1,1,75,75,False
2010-02-25,0,0,1,75,71,False
2010-02-26,0,1,1,68,65,False
2010-02-27,0,0,1,64,47,False
2010-02-28,0,0,2,54,77,False
2010-03-01,0,0,1,69,83,False
2010-03-02,0,1,1,76,78,False
2010-03-03,0,0,2,75,80,False
2010-03-04,0,0,2,80,71,False
2010-03-05,0,0,0,72,68,False
2010-03-06,0,0,0,58,46,False
2010-03-07,0,0,1,63,67,False
2010-03-08,0,0,1,74,69,False
2010-03-09,0,1,1,73,75,False
2010-03-10,0,0,1,77,70,False
2010-03-11,0,1,1,79,77,False
2010-03-12,0,1,1,77,64,False
2010-03-13,0,0,0,60,44,False
2010-03-14,0,0,0,56,56,False
