date,gain,generosity,gift,gold,guide,isPartial
2007-10-14,6,0,20,41,90,False
2007-10-15,5,0,22,37,70,False
2007-10-16,6,0,22,38,70,False
2007-10-17,5,0,23,39,66,False
2007-10-18,6,0,23,38,62,False
2007-10-19,6,0,23,41,68,False
2007-10-20,5,0,19,40,88,False
2007-10-21,5,0,18,37,85,False
2007-10-22,6,0,20,38,67,False
2007-10-23,6,0,22,35,70,False
2007-10-24,5,0,22,38,69,False
2007-10-25,6,0,21,35,63,False
2007-10-26,5,0,22,37,66,False
2007-10-27,5,0,23,40,78,False
2007-10-28,5,0,21,43,88,False
2007-10-29,6,0,25,36,70,False
2007-10-30,5,0,23,37,69,False
2007-10-31,6,0,22,34,72,False
2007-11-01,5,0,27,40,70,False
2007-11-02,5,0,25,42,70,False
2007-11-03,5,0,26,41,90,False
2007-11-04,7,0,25,43,90,False
2007-11-05,5,0,24,40,73,False
2007-11-06,5,0,28,42,72,False
2007-11-07,6,0,29,45,70,False
2007-11-08,6,0,30,46,69,False
2007-11-09,5,0,30,44,64,False
2007-11-10,5,0,27,42,85,False
2007-11-11,5,0,29,44,91,False
2007-11-12,6,0,32,44,74,False
2007-11-13,6,0,32,42,67,False
2007-11-14,5,0,33,40,66,False
2007-11-15,5,0,35,39,70,False
2007-11-16,6,0,33,38,65,False
2007-11-17,6,0,36,41,82,False
2007-11-18,5,0,37,41,80,False
2007-11-19,5,0,38,43,74,False
2007-11-20,5,0,39,42,69,False
2007-11-21,4,0,35,43,71,False
2007-11-22,5,0,31,40,87,False
2007-11-23,5,0,42,43,82,False
2007-11-24,4,0,47,44,94,False
2007-11-25,4,0,49,41,90,False
2007-11-26,5,0,48,41,70,False
2007-11-27,6,0,52,41,72,False
2007-11-28,6,0,53,41,73,False
2007-11-29,5,0,50,42,72,False
2007-11-30,5,0,48,40,67,False
2007-12-01,4,0,51,44,80,False
2007-12-02,4,0,56,40,86,False
2007-12-03,5,0,59,39,71,False
2007-12-04,5,0,58,40,68,False
2007-12-05,5,0,61,42,71,False
2007-12-06,5,0,58,38,66,False
2007-12-07,5,0,58,41,68,False
2007-12-08,5,0,65,45,83,False
2007-12-09,4,0,68,46,87,False
2007-12-10,5,0,70,42,68,False
2007-12-11,5,0,69,44,68,False
2007-12-12,5,0,74,42,73,False
2007-12-13,6,0,70,42,65,False
2007-12-14,5,0,75,41,64,False
2007-12-15,4,0,83,45,75,False
2007-12-16,5,0,80,45,90,False
2007-12-17,4,0,86,41,68,False
2007-12-18,4,0,86,38,67,False
2007-12-19,5,0,85,44,67,False
2007-12-20,5,0,82,41,65,False
2007-12-21,4,0,79,40,63,False
2007-12-22,5,0,78,43,81,False
2007-12-23,4,0,65,46,90,False
2007-12-24,4,0,71,41,82,False
2007-12-25,5,0,54,43,89,False
2007-12-26,5,0,42,46,80,False
2007-12-27,7,0,33,43,77,False
2007-12-28,6,0,30,44,80,False
2007-12-29,4,0,30,41,89,False
2007-12-30,6,0,27,43,92,False
2007-12-31,5,0,24,45,84,False
2008-01-01,4,0,25,40,92,False
2008-01-02,5,0,23,44,78,False
2008-01-03,5,0,21,46,75,False
2008-01-04,4,0,21,42,69,False
2008-01-05,5,0,23,43,85,False
2008-01-06,6,0,23,44,90,False
2008-01-07,6,0,19,43,77,False
2008-01-08,5,0,19,40,73,False
2008-01-09,7,0,20,42,73,False
2008-01-10,7,0,19,42,73,False
2008-01-11,6,0,20,43,72,False
2008-01-12,6,0,19,48,85,False
2008-01-13,6,0,19,51,92,False
2008-01-14,6,0,19,44,76,False
2008-01-15,6,0,18,47,77,False
2008-01-16,6,0,21,44,72,False
2008-01-17,6,0,20,45,71,False
2008-01-18,5,0,17,43,69,False
2008-01-19,5,0,18,47,87,False
2008-01-20,5,0,18,46,95,False
2008-01-21,6,0,20,43,76,False
2008-01-22,6,0,19,47,70,False
2008-01-23,5,0,19,46,71,False
2008-01-24,5,0,18,45,70,False
2008-01-25,5,0,19,47,73,False
2008-01-26,5,0,18,49,84,False
2008-01-27,6,0,19,45,92,False
2008-01-28,6,0,20,43,73,False
2008-01-29,6,0,22,43,75,False
2008-01-30,6,0,20,43,74,False
2008-01-31,6,0,20,44,71,False
2008-02-01,5,0,22,44,71,False
2008-02-02,5,0,21,51,89,False
2008-02-03,6,0,22,44,100,False
2008-02-04,6,0,23,37,68,False
2008-02-05,6,0,24,42,75,False
2008-02-06,6,0,22,44,70,False
2008-02-07,6,0,23,43,68,False
2008-02-08,5,0,27,45,74,False
2008-02-09,5,0,24,53,83,False
2008-02-10,5,0,26,51,89,False
2008-02-11,7,0,30,43,74,False
2008-02-12,7,0,30,43,70,False
2008-02-13,7,0,29,39,69,False
2008-02-14,6,0,29,44,65,False
2008-02-15,4,0,17,42,67,False
2008-02-16,5,0,19,49,80,False
2008-02-17,5,0,17,47,91,False
2008-02-18,6,0,17,42,79,False
2008-02-19,7,0,17,41,73,False
2008-02-20,5,0,17,42,72,False
2008-02-21,6,0,15,40,67,False
2008-02-22,6,0,16,44,69,False
2008-02-23,5,0,15,40,81,False
2008-02-24,5,0,16,45,84,False
2008-02-25,6,0,17,44,74,False
2008-02-26,5,0,16,41,71,False
2008-02-27,7,0,16,43,68,False
2008-02-28,6,0,16,44,67,False
2008-02-29,5,0,18,48,67,False
2008-03-01,6,0,15,50,81,False
2008-03-02,5,0,17,47,86,False
2008-03-03,7,0,17,43,70,False
2008-03-04,7,0,18,45,70,False
2008-03-05,7,0,17,44,67,False
2008-03-06,7,0,15,42,67,False
2008-03-07,7,0,17,47,63,False
2008-03-08,6,0,16,45,79,False
2008-03-09,7,0,14,43,88,False
2008-03-10,6,0,18,46,70,False
2008-03-11,7,0,17,45,73,False
2008-03-12,7,0,18,47,65,False
2008-03-13,5,0,17,53,67,False
2008-03-14,6,0,17,56,64,False
2008-03-15,5,0,14,57,77,False
2008-03-16,7,0,12,54,84,False
2008-03-17,6,0,17,57,70,False
2008-03-18,7,0,18,55,70,False
2008-03-19,6,0,18,55,65,False
